id,translated_japanese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"かつ , この 援助 者 が 起 っ た の は , 朽ち る こと の な い 罪 を 予告 し た 後 , 朽ち る こと の な い 永遠 の 死 ぬ べ き こと を 示 し て い る 場合 に は , 秘密 を も っ て 与え られ て い る の で あ る .",実験的なワクチンでエボラの死亡率が減るように見えますが、今までのところ、既存の感染症の治療に適しているとはっきり実証された薬剤はありません。,0.620471179485321,一つの実験的ワクチンはエボラ出血熱の死亡率を減少させることができるようですが、これまでのところ、既存の感染症の治療に適していると明確に示された薬剤はありません。,0.6023046374320984
11,"する と , 太陽 が 飛び と な っ て , 野 で は , 約束 さ れ た こと を 報告 し て い る が , 約束 さ れ た もの は , 死 より も はるか に 益 を 得 た もの で あ る .",抗体カクテルの1つであるZMappは、当初はこの分野で有望視されていましたが、正式な研究では期待されたほどの死亡予防効果がないことが示されました。,0.6562972664833069,"以下の文を日本語に翻訳します。

「抗体カクテルの一つであるZMappは、当初この分野で希望が持たれていましたが、正式な研究では死亡を防ぐ効果が期待されたほどではないことが示されました。」",0.6756971478462219
12,"それ は , クレオン の 中 に あ る クミス に 仕え て い た 人 たち の こと で あ っ て , それ は スパ と 同じ 姿 で あ っ た . また , それ は 三 人 の 者 に 似 て い る .",PALM試験では、ZMappは対照薬として使用され、科学者たちはZMappを基準として、他の3つの治療法と比較しました。,0.5819036364555359,PALM試験では、ZMappが対照薬として用いられました。つまり、科学者たちはそれを基準として使用し、他の三つの治療法と比較しました。,0.6161579489707947
13,""" クレセデ び と クミカ は , クレオン の 女 奴隷 で あ っ て , それ を 与え られ た "" と い う の で , クプラ と ベルカ が , われわれ の すべて の 者 の 罪 に よ っ て 救 を 得 よう と する の で あ る .",米国体操連盟（USA Gymnastics）は、米国オリンピック委員会の書簡を支持し、選手全員のための安全な環境づくりを促進するためにオリンピックファミリーの絶対的な必要性を受け入れます。,0.6449195146560669,USA体操は、アメリカオリンピック委員会の手紙を支持し、すべてのアスリートのために安全な環境を促進するというオリンピックファミリーの絶対的な必要性を受け入れています。,0.6422141194343567
14,"わたしたちは,クレスポとクレオンから,わたしたちの利息とクレオンとの利息とに,仕えて 以上のがれようとした. 杯の中で,吹くよりは,吹くよりは仕える者だからである.",私たちは、資格を剥奪するよりも、組織内で意味のある変革を進めた方が選手やクラブ、そしてスポーツに資する可能性があるというUSOCの声明に同意しています。,0.3340359926223755,私たちは、米国オリンピック委員会（USOC）の声明に同意します。つまり、私たちのアスリートやクラブ、そして彼らのスポーツの利益は、認証取り消しよりも、私たちの組織内での意義ある変化を進めることで、より良くされる可能性があるということです。,0.3435399532318115
15,"カボン の 中 に あ っ て , どこ に も 混乱 の な い よう に し , 悲し ん で 行 っ て , なが く きた ら せ られ る こと に よ っ て , 光 が 吹 き , そとげ が あ っ た こと の ため に 消え られ , 堅 く 立 つ こと が でき る か も しれ な い .",米国体操連盟は、ラリー・ナッサー氏の遺族が勇気を持って説明したような虐待がなぜ長期に渡って発覚しなかったかを明らかにするための第三者による調査に協力し、必要かつ適切な変化を受け入れる所存です。,0.6892228126525879,USA体操は、ラリー・ナサールの生存者たちが勇敢に説明したような虐待がどのように長期間にわたり見過ごされてきたのかを明らかにする可能性のある独立した調査を支持し、必要かつ適切な変更を受け入れています。,0.6719965934753418
16,"カボン , 打 た れ る 災 を 解 い て み なさ い . 彼 ら は , 混乱 の ぎ 場 , また 他 の 人 たち を 柔和 に し , その 夢 に 従 う こと を 知 ら せ , 彼 ら の 魂 を 安らか に し て , ねたみ および 思い の 中 に あ っ て い る .",米国体操連盟とUSOCは同じ目標を掲げています。アスリートが安全かつ前向きに力を発揮できる環境で夢を追いかけられるように、スポーツとしての体操やその他のスポーツをできるだけ安全なものにすることです。,0.6353081464767456,USA体操連盟とアメリカオリンピック委員会（USOC）は同じ目標を持っています。それは、体操や他のスポーツを、アスリートが安全でポジティブ、そして力強い環境の中で夢を追いかけるためにできる限り安全にすることです。,0.6301702857017517
17,"ヨハネ の 氏族 は つ い て の もの で , ヨハネ から 出 た の で あ る . 彼 は 魔術 を 言 い , それ と 羽 と を と る 者 の かしら で あ っ た . その 間 に , ヨハネ が さ と し て お り , ヨハネ から 生れ た の で あ る .",1960年代を通して、ブレジンスキーはジョン・F・ケネディの顧問を務め、その後リンドン・B・ジョンソン政権でも活躍しました。,0.6511446237564087,1960年代を通じて、ブレジンスキーはジョン・F・ケネディの顧問として働き、その後リンドン・B・ジョンソン政権でも活動しました。,0.6423712372779846
18,"クレオン の 人々 は 異邦 人 を 誘惑 し て , 外国 人 に 仕え た . それ から シュマクミク に 至 る まで , ビクワン の アビケル に 仕え , クシワクワム から 及 ん だ .",1976 年の大統領選ではカーターの外交政策について助言し、1977 年から 1981 年まで国家安全保障顧問（NSA）を務め、ヘンリー・キッシンジャーの後を継ぎました。,0.6329482197761536,1976年の選挙中、彼はカーターに外交政策について助言し、その後1977年から1981年まで国家安全保障顧問（NSA）を務め、ヘンリー・キッシンジャーの後を継ぎました。,0.6282516717910767
19,"彼 は , ろば に つな が れ て い る 時 , ダビデ の 給仕 と な っ て い る もの を 手 に つけ , クミン まで 行 く こと が でき , また ,いなめ る 者 , スキ び と , 寄らない 者 , 寄 る べ き 者 , 寄 る べ き 者 , 寄 る べ き 者 "" . これ は 寄 る べ き 者 , 寄 る べ き 者 , アンカテカテリ び と い う もの で あ る .",NSAとしてカーターを補佐し、1978年のキャンプ・デイビッド合意、1970年代後半の米中関係の正常化、1979年のイラン人質事件につながったイラン革命、1979年のソビエトのアフガニスタン侵攻など、世界問題を外交的に処理した。,0.5359439849853516,彼はNSAとして、カーター大統領が外交的に世界の問題を処理するのを支援しました。具体的には、1978年のキャンプデイビッド合意、1970年代後半の米中関係の正常化、1979年のイラン革命によるイラン人質危機、1979年のソビエトのアフガニスタン侵 invasionなどです。,0.541242241859436
20,"クプロ , クレオン , アンミ テ 行 き , クミン を つ い て , どこ に も 与え られ な い よう に し , あらゆる 点 に お い て も , 入れ て い る 者 も , それ を 受けいれ る こと が でき な い .",ライアン・ゴズリングとエマ・ストーンが出演したこの映画は、すべての主要部門でノミネートされました。,0.5493088364601135,その映画はライアン・ゴスリングとエマ・ストーンが出演し、すべての主要部門でノミネートされました。,0.5542750954627991
21,"目 を さま し て 行 き なさ い . そして , 混乱 と 尊敬 と を 用い る 者 は い な い .",ゴズリングとストーンはそれぞれ主演男優賞と女優賞にノミネートされました。,0.4811871647834778,ゴスリングとストーンは、それぞれ最優秀男優賞と最優秀女優賞にノミネートされました。,0.4878500699996948
22,"このほかには,さやく,クミン,シュワン,クミン,ナフワイ,ナフワイ,ナフトおよびネタネタとの間にある.",最優秀作品賞、監督賞、撮影賞、衣装デザイン賞、映画編集賞、作曲賞、美術賞、音響編集賞、録音賞、脚本賞などにノミネートされました。,0.2887713611125946,他のノミネーションには、最優秀作品賞、監督賞、撮影賞、 costume  design、編集賞、オリジナルスコア、プロダクションデザイン、音響編集、音響ミキシングおよびオリジナル脚本賞が含まれます。,0.3315805494785309
23,"アスンクリト から ふたり の 歌 が あ っ て , クミンナクミン を 打 つ 者 , クミン , クミン を 打 つ 者 が 出 た . その 二 種 は い な く な る し , クミン を 用い る 二 つ の 歌 と で あ っ て , 他 の 人 に と っ て は , その 二 つ の 規定 が あ っ た .",映画に収録されている「オーディション（The Fools Who Dream）」と「シティ・オブ・スターズ」の2曲が最優秀オリジナル曲にノミネートされました。ライオンズゲート・スタジオは、他のどのスタジオよりも多い26のノミネートを受けました。,0.5836626291275024,映画『オーディション（夢を描く者たち）』の「The Fools Who Dream」と「City of Stars」の2曲が最優秀オリジナル歌曲賞にノミネートされました。ライオンズゲートスタジオは26件のノミネートを受け、他のスタジオよりも多くなりました。,0.5930787324905396
24,"アビク に あた っ て , ポンノン テオ ・ ビルネコ に , クミスケルネコ に あて , ひそか に 伝え られ た よう に 威厳 が あ っ た . それ は , 積荷 を 退 か せ , スリヤ 人 に 移 さ せ る ため で あ っ た .",日曜深夜、ドナルド・トランプ米大統領は報道官経由で配信された声明において、米軍がシリアから撤退することを発表しました。,0.6214370131492615,日曜日の遅い時間に、アメリカのドナルド・トランプ大統領は、広報官を通じて声明を発表し、アメリカ軍がシリアを離れることを発表しました。,0.612650454044342
25,"さて , この 出来事 は クシャン と い う 人 , クミン の アケリオン に あ る ア カイム に くい を 与え た もの で あ る .",本件は、トランプ大統領がトルコのレセップ・タイップ・エルドアン大統領と電話会談した後で発表されました。,0.5785104632377625,発表は、トランプがトルコのレジェプ・ターイップ・エルドアン大統領と電話会談を行った後に行われました。,0.5784217715263367
26,"わたし は また  先 に 戦 お う と し て い た 者 たち を 捕え , "" 諸 国民 は , 誘惑 に 陥 ろ う と し て い る "" と 言 わ れ た こと を 拒 ん だ .",トルコはまた、捉えられたISIS戦闘員の警備を引き継ぐことになり、声明によれば、欧州諸国は戦闘員の本国送還を拒否している。,0.7505703568458557,トルコはまた、声明によれば、ヨーロッパ諸国が帰国を拒否した捕虜のISIS戦闘員の警備を引き受けることになります。,0.7348630428314209
27,"その 中 に は , 生存 者 たち に は それ が な く , 手 の 筋 が あ っ て , 堅 く 立 っ て い る . ただし , い な く な っ た だけ で , 堅 く 立 つ こと は でき な い . 三 人 の 与え られ て い る よう に , 堅 く 立 つ こと は でき な い .",これは、少なくとも一部の恐竜が羽を持っていたことを確認するだけでなく、色や立体配置など、一般的には化石にはない詳細な点を伝えています。,0.6379222273826599,これは、少なくとも一部の恐竜が羽毛を持っていたことを確認するだけでなく（これはすでに広く受け入れられている理論です）、色や三次元的な配置など、化石では一般的に提供されない詳細も提供します。,0.6424769759178162
28,"また その 獣 の 銀 は 次 の とおり で あ る . そして この 獣 の 足 の は い たさ , ウパズ と エシコル の 間 に あ っ た .",.科学者によると、この動物の羽毛は外側が栗色で内側が暖色系の色でした。,0.5793161988258362,科学者たちは、この動物の羽毛は上面が栗色で、下面は淡い色またはカロテノイド色であったと言っています。,0.6009812951087952
29,"また その 魂 を  会 わ せ て , 鳥 の 生存 者 に く さ れ る .",この発見はまた、鳥類の羽毛の進化について探るための手がかりとなるものでした。,0.6838387846946716,この発見は、鳥の羽毛の進化についての洞察も与えてくれます。,0.7056323289871216
30,"と い う の は , かろうじて び と 羽毛 が あ っ て , 不義 を し た こと は な い . しかし , この ほか に は ピレネト と 呼 ば れ る . しかし ,  組 は  定め られ て い る . 三 分 の 一 は ピトラ と い う かおり で あ る . これ ら だけ が , であろうか流 さ れ て い る の で あ る .",恐竜の羽毛には羽軸と呼ばれる十分に発達した軸がないものの、他の羽毛の特徴である綿羽や小羽枝があることから、研究者らは羽軸はこうした他の特徴よりも後に起きた進化であった可能性が高いと推測しています。,0.624163806438446,恐竜の羽毛には、ラキスと呼ばれるよく発達した軸がないものの、羽毛の他の特徴—バーブやバーブル—は持っているため、研究者たちはラキスがこれらの他の特徴よりも後の進化的発展である可能性が高いと推測しました。,0.6614530086517334
31,"その 羽 が あ っ て も , いえ な い 今 は 驚 く こと が な く , むしろ , つづ い て も おおい の ため に , 目 を さま す こと が でき な い . その 尾 は ごく で あ っ て , しゃこ を し て い る が , これ は 枯れ て い な い .",羽毛の構造から、飛行の目的ではなく、体温調節や視覚的効果に使用されていたと推測されます。研究者らは、これが若い恐竜の尾であるにもかかわらず、標本は大人の羽毛を示しており、ヒヨコの羽毛ではないことを示唆しました。,0.6641572117805481,羽毛の構造は、それが飛行に使われたのではなく、温度調節やディスプレイのために使用されたことを示唆しています。研究者たちは、これは若い恐竜の尾であるにもかかわらず、このサンプルは雛の柔らかい羽毛ではなく、成体の羽毛を示していると提案しました。,0.6737589240074158
32,"たと い とげ が あ っ て も , しま わ な い . たと い 尾 の きば を も っ て し て も , しま わ な い . また , はら ん で き て も , や む を き か な い .",研究者らは、この標本が若い恐竜の尻尾であるにもかかわらず、ひなの羽毛ではなく大人の羽毛が生えていることを示唆している。,0.6233465075492859,研究者たちは、この標本が若い恐竜の尾であるにもかかわらず、成体の羽毛を示しており、ひなの産毛ではないと提案しました。,0.6193301677703857
33,"岩 の 上 で は ,  善 を さ し て い る 者 , すなわち スパトエル , ナフニイ , オレス の ふたり を 殺 し , 他 の 民 より も , もっと 二 本 の 君 たち を 殺 し た .",昨日の朝、トルコのガジアンテップの警察本部で自動車爆弾の爆発により、警官2人が死亡し、負傷者は20人を超えました。,0.5782387256622314,トルコのガジアンテプにある警察本部で昨日の朝、車の爆弾が detonatedし、2人の警察官が死亡し、20人以上の他の人々が負傷しました。,0.606145441532135
34,"総督 の 監督 は 言 っ た , "" 負債 の あ る 人々 が 負 わ れ て い る .",知事室の報道によれば、負傷者のうち19人は警官でした。,0.7760210633277893,知事の事務所は、負傷者のうち19人が警察官であると述べました。,0.7883612513542175
35,"また 彼 ら は 言 っ た , "" 彼 ら は , 誘惑 に 用い た もろもろ の 器 を 仰 ぎ 出 し て , わたし が 受け る の は おか いで に な り ま し た "" .",警察は、攻撃に関与した過激派ダーシュ（ISIL）を疑っていると述べました。,0.6436538100242615,警察は、攻撃の責任があるとされるダイシュ（ISIL）の過激派を疑っていると述べました。,0.6556628346443176
36,"ところ が , これ ら の 人々 は それぞれ 違 っ た 星 の よう に , かめ の 星 の よう に 輝 い て い る の を 見 た . また , もろもろ の 星 の 造り 主 イエス に あ っ て , 誘惑 に 似 て い る 者 は , それ ら の もの に よ っ て 散ら さ れ て , 無 に 帰 する こと に な っ て しま っ た .",彼らは、太陽が他の星と同じ基本原理で動いていることを発見しました。星系内にあるすべての星の活動は、その光度と自転によってのみ駆動され、その他の要因はないことがわかりました。,0.714713454246521,彼らは、太陽が他の星と同じ基本原理で動いていることを発見しました。このシステム内のすべての星の活動は、その光度、回転によって駆動されており、他には何も関係していないことがわかりました。,0.7224964499473572
37,"その 部隊 の 中 に は , こ ん で い る もの が あ っ て , それ は , しま っ て い る 星 の 解点 に と っ て , こん と な る もの で あ る .",光度と自転の組み合わせから、プラズマ流に関係する星のロスビー数が決定されます。,0.6454256176948547,光度と回転は一緒に使われ、星のロスビー数を決定します。これはプラズマの流れに関連しています。,0.6981489062309265
38,"小さ い 者 も 大き い 者 も 数え られ , その 星 は 明星 を も っ て み な けれ ば な ら な い .",ロスビー数が小さいほど磁気反転に関して星の活性が低下するわけです。,0.6670928001403809,ロスビー数が小さいほど、磁気反転に対する星の活動は少なくなります。,0.6628115773200989
39,"その 記憶 に よ っ て , 狂 いつ も の よう に 襲 わ れ て い る . わたし は , 多く の 人 の 恐怖 に 襲 わ れ て い る .",旅の途中、岩崎さんは何度もトラブルに見舞われました。,0.6941834688186646,彼の旅行中、岩崎は何度も困難に直面しました。,0.6751399040222168
40,"彼 は , くわ に 慣れ た の で , お の がれ に な っ て い た . 時 に は , 犬 の 犬 に よ っ て 刺 さ れ , 踏みつけ られ ,  向か っ て 捕え られ た 者 の よう に 襲 わ れ て い た .",海賊に襲われたり、チベットで狂犬に襲われたり、ネパールでの結婚から逃れたり、インドで逮捕されたりしたのです。,0.6466265916824341,,
41,"頭飾り , ヤシャン の 旗 , その 次 の 人 たち は 次 の とおり で あ る . アハスダイ , リオン ・ リオン .",802.11n規格に準拠していれば、2.4Ghzまたは5.0Ghzのどちらの周波数でも通信可能です。,0.4125606119632721,802.11n標準は、2.4GHzおよび5.0GHzの両方の周波数で動作します。,0.428540974855423
42,"その 上 に は , すず から すが り , 寄 る こと が あ る . すなわち , ヂデム ,  割礼 を うけ た 者 , サファイヤ , アビム ・ ネゾン を 備え る 者 が い る . また あざけ る 者 が 与え られ る .",これにより、基地局がデュアルバンド無線を搭載していれば、802.11a、802.11b、802.11gとの下位互換性を確保することができます。,0.554290235042572,これにより、基地局にデュアル無線が備わっている場合、802.11a、802.11b、802.11gとの後方互換性が確保されます。,0.5578364729881287
43,"頭 を 振 る 者 は 寄 る こと が でき な い , 熱者 は 寄 っ て 酒 に よ っ て 歩 く こと が でき な い . アビテザび と シュマ の さ に よ っ て 戦い が おこ る .",802.11nの速度は、600Mbit/秒という理論上の最大スループットを持つ従来型の速度よりも大幅に高速です。,0.5148454308509827,802.11nの速度はその前の規格よりも大幅に速く、最大理論スループットは600Mbit/sです。,0.5305238366127014
44,"アビオン と い う 女 奴隷 の ふたり の 子 を め と っ た 者 が あ っ て , コンス に 残 さ れ て い る コント から , シャベ カシャ を 残 し て い な い よう に し なさ い .",既婚者であり、成人した2人の子を持つデュバルは、この話に関係するミラーにあまり印象を残しませんでした。,0.6882110238075256,デュバルは結婚しており、成人した子供が二人いますが、物語を聞かされたミラーにはあまり大きな印象を残しませんでした。,0.6718581318855286
45,"求め て 言 っ た , "" メネ ヤ は , くじ を 引 い て くれ る だ ろ う . わたし は , これ を 聞 い て い る 間 に , くじ を 引 き いれ て い た . その 言 わ れ た こと は , 決して 聞 か な い で あ ろ う "" .",コメントを求められたミラー氏は、「公聴会ではマイクがよくしゃべるので、私は準備をしていたので、何を言っているのかよく聞こえなかった」と述べた。,0.716896116733551,コメントを求められたミラーは、「マイクは公聴会の間ずっと話していました…私は準備をしていたので、彼が何を言っているのか本当に聞いていませんでした。」と述べました。,0.7330148816108704
46,""" われわれ は ガザ びと を 切 る "" と 言 わ れ て , カフトラ から は 取り除 か れ よう "" と . 時 が 来 た の で な けれ ば , "" アビブ (彼 は 滅ぼ さ れ る こ う "" と 言 わ れ た .",「我々は、2020年までにGDPあたりの二酸化炭素排出量を2005年の水準から大幅に削減するように努力する」と胡錦濤国家主席は述べました。,0.6221378445625305,「私たちは、2005年の水準から2020年までにGDP単位あたりの二酸化炭素排出量を大幅に削減するよう努める」と胡は述べました。,0.6232684254646301
47,"彼 は その 切り倒 し た 物 の ため に 一 つ を 造 っ て は な ら な い . それ は "" 彼 ら は 移 さ れ ね ば な ら な い "" と 言 わ な かっ た 物 で あ る .",胡氏は、削減する数値を定めませんでしたが、削減は中国の経済産出量に基づいて実施されるだろうと述べました。,0.6991345286369324,彼は削減の具体的な数字を示さず、中国の経済生産に基づいて行われると述べました。,0.7112287878990173
48,""" 願 っ た 地 を 堅 く 保 ち , 初め の 道 を 新た に する こと を やめ よ "" と .",胡錦濤国家主席は、発展途上国に「まず汚染してから後始末をするというこれまでのやり方を避けるように」と呼びかけました。,0.7293302416801453,胡は発展途上国に「まず汚染し、その後に清掃するという古い道を避けるように」と促しました。,0.7328326106071472
49,"また , "" だれ で も , 自制 する こと の な い よう に "" と 言 わ れ た . しかし , クレス ・ クレス ・ ロイ "" と い う の で , 多く の 人 を 連れ て 行 く こと に し た .",「しかし、発展段階、責任、能力を超えた義務を負うことを求められてはならない」と付け加えました。,0.711513340473175,彼は、「彼らに対して、発展段階、責任、能力を超える義務を負わせるべきではない」と付け加えました。,0.7249904274940491
50,"イテル び と イラ は , シャフカ から その 境 を 守 る . この 日 に ギロデ ・ ハマ テ が 聞え た .",イラク研究会は、本日12時GMTに報告書を公開しました。,0.5856660008430481,イラク調査団は、今日のグリニッジ標準時12時に報告書を発表しました。,0.5909454226493835
51,"これ を 警戒 する 者 は , やっぱ で , この うみ と する こと が でき な い し , また , 暴風 を 吹 く こと も でき な い し , 暴風 を 吹 く こと と , あく 者 の 意 と かげ と で , 耐え忍 ん で 動 く こと が でき な い .",警告の内容は、現時点でイラクでどのような行動をとっても、宗派間抗争や暴力の拡大、あるいは混沌への滑落を阻止しうると保証できる者はいないというものでした。,0.7011466026306152,"次のように翻訳できます：

「警告します。今の時点でイラクでのどの行動も、宗派間戦争の停止、暴力の増加、または混乱への滑りを止めることを保証する者はいません。」",0.6930686831474304
52,"水 を つく っ て 開 い た 者 の ため に は , クミン の ため に は , クミン の 入口 に は い っ た 者 の ため に は , クミン に は い っ た 者 の 料 を 用い る .",報告書の冒頭は、公開討論と中東政策について米国内のコンセンサス形成を嘆願する一節で始まっています。,0.55417400598526,レポートは、中東に対する政策に関してアメリカ合衆国での公開討論と合意形成を求める訴えから始まります。,0.5625075101852417
53,"望み を い だ く 者 は 高 い から だ が , どこ に あ る か の 改宗 者 の うち に あ る . また , クパトラ と アクン の 人々 は , これ を きた ら せ る . 向か っ て は , クミン を 打 つ .",本報告書は、イラクに対する行政府の現在の政策のほぼすべての側面を強く批判し、即時の方向転換を促すものです。,0.6238085627555847,報告は、イラクに対する執行部の現在の政策のほぼすべての側面に対して非常に批判的であり、即時の方向転換を促しています。,0.6330040097236633
54,"第 一 に まさ っ て い る 最初 の 巻物 が 改ま っ て い る の で , 第 一 の 年 の 終り まで に , び と と その 隣り 人 の 前 に あ っ て ,  自分 に 向か っ て び と と その 隣り 人 の 半ば を 付け る で あ ろ う .",78ある提言うち最初に挙げられているのは、敵対的な介入に対してイラクの国境を確保し、近隣諸国との外交関係を再び確立するために、年内に新たな外交主導権を発揮するべきだというものです。,0.594133198261261,その78の提言の中で最初に挙げられているのは、今年の終わりまでに新しい外交の取り組みを行い、イラクの国境を敵対的な介入から守り、隣国との外交関係を再構築するべきだということです。,0.587308943271637
55,""" わたし たち の シャン , アルキヤ , アルキヤ , キム , キドン など の 町 は , いつ も 変 る こと が でき な い "" . "" 大いなる 町 "" 大いなる 町 "" 大いなる 町 "" と 言 わ れ る こと は でき な い .",昨晩、ブエノスアイレスから50キロ（31マイル）離れたラプラタ市内で、現職上院議員であるクリスティーナ・フェルナンデス・デ・キルヒナー女史が大統領選への出馬を宣言しました。,0.5402066111564636,現在の上院議員でアルゼンチンのファーストレディ、クリスティーナ・フェルナンデス・デ・キルチネルは、昨日の夕方、ブエノスアイレスから50キロメートル（31マイル）離れたラプラタ市で大統領候補としての立候補を発表しました。,0.5346077680587769
56,"カルネ と い う 者 は , カレセム を 捕え , アルモン の 坂 に あ る カデモン の 近く の 境 を ごらん に な っ た . これ は カレセン の 坂 を カフトレテ の 坂 に まで 及 ん だ .",キルヒネル夫人は、アルゼンチン劇場で大統領選に出馬するという意向を表明しました。2005年にブエノスアイレス州の代表団の一員として上院選への出馬を表明したのもこの劇場でした。,0.6109480857849121,キルチネル夫人は、アルゼンチン劇場で大統領選に立候補する意向を発表しました。この場所は、彼女がブエノスアイレス州代表として2005年の上院選挙キャンペーンを始めた場所でもあります。,0.6474780440330505
57,"クレオン は ニム に よ っ て ぜいたく に 悩 み , クダクワン の 打 た れ る 者 で あ っ た . その 中 に は クミン ・ アビクワイ と ロフ も い る 者 も あ っ た . アビクワ の 子 コンカフルカ が これ に "" .",この議論は、ハリケーン・カトリーナの去った後の救済と復興にかかる支出をめぐる論争に端を発していました。一部の財政保守派は、ユーモアを込めてこれを「ブッシュのニューオリンズ政策」と呼んでいます。,0.6166503429412842,その議論は、ハリケーン・カトリーナの影響を受けた救済と再建にかかる支出に関する論争から始まりました。一部の財政的保守派はこれをユーモラスに「ブッシュのニューオーリンズ取引」と呼んでいます。,0.6246722340583801
