id,translated_german,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"Während ein Versuchsimpfstoff die Sterblichkeit durch Ebola verringern kann, ist bisher kein Medikament für die Behandlung einer bestehenden Infektion geeignet.","Während ein experimenteller Impfstoff in der Lage zu sein scheint, die Ebola-Mortalität zu senken, gibt es bisher keine Medikamente, die als eindeutig zur Behandlung bestehender Infektionen geeignet nachgewiesen wurden.",0.8717127442359924,"Während ein experimenteller Impfstoff anscheinend in der Lage ist, die Ebola-Mortalität zu verringern, wurde bislang kein Medikament als eindeutig geeignet zur Behandlung einer bestehenden Infektion nachgewiesen.",0.8931211829185486
11,"Ein Antikörpercocktail, ZMapp, zeigte sich zunächst vielversprechend, aber offizielle Studien zeigten, dass es weniger Nutzen als bei der Verhinderung des Todes hatte.","Ein Antikörper-Cocktail, ZMapp, erwies sich zunächst als vielversprechend, formelle Studien zeigten jedoch, dass er, was die Verhinderung von Todesfällen anbelangt, weniger Vorteile brachte als erhofft.",0.7847386002540588,"Ein Antikörpercocktail, ZMapp, zeigte zunächst vielversprechende Ergebnisse in diesem Bereich, aber formelle Studien ergaben, dass er weniger Nutzen bei der Verhinderung von Todesfällen hatte als erhofft.",0.804011881351471
12,"In der PALM-Studie diente ZMapp als Kontrollmethode, was bedeutet, dass Wissenschaftler sie als Basiswert verwendeten und die drei anderen Behandlungen mit ihr verglichen haben.","In der PALM-Studie diente ZMapp als Kontrolle, d.h. die Wissenschaftler verwendeten es als Ausgangsbasis und verglichen die drei anderen Behandlungen damit.",0.8959686160087585,"In der PALM-Studie diente ZMapp als Kontrollmittel, was bedeutet, dass die Wissenschaftler es als Basis verwendeten und die drei anderen Behandlungen mit ihm verglichen.",0.9035046100616455
13,"USA Gymnastics unterstützt den Brief des Olympischen Komitees der Vereinigten Staaten und akzeptiert die absolute Notwendigkeit der Olympischen Familie, eine sichere Umgebung für alle unsere Athleten zu fördern.","USA Gymnastics unterstützt den Brief des Olympischen Komitees der Vereinigten Staaten und akzeptiert es als absolute Notwendigkeit, dass sich die olympische Familie für ein sicheres Umfeld für alle unsere Sportler einsetzt.",0.8926743865013123,"Die USA Gymnastik unterstützt den Brief des United States Olympic Committee und akzeptiert die absolute Notwendigkeit der Olympischen Familie, ein sicheres Umfeld für alle unsere Athleten zu fördern.",0.9097747206687927
14,"Wir stimmen der Aussage des USOC zu, dass die Interessen unserer Athleten und Clubs und ihres Sports besser bedient werden können, wenn wir mit einer bedeutenden Veränderung innerhalb unserer Organisation vorangehen, anstatt die Abzertifizierung zu machen.","Wir stimmen mit der Aussage des USOC überein, dass den Interessen unserer Athleten und Vereine und ihres Sports besser gedient ist, wenn wir innerhalb unserer Organisation sinnvolle Veränderungen vorantreiben, anstatt eine Dezertifizierung vorzunehmen.",0.7882990837097168,"Wir stimmen der Erklärung des USOC zu, dass die Interessen unserer Athleten und Vereine sowie ihres Sports besser durch eine sinnvolle Veränderung innerhalb unserer Organisation bedient werden können, anstatt durch eine Aberkennung der Zertifizierung.",0.7855093479156494
15,"USA Gymnastics unterstützt eine unabhängige Untersuchung, die Licht darauf werfen könnte, wie der Missbrauch der so mutig beschriebenen Proportion durch die Überlebenden von Larry Nassar so lange nicht erkannt worden sein könnte und erforderliche und angemessene Änderungen umfasst.","USA Gymnastics unterstützt eine unabhängige Untersuchung, die ans Licht bringen könnte, wie Missbrauch in dem Ausmaß, das von den Überlebenden von Lary Nassar so mutig beschrieben wurde, so lange unentdeckt bleiben konnte, und heißt alle notwendigen und angemessenen Veränderungen willkommen.",0.7018876075744629,"USA Gymnastics unterstützt eine unabhängige Untersuchung, die möglicherweise aufdecken kann, wie der Missbrauch in dem Maße, wie ihn die Überlebenden von Larry Nassar so mutig beschrieben haben, so lange unentdeckt bleiben konnte, und begrüßt alle notwendigen und angemessenen Veränderungen.",0.6965023875236511
16,"USA Gymnastics und das USOC haben das gleiche Ziel  den Sport der Gymnastik und anderer zu machen, so sicher wie möglich für Athleten, ihre Träume in einer sicheren, positiven und befähigen Umgebung zu verfolgen.","USA Gymnastics und das USOC haben das gleiche Ziel - den Turnsport und andere Sportarten für die Athleten so sicher wie möglich zu machen, damit sie ihren Träumen in einer sicheren, positiven und selbstbestimmten Umgebung folgen können.",0.7944445013999939,"Die USA Gymnastics und das USOC haben dasselbe Ziel – den Leistungssport Gymnastik und andere Sportarten so sicher wie möglich zu gestalten, damit Athleten ihre Träume in einer sicheren, positiven und gestärkten Umgebung verfolgen können.",0.8092417120933533
17,In den 1960er Jahren arbeitete Brzezinski für John F. Kennedy als Berater und dann für die Regierung von Lyndon B. Johnson.,Während der 1960er-Jahre arbeitete Brzezinski als Berater für John F. Kennedy sowie anschließend für die Regierung rund um Lyndon B. Johnson.,0.9358278512954712,Während der 1960er Jahre arbeitete Brzezinski als Berater für John F. Kennedy und anschließend für die Verwaltung von Lyndon B. Johnson.,0.9432000517845154
18,"Während der Wahlen von 1976 berät er Carter in der Außenpolitik, diente dann von 1977 bis 1981 als National Security Advisor (NSA), als Erfolg für Henry Kissinger.",Während der Wahlen im Jahre 1976 beriet er Carter in der Außenpolitik und diente dann von 1977 bis 1981 in Nachfolge von Henry Kissinger als als nationaler Sicherheitsberater (NSA).,0.8233190178871155,Während der Auswahlverfahren 1976 beriet er Carter in Fragen der Außenpolitik und diente dann von 1977 bis 1981 als Nationaler Sicherheitsberater (NSA) und folgte Henry Kissinger nach.,0.8029682040214539
19,"Als NSA unterstützte er Carter bei der diplomatischen Abwicklung der Weltangelegenheiten, wie z. B. den Camp David-Abkommen von 1978; die Normalisierung der US-Chinesischen Beziehungen in den späten 1970er Jahren; die iranische Revolution, die zur Iran-Geiselkrise führte; und die sowjetische Invasion in Afghanistan von 1979.","Als nationaler Sicherheitsberater unterstützte er Carter bei der diplomatischen Handhabung von Weltangelegenheiten wie dem Camp-David-Abkommen von 1978, der Normalisierung der Beziehungen zwischen den USA und China Ende der 1970er Jahre, der iranischen Revolution, die zur Geiselkrise im Iran 1979 führte, und der sowjetischen Invasion in Afghanistan 1979.",0.8497715592384338,"Als NSA unterstützte er Carter dabei, weltpolitische Angelegenheiten diplomatisch zu regeln, wie zum Beispiel die Camp-David-Abkommen von 1978; die Normalisierung der US-amerikanischen Beziehungen zu China in den späten 1970er Jahren; die iranische Revolution, die zur Geiselnahme im Iran von 1979 führte; und die sowjetische Invasion in Afghanistan von 1979.",0.882931649684906
20,Der Film mit Ryan Gosling und Emma Stone erhielt Nominierungen in allen wichtigen Kategorien.,Der Film mit Ryan Gosling und Emma Stone hat Nominierungen in allen Hauptkategorien erhalten.,0.9461610913276672,Der Film mit Ryan Gosling und Emma Stone erhielt Nominierungen in allen wichtigen Kategorien.,0.9682610630989075
21,Gosling und Stone erhielten Nominierungen für Best Actor und Best Actress.,Gosling und Stone wurden als bester Schauspieler beziehungsweise beste Schauspielerin nominiert.,0.8679086565971375,Gosling und Stone erhielten Nominierungen für den besten Schauspieler bzw. die beste Schauspielerin.,0.8982835412025452
22,"Zu den weiteren Nominierungen gehören Best Picture, Director, Cinematography, Costume Design, Film-Editing, Original Score, Production Design, Sound Editing, Sound Mixing und Original Screenplay.","Weitere Nominierungen gibt es zum Beispiel für den besten Film, die Regie, die Kameraführung, das Kostümbild, den Schnitt, die Original-Filmmusik, das Produktionsdesign, den Tonschnitt, die Tonmischung und das Original-Drehbuch.",0.7405326962471008,"Die weiteren Nominierungen umfassen Beste Film, Regie, Kamera, Kostümbild, Film-Editing, Originalmusik, Produktionsdesign, Tonbearbeitung, Sound Mixing und Originaldrehbuch.",0.8500962853431702
23,"Zwei Songs aus dem Film, Audition (The Fools Who Dream) und City of Stars, wurden für den Titel ""Bester Original Song"" nominiert.","Zwei Lieder aus dem Kinofilm, Audition (The Fools Who Dream) und City of Stars, bekamen Nominierungen für das beste eigenständige Lied. Lionsgate Studio bekam 26 Nominierungen – mehr als jedes andere Filmstudio.",0.7760997414588928,"Zwei Lieder aus dem Film, Audition (The Fools Who Dream) und City of Stars, erhielten Nominierungen für den besten Song. Das Studio Lionsgate erhielt 26 Nominierungen – mehr als jedes andere Studio.",0.8074809908866882
24,"Am Sonntag verspätete der US-Präsident Donald Trump in einer Erklärung, die er über den Pressesekretär abgegeben hatte, die Verließung der US-Truppen in Syrien.","Am späten Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer durch den Pressesekretär verlesenen Erklärung an, dass die US-Truppen Syrien verlassen würden.",0.7874884009361267,"Spät am Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer Erklärung, die über den Pressesprecher übermittelt wurde, an, dass die US-Truppen Syrien verlassen würden.",0.7844203114509583
25,Die Ankündigung erfolgte nach einem Telefongespräch mit dem türkischen Präsidenten Recep Tayyip Erdogan.,Die Ankündigung erfolgte nach einem Telefongespräch von Trump mit dem türkischen Präsidenten Recep Tayyip Erdoğan.,0.9149168729782104,"Die Ankündigung wurde gemacht, nachdem Trump ein Telefonat mit dem türkischen Präsidenten Recep Tayyip Erdoğan geführt hatte.",0.8761230707168579
26,"Die Türkei würde auch die Wache über die gefangenen ISIS-Kämpfer übernehmen, die die europäischen Nationen, wie die Erklärung sagt, weigerten, zurückzubringen.","Die Türkei würde die Überwachung gefasster ISIS-Kämpfer durchführen, deren Rückführung, so hieß es in dem Statement, von europäischen Ländern abgelehnt wurde.",0.7608881592750549,"Die Türkei würde auch die Bewachung gefangener ISIS-Kämpfer übernehmen, die, wie in der Erklärung erwähnt, von europäischen Ländern zurückgewiesen wurden, repatriiert zu werden.",0.8014569878578186
27,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht können, wie Farbe und dreidimensionale Anordnung.","Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine Theorie, die bereits weit verbreitet ist, sondern liefert auch Details, die Fossilien im Allgemeinen nicht liefern können, wie etwa Farbe und dreidimensionale Anordnung.",0.8882017135620117,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht bieten können, wie Farbe und dreidimensionale Anordnung.",0.9005463719367981
28,"Wissenschaftler sagen, dass die Feder des Tieres kastanienbraun war, mit einer blassen oder karotinoidenfarbenen Unterseite.","Wissenschaftler sagen, dass das Gefieder dieses Tieres auf der Oberseite kastanienbraun und auf der Unterseite hell- oder carotinoidfarben war.",0.8374907374382019,"Wissenschaftler sagen, dass das Federkleid dieses Tieres oben kastanienbraun und an der Unterseite blass oder carotinoidfarben war.",0.8711485266685486
29,Die Entdeckung gibt auch Einblick in die Entwicklung von Federn bei Vögeln.,Der Fund gewährt auch Einblicke in die Evolution von Federn bei Vögeln.,0.9085562825202942,Der Fund gewährt auch Einblicke in die Entwicklung von Federn bei Vögeln.,0.9189106225967407
30,"Weil die Dinosaurierfedern keinen gut entwickelten Schacht haben, der als Rachis bezeichnet wird, sondern andere Feinscharakteristika haben  Barben und Barbulen  die Forscher schlussfolgerten, dass die Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war, als diese anderen Merkmale.","Weil die Dinosaurierfedern keinen gut entwickelten Schaft besitzen, der Rachis genannt wird, aber andere Merkmale von Federn besitzen – Widerhaken und Barbules – schlossen die Forscher daraus, dass die Rachis vermutlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",0.6849786639213562,"Da die Dinosaurierfedern keinen gut entwickelten Schaft, den sogenannten Rachis, besitzen, aber andere Merkmale von Federn – Haken und Häkchen – aufweisen, schlossen die Forscher daraus, dass der Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",0.6425568461418152
31,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregelung oder -anzeige.","Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.",0.6107358336448669,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregulierung oder zur Schau. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe ein Erwachsenengefieder und nicht das Daunenfieder eines Kükens zeigt.",0.6421476006507874
32,"Die Forscher schlugen vor, dass, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, die Probe Erwachsenenflügel und keine Kükenfläche zeigt.","Die Forscher behaupteten, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe das Gefieder eines Erwachsenen und keine Kükendaunen zeigt.",0.7741802334785461,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, das Sample das Gefieder eines Erwachsenen zeigt und nicht das Daunenfeder eines Kükens.",0.7498159408569336
33,"Eine Autobombe, die gestern Morgen am Polizeikommissariat in Gaziantep, Türkei, explodiert wurde, tötete zwei Polizisten und verletzte mehr als zwanzig weitere Menschen.","Eine Autobombe detonierte am Morgen des gestrigen Tages im Polizeipräsidium des türkischen Gaziantep, tötete zwei Polizisten und verwundete über zwanzig weitere Menschen.",0.9014939665794373,"Eine Autob Bombe detonierte gestern Morgen am Polizeihauptquartier in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen.",0.9012278914451599
34,"Das Büro des Gouverneurs sagte, 19 der Verletzten seien Polizisten.",Nach Angaben des Gouverneursbüros handelt es sich bei neunzehn der Verletzten um Polizeibeamte.,0.8897843956947327,"Das Büro des Gouverneurs teilte mit, dass neunzehn der Verletzten Polizisten waren.",0.9228145480155945
35,"Die Polizei sagte, sie vermutete, dass ein angeblicher Daesh-Militierer für den Angriff verantwortlich sei.","Die Polizei sagte, dass sie einen militanten Anhänger von Daesh (ISIL) hinter dem Angriff vermuten.",0.9175118803977966,"Die Polizei sagte, sie verdächtige einen mutmaßlichen Dschihadisten des IS (Daesh), für den Angriff verantwortlich zu sein.",0.9113447070121765
36,"Sie fanden heraus, dass die Sonne auf denselben Grundprinzipien wie andere Sterne arbeitete: Die Aktivität aller Sterne im System wurde festgestellt, dass sie von ihrer Helligkeit, ihrer Rotation und nichts anderem angetrieben wird.","Sie haben herausgefunden, dass die Sonne auf Basis derselben Grundprinzipien funktioniert, wie andere Sterne: Es wurde herausgefunden, dass die Aktivität aller Sterne im System durch ihre Leuchtkraft, Rotation und sonst nichts angetrieben wird.",0.8610749840736389,"Sie fanden heraus, dass die Sonne auf denselben grundlegenden Prinzipien wie andere Sterne basierte: Die Aktivität aller Sterne im System wurde als von ihrer Helligkeit und ihrer Rotation angetrieben festgestellt, und sonst nichts.",0.8774340152740479
37,"Die Leuchtkraft und die Rotation werden zusammen verwendet, um die Rossby-Nummer eines Sterns zu bestimmen, die mit dem Plasmafluss verbunden ist.","Um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmastrom in Zusammenhang steht, werden die Leuchtkraft und die Rotation gemeinsam einbezogen.",0.8627182841300964,"Die Helligkeit und die Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Beziehung steht.",0.882962703704834
38,"Je kleiner die Rossby-Zahl ist, desto weniger aktiv ist der Stern in Bezug auf magnetische Umkehrungen.","Je kleiner die Rossby-Zahl ist, umso weniger aktiv ist der Stern in Bezug auf Umpolungen des Magnetfelds.",0.9009419083595276,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern hinsichtlich magnetischer Umkehrungen.",0.9329835772514343
39,Während seiner Reise stieß Iwasaki oft in Schwierigkeiten.,Während der Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,0.9138008952140808,Während seiner Reise hatte Iwasaki viele Probleme.,0.9333885312080383
40,"Er wurde von Piraten beraubt, in Tibet von einem wütenden Hund angegriffen, in Nepal aus der Ehe entkommen und in Indien verhaftet.","Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, konnte einer Heirat in Nepal entfliehen und wurde in Indien verhaftet.",0.8281206488609314,"Er wurde von Piraten beraubt, in Tibet von einem tollwütigen Hund angegriffen, entkam einer Ehe in Nepal und wurde in Indien festgenommen.",0.8689048886299133
41,"Der 802.11n-Standard funktioniert sowohl auf den 2,4 GHz als auch auf den 5,0 GHz-Frequenzen.","Der 802.11n-Standard läuft auf den Frequenzen 2,4 Ghz sowie 5,0 Ghz.",0.9310508370399475,"Der 802.11n-Standard funktioniert sowohl im 2,4-GHz- als auch im 5,0-GHz-Frequenzbereich.",0.9275657534599304
42,"Damit ist sie mit 802.11a, 802.11b und 802.11g rückwärtskompatibel, sofern die Basisstation mit zwei Funkgeräten verfügt.","Dadurch kann er abwärtskompatibel mit 802.11a, 802.11b und 802.11g sein, vorausgesetzt, die Basisstation verfügt über Dual-Radio.",0.9099375605583191,"Dies wird es ermöglichen, rückwärtskompatibel mit 802.11a, 802.11b und 802.11g zu sein, vorausgesetzt, die Basisstation verfügt über Dualfunksender.",0.8918312788009644
43,Die Geschwindigkeiten von 802.11n sind wesentlich schneller als die ihrer Vorgänger mit einem maximal theoretischen Durchsatz von 600 Mbit/s.,"Die Geschwindigkeit von 802,11 n ist wesentlich schneller als die der Vorgänger, die einen maximalen theoretischen Durchsatz von 600 Mbit/s hatten.",0.8410612940788269,"Die Geschwindigkeiten von 802.11n sind erheblich schneller als die seiner Vorgänger, mit einem maximalen theoretischen Durchsatz von 600 Mbit/s.",0.9332659840583801
44,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, war Miller, dem die Geschichte erzählt wurde, nicht sehr beeindruckt.","Duvall, verheiratet und zwei erwachsene Kinder, hat keinen großen Eindruck auf Miller gemacht, dem die Geschichte erzählt wurde.",0.6539444327354431,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck.",0.6263975501060486
45,"Als er um Kommentar gefragt wurde, sagte Miller: ""Mike spricht viel während der Anhörung... Ich habe mich vorbereitet, also habe ich nicht wirklich gehört, was er sagt"".","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""",0.8482875227928162,"Als er um einen Kommentar gebeten wurde, sagte Miller: „Mike redet viel während der Anhörung... Ich war damit beschäftigt, mich vorzubereiten, also habe ich nicht wirklich gehört, was er gesagt hat.“",0.8555922508239746
46,"""Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 von dem Niveau von 2005 um eine bemerkenswerte Marge zu senken"", sagte Hu.","„Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 gegenüber dem Niveau von 2005 deutlich zu senken“, sagte Hu.",0.844477653503418,"„Wir werden uns bemühen, die Kohlendioxidemissionen pro Einheit BIP bis 2020 im Vergleich zum Niveau von 2005 erheblich zu senken“, sagte Hu.",0.8337616920471191
47,"Er hat keine Zahl für die Kürzungen festgelegt und sagte, sie würden auf der Grundlage der Wirtschaftsleistung Chinas erfolgen.","Er nannte keine Zahl für die Kürzungen, sondern sagte, sie würden auf der Grundlage der Wirtschaftsleistung Chinas vorgenommen.",0.9439777135848999,"Er nannte keine konkreten Zahlen für die Kürzungen und sagte, dass diese basierend auf Chinas Wirtschaftsausstoß vorgenommen werden.",0.893791139125824
48,"Hu ermutigte Entwicklungsländer, ""den alten Weg zu vermeiden, zuerst zu verschmutzen und später zu reinigen"".","Hu ermutigte Entwicklungsländer „den alten Weg von erst verschmutzen und hinterher aufzuräumen, zu vermeiden“.",0.907292902469635,"Hu ermutigte die Entwicklungsländer, ""den alten Weg der Verschmutzung zuerst und der Säuberung später zu vermeiden.""",0.8905568718910217
49,"Er fügte hinzu, daß ""sie jedoch nicht aufgefordert werden sollten, Verpflichtungen zu übernehmen, die über ihre Entwicklungsphase, Verantwortung und Fähigkeiten hinausgehen"".","Er fügte hinzu, dass „sie jedoch nicht dazu aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihren Entwicklungsstand, ihre Verantwortung und ihre Fähigkeiten hinausgehen“.",0.9246422648429871,"Er fügte hinzu, dass „sie jedoch nicht aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihre Entwicklungsstufe, Verantwortung und Fähigkeiten hinausgehen.“",0.93706876039505
50,Die Irak-Studiegruppe hat heute um 12.00 Uhr GMT ihren Bericht vorgestellt.,Die Studiengruppe zum Irak stellte heute um 12:00 Uhr GMT ihren Bericht vor.,0.9353545308113098,Die Irak-Studiengruppe hat heute um 12.00 Uhr GMT ihren Bericht vorgestellt.,0.9659491777420044
51,"Es warnt, niemand kann garantieren, daß irgendwelche Maßnahmen im Irak zu diesem Zeitpunkt die sektierte Kriegsführung, die zunehmende Gewalt oder den Abstieg zum Chaos stoppen werden.","Er warnt davor, dass niemand garantieren kann, dass irgendeine Vorgehensweise im Irak zu diesem Zeitpunkt die sektiererische Kriegsführung, die wachsende Gewalt oder ein Abgleiten ins Chaos stoppen wird.",0.8977455496788025,"Es wird gewarnt: Niemand kann garantieren, dass eine gewisse Handlungsweise im Irak zu diesem Zeitpunkt den interreligiösen Krieg, die zunehmende Gewalt oder einen Abstieg in das Chaos stoppen wird.",0.8834173083305359
52,Der Bericht beginnt mit einer Aufforderung zur offenen Debatte und zur Schaffung eines Konsenss in den Vereinigten Staaten über die Politik im Nahen Osten.,Der Bericht fängt an mit der Bitte um einen offenen Diskurs und um Konsensbildung in den USA über eine Strategie für den Mittleren Osten.,0.9078360199928284,Der Bericht beginnt mit einem Aufruf zu offenen Debatten und der Bildung eines Konsenses in den Vereinigten Staaten über die Politik gegenüber dem Mittleren Osten.,0.9243674278259277
53,Der Bericht kritisiert nahezu jeden Aspekt der gegenwärtigen Politik des Exekutivs gegenüber dem Irak und fordert einen sofortigen Richtungswechsel auf.,Der Bericht steht fast jedem Aspekt der gegenwärtigen Politik der Exekutive im Hinblick auf den Irak äußerst kritisch gegenüber und drängt auf einen sofortigen Richtungswechsel.,0.9232982397079468,Der Bericht ist äußerst kritisch gegenüber fast jedem Aspekt der gegenwärtigen Politik der Exekutive gegenüber dem Irak und fordert einen sofortigen Kurswechsel.,0.9333785772323608
