id,translated_korean,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"KC, cooking, proper exhibits,                                                       .                                                              .","한 실험용 백신이 에볼라 사망률을 줄일 수 있을 것처럼 보이지만, 지금까지 어떤 약도 기존의 감염을 치료하는데 적합하다고 명확하게 입증되지 않았습니다.",0.2194555103778839,"한 실험용 백신이 에볼라 사망률을 줄일 수 있는 것으로 보이지만, 현재까지 기존 감염 치료에 적합하다고 명확히 입증된 약물은 없습니다.",0.22085489332675934
11,"aspects, 디스플레이 orderCS,, well에 따라, 수락,  CD866zan 변비에 따라.","항체 칵테일 지맵(ZMapp)은 초기에는 그 분야에서 가능성을 보였지만, 공식적인 연구들에 의하면 죽음을 방지하는 효과가 기대보다 작다고 합니다.",0.3004976212978363,"한 가지 항체 칵테일인 ZMapp는 처음에는 이 분야에서 가능성을 보였지만, 공식 연구 결과 사망 예방에 있어 기대했던 것보다 덜 효과적이라는 것이 밝혀졌습니다.",0.2752129137516022
12,"Un well order, 디스플레이 orderCS 탱크 중국 가속,  기록 CD 탱크 중국  end well9-2through 심장 CD.","PALM 실험에서 ZMapp은 대조군의 역할을 했습니다. 즉, 과학자들은 ZMapp을 기준치로 사용했고 다른 세 가지 치료법을 이와 비교했습니다.",0.3005876839160919,"PALM 시험에서 ZMapp는 대조군으로 사용되었으며, 이는 과학자들이 ZMapp를 기준선으로 삼고 다른 세 가지 치료법과 비교했다는 의미입니다.",0.2950889766216278
13,Slots 잘 캐스팅 목욕 가운 강도 Janssen Hoteling 잘  코펜하겐 잘 burglar589 심장을한다.,"미국 체조 협회는 미국 올림픽 위원회의 서한을 지지하며, 미국의 전 운동선수가 안전한 환경을 가질 수 있도록 돕는 올림픽 관계자의 절대적 필요성을 인정합니다.",0.2670573890209198,미국 체조는 미국 올림픽 위원의 서신을 지지하며 모든 운동선수를 위한 안전한 환경을 조성하는 올림픽 가족의 절대적 필요성을 수용합니다.,0.2695360779762268
14,"names、 wisdom well rights san Hoteling、 values well、 Rescue、 end、, 최종 전사、, 대학 악마、 기술、 지혜、 DN、 Rescue、,zanla、 제한.",저희는 탈퇴가 아닌 조직 내에서 의미있는 변화를 추구함으로써 선수와 구단과 그리고 스포츠에 더 나은 결과를 가져올 수 있다는 USOC의 주장에 동의합니다.,0.25178977847099304,"우리는 미국 올림픽 위원회(USOC)의 성명에 동의합니다. 우리의 선수와 클럽, 그리고 그들의 스포츠의 이익은 디서티피케이션보다 우리 조직 내에서 의미 있는 변화를 추진하는 것이 더 잘 충족될 수 있습니다.",0.248164564371109
15,"Slots, historical, values inspect, locking success pleasing, dos well, causing, Here skills well, dos, similarities properly, until # cause, (15)는 성공을 기쁘게하는 잠금을 검사합니다.",미국 체조단은 래리 나사르의 피해자들이 그동안 용기 있게 밝혀왔던 사실들이 어떻게 오랫동안 밝혀지지 않았으며 다시는 이런 일이 없도록 필요하고 적절한 조치를 취하기 위한 독립적인 조사를 지지한다.,0.23472747206687927,"미국 체조 협회는 래리 내사르의 피해자들이 용감하게 묘사한 비율의 학대가 어떻게 이렇게 오랫동안 감지되지 않았는지를 밝힐 수 있는 독립적인 조사를 지지하며, 필요하고 적절한 모든 변화를 수용합니다.",0.23600801825523376
16,"Slots end well rights san proper well Colosseum leather well dos cumshotsing, end, tank tank # 중국,  엔드에 알루미늄 전사.",미국 체조 대표팀과 USOC는 같은 목표를 가지고 있습니다. 선수들이 안전하고 긍정적이며 격려 받는 환경에서 꿈을 좇을 수 있도록 체조 등의 스포츠를 가능한 한 안전하게 만드는 것입니다.,0.22399042546749115,미국 체조협회와 미국 올림픽 및 패럴림픽 위원회는 같은 목표를 가지고 있습니다. 그것은 체조와 다른 스포츠들이 운동선수들이 안전하고 긍정적이며 힘을 실어주는 환경에서 꿈을 쫓을 수 있도록 가능한 한 안전하게 만드는 것입니다.,0.20506742596626282
17,"추출, 모든 수표 강력한 설립  # 입증 V. 탱크 파업  끝 중력 well 모든 투자. Gan.",1960년대에 걸쳐 브레진스키는 케네디의 고문으로 근무한 후 린든 존슨 행정부에서 근무했다.,0.25246551632881165,1960년대 전반에 걸쳐 브레진스키는 존 F. 케네디의 고문으로 일한 후 린든 B. 존슨 행정부에서 근무했습니다.,0.24245396256446838
18,"잘 메시지-ING 제조 업체  성공 , gravitation 탱크 부동산 차이  명예 당신 CreatorAVE 심장 문제, 지금 Siege 그의.",그는 1976년 선발 과정에서 카터에게 외교정책에 대해 조언한 뒤 1977년부터 1981년까지 헨리 키신저의 뒤를 이어 국가 안보담당 대통령 보좌관(NSA)을 지냈습니다.,0.2115762084722519,"1976년 선거 기간 동안 그는 카터에게 외교 정책에 대해 조언하였고, 이후 1977년부터 1981년까지 헨리 키신저의 뒤를 이어 국가안전보장고문(National Security Advisor, NSA)으로 재직했습니다.",0.21384921669960022
19,"working, makers upon Artec Jennifer, 촉수 탱크 welldian Finishing, 결정 go783 권리 confidence 할머니 wellISCO, 이해 스타터 심장 well ,HC 잘    ,HC.","그는 NSA로서 1978년 캠프 데이비드 어코드, 1970년대 후반에 미국과 중국의 관계 정상화, 1979년 이란 인질 위기로 이어진 이란 혁명, 1979년 소련의 아프가니스탄 침공과 같은 세계 문제를 외교적으로 다루는 일에서 카터 대통령을 보좌하였습니다.",0.18542981147766113,"그는 NSA로서 캠프 데이비드 협정(1978), 1970년대 후반 미국-중국 관계 정상화, 이란 혁명으로 이어진 이란 인질 위기(1979), 그리고 소련의 아프가니스탄 침공(1979)과 같은 세계 문제를 외교적으로 처리하는 데 카터를 도왔습니다.",0.20130085945129395
20,"과정 메탄,  differenceing 덮개 endlost, 도매 에 ing.",라이언 고슬링과 엠마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보에 올랐다.,0.23434299230575562,라이언 고슬링과 엠마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보 지명을 받았습니다.,0.23226574063301086
21,차이 커버 endlosting #arian end.,라이언 고슬링과 엠마 스톤은 각각 남우주연상과 여우주연상 후보에 올랐습니다.,0.22161266207695007,고슬링과 스톤은 각각 남우주연상과 여우주연상 후보에 올랐습니다.,0.23172858357429504
22,"processthrough、ing spanariancertified,,Syl에서 채널, 정착, 대통령 하나의 스타 벅스 지금,, 정착, 우주선、 지금, 우주선。 이제 끝。 예언.","다른 부문으로는 최우수 작품상, 감독상, 촬영상, 의상 디자인, 영화 편집상, 작곡상, 제작상, 사운드 편집상, 사운드 믹싱, 오리지널 각본상에 후보로 올라있다.",0.2462504804134369,"다른 후보작에는 작품상, 감독상, 촬영상, 의상 디자인상, 편집상, 오리지널 스코어상, 프로덕션 디자인상, 음향 편집상, 음향 믹싱상 및 오리지널 각본상이 포함됩니다.",0.24356864392757416
23,"에픽  창조주 잘 메탄,               . MRTing $6  호스텔                             .                                                                                                                          .                                    .",그 영화에서 나오는 오디션(꿈꾸는 바보들)과 시티 오브 스타 두 곡이 베스트 주제곡 후보에 올랐습니다. 라이온스게이트 스튜디오는 다른 스튜디오보다 월등히 많은 26개의 후보 지명을 받았습니다.,0.32661008834838867,영화 '오디션 (꿈꾸는 바보들)'의 두 곡과 '시티 오브 스타즈'가 최우수 오리지널 송 부문에 노미네이트 되었습니다. 라이온스게이트 스튜디오는 26개의 노미네이션을 받아 다른 어떤 스튜디오보다도 많았습니다.,0.29992398619651794
24,"♥ 성공 ♥, 잘 캐스팅 목욕 가운 ♥ 고용, 중국 ♥ 잘 ♥, ♥ 권리 ♥ 약탈 대학 ♥.",도널드 트럼프 미국 대통령은 늦은 일요일 시간대에 대변인을 통해 발표한 성명에서 미군이 시리아에서 철수할 것이라고 발표했다.,0.23648013174533844,"일요일 늦게, 미국의 도널드 트럼프 대통령이 대변인을 통해 발표한 성명에서 미군이 시리아를 떠날 것이라고 발표했습니다.",0.2528427839279175
25,프로세스、더 동맥 Finishedemployment866 중국、지혜、모두 평가 여성 다음 Dan 슬롯 알고、원래.,이 발표는 트럼프가 레제프 타이이프 에르도안 터키 대통령과 전화 통화를 한 후에 이루어졌다.,0.2342950850725174,발표는 트럼프가 터키의 레제프 타이이프 에르도안 대통령과 전화 통화를 한 후에 이뤄졌습니다.,0.23922199010849
26,"전리품 dev approx cares 지금 이해,잘 모기,xml 적절한 마음 영국 Short clusively trees.",또한 터키는 유럽 국가들이 본국으로 송환하는 것을 거부한 체포된 ISIS 전투기를 보호할 것이라고 밝혔다.,0.19544388353824615,터키는 또한 유럽 국가들이 본국 송환을 거부한 IS 전투원들을 보호하는 임무를 맡게 될 것이라고 성명서에 적혀 있습니다.,0.20504119992256165
27,"PI FinallyFirst-ING values-4 Restrictionweight866ing, 중국, 수락, tentacle tank end9-2 1.                                         ,                                                     .","이것은 적어도, 이미 널리 알려진 이론인, 몇몇 공룡들이 깃털을 가지고 있었다는 것을 확인 시켜 줄 뿐만 아니라, 색깔과 3차원 배열과 같이 일반적으로 화석만으론 부족한 세부적인 사항들을 제공한다.",0.24418073892593384,"이것은 적어도 일부 공룡이 깃털을 가지고 있었다는 이미 널리 퍼진 이론을 확인할 뿐만 아니라, 일반적으로 화석이 제공할 수 없는 색상과 3차원 배열과 같은 세부 정보를 제공합니다.",0.23060210049152374
28,"s. 무어 팝 Hoteling cleaningther oneett successdang 지혜를 모니터링 ChinaexperiencedEG?"" 코스타 - 48 하나Singaporeoma.",. 과학자들은 이 공룡 깃털의 윗쪽이 진갈색이고 아랫쪽은 희거나 노란빛이었다고 밝혔다.,0.23126497864723206,과학자들은 이 동물의 깃털이 위쪽은 밤색이고 아래쪽은 옅은 색 또는 카로티노이드 색이라고 말합니다.,0.2285194993019104
29,process 로크웰 devgat 잘     .,그러한 발견은 또한 조류에 있어서 깃털의 진화에 대한 통찰을 제공한다.,0.3049742877483368,그 발견은 새의 깃털 진화에 대한 통찰을 제공합니다.,0.3090207874774933
30,"마지막으로 적절한 중국, 하나, 중국, ""ING, acceptanceina properthrough""는 최종 프리젠 테이션을 추론하는 가죽 프리젠 테이션을 수행합니다.",공룡 깃털은 우축이라고 불리는 잘 발달된 깃대가 없지만 미늘과 작은 깃가지 같은 다른 특징적인 깃털을 가지고 있으며 연구자들은 이런 다른 특징들이 나중에 진화하여 우축으로 발전했을 것이라고 추측했습니다.,0.2638768255710602,"공룡 깃털에는 잘 발달된 축(rachis)이 없지만 깃털의 다른 특징인 가시(barbs)와 미세 가시(barbules)는 존재하기 때문에, 연구자들은 축이 이러한 다른 특징들보다 후에 진화적으로 발전한 것일 가능성이 있다고 추론했습니다.",0.2733657658100128
31,"process‐ing Hotel‐ values heated HBM Finally Recording upon‐ acceptance‐ #‐experienced Zebra. process‐‐‐ values,‐ 팝 인기 있는 well‐는 중국 츄오‐, well‐‐‐ 청소 끝 마지막으로 중국‐ Hoteling Adv.",깃털의 구조는 비행 용이 아니라 체온 조절이나 과시용으로 쓰였음을 암시한다. 연구원들은 어린 공룡의 꼬리에서 나온 샘플을 조사하니 유아의 솜털이 아닌 성인 공룡의 깃털이라고 이야기하였다.,0.2176494598388672,"깃털의 구조는 그것들이 비행에 사용되지 않았으며 오히려 온도 조절이나 장식에 사용되었음을 시사합니다. 연구자들은 비록 이것이 어린 공룡의 꼬리이지만, 샘플이 어린 새의 솜털이 아닌 성체 깃털을 보여준다고 제안했습니다.",0.22737586498260498
32,"process、       ,","이것은 젊은 공룡의 꼬리이지만, 샘플을 보면 어린 개체의 솜털이 아닌 성체의 깃털임을 알 수 있다고 연구진은 말합니다.",0.2527832090854645,연구자들은 이것이 어린 공룡의 꼬리임에도 불구하고 샘플이 유인(成鳥)의 깃털을 보여주며 병아리의 솜털이 아님을 시사한다고 제안했습니다.,0.23160973191261292
33,"llEGla femaleIM-4                평가에서,                                                               .",어제 아침 터키 가지안테프에 있는 경찰서에서 폭발한 차량 폭탄으로 인해 경찰관 2명이 죽고 20명 이상의 다른 사람들이 다쳤습니다.,0.20474588871002197,어제 아침 터키 가잔테프 경찰 본부에서 자동차 폭탄이 폭발해 두 명의 경찰관이 사망하고 20명 이상의 다른 사람들이 부상을 당했습니다.,0.1960659772157669
34,process、 Hoteling 특성모기、는 HBM、을 잘합니다.,그 주지사는 부상자 중 19명이 경찰관이라고 말했다.,0.2898043096065521,주지사 사무실은 부상자 중 열아홉 명이 경찰관이라고 밝혔다.,0.29394325613975525
35,.,경찰은 공격에 대한 책임이 있다고 주장되는 다에시(ISIL) 무장세력에게 혐의를 두고 있다고 밝혔습니다.,0.2569633722305298,경찰은 공격에 대한 책임이 있다고 의심되는 자칭 다에시(ISIL) 무장단체원을 추정하고 있다고 전했습니다.,0.24708619713783264
36,"완전히 잘 신발  성공 잘 골로새  tankthrough HClips 과정을 통해 HClips 잘 Cavether에 않습니다. 완전 심장 대학  기술 전사  수십 년을 눌러 더 이상, warrior, end.",그들은 해가 다른 별들과 같이 발광성과 회전의 원리만으로 작동한다는 것을 발견했습니다.,0.2753891050815582,그들은 태양이 다른 별들과 동일한 기본 원리에 따라 작동한다는 것을 발견했다: 시스템 내 모든 별들의 활동은 그들의 밝기와 회전에 의해 주도되며 그 외에는 아무것도 없다는 것을 발견했다.,0.2521163821220398
37,"프로세스、 수십 년을 눌러 더 이상 끝、 신뢰할 수 있는 녹음、 마음、 중국、 Hotelinghabit (15 txxx, 이해 인기、 마음、.","발광도와 회전을 함께 사용해 별의 로스비 번호를 결정하는데, 이는 혈장 흐름(plasma flow)과 관련이 있다.",0.3127780258655548,"별의 광도와 회전 속도는 함께 사용되어 별의 로스비 수를 결정하는데, 이는 플라즈마 흐름과 관련이 있습니다.",0.2934774160385132
38,"process wellhabit (15 txxx, well well 지혜의 마음  영국은 학습을 취소했다.",로스비 수(Rossby number)가 작을수록 자기 역전 면에서 항성의 활동성 역시 작다.,0.31856098771095276,"로스비 수가 작을수록, 별의 자기 반전 활동은 덜 활성화됩니다.",0.285105437040329
39,"스트라이크, US는 gat successseeking을 제공했다.",여행 중에 이와사키는 여러 번 난관에 봉착했다.,0.307303249835968,그의 여행 중에 이와사키는 여러 차례 난관에 봉착했습니다.,0.29070717096328735
40,"Penther skillsing, upon skills 중국, upon 다양한에 따라 endther.","그는 해적들에게 강도 당하고, 티베트에서 미친개에게 공격당했으며, 네팔에서는 거의 결혼할 뻔했고 인도에서 체포되었다.",0.19498929381370544,,
41,프로세스 문어 이후 무례한 성공 신비 잘 영웅 다음 볼티모어 끝 작업 다음 볼티모어。.,802.11n 표준은 2.4GHz와 5.0GHz 주파수 모두에서 작동합니다.,0.2499917447566986,802.11n 표준은 2.4GHz와 5.0GHz 주파수에서 작동합니다.,0.2509424388408661
42,"PI Comments CD 심장 대학 지혜 문어 것, 문어 이유 최종 문어 학생, 값     .","기지국에 이중 라디오가 있다면 이것이 802.11a, 802.11b와 802.11g가 이전 기종이라도 호환할 수 있게 해준다.",0.27615073323249817,"이것은 기지국에 듀얼 라디오가 장착되어 있는 경우 802.11a, 802.11b 및 802.11g와의 하위 호환이 가능하게 할 것입니다.",0.2815382182598114
43,process 문어 이후 신뢰할 수 있는 zan 값 하지882ing 지혜 중국   공급 업체 주문 소프트 soing 않습니다.,802.11n은 이론상 최대 600Mbit/s의 대역폭을 가져 기존 표준에 비해 상당히 빠릅니다.,0.24465134739875793,"802.11n의 속도는 그 이전 모델보다 상당히 빠르며, 최대 이론적 처리량은 600Mbit/s입니다.",0.2625763416290283
44,"아래로 debt61, 포트폴리오 인기、 wisdom560、, 연속 마지막으로、 중국 루즈벨트、 success、, 심장 、 wellordinationther、.",이 이야기에 관계된 두 명의 성인 자녀를 둔 기혼자인 듀발은 밀러에게 깊은 인상을 남기지 않았습니다.,0.25984859466552734,"듀발은 결혼하여 두 명의 성인 자녀가 있지만, 이야기를 전해 들은 밀러에게 큰 인상을 남기지 못했다.",0.26137107610702515
45,"GET #, mosquito, at order 20,000 China well 4 boxther 판단  미국 호텔의 원인   최고의 메이커","""의견을 물었을 때 밀러는 """"청문회 동안 마이크는 많은 이야기를 했습니다… 저는 준비를 하고 있었기 때문에 그가 하는 말을 듣지 못했습니다""""라고 말했습니다.""",0.18727031350135803,"문의에 대해 밀러는 ""마이크가 청문회 동안 많이 이야기해요...저는 준비하고 있어서 그가 말하는 것을 잘 듣지 못했어요.""라고 말했습니다.",0.20505666732788086
46,At 칸 댓글 달기 마음     탈출,"""후 주석은 """"2020년까지는 GDP 단위당 이산화탄소 방출량을 2005년 수준에서 현저한 폭으로 감소시키려고 노력할 것입니다""""라고 말했습니다.""",0.24097302556037903,"""우리는 2005년 수준에서 2020년까지 GDP 단위당 이산화탄소 배출량을 상당한 폭으로 줄이기 위해 노력할 것""이라고 후가 말했다.",0.24393406510353088
47,"Pen continuation Finally GNU China # well, 댓글 대학 동맥  성공 경쟁 Hoteling.",그는 감산 규모는 중국의 경제 생산량을 바탕으로 정해질 것이라면서 수치를 밝히지 않았습니다.,0.2259189784526825,"그는 감축 규모를 정하지 않았으며, 이는 중국의 경제 생산량에 따라 결정될 것이라고 말했습니다.",0.21976105868816376
48,frequency、、 at giving、 well Cana、 dos、grad end、 grant、 best (주어진 것 중에서 가장 좋은 것),"""후는 개발도상국들이 """"일단 오염시키고 나중에 치우는 옛 방식을 탈피하도록"""" 격려했습니다.""",0.27814385294914246,"후는 개발도상국들에게 ""먼저 오염을 일으키고 나중에 정화하는 낡은 길을 피하라""고 격려했습니다.",0.25621750950813293
49,"Pen values atyle 마지막으로,, 대학 heart approx success 값 베어링 전사, end best","""후 주석은 """"그렇다 해서 그들에게 그 발달단계와 책임 범위, 능력을 벗어나는 의무를 지라고 요구해서는 안 된다""""라고 덧붙였다.""",0.24605998396873474,"그는 ""그러나 그들이 자신의 개발 단계, 책임 및 능력을 초과하는 의무를 부담하지 않도록 해야 한다""고 덧붙였습니다.",0.2358512282371521
50,process、237 Options、882OUS-4는 도망자 모비 수 있습니다.,이라크 스터디 그룹은 오늘 12시 GMT(그리치니 표준시)에 리포트를 발표했다.,0.2921822667121887,이라크 연구 그룹은 오늘 GMT 기준으로 12:00에 보고서를 발표했습니다.,0.29101529717445374
51,"wave produceog Greece values perceived upon-4 pop Called 코멘트 블레이드, , 경험있는 중국 .","이 시점에서 이라크의 행동이 종파적인 전쟁이나 폭력이 증가하는 것, 혹은 혼돈의 상태를 막을 수 있다는 데에 보장은 없다.",0.20512309670448303,"다음과 같이 번역됩니다: 이 경고는 현재 이라크에서 어떤 행동을 취한다고 해도 종파 전쟁, 증가하는 폭력, 또는 혼란으로의 추락을 멈출 것이라는 보장은 아무도 할 수 없다는 것입니다.",0.19697585701942444
52,processSystem wisdom #double end well 잘 주조 목욕 가운에 중국은 잘  잘 증발 체크.,보고서는 미국의 중동 정책에 관해 공개 토론과 의견 일치 형성에 대한 탄원으로 시작한다.,0.2687332034111023,보고서는 중동에 대한 정책에 대한 미국 내 공개 토론과 합의 형성을 촉구하는 내용으로 시작합니다.,0.26102426648139954
53,processSystem popular、 dos、 pilots、 dos、 well、은 초신성、 end CD、 historical、 DN이 잘 작동합니다.,보고서는 행정부의 현재 이라크 정책에 대해 거의 모든 측면에서 매우 비판적이며 즉각적인 방향 변경을 촉구합니다.,0.25126221776008606,보고서는 이라크에 대한 행정부의 현재 정책의 거의 모든 측면에 대해 매우 비판적이며 즉각적인 방향 전환을 촉구하고 있습니다.,0.24023844301700592
54,원칙 882cas 인기 있는 가치 중국 명소 yle 대학  해충 잘 순종                                                       .                                    .,우선 78개 권고안 중 하나는 이라크의 적대적 개입에 대비하여 국경을 확보하고 이웃 국가들과의 외교 관계를 재정립하기 위해 올해 말이 되기 전에 새로운 외교 정책을 취해야 한다는 것입니다.,0.2578977048397064,그 78가지 권고 사항 중 첫 번째는 이란의 국경을 적대적인 개입으로부터 보호하고 이웃 국가들과의 외교 관계를 재구축하기 위해 올해 말 전에 새로운 외교적 노력이 필요하다는 것입니다.,0.2646000385284424
55,,현 상원 의원 겸 아르헨티나 대통령 부인 크리스티나 페르난데스 데 키르치네르(Cristina Fernandez de Kirchner)는 어제저녁 부에노스아이레스(Buenos Aires)에서 50km 떨어진 라 플라타(La Plata)에서 대선 출마를 선언했다.,,현재 상원의원이며 아르헨티나 퍼스트 레이디인 크리스티나 페르난데스 데 키르chner는 어제 저녁 부에노스아이레스에서 50킬로미터(31마일) 떨어진 도시인 라 플라타에서 대통령 후보 출마를 발표했습니다.,
56,"..:47lies heartcondition #-4 well EMS, well ColosseumUAL 녹음 심장 Horlies Gu # well 탱크가 압도 잘     .",키르치네르 여사는 2005년 부에노스아이레스 지방 대표단의 일원으로 상원 의원 선거운동을 시작할 때와 같은 장소인 아르헨티나 극장에서 대통령 출마 의사를 밝혔다.,0.22570569813251495,키르치너 여사는 아르헨티나 극장에서 대통령 출마 의사를 발표했습니다. 이곳은 그녀가 2005년 부에노스아이레스 주 대표로서 상원 선거 캠페인을 시작했던 장소입니다.,0.23964926600456238
57,process、ther、 until skills、 cares、 success、 end、 well、stroke、go understandsweight、ing proper。 at、 gather 호텔링 플레이、최상의 호텔,"카트리나 태풍 후에 구호물자와 재건축을 위한 지출을, 국가 재정에 보수적인 태도를 취하는 사람들이 '부시의 뉴올리언스 거래'로 일컬으면서 논쟁이 일어났다.",0.2427651286125183,"토론은 허리케인 카트리나 이후 구호 및 재건 비용에 대한 논란으로 촉발되었으며, 일부 재정 보수파는 이를 유머ously ""부시의 노래의 계약""이라고 꼬집었습니다.",0.26744428277015686
58,잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘  잘,재건 활동에 대한 리버럴 측 비판은 소위 워싱턴 내부자들에게 재건 관련 계약이 돌아간 것에 초점을 맞추었습니다.,0.13009968400001526,자유주의자들의 재건 노력에 대한 비판은 재건 계약이 워싱턴 내부자들에게 수여되는 데 집중되고 있습니다.,0.12575826048851013
59,warmment、true、heartmira 심장、 잘。온정、참된。심장。,400만 명이 넘는 사람들이 장례식 참석을 위해 로마로 모여들었습니다.,0.19628189504146576,400만 명 이상의 사람들이 로마에 가서 장례식에 참석했습니다.,0.1869874894618988
