id,translated_hindi,origin_translation,origin_bleu,gpt_translation,gpt_bleu
19,"एनएसए के रूप में, उन्होंने कैम्प डेविड समझौते, 1978; 1970 के दशक के अंत में अमेरिकी-चीन संबंधों को सामान्य बनाने; ईरान क्रांति, जिसने ईरान बंधक संकट, 1979 का नेतृत्व किया; और अफगानिस्तान में सोवियत आक्रमण, 1979 जैसे विश्व मामलों को राजनयिक रूप से संभालने में कार्टर की सहायता की।","एनएसए के रूप में, उन्होंने कूटनीतिक रूप से विश्व मामलों को संभालने में कार्टर की सहायता की, जैसे कि कैंप डेविड एकॉर्ड्स, 1978; 1970 के दशक के अंत में अमेरिका-चीन संबंधों को सामान्य बनाना; ईरानी क्रांति, जो ईरान बंधक संकट का कारण बनी, 1979; और अफ़गानिस्तान में सोवियत आक्रमण, 1979.",0.7976612448692322,作为国家安全顾问，他协助卡特在外交上处理世界事务，例如1978年的戴维营协议；在1970年代末期正常化美中关系；伊朗革命，这导致了1979年的伊朗人质危机；以及1979年苏联入侵阿富汗。,0.51598060131073
20,रयान गोस्लिंग और एम्मा स्टोन की भूमिका वाली फिल्म को सभी प्रमुख श्रेणियों में नामांकन मिले।,"जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.",0.8476850390434265,"यह फिल्म, जिसमें रयान गोसलिंग और एमा स्टोन हैं, को सभी प्रमुख श्रेणियों में नामांकित किया गया।",0.8631385564804077
21,गोस्लिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन प्राप्त हुए।,गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,0.934867262840271,गॉसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकित किया गया।,0.9044718742370605
22,"अन्य नामांकनों में सर्वश्रेष्ठ फिल्म, निर्देशक, सिनेमा, पोशाक डिजाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.",0.715839147567749,"अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, छायांकन, पोशाक डिजाइन, फिल्म संपादन, मौलिक स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मौलिक पटकथा शामिल हैं।",0.8394143581390381
23,"फिल्म के दो गानों, ऑडिशन (द फूलस व्हिट ड्रीम) और सिटी ऑफ स्टार को सर्वश्रेष्ठ मूल गीत के लिए नामांकन प्राप्त हुए। लायंसगेट स्टूडियो को किसी भी अन्य स्टूडियो की तुलना में 26 नामांकन प्राप्त हुए।",ऑडिशन (द फ़ूल्स हू ड्रीम) और सिटी ऑफ़ स्टार्स के दो गानो को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला. किसी भी अन्य स्टूडियो से ज़्यादा — लायंसगेट स्टूडियो को 26 नामांकन मिले.,0.8469036817550659,फिल्म ऑडिशन (द फुल्स हू ड्रीम) और सिटी ऑफ स्टार्स के दो歌曲ों को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला। लायंसगेट स्टूडियो को 26 नामांकन मिले - जो किसी अन्य स्टूडियो से अधिक हैं।,0.840599000453949
24,"रविवार देर रात, संयुक्त राज्य अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से जारी एक बयान में घोषणा की कि अमेरिकी सैनिक सीरिया छोड़ देंगे।","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.",0.8472893238067627,"रविवार की देर शाम, अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से दी गई एक विज्ञप्ति में घोषणा की कि अमेरिका के सैनिक सीरिया छोड़ देंगे।",0.8950504064559937
25,ट्रम्प ने तुर्की के राष्ट्रपति रेजेप ताइप एर्दोगन के साथ टेलीफोन वार्ता के बाद यह घोषणा की।,तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,0.8164731860160828,यह घोषणा ट्रंप के तुर्की राष्ट्रपति रेसेप तईप एर्दोगन के साथ फोन पर बातचीत करने के बाद की गई थी।,0.870286762714386
26,"तुर्की कैद आईएसआईएस लड़ाकों की सुरक्षा भी करेगा, जिन्हें यूरोपीय राष्ट्रों ने देश वापस लाने से इनकार कर दिया है।","तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.",0.7628481388092041,"तुर्की भी पकड़े गए ISIS लड़ाकों की सुरक्षा संभालेगा, जिससे यूरोपीय देशों ने वापस लाने से इनकार किया है, ऐसा बयान में कहा गया।",0.7959613800048828
27,"यह न केवल पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, एक पहले से ही व्यापक सिद्धांत, लेकिन यह विवरण प्रदान करता है जीवाश्म आमतौर पर नहीं कर सकते हैं, जैसे रंग और त्रि-आयामी व्यवस्था।","यह न केवल इसकी पुष्टि करता है कि कम से कम कुछ डायनासोर के पंख थे, एक सिद्धांत पहले से ही प्रचलित है, लेकिन यह ऐसी जानकारी प्रदान करता जो जीवाश्म आमतौर पर नहीं कर सकते, जैसे रंग और तीन आयामी अरेंजमेंट.",0.6439602971076965,"यह न केवल यह पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, जो पहले से ही एक व्यापक सिद्धांत है, बल्कि यह विवरण भी प्रदान करता है जो सामान्यतः जीवाश्म नहीं दे सकते, जैसे रंग और त्रि-आयामी व्यवस्था।",0.658267080783844
28,वैज्ञानिकों का कहना है कि इस जानवर का पंख ऊपर कास्टाना ब्राउन था और नीचे का रंग हल्का या कैरोटीनोइड था।,वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,0.5897685289382935,वैज्ञानिकों का कहना है कि इस जानवर के पंख ऊपर की तरफ चेस्टनट-भूरे रंग के थे और नीचे की तरफ हल्के या कैरोटीनॉइड रंग के थे।,0.680255115032196
29,यह खोज पक्षियों में पंखों के विकास की जानकारी भी देती है।,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है.,0.9073053002357483,यह खोज पंखों के विकास के बारे में भी अंतर्दृष्टि प्रदान करती है।,0.8326600193977356
30,"क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट नहीं है, जिसे राची कहा जाता है, लेकिन पंखों की अन्य विशेषताएं हैं  दाढ़ी और बारबुल  शोधकर्ताओं ने निष्कर्ष निकाला कि राची शायद इन अन्य विशेषताओं की तुलना में बाद में विकासवादी विकास था।","हालाँकि, डायनासोर के पंखों के शाफ्ट पूरी तरह से विकसित नहीं होते हैं और उन्हें रैचिस कहा जाता है. लेकिन उनके पंखों में बार्ब्स और बार्बुल्स जैसी अन्य खूबियाँ होती हैं. शोधकर्ताओं ने अनुमान लगाया है कि डायनासोर की अन्य खूबियों की तरह शायद रैचिस भी बाद में विकसित हुए होंगे.",0.6108607649803162,"क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट, जिसे रैचिस कहते हैं, नहीं है, लेकिन अन्य पंखों के गुण — बार्ब्स और बार्ब्यूल्स — मौजूद हैं, शोधकर्ताओं ने निष्कर्ष निकाला कि रैचिस संभवतः इन अन्य गुणों की तुलना में बाद में विकसित हुआ था।",0.6384567618370056
31,"इस तरह के पंखों की संरचना से पता चलता है कि उन्हें उड़ान में नहीं बल्कि तापमान को नियंत्रित करने या प्रदर्शित करने के लिए इस्तेमाल किया गया था। शोधकर्ताओं ने सुझाव दिया कि यह एक युवा डायनासोर की पूंछ है, लेकिन नमूना में वयस्क पंख नहीं, बल्कि एक चिड़िया का नीचे दिखता है।","पंखों की संरचना से पता चलता है कि उनका उपयोग उड़ान में नहीं, बल्कि तापमान विनियमन या प्रदर्शन के लिए किया जाता था। शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूँछ हो, लेकिन नमूना वयस्क साहुल दर्शाता है ना कि बच्चे का निचला हिस्सा।",0.7208403944969177,"पंखों की संरचना यह संकेत देती है कि उनका उपयोग उड़ान में नहीं बल्कि तापमान विनियमन या प्रदर्शन के लिए किया गया था। शोधकर्ताओं का सुझाव है कि, भले ही यह एक युवा डायनासोर की पूंछ है, नमूना वयस्क पंखों को दिखाता है और चूजे के फफूंद को नहीं।",0.7392424941062927
32,"शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूंछ है, लेकिन नमूना में वयस्क पंख दिखाई देते हैं, एक चिड़िया की नहीं।","शोधकर्ताओं ने सुझाव दिया कि, भले ही यह किसी छोटे डायनासोर की पूंछ है, लेकिन नमूना वयस्क के पंख का लगता है ना कि किसी बच्चे का।",0.7959513068199158,"शोधकर्ताओं ने सुझाव दिया कि, हालांकि यह एक युवा डायनासोर की पूंछ है, यह नमूना वयस्क पंखों को दर्शाता है और चूजे के फर को नहीं।",0.776745080947876
33,तुर्की के गाज़ियानटेप में कल सुबह पुलिस मुख्यालय में कार बम विस्फोट से दो पुलिसकर्मी मारे गए और बीस से अधिक लोग घायल हो गए।,"कल सुबह तुर्की के गाज़ियाँटेप में पुलिस मुख्यालय में एक कार बम विस्फोट हुआ, जिसमें दो पुलिस अधिकारी मारे गए और बीस से अधिक लोग घायल हुए.",0.8972306847572327,"एक कार बम ने कल सुबह तुर्की के गाज़IANTेप में पुलिस मुख्यालय के पास विस्फोट कर दिया, जिससे दो पुलिस अधिकारियों की मौत हो गई और बीस से अधिक लोग घायल हो गए।",0.8563206195831299
34,गवर्नर के कार्यालय ने कहा कि घायल 19 पुलिसकर्मी थे।,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,0.8072438836097717,राज्यपाल के कार्यालय ने कहा कि घायलों में से उन्नीस पुलिस अधिकारी थे।,0.8124619126319885
35,पुलिस ने कहा कि उन्हें हमले की जिम्मेदारी एक कथित आईएसआईएस (ISIL) आतंकवादी पर लगने का संदेह है।,पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,0.8548305630683899,पुलिस ने कहा कि उन्हें हमले की जिम्मेदारी के लिए एक कथित दाइश (आईएसआईएल) मिलिटेंट पर संदेह है।,0.8753886818885803
36,"उन्होंने पाया कि सूर्य अन्य सितारों के समान मूलभूत सिद्धांतों पर काम करता हैः सिस्टम में सभी सितारों की गतिविधि उनकी चमक, उनके घूर्णन और कुछ और नहीं से प्रेरित है।","उन्होंने पाया कि सूर्य अन्य सितारों के समान मूल सिद्धांतों पर संचालित होता है: मंडल के सभी सितारों की गतिविधि उनके प्रकाश, उनके परिक्रमण द्वारा संचालित थी, किसी और कारण से नहीं।",0.8115898966789246,"उन्होंने पाया कि सूर्य अन्य सितारों की तरह समान मूलभूत सिद्धांतों पर कार्य करता है: इस प्रणाली के सभी सितारों की गतिविधियों को उनकी चमक, उनके घूर्णन और कुछ अन्य चीज़ों द्वारा संचालित किया गया था।",0.8224603533744812
