id,translated_spainish,origin_translation,origin_bleu,gpt_translation,gpt_bleu
18,"Durante las selecciones de 1976 asesoró a Carter en política exterior, luego sirvió como Asesor de Seguridad Nacional (NSA) de 1977 a 1981, sucediendo a Henry Kissinger.","Asesoró a Carter en materia de política exterior en las elecciones de 1976. Posteriormente, trabajó como asesor de seguridad nacional (ASN) entre 1977 y 1981, luego de Henry Kissinger.",0.8771441578865051,"Durante las elecciones de 1976, asesoró a Carter sobre política exterior y luego se desempeñó como Asesor de Seguridad Nacional (NSA) desde 1977 hasta 1981, sucediendo a Henry Kissinger.",0.890855610370636
19,"Como NSA, ayudó a Carter en la gestión diplomática de los asuntos mundiales, como los Acuerdos de Camp David, 1978; normalizar las relaciones entre Estados Unidos y China pensó a finales de la década de 1970; la Revolución iraní, que llevó a la crisis de rehenes de Irán, 1979; y la invasión soviética en Afganistán, 1979.","Como consejero de seguridad nacional, asistió a Carter en el manejo diplomático de asuntos internacionales, como los Acuerdos de Camp David de 1978, la normalización de las relaciones entre Estados Unidos y China a fines de la década de 1970, la Revolución iraní de 1979, la que llevó a una crisis de rehenes en Irán, y la invasión soviética en Afganistán, en 1979.",0.7306637167930603,"Como Asesor de Seguridad Nacional, ayudó a Carter a manejar diplomáticamente los asuntos mundiales, como los Acuerdos de Camp David, 1978; la normalización de las relaciones entre Estados Unidos y China a finales de los años 70; la Revolución Iraní, que condujo a la crisis de rehenes en Irán, 1979; y la invasión soviética en Afganistán, 1979.",0.7473570704460144
20,"La película, con Ryan Gosling y Emma Stone, recibió nominaciones en todas las categorías principales.","El filme, protagonizado por Tyan Gosling y Emma Stone, fue nominado en todas las categorías más importantes.",0.9182897210121155,"La película, protagonizada por Ryan Gosling y Emma Stone, recibió nominaciones en todas las categorías principales.",0.9477171897888184
21,Gosling y Stone recibieron nominaciones para Mejor Actor y Actriz respectivamente.,"Gosling y Stone fueron nominados como Mejor Actor y Mejor Actriz, respectivamente.",0.9427620768547058,"Gosling y Stone recibieron nominaciones a Mejor Actor y Mejor Actriz, respectivamente.",0.9580625891685486
22,"Las otras nominaciones incluyen Mejor Imagen, Director, Cinematografía, Diseño de Trajes, Edición de Películas, Original Score, Diseño de Producción, Edición de Sonido, Mezcla de Sonido y Guión Original.","Entre las demás nominaciones se encuentran Mejor película, Mejor director, Mejor cinematografía, Mejor diseño de vestuario, Mejor edición de películas, Mejor partitura original, Mejor diseño de producción, Mejor edición de sonido, Mejor mezcla de sonido y Mejor guion original.",0.7796868681907654,"Las otras nominaciones incluyen Mejor Película, Director, Fotografía, Diseño de Vestuario, Montaje de Película, Banda Original, Diseño de Producción, Edición de Sonido, Mezcla de Sonido y Guion Original.",0.9080556035041809
23,"Dos canciones de la película, Audition (The Fools Who Dream) y City of Stars, recibieron nominaciones para la mejor canción original. El estudio Lionsgate recibió 26 nominaciones, más que cualquier otro estudio.","Fueron dos las nominadas a mejor canción original: Audición (Los tontos que sueñan) y Ciudad de estrellas. El estudio Lionsgate fue nominado 26 veces, superando a cualquier otro estudio.",0.8109940886497498,"Dos canciones de la película, Audition (Los tontos que sueñan) y City of Stars, recibieron nominaciones a mejor canción original. El estudio Lionsgate recibió 26 nominaciones, más que ningún otro estudio.",0.8846428990364075
24,"A finales del domingo, el presidente de los Estados Unidos, Donald Trump, en un comunicado emitido a través del secretario de prensa, anunció que las tropas estadounidenses abandonarían Siria.","El domingo por la noche, en un anuncio realizado mediante el secretario de prensa, el presidente de los Estados Unidos de América, Donald Trump, comunicó que las tropas estadounidenses se retirarían de Siria.",0.8965005874633789,"Tarde el domingo, el presidente de Estados Unidos, Donald Trump, en una declaración entregada a través del secretario de prensa, anunció que las tropas estadounidenses abandonarían Siria.",0.9107690453529358
25,El anuncio se hizo después de que Trump tuvo una conversación telefónica con el presidente turco Recep Tayyip Erdoğan.,"El anuncio se hizo tras la conversación telefónica que Trump mantuvo con con el presidente de Turquía, Recep Tayyip Erdoğan.",0.9225843548774719,El anuncio se hizo después de que Trump tuviera una conversación telefónica con el presidente turco Recep Tayyip Erdoğan.,0.9524735808372498
26,"Turquía también se haría cargo de la vigilancia de los combatientes capturados por el ISIS que, según la declaración, las naciones europeas se han negado a repatriarse.","Turquía asumiría, además, la vigilancia de los militantes del ISIS que fueron capturados, a quienes las naciones europeas, conforme indica el comunicado, les denegó su repatriación.",0.7986132502555847,"Turquía también se haría cargo de custodiar a los combatientes del ISIS capturados, que, según el comunicado, las naciones europeas se han negado a repatriar.",0.847811758518219
27,"Esto no sólo confirma que al menos algunos dinosaurios tenían plumas, una teoría ya extendida, sino que proporciona detalles fósiles generalmente no pueden, como el color y la disposición tridimensional.","Además de confirmar que al menos algunos dinosaurios eran plumíferos, una teoría ya generalizada, también ofrece datos específicos que los fósiles por lo general no ofrecen, como su color y su estructura tridimensional.",0.7651872038841248,"Esto no solo confirma que al menos algunos dinosaurios tenían plumas, una teoría ya bastante extendida, sino que también proporciona detalles que generalmente los fósiles no pueden ofrecer, como el color y la disposición tridimensional.",0.8644183278083801
28,Los científicos dicen que el plumaje de este animal era castaño en la parte superior con una parte inferior de color pálido o carotenoides.,"Según los especialistas, este animal tiene un plumaje de color castaño en la zona superior y una tonalidad pálida o carotenoide en la parte de abajo.",0.8753078579902649,Los científicos dicen que el plumaje de este animal era de color castaño en la parte superior con un lado inferior pálido o de color carotenoide.,0.9095684289932251
29,El hallazgo también proporciona una visión de la evolución de las plumas en las aves.,"Asimismo, el hallazgo permite comprender mejor la evolución de las plumas de las aves.",0.9071034789085388,El hallazgo también brinda información sobre la evolución de las plumas en las aves.,0.9300146698951721
30,"Debido a que las plumas de dinosaurio no tienen un pozo bien desarrollado, llamado raquis, pero sí tienen otras características de plumas — púas y púas — los investigadores indujeron que el raquis era probablemente un desarrollo evolutivo posterior que estas otras características.","Dado que el plumaje de los dinosaurios no tiene un eje bien desarrollado, denominado raquis, pero sí presenta otros rasgos de las plumas (cerdas y bárbulas), los investigadores llegaron a la conclusión de que es probable que el raquis sea el resultado de un desarrollo evolutivo posterior de estas otras características.",0.708328127861023,"Debido a que las plumas de dinosaurio no tienen un tallo bien desarrollado, llamado raquis, pero sí tienen otras características de las plumas —ganchos y microganchos—, los investigadores inferieron que el raquis fue probablemente un desarrollo evolutivo posterior a estas otras características.",0.7664952874183655
31,"La estructura de las plumas sugiere que no se utilizaron en vuelo, sino para la regulación o visualización de la temperatura.Los investigadores sugirieron que, a pesar de que esta es la cola de un dinosaurio joven, la muestra muestra muestra plumaje adulto y no un polluelo caído.","La estructura que presenta el plumaje sugiere que su función no estaba relacionada con el vuelo, sino que las usaban para regular la temperatura o como indicador de la misma. Los investigadores sostienen que, aunque se trata de la cola de un dinosaurio joven, la muestra analizada presenta rasgos del plumaje de un adulto y no de un polluelo.",0.7469643354415894,"La estructura de las plumas sugiere que no se utilizaban para volar, sino más bien para la regulación de la temperatura o para el exhibicionismo. Los investigadores sugirieron que, aunque esta es la cola de un dinosaurio joven, la muestra muestra plumaje adulto y no plumón de un polluelo.",0.766398549079895
32,"Los investigadores sugirieron que, aunque esta es la cola de un dinosaurio joven, la muestra muestra plumaje adulto y no un polluelo caído.","Las apreciaciones de los expertos fueron que, aun cuando se trata de la cola de un dinosaurio de corta edad, la muestra ilustra más el plumaje de un adulto que el de un polluelo.",0.7474057078361511,"Los investigadores sugirieron que, a pesar de que esta es la cola de un dinosaurio joven, la muestra muestra plumaje adulto y no plumón de un polluelo.",0.847189724445343
33,"Un coche bomba detonó en el cuartel general de la policía en Gaziantep, Turquía, ayer por la mañana, mató a dos agentes de policía e hirió a más de otras veinte personas.","En la mañana de ayer, en Gaziantep, Turquía, un coche bomba mató a dos oficiales de policía e hirió a más de otras veinte personas.",0.8978808522224426,,
34,La oficina del gobernador dijo que diecinueve de los heridos eran policías.,Desde el gobierno informaron que diecinueve de las personas heridas eran policías.,0.9207963347434998,La oficina del gobernador dijo que diecinueve de los heridos eran oficiales de policía.,0.9497095942497253
35,La policía dijo que sospechan de un presunto militante del Daesh (EIIL) de la responsabilidad del ataque.,La policía informó que el sospechoso por el ataque es un supuesto militante de Daish (ELIL).,0.905957043170929,La policía dijo que sospechan de un presunto militante del Daesh (EI) como responsable del ataque.,0.9485872983932495
36,"Encontraron que el Sol operaba sobre los mismos principios básicos que otras estrellas: La actividad de todas las estrellas en el sistema se encontró impulsada por su luminosidad, su rotación, y nada más.",Se descubrió que el sol se regía por los mismos principios básicos que otras estrellas: los únicos factores que impulsaban su actividad dentro del sistema eran su luminosidad y su rotación.,0.8683497309684753,"Encontraron que el Sol operaba bajo los mismos principios básicos que otras estrellas: se descubrió que la actividad de todas las estrellas en el sistema estaba impulsada por su luminosidad, su rotación y nada más.",0.9191758036613464
37,"La luminosidad y la rotación se utilizan juntos para determinar el número Rossby de una estrella, que está relacionado con el flujo plasmático.","La intensidad de la luz y la rotación se combinan para calcular el número de Rossby de una estrella, vinculado al flujo de plasma.",0.8302885890007019,"La luminosidad y la rotación se utilizan juntas para determinar el número de Rossby de una estrella, que está relacionado con el flujo de plasma.",0.8650733828544617
38,"Cuanto más pequeño es el número Rossby, menos activa es la estrella con respecto a las reversiones magnéticas.","A menor número de Rossby, menor es la actividad de la estrella en relación con sus inversiones magnéticas.",0.8106558918952942,"Cuanto más pequeño es el número de Rossby, menos activa es la estrella con respecto a las inversiones magnéticas.",0.8810826539993286
39,"Durante su viaje, Iwasaki tuvo problemas en muchas ocasiones.",Iwasaki debió enfrentarse con numerosos problemas durante su viaje.,0.8737849593162537,"Durante su viaje, Iwasaki se encontró con problemas en muchas ocasiones.",0.9319959282875061
40,"Fue robado por piratas, atacado en el Tíbet por un perro rabioso, escapó del matrimonio en Nepal y fue arrestado en la India.","Lo asaltaron piratas, lo mordió un perro con rabia en el Tíbet, escapó del matrimonio en Nepal y lo detuvo la policía en India.",0.8294209837913513,"Fue robado por piratas, atacado en Tíbet por un perro rabioso, escapó del matrimonio en Nepal y fue arrestado en India.",0.9248909950256348
41,El estándar 802.11n funciona tanto en las frecuencias 2.4Ghz como 5.0Ghz.,El 802.11n estándar funciona tanto en frecuencias de 2.4Ghz como 5.0Ghz.,0.9597541689872742,El estándar 802.11n opera en las frecuencias de 2.4Ghz y 5.0Ghz.,0.9508082270622253
42,"Esto permitirá que sea compatible con 802.11a, 802.11b y 802.11g, siempre que la estación base tenga radios duales.","Esto hará posible su compatibilidad con versiones anteriores de 802.11a, 802.11b y 802.11g; ello en la medida en que la estación base tenga radios duales.",0.8988168835639954,"Esto permitirá que sea compatible hacia atrás con 802.11a, 802.11b y 802.11g, siempre que la estación base tenga radios duales.",0.9234739542007446
43,Las velocidades de 802.11n son sustancialmente más rápidas que las de sus predecesores con un rendimiento teórico máximo de 600Mbit/s.,"Las velocidades del estándar 802.11n son mucho más altas que las alcanzadas por los que lo precedieron, con un rendimiento teórico máximo de 600 Mbps.",0.8890501856803894,"Las velocidades de 802.11n son sustancialmente más rápidas que las de sus predecesores, con un rendimiento teórico máximo de 600 Mbit/s.",0.9461654424667358
44,"Duvall, que está casado con dos hijos adultos, no dejó una gran impresión en Miller, con quien la historia estaba relacionada.","Duvall, que está casado y tiene dos hijos adultos, no causó una buena impresión a Miller, que fue a quien le relató la historia.",0.8216838240623474,"Duvall, quien está casado y tiene dos hijos adultos, no causó una gran impresión en Miller, a quien se le relató la historia.",0.840606153011322
45,"Cuando se me pidió un comentario, Miller dijo: ""Mike habla mucho durante la audiencia... Me estaba preparando para no oír lo que estaba diciendo"".","Al pedirle un comentario, Miller dijo: «Mike habla mucho durante la audiencia… Estaba preparándome, así que en verdad no pude escuchar lo que decía».",0.8379649519920349,"Cuando se le pidió un comentario, Miller dijo: ""Mike habla mucho durante la audiencia... Yo me estaba preparando, así que realmente no estaba escuchando lo que decía.""",0.8483125567436218
46,"""Nos esforzaremos por reducir las emisiones de dióxido de carbono por unidad de PIB en un margen notable para 2020 con respecto al nivel de 2005,"" dijo Hu.","«Trabajaremos duro para reducir el nivel de dióxido de carbono emitido por unidad de PIB para el año 2020, de modo que la diferencia sea significativa en comparación con el 2005», afirmó Hu.",0.8579626679420471,"""Nos esforzaremos por reducir las emisiones de dióxido de carbono por unidad de PIB en un margen notable para 2020 en comparación con el nivel de 2005,"" dijo Hu.",0.9260352849960327
47,"No fijó una cifra para los recortes, diciendo que se harán sobre la base de la producción económica de China.",No mencionó una cifra para los recortes y manifestó que se harán en base a la producción económica de China.,0.9134345650672913,"Él no estableció una cifra para los recortes, diciendo que se realizarán en función de la producción económica de China.",0.9103811383247375
48,"Hu alentó a los países en desarrollo a ""evitar el viejo camino de contaminar primero y limpiar después"".",Hu incentivó a los estados en vías de desarrollo a «no volver al tradicional camino de contaminar primero y hacer limpieza después».,0.9081467986106873,"Hu alentó a los países en desarrollo ""a evitar el viejo camino de contaminar primero y limpiar después.""",0.947560727596283
49,"Agregó que ""no se les debe pedir, sin embargo, que asuman obligaciones que vayan más allá de su etapa de desarrollo, responsabilidad y capacidades"".","Agregó: «Aun así, no es correcto exigirles que asuman obligaciones que sobrepasan su fase de desarrollo, su nivel de responsabilidad y sus capacidades».",0.8680536150932312,"Él agregó que ""sin embargo, no se les debería pedir que asuman obligaciones que vayan más allá de su etapa de desarrollo, responsabilidad y capacidades"".",0.9175421595573425
50,El Grupo de Estudio sobre el Iraq presentó su informe hoy a las 12.00 horas GMT.,El Grupo de Estudio de Irak elevó hoy su informe a las 12:00 GMT.,0.9155082106590271,El Grupo de Estudio sobre Irak presentó su informe hoy a las 12:00 GMT.,0.9405439496040344
51,"Advierte que nadie puede garantizar que cualquier curso de acción en Irak en este momento detendrá la guerra sectaria, la creciente violencia o un deslizamiento hacia el caos.","Advierte que nadie puede dar garantías de que alguna acción iraquí en este punto detendrá la lucha sectaria, la creciente violencia o una inclinación hacia el caos.",0.912788450717926,"Advierte que nadie puede garantizar que cualquier curso de acción en Irak en este momento detendrá la guerra sectaria, la creciente violencia o un deslizamiento hacia el caos.",0.9618818163871765
52,El informe se abre con la petición de un debate abierto y la formación de un consenso en los Estados Unidos sobre la política hacia el Oriente Medio.,El informe comienza con un llamado a debate abierto y a formar un consenso en los Estados Unidos acerca de las políticas sobre el Oriente Medio.,0.9160792231559753,El informe comienza con un llamado a un debate abierto y a la formación de un consenso en los Estados Unidos sobre la política hacia el Medio Oriente.,0.9241035580635071
53,El informe es muy crítico con casi todos los aspectos de la política actual del Ejecutivo con respecto al Iraq e insta a un cambio inmediato de dirección.,"El informe es sumamente crítico con prácticamente cada aspecto de la política vigente del poder ejecutivo en Irak, y apela a un cambio inmediato de dirección.",0.9144029021263123,El informe es muy crítico con casi todos los aspectos de la política actual del Ejecutivo hacia Irak y exige un cambio de dirección inmediato.,0.9359848499298096
54,El primero de sus 78 recomendaciones es que se tome una nueva iniciativa diplomática antes de finales de este año para asegurar las fronteras de Irak contra intervenciones hostiles y para restablecer relaciones diplomáticas con sus vecinos.,"Contiene 78 recomendaciones, de las cuales la número uno es la adopción de una nueva iniciativa antes del final del año con el propósito de proteger las fronteras de Irak de operaciones hostiles y para restaurar los vínculos diplomáticos con sus vecinos.",0.8698944449424744,La primera de sus 78 recomendaciones es que se debe tomar una nueva iniciativa diplomática antes de que termine este año para asegurar las fronteras de Irak contra intervenciones hostiles y restablecer las relaciones diplomáticas con sus vecinos.,0.9233890175819397
55,"La actual senadora y primera dama argentina Cristina Fernández de Kirchner anunció su candidatura presidencial ayer por la noche en La Plata, una ciudad a 50 kilómetros de Buenos Aires.","Cristina Fernández de Kirchner, quien a la fecha ocupa el cargo de senadora y es la primera dama de la República Argentina, anunció anoche en La Plata, ciudad ubicada a 50 kilómetros (31 millas) de Buenos Aires, que se postulará para la presidencia.",0.8252362012863159,"La actual senadora y primera dama argentina, Cristina Fernández de Kirchner, anunció su candidatura presidencial ayer por la tarde en La Plata, una ciudad a 50 kilómetros (31 millas) de Buenos Aires.",0.922294557094574
56,"La Sra. Kirchner anunció su intención de postularse a la presidencia en el Teatro Argentino, el mismo lugar donde comenzó su campaña de 2005 para el Senado como miembro de la delegación de la provincia de Buenos Aires.","El Teatro Argentino fue el lugar donde la señora Kirchner anunció su intención de candidatearse como presidenta; este es el mismo sitio donde inició su campaña para el senado en el año 2005, en representación de la provincia de Buenos Aires.",0.8462311625480652,"La Sra. Kirchner anunció su intención de postularse para presidenta en el Teatro Argentino, el mismo lugar que utilizó para iniciar su campaña de 2005 para el Senado como miembro de la delegación de la provincia de Buenos Aires.",0.9006535410881042
57,"El debate fue provocado por la controversia sobre el gasto en socorro y reconstrucción en el huracán Katrina; que algunos conservadores fiscales han etiquetado humorísticamente como ""Trato de Nueva Orleans de Bush"".","La cuestión que dio origen al debate fue la controversia en torno al presupuesto destinado al socorro y reconstrucción posteriores al huracán Katrina, medida que algunos conservadores fiscales etiquetaron en torno de broma como el «Acuerdo de Nueva Orleans de Bush».",0.8203650116920471,"El debate fue provocado por la controversia sobre el gasto en ayuda y reconstrucción a raíz del huracán Katrina; que algunos conservadores fiscales han etiquetado humorísticamente como ""El acuerdo de Nueva Orleans de Bush"".",0.8997703790664673
58,La crítica liberal al esfuerzo de reconstrucción se ha centrado en la adjudicación de contratos de reconstrucción a los informantes de Washington.,"Las críticas de los liberales en relación a los trabajos de restauración tienen su foco en el hecho de que se han adjudicado contratos de reconstrucción a personas que, al parecer, son funcionarios de Washington.",0.7693915367126465,La crítica liberal al esfuerzo de reconstrucción se ha centrado en la adjudicación de contratos de reconstrucción a aquellos considerados como insiders de Washington.,0.8817808032035828
59,Más de cuatro millones de personas fueron a Roma para asistir al funeral.,Más de cuatro millones de individuos se concentraron en Roma para presenciar el funeral.,0.9324696063995361,Más de cuatro millones de personas fueron a Roma para asistir al funeral.,0.981555700302124
60,El número de personas presentes era tan grande que no era posible para todos tener acceso al funeral en la Plaza de San Pedro.,"Fue tanta la cantidad de gente que se concentró, que no todos pudieron acceder al funeral en la Plaza de San Pedro.",0.8699297308921814,El número de personas presentes era tan grande que no fue posible que todos tuvieran acceso al funeral en la Plaza de San Pedro.,0.9308510422706604
61,Se instalaron varias pantallas de televisión grandes en varios lugares de Roma para que la gente viera la ceremonia.,"Se instalaron de grandes pantallas de televisión en diferentes puntos de Roma, para que todos pudieran ver la ceremonia.",0.9224393963813782,Se instalaron varias pantallas de televisión grandes en diferentes lugares de Roma para que la gente pudiera ver la ceremonia.,0.9456250071525574
62,"En muchas otras ciudades de Italia y en el resto del mundo, particularmente en Polonia, se hicieron configuraciones similares, que fueron vistas por un gran número de personas.","En muchas otras ciudades italianas, así como en todo el mundo, en particular en Polonia, se llevaron a cabo montajes parecidos que vieron muchísimas personas.",0.8435091376304626,"En muchas otras ciudades de Italia y en el resto del mundo, particularmente en Polonia, se hicieron configuraciones similares, las cuales fueron vistas por un gran número de personas.",0.9455006718635559
