id,translated_japanese,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
194,バッハマン氏は8月にエムズストロー投票で勝利し 選挙活動を終了することを決定しました,8月にエイムズの模擬投票で勝利したバックマン議員は、選挙戦を終了することに決めた。,8月にエイムズストローポールで勝利したバッハマンは、キャンペーンを終了することを決定しました。,0.8152345418930054,0.8219437599182129,0.8185754418373108,0.8406490683555603,0.8408627510070801,0.8407558798789978
195,写真家はロナルド・レーガン大学UCLA医学センターに運ばれ その後死亡.,撮影者はロナルド・レーガンUCLAメディカルセンターに搬送され、その後死亡しました。,その写真家はロナルド・レーガンUCLAメディカルセンターに運ばれ、その後死亡しました。,0.8575719594955444,0.8253957033157349,0.8411762714385986,0.894133448600769,0.8548887968063354,0.8740708827972412
196,"ビーバーは声明で""この悲劇的な事故に直接関わらなかったが,私の思いと祈りは犠牲者の家族と共にある""と述べた.",彼の年齢は20代だったと報じられました。声明でジャスティンビーバーは「俺はその現場にいなかったし、この悲劇的な事故に直接関係していなかったけど、被害者の家族を想いながら祈るよ」と語りました。,彼は20代であると報じられています。ビーバーは声明の中で「この悲惨な事故に私は直接関与していなかったものの、被害者の家族に思いと祈りを捧げます」と述べました。,0.8257767558097839,0.7530913352966309,0.7877609133720398,0.8624154329299927,0.8025304675102234,0.8313959836959839
197,"撮影者はセプルヴェダ・ブレーバーの向こう側で車を止め, 道路を渡る前に警察署の写真を撮ろうとしたと ニュースサイトTMZが理解しているため, 道路を横切る前に警察署の写真を撮ろうとしたため, 交通停止を指揮するカリフォルニア高速道路巡査警察官が 2度, 再び横切るよう命令した.",芸能ニュースサイトTMZによると、写真家はセプルベダ大通りの反対車線に車を停め、道路を渡って進む前に警察の検問を写真に収めようとしたため、交通規制をしていたカリフォルニア州ハイウェイパトロールの警察官が横断して戻るように2回も命じたそうです。,エンターテインメントニュースのウェブサイトTMZによると、写真家はセプルベダ大通りの反対側で車を停め、交通取締りの写真を撮ろうとした後、道路を渡って続けたため、交通取締りを行っていたカリフォルニアハイウェイパトロールの警官に2度戻るよう命じられた。,0.8038661479949951,0.7933590412139893,0.7985780835151672,0.801478385925293,0.800038754940033,0.800757884979248
198,警察によると 写真を撮った車の運転手は 刑事起訴を受ける可能性は低い.,警察によれば、写真家をはねた車の運転手が刑事告訴される可能性は低いとのことです。,警察によると、写真家にぶつかった車の運転手は、刑事告発を受ける可能性は低いとのことです。,0.8905254602432251,0.8631365299224854,0.8766171336174011,0.9117181301116943,0.870680570602417,0.8907269239425659
199,"一日 に わずか 18 枚 の  Medail が 入手 できる の で,数 の 国 は メダル の ステージ に 登る こと に 失敗 し て い ます.",1日に授与されるメダルは18個のみなので、多くの国が表彰台に上がれませんでした。,利用可能なメダルが一日にたったの十八枚しかないため、多くの国がメダル表彰台に上がれないという結果になっています。,0.7371269464492798,0.7650665044784546,0.7508369088172913,0.7510164380073547,0.7566554546356201,0.7538254261016846
200,カーディガン・サアリンヌが10位を記録したフィンランドも同じレースで10位を記録した.,具体的には、昨日のスーパーGで女子スタンディングクラスでアンナ・ヨシェムセンが9位に終わったオランダや、同じイベントでカチャ・サーリネンが10位に終わったフィンランドなどです。,オランダのアンナ・ヨケムセンが昨日のスーパージーで女子スタンディングクラスで9位、フィンランドのカティヤ・サーリネンが同じイベントで10位に入賞しました。,0.7733174562454224,0.7151670455932617,0.7431063652038574,0.7646312713623047,0.7152568697929382,0.7391204237937927
201,"オーストラリアのミッチェル・グーリー選手は,男子スタンドスーパーGで11位にランクインした.チェコの競技者オールドリッチ・ジェリーネックは男子座席スーパーGで16位にランクインした.",オーストラリアのミッチェル・ゴーリーはスーパーG男子スタンディングで11位に終わりました。チェコのオルドリッチ・イェリネクは、男子シングルスーパーGで16位に終わりました。,オーストラリアのミッチェル・グーリーは男子立位スーパーGで11位をフィニッシュしました。チェコの選手オルドリヒ・イェリネクは男子座位スーパーGで16位に終わりました。,0.8615779280662537,0.881823718547821,0.8715832829475403,0.8728790879249573,0.8688095211982727,0.8708395957946777
202,"メキシコのアーリー・ベラスケスは,男子座席スーパーGで15位に終わった.ニュージーランドのアダム・ホールは男子スタンドスーパーGで9位に終わった.",メキシコのアーリー・ベラスケスは、男子シッティングスーパーGで15位に終わりました。ニュージーランドのアダム・ホールは、男子スタンディング・スーパーGで9位に入賞しました。,メキシコのアーリー・ベラスケスは、男子坐位スーパーGで15位に終わりました。ニュージーランドのアダム・ホールは、男子立位スーパーGで9位に入りました。,0.9342219233512878,0.8931399583816528,0.9132192134857178,0.9322375655174255,0.9087119102478027,0.9203243851661682
203,ポーランド人の視覚障害者滑雪選手マシエ・クレゼルとガイドアナ・オガージンスカはスーパーGで13位にランクインした.韓国ではジョン・ソーク・パークは男子座席スーパーGで24位にランクインした.,ポーランドの視覚障害者スキーヤー、マキエイ・クレツェルとガイドのアンナ・オガルジンスカはスーパーＧで13位に入賞した。韓国のパク・ジョンソークは、男子シッティング・スーパーＧで２４位に終わった。,ポーランドの男子視覚障害者スキーヤー、マチェイ・クレゼルとガイドのアンナ・オガジンスカは、スーパーGで13位に終わりました。韓国のパク・ジョンソクは、男子座位スーパーGで24位に入賞しました。,0.7939214706420898,0.8100728988647461,0.8019158840179443,0.8735595941543579,0.8612743616104126,0.8673734664916992
204,"2010年の地震後 ハイチに到着した国連平和維持部隊は,軍隊のキャンプ近くで発生したこの病気の感染の原因だと非難されています.",2010年の地震後にハイチ国内でコレラが大流行したが、その発生源が国連平和維持軍の部隊の宿営地だった疑いが浮上し、軍が非難を受けています。,2010年の地震後にハイチに到着した国連平和維持軍が、部隊のキャンプ近くで始まった病気の拡散の責任を負っていると非難されています。,0.810835063457489,0.7886114120483398,0.7995688319206238,0.9028294682502747,0.8975248336791992,0.9001693725585938
205,訴訟によると 国連キャンプの廃棄物は 適切に浄化されず 細菌がハイチ最大の川である アルチボニート川の支流に 浸透した.,訴訟によれば、国連キャンプの廃棄物が適切に消毒されていなかったため、ハイチ最大級のアルティボナイト川の支流に細菌が侵入したとのことです。,訴訟によれば、国連キャンプからの廃棄物は適切に消毒されておらず、ハイチ最大の河川の一つであるアルティボニテ川の支流にバイ菌が侵入したということです。,0.8867148160934448,0.8677137494087219,0.8771113753318787,0.8997758030891418,0.8767755031585693,0.888126790523529
206,軍隊が到着する前に ハイチは 1800年代以降 この病気に関連する問題に直面していなかった.,1800年代以来、軍隊が到着するまでハイチはこの病気に関係する問題に遭遇したことはありませんでした。,部隊が到着する前、ハイチは1800年代以来、病気に関連する問題に直面していませんでした。,0.8937647938728333,0.8475666046142578,0.8700529336929321,0.9018886685371399,0.8562533259391785,0.8784787058830261
207,ハイチの正義と民主主義研究所は 独立研究を引用し ネパール人の国連平和維持部隊が 無意識にこの病気をハイチに持ち込んだことを示唆しています,正義と民主主義のためのハイチ研究所は、独自調査を実施し、ネパールの国連平和維持大隊が無意識のうちにこの病気をハイチに持ち込んだことを示唆しています。,ハイチ司法と民主主義研究所は、ネパールの国連平和維持軍の大隊が知らずにハイチに病気を持ち込んだことを示唆する独立した研究を引用しています。,0.898572564125061,0.8952156901359558,0.8968909978866577,0.8592087030410767,0.8632383942604065,0.8612188100814819
208,国連の病気の専門家であるダニエル・ランタgneは 疫病は平和維持部隊による可能性が高いと述べた.,疾病の専門家で国連に所属するダニエル・ランターニュ氏は、大流行は平和維持軍に起因する可能性が高い、と述べました。,ダニエル・ランタンは、疾病に関する国連の専門家であり、今回の感染拡大は平和維持活動者によって引き起こされた可能性が高いと述べました。,0.8660128712654114,0.8225175738334656,0.8437049984931946,0.8730866312980652,0.8163495063781738,0.8437653183937073
209,ハミルトンは ハワード大学病院が 患者の状態を安定させると確認した,ハミルトン氏は、患者が安定した状態でハワード大学病院に入院したことを認めました。,ハミルトンは、ハワード大学病院が患者を安定した状態で受け入れたことを確認しました。,0.8560075759887695,0.8205451965332031,0.8379012942314148,0.9041961431503296,0.8478493690490723,0.8751167058944702
210,患者さんはナイジェリアにいたし エボラウイルスの症例がいくつかあった.,この患者は、エボラウイルスの症例がいくつか発生しているナイジェリアに行っていた。,患者はナイジェリアに行ったことがあり、そこでエボラウイルスの症例がいくつか発生しています。,0.8727738857269287,0.8566907048225403,0.8646575808525085,0.9068511724472046,0.8615230917930603,0.8836062550544739
211,病院は感染制御のプロトコルに従っており 患者さんを他人から隔離し 他人の感染を防ぐために,病院では、感染管理手順書に従い、他人への感染の可能性を防ぐために患者を隔離するなどの措置をとっています。,病院は感染管理のためのプロトコルに従い、他の人への感染の可能性を防ぐために患者を他の人から隔離しました。,0.8296284675598145,0.7888292670249939,0.8087145686149597,0.8817539215087891,0.845140814781189,0.8630592226982117
212,シモン・シンプソンズより前に シモン・シンプソンズは様々なポジションで 複数の番組で働いていた,シンプソンズが始まる前、サイモンはさまざまな肩書きで複数の番組で働いていました。,『ザ・シンプソンズ』の前、サイモンはさまざまなポジションでいくつかのショーで働いていました。,0.802474856376648,0.7636513710021973,0.7825819253921509,0.8154299855232239,0.7703717947006226,0.7922607064247131
213,"1980年代には,タクシー,チーアズ,ザ・トレーシー・ウルマン・ショーなどの番組で働いた.",1980年代には「タクシー」、「チアーズ」、「トレイシー・ウルマン・ショー」などの番組で活躍しました。,1980年代には、彼は「タクシー」や「チアーズ」、「トレーシー・ウルマン・ショー」などの番組に携わっていました。,0.9078701734542847,0.8732525110244751,0.8902249336242676,0.902715802192688,0.849437415599823,0.8752666115760803
214,"1989年,彼はブルックスとグーニングと共にシンプソンズを作ることに協力し,番組の最初の執筆チームを雇う責任者となった.",1989年に彼はブルックスとグレイニングとともにシンプソンズの制作に携わり、番組の初期ライターチームの採用を担当しました。,1989年、彼はブルックスとグレイニングと共に『ザ・シンプソンズ』を創る手助けをし、番組の最初のライティングチームを雇う責任を担いました。,0.8439111709594727,0.8317727446556091,0.837797999382019,0.8738265037536621,0.8431707620620728,0.8582249283790588
215,"1993年に番組を辞めたにもかかわらず,彼は執行プロデューサーの称号を維持し,毎シーズン数百万ドルのロイヤリティを受け取った.",1993年に番組を降板したにもかかわらず、彼は制作責任者の肩書きを持ち続け、毎シーズン数千万ドルの印税を受け取り続けました。,1993年に番組を離れたにもかかわらず、彼はエグゼクティブプロデューサーの称号を保持し、毎シーズン数千万ドルのロイヤリティを受け取り続けました。,0.8662844896316528,0.8425338268280029,0.8542441129684448,0.925451397895813,0.8701437711715698,0.8969458341598511
216,"中国報道機関新華社によると,飛行機が誘拐されたと報告されていた.",先日、中国の新華社通信は飛行機がハイジャックされたと報じました。,先ほど、中国のニュース通信社の新華社が、飛行機がハイジャックされたとの報道をしました。,0.8437626361846924,0.8172615766525269,0.8303006887435913,0.8391667604446411,0.7846347689628601,0.8109850883483887
217,"その後,報告によると,飛行機は爆弾の脅威を受け,アフガニスタンに戻り,カンダハールに着陸した.",その後の報告によると、飛行機は爆破予告を受け、アフガニスタンに戻り、カンダハールに着陸したとのことでした。,その後の報告によれば、飛行機は爆弾の脅迫を受け、アフガニスタンに戻され、カンダハールに着陸したということです。,0.9237897396087646,0.9057755470275879,0.9146939516067505,0.9448071718215942,0.929060697555542,0.9368678331375122
218,"早期報告によると,飛行機は, 木に緊急着陸を拒否された後, アフガニスタンに戻された.",初期の報告では、この飛行機はウルムチへの緊急着陸を拒否された後、行く先を変更してアフガニスタンに向かったとされています。,初期の報告によると、その飛行機はウルムチで緊急着陸を拒否された後、アフガニスタンに引き返したとのことです。,0.8852753639221191,0.8179351687431335,0.8502740263938904,0.9029578566551208,0.8622007966041565,0.882108747959137
219,イランでは空事故が多く発生しており 航空隊は老朽化しており 民間と軍事作戦では 維持が悪くなっています,イランでは航空事故は珍しくありません。軍民ともに老朽化した整備不足の艦隊を抱え、事故が多発しています。,イランでは航空事故が一般的であり、民間および軍事の運用のための老朽化した艦隊が十分に整備されていません。,0.7822893261909485,0.7674775123596191,0.7748126983642578,0.7973062992095947,0.7837162017822266,0.790452778339386
220,国際制裁により 新しい航空機を購入できない.,国際的な制裁により、新しい航空機を購入することができません。,国際制裁により、新しい航空機を購入できなくなっています。,0.9176453948020935,0.8263844847679138,0.8696271777153015,0.9465166330337524,0.8644043207168579,0.9035988450050354
221,今週初めに 警察ヘリコプター事故で 3人が死亡し 3人が負傷しました,今週初め、警察のヘリコプターが墜落して3人が死亡し、さらに3人が負傷しました。,今週の初め、警察のヘリコプターが墜落し、3人が死亡し、さらに3人が負傷しました。,0.901614785194397,0.8822774291038513,0.8918412923812866,0.8886082172393799,0.8650132417678833,0.8766520023345947
222,昨年イランは数年の最悪の空襲を 経験しました アルメニアに向かう飛行機が墜落し 乗りの168人が死亡しました,先月、イランではアルメニア行きの旅客機が墜落し、乗客168人が死亡するという、ここ数年で最悪の航空事故が発生しました。,先月、イランでは数年ぶりの最悪の航空災害が発生し、アルメニア行きの旅客機が墜落し、搭乗していた168人が死亡しました。,0.8098154664039612,0.7916619777679443,0.8006358742713928,0.8499809503555298,0.832148551940918,0.8409702777862549
223,同じ月 別の航空機がマシュハドの滑走路を突破し 壁に衝突し 17人が死亡しました,同じ月に、マシュハドの滑走路で別の旅客機が滑走路をオーバーランし、壁に激突して17人が死亡しました。,同じ月に、マシュハドの滑走路をオーバーランし、壁に衝突した別の航空機があり、17人が亡くなりました。,0.8963509202003479,0.8606653213500977,0.8781457543373108,0.8806027173995972,0.8395847082138062,0.8596047163009644
224,エアロスミスもツアーで 残りのコンサートをキャンセルしました,エアロスミスはツアーで予定していたコンサートを中止しました。,エアロスミスはツアーの残りのコンサートをキャンセルしました。,0.876775324344635,0.8671994209289551,0.8719611167907715,0.921417236328125,0.9136896133422852,0.9175371527671814
225,ロックバンドは9月16日までアメリカとカナダを巡回して予定されていた.,そのロックバンドは9月16日までアメリカとカナダをツアーで回る予定でした。,そのロックバンドは9月16日までアメリカとカナダをツアーする予定でした。,0.9093036651611328,0.8920538425445557,0.9005961418151855,0.9078365564346313,0.8991130590438843,0.9034537672996521
226,"8月5日に演奏中にステージから落ちて怪我をした後,ツアー中止となりました.",8月5日の公演中にリードボーカルのスティーヴン・タイラーがステージから転落して怪我を負ったため、ツアーは中止されました。,彼らは、8月5日の公演中にリードシンガーのスティーブン・タイラーがステージから落ちて怪我をしたため、ツアーを中止しました。,0.8943526744842529,0.7944942712783813,0.841471254825592,0.892104983329773,0.7913551926612854,0.8387152552604675
227,"マレーはセットの各サーフを2人で保持した後,第1セットをタイレブで失いました.",両選手がセットのすべてのサーブを1つずつ握った後、マレー選手がタイブレークで第1セットを失いました。,マレーは、両者がセット内のすべてのサービスゲームを保持した後、タイブレークで最初のセットを失いました。,0.864959180355072,0.8398768305778503,0.8522334694862366,0.8423166871070862,0.8346519470214844,0.8384668231010437
228,"デル・ポトロは第2セットで初期優位度を持っていたが,このときも6-6で引き分けを要した.",第2セットでは、デル・ポトロが序盤から優位でしたが、6-6に追いつかれた後、またもやタイブレークが必要となりました。,デルポトロは第2セットの早い段階で有利でしたが、6-6に達した後、これもタイブレークを必要としました。,0.8195643424987793,0.7710853219032288,0.7945860624313354,0.7919894456863403,0.7658306956291199,0.7786904573440552
229,"ポトロは肩に治療を受けたが,試合に戻った.",ポトロは、この時点で肩の治療を受けていましたが、なんとか試合に復帰しました。,ポトロはこの時点で肩の治療を受けましたが、試合に戻ることができました。,0.8810114860534668,0.7683255672454834,0.820819079875946,0.9016069173812866,0.8008551597595215,0.8482497930526733
230,プログラム は 地元 時間 (15.00 UTC) で 午後 8:30 に 始まりました.,このプログラムは、現地時間午後8時30分（UTC 15.00）に開始されました。,プログラムは現地時間の午後8時30分（UTC15時）に始まりました。,0.8858944177627563,0.8765312433242798,0.881187915802002,0.9013396501541138,0.9050938487052917,0.9032129049301147
231,"全国各地で有名な歌手たちが,シャイムの足元に,バジャンや献身的な歌を捧げました.",全国から集まった有名な歌手たちがシュリーシャムの足元にバジャン（聖歌）を捧げました。,全国の有名な歌手たちが、シュリ・シャイムの足元にバジャン、つまり奉納歌を捧げました。,0.8631641864776611,0.8811382055282593,0.8720585703849792,0.897895872592926,0.8915953040122986,0.8947345018386841
232,"シンガーサンジュ・シャーマが夕方をスタートし,その後はジェイ・シャンカー・チョウダリが参加した. シャパン・ボグ・バジャンは参加した. 歌手,ラジュ・カンデルワールは彼と一緒にいた.",夜は、歌手のサンジュ・シャルマから始まりました。ジャイ・シャンカール・チャウドダリが後に続き、ラッカ・シンもチャッパン・ボーグ・バジャンを披露しました。歌手のラジュ・カンデルワルが共演しました。,シンガーのサンジュ・シャルマが夕方の演奏を始め、その後にジャイ・シャンカル・チョーダリーが続きました。彼は「チッパーン・ボーグ・バジャン」も披露しました。シンガーのラジュ・カンデールワールが彼を伴奏していました。,0.7982617616653442,0.7820662260055542,0.7900810241699219,0.8181980848312378,0.790475606918335,0.8040980100631714
233,その後ラッカ・シンクはバジャンを歌う率先を率いました,その後、ラッカ・シンが先頭に立ってバジャンを歌いました。,その後、ラッカ・シンがバジャンを歌う先頭に立ちました。,0.8586820960044861,0.8496304750442505,0.8541322946548462,0.8771995902061462,0.869335949420929,0.8732500076293945
234,"八角ボグの108枚の皿 (ヒンドゥー教では,神様に献げられる甘味,果物,果物,果物など56種類の食用品) がババ・シャイムに提供された.",108枚のチャッパン・ボーグ（ヒンドゥー教では、お菓子、果物、ナッツ、料理など、神に供える56種類の食用品）がババ・シャムに供えられました。,108皿のチャッパン・ボーグ（ヒンドゥー教では、神に捧げるために用意される56種類の食べ物、菓子、果物、ナッツ、料理などを指します）がババ・シャームに供されました。,0.8778250217437744,0.8552553653717041,0.8663932085037231,0.8701940774917603,0.826897382736206,0.8479934334754944
235,"ラッカ・シンクはチャパン・ボグ・バジャンを紹介した.歌手,ラジュ・カンデルワールも一緒だった.",ラッカ・シンがチャッパン・ボグ・バジャンを披露し、歌手のラジュ・カンデルワルが共演しました。,ラッカ・シンがチッパン・ボーグ・バジャンを披露しました。歌手のラジュ・カンデールワルが彼に同行していました。,0.8681895136833191,0.8441581130027771,0.8560051918029785,0.8576946258544922,0.8153992891311646,0.8360123634338379
236,"日曜の東京ゲームショーのプレゼンテーションで,ニンテンドー社長サトルー・イワタは,新任任テンドー革命コンソールのコントローラデザインを披露しました.",木曜日の東京ゲームショウの基調講演で、任天堂の岩田聡社長は、同社の新型ゲーム機「ニンテンドーレボリューション」コントローラーのデザインを発表しました。,木曜日の東京ゲームショーの基調講演で、任天堂の社長、岩田聡が同社の新しい任天堂レボリューションコンソールのコントローラーデザインを発表しました。,0.8154699802398682,0.8068665266036987,0.8111454248428345,0.8262605667114258,0.8327776193618774,0.8295062780380249
237,テレビのリモートに似ていますが 制御器はユーザーのテレビの近くに置かれた2つのセンサーを使って 3次元空間での位置を三角形化します,外観がテレビのリモコンに似たこのコントローラーは、家庭のテレビの付近に設置した2台のセンサーと通信して3次元空間における位置を三角測量します。,テレビのリモコンに似たこのコントローラーは、ユーザーのテレビの近くに配置された2つのセンサーを使用して、三次元空間内での位置を三角測量によって特定します。,0.8329097032546997,0.8202986717224121,0.8265561461448669,0.8851655721664429,0.8669561743736267,0.8759663105010986
238,"これは,ビデオゲームにおける動作と動きを制御する プレイヤーが空気中のデバイスを移動することでできるようにします.",プレイヤーは空中で端末を動かすことで、ビデオゲームでアクションや動きをコントロールできるようになります。,これにより、プレイヤーはデバイスを空中で動かすことによって、ビデオゲーム内のアクションや動きを制御できるようになります。,0.8194539546966553,0.820722222328186,0.8200876116752625,0.8546528220176697,0.86128169298172,0.8579545021057129
239,ジャンカルロ・フィシケラは車を支配し レースをスタートしてすぐ終了しました,ジャンカルロ・フィジケラがマシンをコントロールできなくなり、スタート直後にレースから脱落しました。,ジャンカルロ・フィジケラは車のコントロールを失い、レースはスタートしてすぐに終了しました。,0.8242112994194031,0.7840445041656494,0.803626298904419,0.9037790298461914,0.8727244138717651,0.8879803419113159
240,チームメイトフェルナンド・アロンソはレースの大半をリードしたが ピットストップ直後に終了した おそらく右前輪が ひどく塞いでいたからだろう,チームメイトのフェルナンド・アロンソはレースの大半をリードしていましたが、ピットストップ直後に右フロントホイールの収まりが悪かったためか、レースから脱落しました。,彼のチームメイトであるフェルナンド・アロンソはレースの大部分でリードしていましたが、ピットストップの直後に終了しました。おそらく、右前輪がうまく収納されていなかったためです。,0.8422041535377502,0.8224477767944336,0.8322087526321411,0.8776708245277405,0.8342241048812866,0.8553960919380188
241,"アロンソの後もしばらくして,マイケル・シュマッハーはレース中に多くの戦闘で懸浮損傷によりレースを終えた.",ミハエル・シューマッハは、レース中に受けた度重なる衝撃でサスペンションが故障したため、アロンソの直後にレースから脱落しました。,ミハエル・シューマッハは、レース中の多くのバトルでサスペンションにダメージを受けたため、アロンソの少し後にレースを終えました。,0.7890799045562744,0.7774777412414551,0.7832358479499817,0.8121023178100586,0.7963402271270752,0.804144024848938
242,"""彼女はとても可愛いし 歌うのもかなり上手です""と 記者会見の記録によると",記者会見の音声記録によると、「彼女はとてもかわいくて、歌もかなり上手いとのこと」。,「彼は記者会見の議事録に基づいて、『彼女はとても可愛くて、歌もかなり上手だ』と言った。」,0.8168189525604248,0.8087141513824463,0.8127463459968567,0.8344700336456299,0.7918318510055542,0.8125919699668884
243,"""このことを練習するたびに 心から感動しました""",予行演習のたびに、心の底から感動がこみ上げました。,「これをリハーサルするたびに、心の底から感動しました。」,0.7997689843177795,0.7665278911590576,0.7827957272529602,0.8782862424850464,0.8152673244476318,0.8456042408943176
244,発射後3分ほど 機内カメラで 燃料タンクから 断片した防腐泡が 沢山あった,打ち上げから3分ほど経った頃、船内カメラが燃料タンクから断熱材の発泡体の多数の破片が飛び散る様子を映し出しました。,発射から約3分後、搭載カメラが燃料タンクから多数の断熱フォームの破片が剥がれ落ちる様子を映しました。,0.8168776631355286,0.7555232048034668,0.7850034832954407,0.8280894756317139,0.776402473449707,0.8014134764671326
245,"しかし,彼らはシャトルに損傷を与えたとは考えられません.",しかし、シャトルに損害を与えたとは考えられない。,しかし、彼らがシャトルに何らかの損傷を与えたとは考えられていません。,0.8345149755477905,0.8715012669563293,0.8526071310043335,0.9579981565475464,0.9130893349647522,0.9350047707557678
246,"NASAのシャトルプログラム長官 N. Wayne Hale Jr. は 泡が落ちたと""心配している時間後""を述べた.",NASAのシャトルプログラムチーフであるN・ウェイン・ヘイル・ジュニア氏は、「不安な時間が過ぎ去った後」でこの発泡体が落下してきたと述べました。,NASAのシャトルプログラムの責任者N.ウェイン・ヘイル Jr.は、フォームは「私たちが懸念している時期の後に落下した」と述べました。,0.8176397681236267,0.7673766613006592,0.7917112112045288,0.8435266017913818,0.8016017079353333,0.8220300078392029
247,5分後には風が吹き始め 1分後には70km/hまで吹き上がります それから雨が降りますが 強くて大きすぎて 針のように肌を打つ 雪が降って 慌てて叫びながら互いに突っ飛ばします,展示された5分後に風が吹き始め、1分後には時速70キロに達しました... その後、雨が降り、雨粒は肌に当たると針のように痛い大粒で、やがて空から雹が降ってきて、人々はパニックになり、悲鳴を上げながら、われ先にと走り回っていました。,展示が始まってから5分ほど経った頃、風が吹き始め、約1分後には風速が70km/hに達します... それから雨が降り始めますが、その雨はとても激しく、粒も大きく、肌に針のように当たります。そして、空から雹（ひょう）が降ってきて、人々はパニックになり、叫び合いながら互いに走り回ります。,0.7683665752410889,0.7345873117446899,0.7510973215103149,0.813950777053833,0.7517380714416504,0.7816084027290344
248,"障害者同士が車椅子に乗って 飛び降りて押し寄せてくれました"" アーマン・ベルサスは言いました",「私は妹やその友人とはぐれてしまったのですが、途中で車椅子に乗った障害者が2人いて、飛び越えて車椅子を押している人たちがいました」とアルマン・ヴェルサーチさんは語っています。,アルマン・ヴェルサーチは、「私は妹と彼女の友達を失いました。そして、その途中で車椅子の2人の障害者がいて、人々はただ飛び越えて押しのけていました」と語りました。,0.7645755410194397,0.722150444984436,0.7427576184272766,0.7796093225479126,0.7293050289154053,0.7536186575889587
249,"NHKはまた,ニイガタ県にあるカシワザキ・カリワ原子力発電所が正常な動作していると報じた.",また、NHKは新潟県の柏崎刈羽原発が正常に稼働していると報道していました。,NHKは、新潟県の柏崎刈羽原子力発電所が正常に運転していると報じました。,0.783603310585022,0.8038212060928345,0.7935835123062134,0.825905442237854,0.8582326769828796,0.8417588472366333
250,"震災の影響はないと報告し, 石川原子力発電所の第1号と第2号炉が閉鎖されたと報告した.",北陸電力は、地震による影響はなく、志賀原発の1号機と2号機を停止したと報告しました。,北陸電力は地震の影響はなく、志賀原子力発電所の1号機と2号機が停止していると報告しました。,0.7970987558364868,0.7950458526611328,0.7960709929466248,0.8599302768707275,0.8405550122261047,0.8501323461532593
251,"この地域 の 約 9,400 家 の 家 は 水 で ない と,約 100 家 の 家 は 電源 で ない と 報告 さ れ て い ます.",当該地域の約9400軒の家庭に水道がなく、約100軒の家庭には電気がないことが報告されています。,地域内で約9400軒の家が水を失い、約100軒が電気を失っていると報じられています。,0.80663001537323,0.8374543190002441,0.821753203868866,0.7984670400619507,0.8053445816040039,0.8018910884857178
252,"被害地域には道路が損傷し,鉄道が停滞し,石川県のノト空港は閉鎖されている.",被災地では一部の道路の被害を受け、鉄道が寸断され、石川県の能登空港も閉鎖されたままです。,いくつかの道路が損傷し、影響を受けた地域では鉄道サービスが中断され、石川県の能登空港は閉鎖されたままです。,0.8806986212730408,0.8412132263183594,0.8605031967163086,0.8773955702781677,0.8300868272781372,0.8530858755111694
255,"公式の報告によると 死者数は8人とされ,公式の報告では 30人以上が負傷したと確認されていますが,最終的な数字はまだ知られていない.",一部の報告では公式の死者数は8人とされ、公式の報告では最大30人が負傷したことが確認されていますが、最終的な人数はまだわかっていません。,いくつかの報告によると、公式の死亡者数は8人とされており、公式の報告でも最大30人が負傷したことが確認されていますが、最終的な数字はまだわかっていません。,0.9054439067840576,0.8805187940597534,0.8928074240684509,0.906727135181427,0.8765702247619629,0.8913937211036682
256,シアヌリック酸とメラミンの両方が 汚染されたペットフードを食べて死んだペットからの尿サンプルで見つかりました,汚染されたペットフードを食べて死亡したペットの尿サンプルからシアン酸とメラミンの両方が検出されました。,シアヌル酸とメラミンの両方が、汚染されたペットフードを摂取した後に死亡したペットの尿サンプルで見つかりました。,0.8537914752960205,0.8663618564605713,0.8600307703018188,0.8918416500091553,0.875382661819458,0.8835355043411255
257,腎臓の機能を阻害する結晶を形成する 相互作用を起こすと 大学の研究者は言う.,その大学の研究者たちによれば、この2つの化合物は、互いに反応して腎臓の機能を阻害しうる結晶を形成します。,大学の研究者によれば、2つの化合物が反応して、腎機能を妨げる可能性のある結晶を形成するということです。,0.8314206600189209,0.7950515747070312,0.8128294944763184,0.824684739112854,0.8016064167022705,0.8129817843437195
258,研究者らは メラミンとシアヌリック酸を添加することで猫の尿に結晶が形成されたことを観察した.,研究者らは、メラミンとシアヌル酸の添加によって猫の尿に形成された結晶を観察しました。,研究者たちは、メラミンとシアヌル酸を加えることで猫の尿中に形成された結晶を観察しました。,0.9279859066009521,0.9125515222549438,0.9202039837837219,0.9197058081626892,0.8991674184799194,0.9093207120895386
259,"これらの結晶の組成は,赤外線スペクトロスコーピー (FTIR) で比較された場合,影響を受けたペットの尿で見つけたものと同等です.",これらの結晶の組成は、赤外分光法（FTIR）で比較すると、患部のペットの尿中に見られるものと一致します。,これらの結晶の組成は、赤外線分光法（FTIR）で比較した場合、影響を受けたペットの尿に見られるものと一致しています。,0.8064683079719543,0.8601076602935791,0.8324248194694519,0.8755360841751099,0.906953752040863,0.8909680247306824
