Word,Frequency 2022-01-01,Frequency 2024-11-01,Growth Rate (%)
egg,1.4,2.97,112.14
nh,6.05,12.72,110.25
dual,1.86,3.82,105.38
sf,1.86,3.82,105.38
trace,1.86,3.82,105.38
stops,1.86,3.82,105.38
qualifying,5.58,11.45,105.2
fitted,3.72,7.63,105.11
try,3.72,7.21,93.82
headed,3.72,7.21,93.82
helping,4.19,8.06,92.36
mortgage,0.93,1.7,82.8
fl,0.93,1.7,82.8
brands,0.93,1.7,82.8
comparison,0.93,1.7,82.8
plastic,0.93,1.7,82.8
anywhere,0.93,1.7,82.8
channels,0.93,1.7,82.8
pan,0.93,1.7,82.8
cs,0.93,1.7,82.8
acquisition,0.93,1.7,82.8
contractors,0.93,1.7,82.8
notices,0.93,1.7,82.8
innovative,0.93,1.7,82.8
proud,0.93,1.7,82.8
fed,0.93,1.7,82.8
mercedes,0.93,1.7,82.8
suddenly,0.93,1.7,82.8
feelings,0.93,1.7,82.8
eggs,0.93,1.7,82.8
retailer,0.93,1.7,82.8
connecting,0.93,1.7,82.8
pepper,0.93,1.7,82.8
biotechnology,0.93,1.7,82.8
syndicate,0.93,1.7,82.8
rolls,0.93,1.7,82.8
withdrawal,0.93,1.7,82.8
slovakia,0.93,1.7,82.8
appreciated,0.93,1.7,82.8
reward,0.93,1.7,82.8
overcome,0.93,1.7,82.8
hart,0.93,1.7,82.8
citations,0.93,1.7,82.8
tide,0.93,1.7,82.8
surround,0.93,1.7,82.8
beth,0.93,1.7,82.8
texture,0.93,1.7,82.8
broader,0.93,1.7,82.8
sacrifice,0.93,1.7,82.8
motivated,0.93,1.7,82.8
switched,0.93,1.7,82.8
carmen,0.93,1.7,82.8
sen,0.93,1.7,82.8
talk,3.72,6.79,82.53
joy,2.79,5.09,82.44
lions,6.05,11.03,82.31
theory,1.86,3.39,82.26
spell,1.86,3.39,82.26
sexually,1.86,3.39,82.26
animals,5.12,9.33,82.23
investments,3.26,5.94,82.21
chen,4.19,7.63,82.1
estimates,2.33,4.24,81.97
till,2.33,4.24,81.97
involves,2.33,4.24,81.97
roots,2.33,4.24,81.97
learn,1.4,2.54,81.43
amazon,1.4,2.54,81.43
falls,1.4,2.54,81.43
behavior,1.4,2.54,81.43
feeling,1.4,2.54,81.43
keys,1.4,2.54,81.43
specialty,1.4,2.54,81.43
placement,1.4,2.54,81.43
sought,1.4,2.54,81.43
arrow,1.4,2.54,81.43
warrant,1.4,2.54,81.43
joke,1.4,2.54,81.43
freight,1.4,2.54,81.43
donna,1.4,2.54,81.43
thunder,1.4,2.54,81.43
declined,1.4,2.54,81.43
challenged,1.4,2.54,81.43
prices,0.47,0.85,80.85
gay,0.47,0.85,80.85
blog,0.47,0.85,80.85
edit,0.47,0.85,80.85
discount,0.47,0.85,80.85
shoes,0.47,0.85,80.85
printer,0.47,0.85,80.85
jewelry,0.47,0.85,80.85
sellers,0.47,0.85,80.85
upgrade,0.47,0.85,80.85
breakfast,0.47,0.85,80.85
void,0.47,0.85,80.85
modules,0.47,0.85,80.85
linear,0.47,0.85,80.85
buyers,0.47,0.85,80.85
audit,0.47,0.85,80.85
br,0.47,0.85,80.85
header,0.47,0.85,80.85
bidding,0.47,0.85,80.85
boots,0.47,0.85,80.85
capabilities,0.47,0.85,80.85
adoption,0.47,0.85,80.85
pounds,0.47,0.85,80.85
taste,0.47,0.85,80.85
attachment,0.47,0.85,80.85
concentration,0.47,0.85,80.85
exhibit,0.47,0.85,80.85
radar,0.47,0.85,80.85
targets,0.47,0.85,80.85
pizza,0.47,0.85,80.85
knowing,0.47,0.85,80.85
api,0.47,0.85,80.85
vital,0.47,0.85,80.85
pill,0.47,0.85,80.85
theft,0.47,0.85,80.85
gt,0.47,0.85,80.85
conditioning,0.47,0.85,80.85
median,0.47,0.85,80.85
aging,0.47,0.85,80.85
happening,0.47,0.85,80.85
cord,0.47,0.85,80.85
facilitate,0.47,0.85,80.85
perfume,0.47,0.85,80.85
bt,0.47,0.85,80.85
athens,0.47,0.85,80.85
virtually,0.47,0.85,80.85
switching,0.47,0.85,80.85
boundaries,0.47,0.85,80.85
pitch,0.47,0.85,80.85
addressing,0.47,0.85,80.85
petroleum,0.47,0.85,80.85
exchanges,0.47,0.85,80.85
passport,0.47,0.85,80.85
filling,0.47,0.85,80.85
toxic,0.47,0.85,80.85
impressive,0.47,0.85,80.85
harder,0.47,0.85,80.85
prairie,0.47,0.85,80.85
beliefs,0.47,0.85,80.85
suffer,0.47,0.85,80.85
lithuania,0.47,0.85,80.85
instances,0.47,0.85,80.85
practitioners,0.47,0.85,80.85
compounds,0.47,0.85,80.85
hottest,0.47,0.85,80.85
uploaded,0.47,0.85,80.85
bitch,0.47,0.85,80.85
offense,0.47,0.85,80.85
washing,0.47,0.85,80.85
myers,0.47,0.85,80.85
grip,0.47,0.85,80.85
grab,0.47,0.85,80.85
beans,0.47,0.85,80.85
haiti,0.47,0.85,80.85
cheers,0.47,0.85,80.85
republicans,0.47,0.85,80.85
eternal,0.47,0.85,80.85
refurbished,0.47,0.85,80.85
mess,0.47,0.85,80.85
quantitative,0.47,0.85,80.85
rj,0.47,0.85,80.85
legally,0.47,0.85,80.85
cigarettes,0.47,0.85,80.85
deserve,0.47,0.85,80.85
miniature,0.47,0.85,80.85
ui,0.47,0.85,80.85
failures,0.47,0.85,80.85
saturn,0.47,0.85,80.85
lean,0.47,0.85,80.85
lawsuit,0.47,0.85,80.85
merry,0.47,0.85,80.85
complement,0.47,0.85,80.85
dash,0.47,0.85,80.85
altered,0.47,0.85,80.85
precisely,0.47,0.85,80.85
enhancing,0.47,0.85,80.85
creatures,0.47,0.85,80.85
habits,0.47,0.85,80.85
pushing,0.47,0.85,80.85
hq,0.47,0.85,80.85
qualities,0.47,0.85,80.85
destiny,0.47,0.85,80.85
selective,0.47,0.85,80.85
rendering,0.47,0.85,80.85
specialties,0.47,0.85,80.85
brunei,0.47,0.85,80.85
elimination,0.47,0.85,80.85
sherman,0.47,0.85,80.85
maximize,0.47,0.85,80.85
playback,0.47,0.85,80.85
neon,0.47,0.85,80.85
promotes,0.47,0.85,80.85
fares,0.47,0.85,80.85
generation,6.05,10.6,75.21
brand,5.58,9.75,74.73
victory,14.42,25.02,73.51
color,8.84,15.27,72.74
weight,3.72,6.36,70.97
dj,3.72,6.36,70.97
masters,7.44,12.72,70.97
goals,10.7,18.24,70.47
everything,3.26,5.51,69.02
lift,3.26,5.51,69.02
chevy,3.26,5.51,69.02
walls,6.05,10.18,68.26
affair,2.79,4.67,67.38
wu,2.79,4.67,67.38
goal,7.91,13.15,66.25
feat,5.12,8.48,65.62
feed,4.65,7.63,64.09
reader,2.33,3.82,63.95
completion,2.33,3.82,63.95
waves,2.33,3.82,63.95
stayed,2.33,3.82,63.95
silence,2.33,3.82,63.95
focuses,2.33,3.82,63.95
gdp,2.33,3.82,63.95
align,13.49,22.05,63.45
cat,4.19,6.79,62.05
intermediate,11.63,18.66,60.45
difference,1.86,2.97,59.68
chemical,1.86,2.97,59.68
infrastructure,5.58,8.91,59.68
lose,3.72,5.94,59.68
python,3.72,5.94,59.68
promotional,1.86,2.97,59.68
atlas,1.86,2.97,59.68
illustration,1.86,2.97,59.68
bronze,14.89,23.75,59.5
assist,5.12,8.06,57.42
turning,3.26,5.09,56.13
draw,11.16,17.39,55.82
smaller,4.65,7.21,55.05
butt,4.65,7.21,55.05
zoo,13.49,20.78,54.04
loan,8.37,12.72,51.97
pair,8.37,12.72,51.97
industries,5.58,8.48,51.97
ticket,2.79,4.24,51.97
maintained,2.79,4.24,51.97
seasons,6.98,10.6,51.86
thee,4.19,6.36,51.79
swift,4.19,6.36,51.79
yugoslavia,4.19,6.36,51.79
informed,1.4,2.12,51.43
myself,1.4,2.12,51.43
hello,1.4,2.12,51.43
colour,1.4,2.12,51.43
editors,1.4,2.12,51.43
depending,1.4,2.12,51.43
seemed,1.4,2.12,51.43
missed,1.4,2.12,51.43
measured,1.4,2.12,51.43
personally,1.4,2.12,51.43
rod,1.4,2.12,51.43
realized,1.4,2.12,51.43
logical,1.4,2.12,51.43
trek,1.4,2.12,51.43
builders,1.4,2.12,51.43
ranch,1.4,2.12,51.43
totals,1.4,2.12,51.43
cure,1.4,2.12,51.43
logistics,1.4,2.12,51.43
je,1.4,2.12,51.43
blair,1.4,2.12,51.43
ecology,1.4,2.12,51.43
sunshine,1.4,2.12,51.43
estonia,1.4,2.12,51.43
asks,1.4,2.12,51.43
actively,1.4,2.12,51.43
duo,1.4,2.12,51.43
lobby,1.4,2.12,51.43
witch,1.4,2.12,51.43
peaceful,1.4,2.12,51.43
elephant,1.4,2.12,51.43
sv,1.4,2.12,51.43
accompanying,1.4,2.12,51.43
travels,1.4,2.12,51.43
tribunal,1.4,2.12,51.43
disputes,1.4,2.12,51.43
scored,13.02,19.51,49.85
runner,11.63,17.39,49.53
int,5.12,7.63,49.02
soap,5.12,7.63,49.02
him,72.57,108.14,49.01
ring,7.44,11.03,48.25
moment,3.72,5.51,48.12
supports,3.72,5.51,48.12
lonely,3.72,5.51,48.12
request,8.37,12.3,46.95
observed,8.37,12.3,46.95
compete,4.65,6.79,46.02
download,2.33,3.39,45.49
nice,2.33,3.39,45.49
device,2.33,3.39,45.49
script,2.33,3.39,45.49
integration,2.33,3.39,45.49
assets,2.33,3.39,45.49
protected,2.33,3.39,45.49
pearl,2.33,3.39,45.49
inner,2.33,3.39,45.49
platforms,2.33,3.39,45.49
intent,2.33,3.39,45.49
bench,2.33,3.39,45.49
unity,2.33,3.39,45.49
aggregate,2.33,3.39,45.49
collapse,2.33,3.39,45.49
casting,2.33,3.39,45.49
boom,2.33,3.39,45.49
bali,2.33,3.39,45.49
disco,2.33,3.39,45.49
reservoir,2.33,3.39,45.49
lu,2.33,3.39,45.49
finland,7.91,11.45,44.75
move,22.33,32.23,44.33
ultimately,8.84,12.72,43.89
fish,3.26,4.67,43.25
removal,3.26,4.67,43.25
cotton,3.26,4.67,43.25
assumed,3.26,4.67,43.25
proved,3.26,4.67,43.25
tries,3.26,4.67,43.25
honors,3.26,4.67,43.25
holmes,3.26,4.67,43.25
defeat,3.26,4.67,43.25
failed,8.37,11.87,41.82
selection,4.19,5.94,41.77
forty,4.19,5.94,41.77
asian,17.68,25.02,41.52
thailand,5.12,7.21,40.82
yang,5.12,7.21,40.82
theme,6.05,8.48,40.17
expanded,6.98,9.75,39.68
size,7.91,11.03,39.44
yards,58.61,80.58,37.49
eyes,2.79,3.82,36.92
flat,2.79,3.82,36.92
comprehensive,2.79,3.82,36.92
brief,2.79,3.82,36.92
editorial,2.79,3.82,36.92
push,2.79,3.82,36.92
regardless,2.79,3.82,36.92
penalty,2.79,3.82,36.92
emerging,2.79,3.82,36.92
producing,2.79,3.82,36.92
mars,2.79,3.82,36.92
locked,2.79,3.82,36.92
colonial,2.79,3.82,36.92
jail,2.79,3.82,36.92
tyler,2.79,3.82,36.92
clean,6.51,8.91,36.87
welsh,3.72,5.09,36.83
politicians,3.72,5.09,36.83
elevation,3.72,5.09,36.83
stake,3.72,5.09,36.83
leg,4.65,6.36,36.77
entered,16.75,22.9,36.72
privacy,0.93,1.27,36.56
wish,1.86,2.54,36.56
mature,0.93,1.27,36.56
thank,0.93,1.27,36.56
therefore,1.86,2.54,36.56
searches,0.93,1.27,36.56
output,0.93,1.27,36.56
maybe,0.93,1.27,36.56
fee,0.93,1.27,36.56
subjects,0.93,1.27,36.56
resort,1.86,2.54,36.56
waste,1.86,2.54,36.56
paperback,0.93,1.27,36.56
factor,0.93,1.27,36.56
ar,1.86,2.54,36.56
touch,0.93,1.27,36.56
wa,0.93,1.27,36.56
advertisement,0.93,1.27,36.56
expect,0.93,1.27,36.56
codes,0.93,1.27,36.56
ct,0.93,1.27,36.56
dry,0.93,1.27,36.56
fail,0.93,1.27,36.56
smoking,0.93,1.27,36.56
cream,0.93,1.27,36.56
concerning,0.93,1.27,36.56
developers,0.93,1.27,36.56
wet,0.93,1.27,36.56
buddy,1.86,2.54,36.56
mouth,0.93,1.27,36.56
db,0.93,1.27,36.56
slot,0.93,1.27,36.56
reliable,0.93,1.27,36.56
consultation,0.93,1.27,36.56
forth,0.93,1.27,36.56
represents,0.93,1.27,36.56
poverty,1.86,2.54,36.56
sheets,0.93,1.27,36.56
humor,0.93,1.27,36.56
heating,0.93,1.27,36.56
designers,1.86,2.54,36.56
reliability,0.93,1.27,36.56
lecture,0.93,1.27,36.56
platinum,0.93,1.27,36.56
trials,0.93,1.27,36.56
ukraine,1.86,2.54,36.56
telling,0.93,1.27,36.56
merchants,1.86,2.54,36.56
tend,0.93,1.27,36.56
telecom,0.93,1.27,36.56
loaded,0.93,1.27,36.56
den,0.93,1.27,36.56
gonna,0.93,1.27,36.56
sb,0.93,1.27,36.56
recorder,0.93,1.27,36.56
babies,1.86,2.54,36.56
illustrated,0.93,1.27,36.56
equipped,1.86,2.54,36.56
jam,0.93,1.27,36.56
answered,0.93,1.27,36.56
disorder,0.93,1.27,36.56
antenna,1.86,2.54,36.56
ion,0.93,1.27,36.56
doll,0.93,1.27,36.56
alphabetical,0.93,1.27,36.56
disposal,0.93,1.27,36.56
oxygen,0.93,1.27,36.56
measuring,0.93,1.27,36.56
donation,0.93,1.27,36.56
steam,0.93,1.27,36.56
sue,0.93,1.27,36.56
archived,0.93,1.27,36.56
populations,0.93,1.27,36.56
eliminate,0.93,1.27,36.56
neutral,0.93,1.27,36.56
guilty,0.93,1.27,36.56
drunk,0.93,1.27,36.56
ceiling,1.86,2.54,36.56
solely,0.93,1.27,36.56
sandy,0.93,1.27,36.56
exotic,1.86,2.54,36.56
likes,0.93,1.27,36.56
realty,0.93,1.27,36.56
occasions,1.86,2.54,36.56
sunny,0.93,1.27,36.56
vic,0.93,1.27,36.56
peoples,1.86,2.54,36.56
attach,0.93,1.27,36.56
sailing,0.93,1.27,36.56
lover,1.86,2.54,36.56
beatles,0.93,1.27,36.56
daddy,0.93,1.27,36.56
separately,0.93,1.27,36.56
adjust,0.93,1.27,36.56
nuts,0.93,1.27,36.56
coral,0.93,1.27,36.56
por,0.93,1.27,36.56
obtaining,0.93,1.27,36.56
conjunction,0.93,1.27,36.56
reflects,0.93,1.27,36.56
floating,0.93,1.27,36.56
construct,0.93,1.27,36.56
lying,1.86,2.54,36.56
blame,0.93,1.27,36.56
fruits,0.93,1.27,36.56
handled,1.86,2.54,36.56
anticipated,0.93,1.27,36.56
walks,0.93,1.27,36.56
trap,0.93,1.27,36.56
referring,0.93,1.27,36.56
hammer,0.93,1.27,36.56
appreciation,0.93,1.27,36.56
folding,0.93,1.27,36.56
individually,0.93,1.27,36.56
prospect,0.93,1.27,36.56
aboriginal,0.93,1.27,36.56
mediterranean,1.86,2.54,36.56
headline,0.93,1.27,36.56
maintains,0.93,1.27,36.56
qatar,0.93,1.27,36.56
finances,1.86,2.54,36.56
rca,0.93,1.27,36.56
combines,1.86,2.54,36.56
dom,0.93,1.27,36.56
myanmar,0.93,1.27,36.56
panic,1.86,2.54,36.56
bloomberg,0.93,1.27,36.56
beats,0.93,1.27,36.56
gazette,1.86,2.54,36.56
stopping,0.93,1.27,36.56
derby,0.93,1.27,36.56
talented,0.93,1.27,36.56
shorter,0.93,1.27,36.56
bo,0.93,1.27,36.56
peterson,0.93,1.27,36.56
palestine,0.93,1.27,36.56
proposition,0.93,1.27,36.56
allowance,0.93,1.27,36.56
thrown,0.93,1.27,36.56
ballot,1.86,2.54,36.56
brook,0.93,1.27,36.56
fu,0.93,1.27,36.56
convinced,0.93,1.27,36.56
councils,0.93,1.27,36.56
laughing,1.86,2.54,36.56
mu,0.93,1.27,36.56
conviction,1.86,2.54,36.56
adolescent,0.93,1.27,36.56
ty,0.93,1.27,36.56
endangered,0.93,1.27,36.56
mariah,1.86,2.54,36.56
westminster,0.93,1.27,36.56
jade,1.86,2.54,36.56
knock,0.93,1.27,36.56
conceptual,0.93,1.27,36.56
mixed,15.35,20.78,35.37
presidential,11.63,15.69,34.91
warriors,9.77,13.15,34.6
fund,17.68,23.75,34.33
savage,8.84,11.87,34.28
shell,7.91,10.6,34.01
malaysia,6.98,9.33,33.67
luke,6.98,9.33,33.67
stating,6.98,9.33,33.67
slightly,6.05,8.06,33.22
blue,16.28,21.63,32.86
bank,21.4,28.41,32.76
unique,5.12,6.79,32.62
sense,5.12,6.79,32.62
committed,5.12,6.79,32.62
stadium,14.42,19.08,32.32
toyota,17.68,23.33,31.96
host,34.42,45.38,31.84
couple,8.37,11.03,31.78
ft,8.37,11.03,31.78
semi,8.37,11.03,31.78
camera,4.19,5.51,31.5
qualified,4.19,5.51,31.5
ra,4.19,5.51,31.5
dying,4.19,5.51,31.5
intersection,4.19,5.51,31.5
want,11.63,15.27,31.3
hard,14.89,19.51,31.03
promotion,18.14,23.75,30.93
alex,10.7,14.0,30.84
opportunity,6.51,8.48,30.26
kept,6.51,8.48,30.26
hands,3.26,4.24,30.06
yesterday,3.26,4.24,30.06
powerful,3.26,4.24,30.06
sounds,3.26,4.24,30.06
obtain,3.26,4.24,30.06
tight,3.26,4.24,30.06
tiffany,3.26,4.24,30.06
ah,3.26,4.24,30.06
lauren,3.26,4.24,30.06
narrative,3.26,4.24,30.06
background,27.44,35.62,29.81
el,24.19,31.38,29.72
beat,5.58,7.21,29.21
spot,5.58,7.21,29.21
larry,5.58,7.21,29.21
seriously,5.58,7.21,29.21
montgomery,5.58,7.21,29.21
sheriff,5.58,7.21,29.21
my,38.14,49.19,28.97
hero,7.91,10.18,28.7
signed,28.37,36.47,28.55
fantasy,10.23,13.15,28.54
round,48.84,62.77,28.52
receiving,17.21,22.05,28.12
open,53.03,67.86,27.97
flowers,4.65,5.94,27.74
mi,4.65,5.94,27.74
sweet,4.65,5.94,27.74
waiting,4.65,5.94,27.74
managing,4.65,5.94,27.74
versions,4.65,5.94,27.74
tall,4.65,5.94,27.74
finnish,4.65,5.94,27.74
organised,4.65,5.94,27.74
analysis,6.98,8.91,27.65
tells,6.98,8.91,27.65
straight,9.3,11.87,27.63
taiwan,11.63,14.84,27.6
profile,2.33,2.97,27.47
pool,2.33,2.97,27.47
looks,2.33,2.97,27.47
nor,2.33,2.97,27.47
signal,2.33,2.97,27.47
instance,2.33,2.97,27.47
requested,2.33,2.97,27.47
investor,2.33,2.97,27.47
attractions,2.33,2.97,27.47
limits,2.33,2.97,27.47
hate,2.33,2.97,27.47
capture,2.33,2.97,27.47
grace,2.33,2.97,27.47
dirty,2.33,2.97,27.47
breaks,2.33,2.97,27.47
thin,2.33,2.97,27.47
arcade,2.33,2.97,27.47
hybrid,2.33,2.97,27.47
coat,2.33,2.97,27.47
britney,2.33,2.97,27.47
farmer,2.33,2.97,27.47
weekends,2.33,2.97,27.47
pos,2.33,2.97,27.47
placing,2.33,2.97,27.47
praise,2.33,2.97,27.47
affecting,2.33,2.97,27.47
innocent,2.33,2.97,27.47
queens,2.33,2.97,27.47
timeline,2.33,2.97,27.47
basement,2.33,2.97,27.47
hostel,2.33,2.97,27.47
avenue,24.65,31.38,27.3
grand,15.35,19.51,27.1
platform,13.02,16.54,27.04
returning,10.7,13.57,26.82
titled,10.7,13.57,26.82
charts,8.37,10.6,26.64
appearance,14.42,18.24,26.49
sexual,12.09,15.27,26.3
love,36.28,45.8,26.24
championships,33.96,42.83,26.12
secure,6.05,7.63,26.12
miami,6.05,7.63,26.12
younger,6.05,7.63,26.12
store,25.58,32.23,26.0
hyundai,15.82,19.93,25.98
laws,3.72,4.67,25.54
height,3.72,4.67,25.54
sharing,3.72,4.67,25.54
revised,3.72,4.67,25.54
demo,3.72,4.67,25.54
sending,3.72,4.67,25.54
portugal,3.72,4.67,25.54
lies,3.72,4.67,25.54
judicial,3.72,4.67,25.54
stanford,3.72,4.67,25.54
reunion,3.72,4.67,25.54
uncle,3.72,4.67,25.54
architects,3.72,4.67,25.54
regarded,3.72,4.67,25.54
leon,3.72,4.67,25.54
soul,7.44,9.33,25.4
deer,7.44,9.33,25.4
mitchell,14.89,18.66,25.32
featuring,39.07,48.77,24.83
iran,8.84,11.03,24.77
shaped,8.84,11.03,24.77
finals,13.95,17.39,24.66
i,128.85,160.31,24.42
manufacturers,10.23,12.72,24.34
minnesota,5.12,6.36,24.22
angel,5.12,6.36,24.22
marks,5.12,6.36,24.22
humans,5.12,6.36,24.22
talent,5.12,6.36,24.22
admitted,5.12,6.36,24.22
carey,5.12,6.36,24.22
qualification,5.12,6.36,24.22
usually,6.51,8.06,23.81
smart,6.51,8.06,23.81
tribe,6.51,8.06,23.81
positions,14.42,17.81,23.51
guest,7.91,9.75,23.26
creative,7.91,9.75,23.26
ho,7.91,9.75,23.26
wall,9.3,11.45,23.12
bulgaria,9.3,11.45,23.12
madrid,9.3,11.45,23.12
half,38.61,47.5,23.03
famous,10.7,13.15,22.9
carries,10.7,13.15,22.9
opponent,10.7,13.15,22.9
performance,28.37,34.78,22.59
players,29.77,36.47,22.51
baby,14.89,18.24,22.5
finished,20.47,25.02,22.23
campaign,28.84,35.2,22.05
tools,5.58,6.79,21.68
stores,5.58,6.79,21.68
dream,5.58,6.79,21.68
participation,5.58,6.79,21.68
streaming,5.58,6.79,21.68
nhs,5.58,6.79,21.68
marilyn,5.58,6.79,21.68
greece,11.16,13.57,21.59
titles,13.95,16.96,21.58
northeast,18.14,22.05,21.55
links,2.79,3.39,21.51
customer,2.79,3.39,21.51
thanks,2.79,3.39,21.51
remember,2.79,3.39,21.51
submitted,2.79,3.39,21.51
wrong,2.79,3.39,21.51
knew,2.79,3.39,21.51
sharp,2.79,3.39,21.51
knows,2.79,3.39,21.51
hat,2.79,3.39,21.51
confirm,2.79,3.39,21.51
typical,2.79,3.39,21.51
regard,2.79,3.39,21.51
reaction,2.79,3.39,21.51
beast,2.79,3.39,21.51
coastal,2.79,3.39,21.51
conversation,2.79,3.39,21.51
nancy,2.79,3.39,21.51
geography,2.79,3.39,21.51
actors,2.79,3.39,21.51
personality,2.79,3.39,21.51
heading,2.79,3.39,21.51
ye,2.79,3.39,21.51
perry,2.79,3.39,21.51
tribune,2.79,3.39,21.51
sara,2.79,3.39,21.51
andreas,2.79,3.39,21.51
monaco,2.79,3.39,21.51
emirates,2.79,3.39,21.51
gui,2.79,3.39,21.51
hull,2.79,3.39,21.51
barrel,2.79,3.39,21.51
harold,2.79,3.39,21.51
citizenship,2.79,3.39,21.51
grows,2.79,3.39,21.51
fought,2.79,3.39,21.51
earning,2.79,3.39,21.51
departmental,2.79,3.39,21.51
sets,6.98,8.48,21.49
reach,6.98,8.48,21.49
helped,6.98,8.48,21.49
biggest,6.98,8.48,21.49
sons,6.98,8.48,21.49
joining,6.98,8.48,21.49
gained,6.98,8.48,21.49
understand,4.19,5.09,21.48
maximum,4.19,5.09,21.48
exclusive,4.19,5.09,21.48
constitution,4.19,5.09,21.48
preliminary,4.19,5.09,21.48
cuts,4.19,5.09,21.48
jacksonville,4.19,5.09,21.48
revenge,4.19,5.09,21.48
forbes,4.19,5.09,21.48
existed,4.19,5.09,21.48
ok,1.4,1.7,21.43
answer,1.4,1.7,21.43
eg,1.4,1.7,21.43
navigation,1.4,1.7,21.43
maintenance,1.4,1.7,21.43
fat,1.4,1.7,21.43
lots,1.4,1.7,21.43
coverage,1.4,1.7,21.43
fi,1.4,1.7,21.43
tables,1.4,1.7,21.43
equal,1.4,1.7,21.43
gb,1.4,1.7,21.43
departments,1.4,1.7,21.43
drives,1.4,1.7,21.43
discover,1.4,1.7,21.43
firms,1.4,1.7,21.43
differences,1.4,1.7,21.43
occur,1.4,1.7,21.43
backup,1.4,1.7,21.43
expenses,1.4,1.7,21.43
favourite,1.4,1.7,21.43
contracts,1.4,1.7,21.43
cam,1.4,1.7,21.43
interviews,1.4,1.7,21.43
consistent,1.4,1.7,21.43
enhance,1.4,1.7,21.43
truly,1.4,1.7,21.43
vary,1.4,1.7,21.43
measurement,1.4,1.7,21.43
lo,1.4,1.7,21.43
chip,1.4,1.7,21.43
technique,1.4,1.7,21.43
specification,1.4,1.7,21.43
willing,1.4,1.7,21.43
expensive,1.4,1.7,21.43
agreements,1.4,1.7,21.43
ing,1.4,1.7,21.43
approaches,1.4,1.7,21.43
convert,1.4,1.7,21.43
blind,1.4,1.7,21.43
ya,1.4,1.7,21.43
shadow,1.4,1.7,21.43
