id,translated_german,origin_translation,origin_bleu,gpt_translation,gpt_bleu
26,"Die Türkei würde auch die Bewachung der gefangenen ISIS-Kämpfer übernehmen, die, so die Erklärung, die europäischen Nationen sich geweigert haben, zurückzuziehen.","Die Türkei würde die Überwachung gefasster ISIS-Kämpfer durchführen, deren Rückführung, so hieß es in dem Statement, von europäischen Ländern abgelehnt wurde.",0.65627521276474,"Die Türkei würde auch die Bewachung gefangener ISIS-Kämpfer übernehmen, die, wie in der Erklärung erwähnt, von europäischen Ländern zurückgewiesen wurden, repatriiert zu werden.",0.7068275809288025
27,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert Details Fossilien im Allgemeinen nicht, wie Farbe und dreidimensionale Anordnung.","Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine Theorie, die bereits weit verbreitet ist, sondern liefert auch Details, die Fossilien im Allgemeinen nicht liefern können, wie etwa Farbe und dreidimensionale Anordnung.",0.7524887919425964,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht bieten können, wie Farbe und dreidimensionale Anordnung.",0.7665566205978394
28,". Wissenschaftler sagen, das Gefieder dieses Tieres war Kastanienbraun auf der Oberseite mit einer blassen oder karotinoiden gefärbten Unterseite.","Wissenschaftler sagen, dass das Gefieder dieses Tieres auf der Oberseite kastanienbraun und auf der Unterseite hell- oder carotinoidfarben war.",0.8225592970848083,"Wissenschaftler sagen, dass das Federkleid dieses Tieres oben kastanienbraun und an der Unterseite blass oder carotinoidfarben war.",0.7730695605278015
29,Der Fund gibt auch Einblick in die Evolution von Federn bei Vögeln.,Der Fund gewährt auch Einblicke in die Evolution von Federn bei Vögeln.,0.9254822134971619,Der Fund gewährt auch Einblicke in die Entwicklung von Federn bei Vögeln.,0.9162616729736328
30,"Weil die Dinosaurierfedern keinen gut entwickelten Schaft haben, den man Rachis nennt, aber andere Merkmale von Federn haben — Stacheln und Barbulenzen —, folgerten die Forscher, daß die Rachis eine spätere evolutionäre Entwicklung waren, die diese anderen Merkmale darstellten.","Weil die Dinosaurierfedern keinen gut entwickelten Schaft besitzen, der Rachis genannt wird, aber andere Merkmale von Federn besitzen – Widerhaken und Barbules – schlossen die Forscher daraus, dass die Rachis vermutlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",0.7980797290802002,"Da die Dinosaurierfedern keinen gut entwickelten Schaft, den sogenannten Rachis, besitzen, aber andere Merkmale von Federn – Haken und Häkchen – aufweisen, schlossen die Forscher daraus, dass der Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",0.7938205003738403
31,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug, sondern für die Temperaturregulierung oder Anzeige verwendet wurden. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers, die Probe zeigt Erwachsenengefieder und nicht ein Küken ist unten.","Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.",0.6368682980537415,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregulierung oder zur Schau. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe ein Erwachsenengefieder und nicht das Daunenfieder eines Kükens zeigt.",0.6643468141555786
32,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers, die Probe zeigt Erwachsenengefieder und nicht ein Küken ist unten.","Die Forscher behaupteten, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe das Gefieder eines Erwachsenen und keine Kükendaunen zeigt.",0.656489372253418,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, das Sample das Gefieder eines Erwachsenen zeigt und nicht das Daunenfeder eines Kükens.",0.6578606963157654
33,"Eine Autobombe, die gestern Morgen in der Polizeizentrale in Gaziantep, Türkei, detoniert wurde, tötete zwei Polizisten und verletzte mehr als zwanzig andere Menschen.","Eine Autobombe detonierte am Morgen des gestrigen Tages im Polizeipräsidium des türkischen Gaziantep, tötete zwei Polizisten und verwundete über zwanzig weitere Menschen.",0.8986899256706238,"Eine Autob Bombe detonierte gestern Morgen am Polizeihauptquartier in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen.",0.8997897505760193
34,"Das Büro des Gouverneurs sagte, 19 der Verletzten seien Polizisten.",Nach Angaben des Gouverneursbüros handelt es sich bei neunzehn der Verletzten um Polizeibeamte.,0.8897843956947327,"Das Büro des Gouverneurs teilte mit, dass neunzehn der Verletzten Polizisten waren.",0.9228145480155945
35,"Die Polizei sagte, sie verdächtigen einen angeblichen Daesh (ISIL) Aktivisten der Verantwortung für den Angriff.","Die Polizei sagte, dass sie einen militanten Anhänger von Daesh (ISIL) hinter dem Angriff vermuten.",0.9200151562690735,"Die Polizei sagte, sie verdächtige einen mutmaßlichen Dschihadisten des IS (Daesh), für den Angriff verantwortlich zu sein.",0.9207351803779602
36,"Sie fanden, dass die Sonne nach den gleichen Grundprinzipien operierte wie andere Sterne: Die Aktivität aller Sterne im System wurde durch ihre Leuchtkraft, ihre Rotation und nichts anderes angetrieben.","Sie haben herausgefunden, dass die Sonne auf Basis derselben Grundprinzipien funktioniert, wie andere Sterne: Es wurde herausgefunden, dass die Aktivität aller Sterne im System durch ihre Leuchtkraft, Rotation und sonst nichts angetrieben wird.",0.9059851765632629,"Sie fanden heraus, dass die Sonne auf denselben grundlegenden Prinzipien wie andere Sterne basierte: Die Aktivität aller Sterne im System wurde als von ihrer Helligkeit und ihrer Rotation angetrieben festgestellt, und sonst nichts.",0.8991617560386658
37,"Die Leuchtkraft und Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Zusammenhang steht.","Um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmastrom in Zusammenhang steht, werden die Leuchtkraft und die Rotation gemeinsam einbezogen.",0.9027298092842102,"Die Helligkeit und die Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Beziehung steht.",0.9216958284378052
38,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern in Bezug auf magnetische Umkehrungen.","Je kleiner die Rossby-Zahl ist, umso weniger aktiv ist der Stern in Bezug auf Umpolungen des Magnetfelds.",0.8925469517707825,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern hinsichtlich magnetischer Umkehrungen.",0.9355899691581726
39,Während seiner Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,Während der Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,0.9637131690979004,Während seiner Reise hatte Iwasaki viele Probleme.,0.9114363789558411
40,"Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, der Ehe in Nepal entronnen und in Indien verhaftet.","Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, konnte einer Heirat in Nepal entfliehen und wurde in Indien verhaftet.",0.8424901366233826,"Er wurde von Piraten beraubt, in Tibet von einem tollwütigen Hund angegriffen, entkam einer Ehe in Nepal und wurde in Indien festgenommen.",0.8761259913444519
41,Der 802.11n-Standard arbeitet sowohl auf den Frequenzen 2.4Ghz als auch 5.0Ghz.,"Der 802.11n-Standard läuft auf den Frequenzen 2,4 Ghz sowie 5,0 Ghz.",0.9347705245018005,"Der 802.11n-Standard funktioniert sowohl im 2,4-GHz- als auch im 5,0-GHz-Frequenzbereich.",0.9064156413078308
42,"Dies ermöglicht es, rückwärts kompatibel mit 802.11a, 802.11b und 802.11g zu sein, sofern die Basisstation über zwei Funkgeräte verfügt.","Dadurch kann er abwärtskompatibel mit 802.11a, 802.11b und 802.11g sein, vorausgesetzt, die Basisstation verfügt über Dual-Radio.",0.9070804715156555,"Dies wird es ermöglichen, rückwärtskompatibel mit 802.11a, 802.11b und 802.11g zu sein, vorausgesetzt, die Basisstation verfügt über Dualfunksender.",0.9133498072624207
43,Die Geschwindigkeiten von 802.11n sind wesentlich schneller als die ihrer Vorgänger mit einem maximalen theoretischen Durchsatz von 600Mbit/s.,"Die Geschwindigkeit von 802,11 n ist wesentlich schneller als die der Vorgänger, die einen maximalen theoretischen Durchsatz von 600 Mbit/s hatten.",0.8491852283477783,"Die Geschwindigkeiten von 802.11n sind erheblich schneller als die seiner Vorgänger, mit einem maximalen theoretischen Durchsatz von 600 Mbit/s.",0.9374373555183411
44,"Duvall, der mit zwei erwachsenen Kindern verheiratet ist, hinterließ keinen großen Eindruck auf Miller, mit dem die Geschichte verwandt war.","Duvall, verheiratet und zwei erwachsene Kinder, hat keinen großen Eindruck auf Miller gemacht, dem die Geschichte erzählt wurde.",0.7754461169242859,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck.",0.7800770401954651
45,"Als Miller um einen Kommentar gebeten wurde, sagte er: ""Mike spricht viel während der Anhörung...Ich machte mich bereit, also hörte ich nicht wirklich, was er sagte.""","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""",0.8117138147354126,"Als er um einen Kommentar gebeten wurde, sagte Miller: „Mike redet viel während der Anhörung... Ich war damit beschäftigt, mich vorzubereiten, also habe ich nicht wirklich gehört, was er gesagt hat.“",0.8059566617012024
46,"""Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 gegenüber dem Niveau von 2005 deutlich zu senken"", sagte Hu.","„Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 gegenüber dem Niveau von 2005 deutlich zu senken“, sagte Hu.",0.9529873728752136,"„Wir werden uns bemühen, die Kohlendioxidemissionen pro Einheit BIP bis 2020 im Vergleich zum Niveau von 2005 erheblich zu senken“, sagte Hu.",0.9372345805168152
47,"Er hat keine Zahl für die Kürzungen festgelegt und sagte, dass sie auf der Grundlage der chinesischen Wirtschaftsleistung gemacht werden.","Er nannte keine Zahl für die Kürzungen, sondern sagte, sie würden auf der Grundlage der Wirtschaftsleistung Chinas vorgenommen.",0.9234339594841003,"Er nannte keine konkreten Zahlen für die Kürzungen und sagte, dass diese basierend auf Chinas Wirtschaftsausstoß vorgenommen werden.",0.8780520558357239
48,"Hu ermutigte die Entwicklungsländer, ""den alten Weg der Verschmutzung zuerst zu vermeiden und später aufzuräumen"".","Hu ermutigte Entwicklungsländer „den alten Weg von erst verschmutzen und hinterher aufzuräumen, zu vermeiden“.",0.8958402872085571,"Hu ermutigte die Entwicklungsländer, ""den alten Weg der Verschmutzung zuerst und der Säuberung später zu vermeiden.""",0.9064071774482727
49,"Er fügte hinzu: ""Sie sollten jedoch nicht aufgefordert werden, Verpflichtungen zu übernehmen, die über ihre Entwicklungsphase, Verantwortung und Fähigkeiten hinausgehen.""","Er fügte hinzu, dass „sie jedoch nicht dazu aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihren Entwicklungsstand, ihre Verantwortung und ihre Fähigkeiten hinausgehen“.",0.9179173707962036,"Er fügte hinzu, dass „sie jedoch nicht aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihre Entwicklungsstufe, Verantwortung und Fähigkeiten hinausgehen.“",0.9349986910820007
50,Die Arbeitsgruppe Irak hat heute ihren Bericht um 12.00 Uhr GMT vorgelegt.,Die Studiengruppe zum Irak stellte heute um 12:00 Uhr GMT ihren Bericht vor.,0.9186578989028931,Die Irak-Studiengruppe hat heute um 12.00 Uhr GMT ihren Bericht vorgestellt.,0.9187473654747009
51,"Es warnt, dass niemand garantieren kann, dass jede Handlungsweise im Irak an diesem Punkt die sektiererische Kriegsführung, die wachsende Gewalt oder die Rutsche ins Chaos stoppen wird.","Er warnt davor, dass niemand garantieren kann, dass irgendeine Vorgehensweise im Irak zu diesem Zeitpunkt die sektiererische Kriegsführung, die wachsende Gewalt oder ein Abgleiten ins Chaos stoppen wird.",0.9001503586769104,"Es wird gewarnt: Niemand kann garantieren, dass eine gewisse Handlungsweise im Irak zu diesem Zeitpunkt den interreligiösen Krieg, die zunehmende Gewalt oder einen Abstieg in das Chaos stoppen wird.",0.8645978569984436
52,Der Bericht beginnt mit dem Aufruf zu einer offenen Debatte und zur Schaffung eines Konsenses in den Vereinigten Staaten über die Politik gegenüber dem Nahen Osten.,Der Bericht fängt an mit der Bitte um einen offenen Diskurs und um Konsensbildung in den USA über eine Strategie für den Mittleren Osten.,0.9008261561393738,Der Bericht beginnt mit einem Aufruf zu offenen Debatten und der Bildung eines Konsenses in den Vereinigten Staaten über die Politik gegenüber dem Mittleren Osten.,0.9361746311187744
