id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"Хотя одна экспериментальная вакцина, как представляется, способна снизить смертность от Эболы, до настоящего времени ни одна из лекарств не была четко продемонстрирована как пригодная для лечения существующей инфекции.","Несмотря на то, что нашлась экспериментальная вакцина, способная снизить смертность от вируса Эбола, пока еще ни одно лекарство не продемонстрировало явного эффекта в лечении существующей инфекции.",10.790429565832161,"Хотя одна экспериментальная вакцина, похоже, способна снизить смертность от Эбола, до сих пор ни одно лекарство не было четко продемонстрировано как подходящее для лечения существующей инфекции.",36.15192026985418
11,"Один антителный коктейль, ZMapp, первоначально продемонстрировал свои надежды на местах, но официальные исследования показали, что он приносит меньше пользы, чем хотелось бы предотвратить смерть.","Коктейль из антител ZMapp изначально показал многообещающие результаты в этой области, но официальные исследования показали, что он обладает меньшей пользой в предотвращении смерти, чем ожидалось ранее.",25.723962032456946,"Один коктейль антител, ZMapp, изначально показал многообещающие результаты в этой области, но формальные исследования показали, что он менее эффективен, чем ожидалось, в предотвращении смерти.",18.905190742398112
12,"В исследовании PALM ZMapp служил в качестве контрольного органа, что означает, что ученые использовали его в качестве основы и сравнили с ним три других лечения.","В испытании PALM, ZMapp служил в качестве контрольного уровня, то есть учёные использовали его в качестве основы и сравнили с ним три других варианта лечения.",53.28009719875518,"В испытании PALM ZMapp использовался в качестве контроля, что означает, что ученые использовали его в качестве базового уровня и сравнивали три других лечения с ним.",44.57732753604865
13,Американская гимнастика поддерживает письмо олимпийского комитета Соединенных Штатов и признает абсолютную потребность олимпийской семьи в содействии созданию безопасных условий для всех наших спортсменов.,Федерация гимнастики США поддерживает письмо Олимпийского комитета США и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов.,18.038302998635977,Союз гимнастики США поддерживает письмо Олимпийского комитета Соединенных Штатов и признает абсолютную необходимость создания безопасной среды для всех наших спортсменов в Олимпийской семье.,32.998954725277926
14,"Мы согласны с заявлением ОКП о том, что интересам наших спортсменов и клубов, а также их спорту, возможно, будет лучше способствовать продвижение вперед с существенными изменениями в нашей организации, а не отказ от сертификации.","Мы согласны с заявлением USOC о том, что интересам наших спортсменов, клубов, а также их видов спорта, больше соответствует проведение реформ внутри нашей организации, а не аннулирование ее сертификации.",39.36154294385611,"Мы согласны с заявлением USOC о том, что интересы наших спортсменов и клубов, а также их спорта могут быть лучше защищены путем реализации значительных изменений в нашей организации, а не путем лишения лицензии.",40.749798526834816
15,"Гимнастика США поддерживает независимое расследование, которое может пролить свет на то, как злоупотребление пропорцией, описываемой столь мужественно пережившими Ларри Нассара, могло остаться незамеченным в течение столь длительного времени и включать любые необходимые и надлежащие изменения.","USA Gymnastics поддерживает независимое расследование, которое бы могло пролить свет на то, каким образом насилие в таких масштабах, столь храбро описанных выжившими жертвами Ларри Наскара, могло продолжаться незамеченным так долго, и поддерживает все необходимые и уместные в данном случае изменения.",19.524728335627366,"USA Gymnastics поддерживает независимое расследование, которое может пролить свет на то, как злоупотребления в такой степени, как это смело описали выжившие после Ларри Нассара, могли оставаться незамеченными так долго, и поддерживает любые необходимые и уместные изменения.",34.90002111274216
16,"Гимнастика США и ЮСОК преследуют одну и ту же цель: сделать спорт гимнастики и другие как можно более безопасными для спортсменов, чтобы они могли следовать своим мечтам в безопасной, позитивной и благоприятной обстановке.","Федерация гимнастики США и Олимпийский комитет США имеют одинаковую цель — сделать гимнастику и другие виды спорта настолько безопасными для спортсменов, насколько это возможно, чтобы они могли стремиться к своим целям в безопасной, позитивной среде и были наделены всеми правами.",18.730290095219548,"Всё в гимнастике и Олимпийский комитет США преследуют одну и ту же цель — сделать спорт гимнастики, а также другие виды спорта, максимально безопасными для спортсменов, чтобы они могли следовать своим мечтам в безопасной, позитивной и вдохновляющей обстановке.",48.82105745975218
17,"На протяжении 1960-х годов Брезински работал на Джона Ф. Кеннеди в качестве его советника, а затем в администрации Линдона Б. Джонсона.","В 1960-х гг. Бжезинский занимал должность советника при Джоне Ф. Кеннеди, затем в администрации Линдона Б. Джонсона.",35.955975361320206,"На протяжении 1960-х годов Бжезинский работал в качестве советника у Джона Ф. Кеннеди, а затем и в администрации Линдона Б. Джонсона.",55.22182539041924
18,"Во время отбора в 1976 году он консультировал Картера по вопросам внешней политики, а затем работал советником по вопросам национальной безопасности (НСБ) с 1977 по 1981 год, сменив Генри Киссинджера.","Во время выборов 1976 года он консультировал Картера по вопросам внешней политики. Затем с 1977 по 1981 год он работал советником по национальной безопасности, сменив на этом посту Генри Киссинджера.",37.74264439258958,"В ходе выборов 1976 года он консультировал Картера по вопросам внешней политики, а затем с 1977 по 1981 год занимал пост советника по национальной безопасности (NSA), сменив Генри Киссинджера.",50.466130149908494
19,"Как АНБ, он помогал Картеру в дипломатическом управлении мировыми делами, такими, как соглашения Кэмп-Дэвида 1978 года; нормализация отношений между США и Китаем думала о конце 70-х годов; иранская революция, которая привела к кризису с заложниками в Иране 1979 года; и советское вторжение в Афганистан 1979 года.","Будучи советником по нацбезопасности, он помогал Картеру в мировой дипломатии, например, в заключении Кэмп-Дэвидских соглашений 1978 года, нормализации американо-китайских отношений в конце 1970-х годов, выработке политики в отношении Иранской революции, приведшей к кризису с заложниками в 1979 г., и вторжении СССР в Афганистан в 1979 году.",17.428813041280026,"В качестве советника по национальной безопасности он помогал Картеру в дипломатическом решении мировых дел, таких как Кэмп-Дэвидские соглашения 1978 года; нормализация отношений США и Китая в конце 1970-х; Иранская революция, которая привела к захвату американских заложников в Иране в 1979 году; и советское вторжение в Афганистан в 1979 году.",30.49724652198118
20,Фильм с участием Райана Гослинга и Эммы Стоун был номинирован во всех основных категориях.,Этот фильм с участием Райана Гослинга и Эммы Стоун получил номинации во всех главных категориях.,45.039050702207405,Фильм с Райаном Гослингом и Эммой Стоун получил номинации во всех основных категориях.,30.130404892785695
21,Гослин и Стоун получили номинации соответственно на лучший актёр и актрису.,Гослинг и Стоун получили номинации на лучшего актера и актрису соответственно.,27.901593935858266,Гослинг и Стоун получили номинации на лучшего актёра и актрису соответственно.,27.901593935858266
22,"К числу других кандидатов относятся Лучшая фотография, директор по кинематографии, дизайну костюмов, редактированию фильмов, оригинальной скрипке, дизайну производства, звуковому редактированию, смешению звуков и оригинальному скринплею.","Среди других номинаций: ""Лучшая картина"", ""Режиссёр"", ""Операторская работа"", ""Дизайн костюмов"", ""Монтаж фильма"", ""Оригинальная музыка"", ""Художник-постановщик"", ""Звуковой монтаж"", ""Звук"" и ""Оригинальный сценарий"".",1.21150637040214,"Другие номинации включают: Лучший фильм, Режиссура, Операторская работа, Дизайн костюмов, Монтаж фильма, Оригинальная музыка, ПрProduction Design, Звуковой монтаж, Звуковая обработка и Оригинальный сценарий.",3.358851369497101
23,"Две песни из фильма — «The Fools Who Dream» и «Sity of Stars» — были номинированы на лучшую оригинальную песню. Студия Lionsgate получила 26 номинаций — больше, чем любая другая студия.","Две песни из фильма — Audition (The Fools Who Dream) и City of Stars, попали в номинацию лучшая авторская песня. Студия Lionsgate попала в 26 номинаций — больше, чем любая другая студия.",38.21835621956437,"Две песни из фильма, ""Аудиша"" (Глупцы, которые мечтают) и ""Город звезд"", получили номинации на лучшую оригинальную песню. Студия Lionsgate получила 26 номинаций — больше, чем любая другая студия.",49.234694208072185
24,"В конце воскресенья президент Соединенных Штатов Дональд Трамп в заявлении, сделанном через пресс-секретаря, объявил, что американские войска покинут Сирию.","Поздно вечером в воскресенье президент США Дональд Трамп через пресс-секретаря заявил, что войска США покинут Сирию.",10.900096978029115,"Поздно в воскресенье президент Соединенных Штатов Дональд Трамп в заявлении, переданном через пресс-секретаря, объявил, что американские войска покинут Сирию.",73.78351342269066
25,Объявление было сделано после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоганом.,"Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.",39.955800837559565,Объявление было сделано после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоаном.,85.5526185871245
26,"Турция также возьмет на себя функции по охране захваченных боевиков ИГИЛ, которые, как отмечалось в заявлении, европейские страны отказались репатриироваться.","Кроме того, Турция займет главную роль в вопросе охраны пойманных боевиков ИГИЛ, которых, согласно заявлению, европейские государства не согласились возвращать домой.",7.847782750064915,"Турция также возьмет на себя охрану захваченных бойцов ИГИЛ, которые, как говорится в заявлении, европейские страны отказались репатриировать.",50.34231827546788
27,"Это не только подтверждает, что по крайней мере у некоторых динозавров были перья, теория уже широко распространенная, но и содержит детали, которые обычно не могут, такие как цвет и трехмерная схема.","Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.",40.2988644389524,"Это не только подтверждает, что как минимум у некоторых динозавров были перья, что уже широко распространенная теория, но и предоставляет детали, которые обычно не могут быть получены из окаменелостей, такие как цвет и трехмерное расположение.",48.33583581503901
28,"Ученые говорят, что опухоль этого животного была каштановой наверху с бледным или каротеноидным цветом.","Учёные говорят, что оперение этого животного было сверху каштаново-коричневого цвета, а снизу — либо бледным, либо имело каротиноидную пигментацию.",8.039385079962988,"Ученые утверждают, что оперение этого животного было каштаново-коричневым сверху с бледным или каротиноидным цветом снизу.",13.741794079912905
29,Находка также помогает понять эволюцию перьев у птиц.,Находка также позволяет ознакомиться с эволюцией перьев у птиц.,31.76215203205584,Это открытие также дает представление о эволюции перьев у птиц.,25.271148634948997
30,"Поскольку перья динозавров не имеют хорошо развитой шахты, называемой рачи, но имеют другие черты перьев — колючки и барбулы, — исследователи пришли к выводу, что рачи, вероятно, были более поздним эволюционным развитием, чем эти другие особенности.","Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.",16.737115337077302,"Поскольку перья динозавров не имеют хорошо развитого стержня, называемого рачисом, но обладают другими признаками перьев — бородками и бородочками, исследователи пришли к выводу, что рачис, вероятно, был более поздним эволюционным развитием по сравнению с этими другими признаками.",32.2728472835962
31,"По мнению исследователей, несмотря на то, что это хвост молодого динозавра, образец показывает опухоль взрослого человека, а не девчонку.","Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.",7.5639148779328735,"Структура перьев предполагает, что они не использовались для полёта, а скорее для терморегуляции или демонстрации. Исследователи предположили, что, хотя это хвост молодого динозавра, образец показывает взрослое оперение, а не пух птенца.",17.663067645885747
32,"Исследователи предположили, что, хотя это хвост молодого динозавра, образец показывает опухоль взрослого, а не девчонки.","Исследователи предположили, что, несмотря на то, что это хвост молодого динозавра, данный образец имеет оперение взрослой особи, а не пух цыплёнка.",30.72083375544046,"Исследователи предположили, что, хотя это хвост молодого динозавра, образец демонстрирует взрослое оперение, а не птичье пуховое оперение.",58.69740862506178
33,"Вчера утром в штаб-квартире полиции в Газиантепе, Турция, была взорвана машина, в результате чего два полицейских погибли и более 20 человек получили ранения.","Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.",29.002561875569324,"Вчера утром в Газьянтепе, Турция, у главного управления полиции прогремел автомобильный взрыв, в результате которого погибли два полицейских, а более двадцати человек получили ранения.",19.96496600800768
34,"По словам губернатора, 19 из раненых были сотрудниками полиции.","Канцелярия губернатора сообщила, что 19 из раненных были офицерами полиции.",11.13260756993763,"Офис губернатора сообщил, что девятнадцать из раненых были полицейскими.",16.59038701421971
35,"Полиция заявила, что она подозревает одного из предполагаемых боевиков Даеса (ИГИЛ) в том, что он несет ответственность за это нападение.","Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).",14.521383677815454,"Полиция заявила, что подозревает предполагаемого боевика Даеш (ИГИЛ) в ответственности за атаку.",20.42128370387497
36,"Они обнаружили, что Солнце действовало по тем же основным принципам, что и другие звезды: активность всех звезд в системе была признана движущейся их светимостью, их вращением и ничего больше.","Они обнаружили, что Солнце работает по тем же основным принципам, что и другие звёзды: было установлено, что активность всех звёзд в системе определяется их яркостью, вращением и ничем другим.",38.944723300630194,"Они обнаружили, что Солнце функционирует на тех же основных принципах, что и другие звезды: выяснили, что активность всех звезд в системе определяется их светимостью, их вращением и ничем другим.",46.881710231640156
37,"Светочувствительность и вращение используются вместе для определения числа звезды Россби, которое связано с плазменным потоком.","Совокупность светимости и вращения используется для определения числа Россби звезды, связанного с потоком плазмы.",11.502783619900043,"Яркость и вращение используются вместе для определения числа Россби звезды, которое связано с потоком плазмы.",53.62945746674713
38,"Чем меньше число Россби, тем менее активна звезда с точки зрения магнитных откатов.","Чем меньше число Россби, тем менее активна звезда по отношению к инверсиям магнитного поля.",52.941455937255405,"Чем меньше число Россби, тем менее активна звезда в отношении магнитных переворотов.",57.95581498899424
39,Во время поездки Ивасаки часто сталкивался с проблемами.,Ивасаки часто попадал в неприятные ситуации во время путешествия.,10.147104008451905,Во время своей поездки Ивасаки столкнулся с трудностями много раз.,11.949988385687533
40,"Он был ограблен пиратами, атакован в Тибете бешеной собакой, сбежал от брака в Непале и был арестован в Индии.","Он был ограблен пиратами, атакован бешеной собакой в Тибете, избежал свадьбы в Непале и был арестован в Индии.",59.00468726392806,"Он был ограблен пиратами, напал в Тибете бешеной собакой, избежал женитьбы в Непале и был арестован в Индии.",63.83964846132483
41,"Стандарт 802.11n действует как на частотах 2,4 Гц, так и 5,0 Гц.",Стандарт 802.11n работает на обоих частотах – 2.4 ГГц и 5.0 ГГц.,7.474875887495341,Стандарт 802.11n работает на частотах 2.4 ГГц и 5.0 ГГц.,8.889175589171739
42,"Это позволит ему быть в обратном направлении совместимым с 802.11a, 802.11b и 802.11g при условии, что на базовой станции имеются два радиостанция.","Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.",40.08700164247457,"Это позволит обеспечить обратную совместимость с 802.11a, 802.11b и 802.11g, при условии, что базовая станция имеет два радиопередатчика.",31.59148237572417
43,"Скорость 802,11n значительно выше, чем у его предшественников с максимальной теоретической пропускной способностью 600 Мбит/с.","Скорости 802.11n значительно быстрее, чем у его предшественников с максимальной теоретической пропускной способностью в 600 Мбит/с.",65.07561416639396,"Скорости 802.11n значительно выше, чем у его предшественников, с максимальной теоретической пропускной способностью 600 Мбит/с.",75.06935728875011
44,"Дюваль, женатый на двух взрослых детях, не произвел большого впечатления на Миллера, с которым эта история была связана.","Дюваль, который женат и имеет двух совершеннолетних детей, не произвел большого впечатления на Миллера, которому рассказали эту историю.",35.78835436145691,"Дюваль, который женат и имеет двух взрослых детей, не произвел большого впечатления на Миллера, которому была рассказана эта история.",38.85646234110734
45,"Когда Миллер попросил комментарии, он сказал: ""Майк много разговаривал во время слушания... Я готовился, чтобы не слышать, что он говорит"".","Когда у Миллера попросили комментарий, он сказал: ""Майк много говорит во время слушаний... Я готовился, поэтому особо не слушал, что он говорил"".",40.95114566743913,"Когда его спросили о комментарии, Миллер сказал: «Майк много говорит на слушании... Я готовился, поэтому не очень слушал, что он говорил».",24.989730948747695
46,"«Мы постараемся сократить выбросы двуокиси углерода на единицу ВВП к 2020 году по сравнению с уровнем 2005 года», — сказал Ху.","""Мы будем предпринимать усилия с целью значительного сокращения выбросов углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года"", — сказал Ху.",43.987652230949,"""Мы постараемся существенно сократить выбросы углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года,"" сказал Ху.",49.94152178308024
47,"Он не установил цифру для сокращений, сказав, что они будут сделаны на основе экономического производства Китая.","Он не назвал цифру для сокращений бюджетов, сказав, что они будут сделаны исходя из производительности экономики Китая.",41.35980309544383,"Он не установил конкретную цифру для сокращений, заявив, что они будут сделаны на основе экономического производства Китая.",70.98891248983348
48,"Ху призвал развивающиеся страны ""избегать старого пути загрязнения в первую очередь и убираться позже"".","Ху призывал развивающиеся страны ""избегать старой схемы, в которой сначала загрязняют, а потом очищают"".",16.265015270008785,"Ху призвал развивающиеся страны ""избегать старого пути, когда сначала загрязняют, а потом очищают"".",42.688316366798645
49,"Он добавил, что &quot; им не следует, однако, предлагать брать на себя обязательства, выходящие за рамки стадии их развития, ответственности и возможностей &quot; .","Он добавил, что ""их, однако, не следует просить брать на себя обязательства, которые выходят за рамки их стадии разработки, ответственности и возможностей"".",47.29017886810814,"Он добавил, что ""однако от них не следует требовать взятия на себя обязательств, которые выходят за пределы их стадии развития, ответственности и возможностей.""",30.664391340430605
50,Исследовательская группа по Ираку представила свой доклад сегодня в 12 час. 00 мин. по Гринвичу.,Сегодня в 12:00 по Гринвичу группа по изучению Ирака представила свой доклад.,13.910732727119134,Группа изучения Ирака представила свой отчет сегодня в 12:00 по Гринвичу.,15.733304984782075
