id,translated_france,origin_translation,origin_bleu,gpt_translation,gpt_bleu
19,"En tant que NSA, il a aidé Carter à gérer diplomatiquement les affaires mondiales, comme les Accords de Camp David de 1978, à","Pendant son temps au sein de la NSA, il a aidé Carter à résoudre diplomatiquement des questions internationales telles que les accords de Camp David, en 1978, la normalisation des relations entre les États-Unis et la Chine à la fin des années 1970, la révolution iranienne et ses conséquences comme la prise d'otages en Iran, en 1979, et l'invasion des forces soviétiques en Afghanistan, en 1979.",21.987478929244034,"En tant que conseiller à la sécurité nationale, il a aidé Carter à gérer diplomatiquement les affaires mondiales, telles que les Accords de Camp David en 1978 ; la normalisation des relations entre les États-Unis et la Chine à la fin des années 1970 ; la Révolution iranienne, qui a conduit à la crise des otages en Iran en 1979 ; et l'invasion soviétique en Afghanistan en 1979.",31.296689221982422
20,"Le film, mettant en vedette Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.","Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.",90.1202479612577,"Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.",90.1202479612577
21,Gosling et Stone ont reçu respectivement des nominations pour le meilleur actrice et actrice.,Golsling et Stone ont respectivement été nominés pour le Meilleur Acteur et la Meilleure Actrice.,55.97115558108512,Gosling et Stone ont reçu des nominations pour le meilleur acteur et la meilleure actrice respectivement.,75.2673005634764
22,"Les autres nominations comprennent la meilleure image, le directeur, la cinématographie, la conception des costumes, la rédaction du film, le score original, la conception de la production,","Parmi les autres nominations figurent celles du meilleur film, du meilleur réalisateur, de la meilleure cinématographie, des meilleurs costumes, du meilleur montage, de la meilleure musique originale, des meilleurs décors, du meilleur montage sonore, du meilleur mixage et du meilleur scénario original.",31.815400143514832,"Les autres nominations incluent Meilleur Film, Meilleur Réalisateur, Meilleure Photographie, Meilleure Conception de Costumes, Meilleur Montage, Meilleure Musique Originale, Meilleure Direction Artistique, Meilleur Montage Sonore, Meilleur Mixage Sonore et Meilleur Scénario Original.",30.933297985050018
23,"Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont reçu des nominations pour la meilleure chanson originale.","Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont été nominées pour la meilleure chanson originale. Le studio Lionsgate a reçu 26 nominations — plus que tout autre studio.",66.90565537878526,"Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont reçu des nominations pour la meilleure chanson originale. Le studio Lionsgate a reçu 26 nominations, plus que tout autre studio.",69.87542129274868
24,"la fin du dimanche, le président américain Donald Trump, dans une déclaration prononcée par le secrétaire de presse, a annoncé que les troupes américaines quitteraient","Tard dimanche, le président des États-Unis Donald Trump, dans une déclaration faite par l'intermédiaire du secrétaire de presse, a annoncé que les troupes américaines allaient se retirer de la Syrie.",64.16697438295891,"Tard dimanche, le président américain Donald Trump, dans une déclaration faite par l'intermédiaire de la porte-parole, a annoncé que les troupes américaines quitteraient la Syrie.",72.98262486434895
25,L'annonce a été faite après que Trump ait eu une conversation téléphonique avec le Président turc Recep Tayyip Erdoan.,L’annonce a été faite après que M. Trump ait eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,87.66996394481018,L'annonce a été faite après que Trump a eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,90.40114871727896
26,"La Turquie prendrait également la garde des combattants iSIS capturés qui, selon la déclaration, les nations européennes ont refusé de rapatrier","La Turquie prendrait également en charge la garde des combattants d'ISIS capturés que, selon la déclaration, les nations européennes ont refusé de rapatrier.",85.9015392615587,"La Turquie prendrait également la responsabilité de garder les combattants de l'ISIS capturés, ce que, selon le communiqué, les nations européennes ont refusé de rapatrier.",67.64128439181476
27,"Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, théorie déjà répandue, mais fournit des détails les fossiles en","Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, une théorie déjà très répandue, mais fournit des détails que les fossiles ne peuvent généralement pas fournir, comme la couleur et la disposition tridimensionnelle.",58.6230320201402,"Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, une théorie déjà répandue, mais fournit des détails que les fossiles ne peuvent généralement pas offrir, tels que la couleur et l'arrangement tridimensionnel.",61.323235997444755
28,. Les scientifiques disent que le plumage de cet animal était brun de châtaignier sur le dessus et qu'il était pâ,Les scientifiques disent que le plumage de cet animal était brun châtain sur le dessus et de couleur pâle ou caroténoïde sur le dessous.,64.04759122814207,Les scientifiques disent que le plumage de cet animal était brun châtaignier sur le dessus avec un dessous pâle ou de couleur caroténoïde.,68.02477634479783
29,La découverte donne également un aperçu de l'évolution des plumes chez les oiseaux.,Cette découverte permet également de mieux comprendre l'évolution des plumes chez les oiseaux.,64.48664404513957,La découverte offre également un aperçu de l'évolution des plumes chez les oiseaux.,90.67755979661142
30,"Parce que les plumes de dinosaures ne possèdent pas un puits bien développé, appelé rachis, mais possèdent d'autres caractéristiques","Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.",30.681218297916068,"Parce que les plumes de dinosaure n'ont pas de tige bien développée, appelée rachis, mais possèdent d'autres caractéristiques des plumes – des barbes et des barbules – les chercheurs ont déduit que le rachis était probablement un développement évolutif ultérieur par rapport à ces autres caractéristiques.",39.01372568636498
31,"La structure des plumes suggère qu'elles n'ont pas été utilisées en vol, mais plutôt pour la régulation ou l'affichage","La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin.",36.72605734085901,"La structure des plumes suggère qu'elles n'étaient pas utilisées pour le vol mais plutôt pour la régulation de la température ou l'affichage. Les chercheurs ont suggéré que, bien que cela soit la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet de poussin.",37.804422806223315
32,"Les chercheurs suggèrent que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre le plumage adulte","Les scientifiques précisent qu'il s'agit certes de la queue d'un dinosaure juvénile, mais l'échantillon révèle un plumage appartenant à un individu adulte, et non à un jeune.",36.63208494517938,"Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet d'un poussin.",70.94407926777096
33,"Une bombe de voiture a été détonée au quartier général de la police à Gaziantep, en Turquie, hier matin, tuant deux","Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.",48.730780728604124,"Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.",48.730780728604124
34,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des policiers.,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des officiers de police.,85.17121455854931,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des policiers.,100.0
35,La police a indiqué qu'elle soupçonnait un militant présumé de Daesh (ISIL) responsable de l'attaque.,La police a déclaré soupçonner un militant présumé de Daesh (ÉI) comme le suspect à l'origine de cette attaque.,51.04132453557024,La police a déclaré qu'elle soupçonne un prétendu militant de Daesh (EI) d'être responsable de l'attaque.,62.650129281759824
36,Ils ont trouvé que le Soleil fonctionnait sur les mêmes principes de base que les autres étoiles : l'activité de toutes les,"Ils ont constaté que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles. L'activité de toutes les étoiles du système est déterminée par leur luminosité, leur rotation et rien d'autre.",52.811340769082605,"Ils ont découvert que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles : l'activité de toutes les étoiles du système était déterminée par leur luminosité, leur rotation, et rien d'autre.",54.32710392217061
37,"La luminosité et la rotation sont utilisées ensemble pour déterminer le numéro Rossby d'une étoile, qui est lié au débit plasmatique.","La luminosité et la rotation sont utilisées conjointement afin de déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.",68.70900849231599,"La luminosité et la rotation sont utilisées ensemble pour déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.",83.32878812034737
38,"Plus le nombre de Rossby est petit, moins l'étoile est active en ce qui concerne les inversations magnétiques.","En ce qui concerne les inversions magnétiques, plus le nombre de Rossby est petit, moins l’étoile est active .",85.9085092861402,"Plus le nombre de Rossby est petit, moins l'étoile est active en ce qui concerne les inversions magnétiques.",96.69977753981695
39,"Au cours de son voyage, Iwasaki a eu de nombreuses difficultés.","Au cours de son voyage, Iwasaki a eu des problèmes à de nombreuses occasions.",65.04713593270938,"Lors de son voyage, Iwasaki a rencontré des problèmes à de nombreuses reprises.",50.00810197661253
40,"Il a été volé par des pirates, attaqué au Tibet par un chien rabide, échappé au mariage au Népal et a","Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.",71.81809156642244,"Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.",71.81809156642244
41,"La norme 802.11n fonctionne à la fois sur les fréquences 2,4Ghz et 5,0Ghz.","La norme 802.11n fonctionne à la fois sur les fréquences 2,4 GHz et 5,0 GHz.",89.79497209784321,"La norme 802.11n fonctionne à la fois sur les fréquences de 2,4 GHz et de 5,0 GHz.",78.46539139714203
42,"Cela lui permettra d'être en arrière compatible avec les 802.11a, 802.11b et 802.11g, à condition que la station de","Ceci autorisera la rétro-compatibilité avec les itérations 802.11a, b et g, sous réserve que la station possède deux radios.",35.90314217055817,"Cela permettra d'être rétrocompatible avec 802.11a, 802.11b et 802.11g, à condition que la station de base ait des radios duales.",71.2019884412586
43,"Les vitesses de 802.11n sont beaucoup plus rapides que celles de ses prédécesseurs, avec une puissance théorique maximale de 600Mbit/s.","Les vitesses de la norme Wi-Fi 802.11n sont sensiblement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.",69.83416341992776,"Les vitesses de 802.11n sont considérablement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.",75.62183003824019
44,"Duvall, marié avec deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire était liée.","Duvall, qui est marié et a deux enfants adultes, n’a pas fait bonne impression à Miller, à qui l’histoire a été relatée.",56.5640942018804,"Duvall, qui est marié et a deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire a été racontée.",78.16762179293312
45,"Lorsqu'il a demandé des commentaires, Miller a dit : « Mike parle beaucoup au cours de l'audience... Je me préparais donc","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience… Je me préparais, donc je n'ai pas vraiment entendu ce qu'il disait ».",49.67258058084892,"Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience... Je me préparais, donc je n'écoutais pas vraiment ce qu'il disait. »",54.10856791127975
46,« Nous nous efforçons de réduire les émissions de dioxyde de carbone par unité du PIB d'une marge notable d'ici,"« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB de manière significative d'ici 2020 par rapport au niveau de 2005 », a déclaré M. Hu.",52.79573952682928,"« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB d'une marge notable d'ici 2020 par rapport au niveau de 2005 », a déclaré Hu.",66.67376641084849
47,"Il n'a pas fixé de chiffre pour les réductions, en disant qu'elles seront effectuées sur la base de la production économique de la Chine.","Il n'a pas chiffré ces réductions, disant qu'elles seront basées sur la production économique chinoise.",71.14922974048238,"Il n'a pas fixé de chiffre pour les réductions, disant qu'elles seront effectuées en fonction de la production économique de la Chine.",86.95840255368469
48,Hu a encouragé les pays en développement « à éviter d'abord la vieille voie de la pollution et de l'ass,Hu a encouragé les pays en voie de développement « à éviter l'ancienne méthode qui consistait à polluer d'abord et à nettoyer ensuite ».,50.90366426115014,"Hu a encouragé les pays en développement ""à éviter l'ancienne voie de polluer d'abord et de nettoyer ensuite.""",59.879329438366454
49,"Il a ajouté que « ils ne devraient toutefois pas être invités à assumer des obligations qui vont au-delà de leur stade de développement,","Il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement, leur responsabilité et leurs capacités. »",49.48521062184205,"Il a ajouté que ""ils ne devraient cependant pas être contraints de prendre des engagements qui dépassent leur stade de développement, leurs responsabilités et leurs capacités.""",42.531893616178415
50,Le Groupe d'étude sur l'Iraq a présenté son rapport aujourd'hui à 12 heures GMT.,Le groupe d’étude sur l’Irak a présenté son rapport aujourd’hui à 12 h GMT.,67.63221619173892,Le Groupe d'étude sur l'Irak a présenté son rapport aujourd'hui à 12h00 GMT.,86.26908510784642
51,"Il avertit personne ne peut garantir que toute action en Iraq à ce stade mettrait fin à la guerre sectaire, à la violence croissant","Il avertit que personne ne peut garantir que toute action en Irak à ce stade mettra fin à la guerre sectaire, à la violence croissante ou au glissement vers le chaos.",74.60223921074484,"Cela prévient que personne ne peut garantir qu'aucune action en Irak à ce stade mettra fin à la guerre civile, à la violence croissante ou à une dérive vers le chaos.",59.285753881777545
52,Le rapport commence par plaider en faveur d'un débat ouvert et de la formation d'un consensus aux États-Unis sur la politique à l',Le rapport s'ouvre par un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique à l'égard du Moyen-Orient.,67.29434756777476,Le rapport s'ouvre sur un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique envers le Moyen-Orient.,65.11136238970933
53,Le rapport critique vivement presque tous les aspects de la politique actuelle de l'exécutif à l'égard de l'Iraq et il,Le rapport est très critique envers presque tous les aspects de la politique actuelle du gouvernement à l'égard de l'Irak et plaide vivement pour un changement de direction immédiat.,52.93647720054749,Le rapport critique vivement presque tous les aspects de la politique actuelle de l'exécutif envers l'Irak et appelle à un changement immédiat de cap.,68.75341907478494
54,La première parmi ses 78 recommandations est qu’une nouvelle initiative diplomatique soit prise avant la fin de cette année afin de protéger les frontières de l’I,La première de ses 78 recommandations est qu'une nouvelle initiative diplomatique devrait être prise avant la fin de l'année pour sécuriser les frontières de l'Irak contre les interventions hostiles et afin de rétablir les relations diplomatiques avec ses voisins.,49.76123613502103,La première de ses 78 recommandations est qu'une nouvelle initiative diplomatique devrait être prise avant la fin de cette année pour sécuriser les frontières de l'Irak contre les interventions hostiles et rétablir des relations diplomatiques avec ses voisins.,52.248311660832925
55,"Cristina Fernandez de Kirchner, sénateur actuel et première Dame argentine, a annoncé hier soir sa candidature à la présidence","L'actuelle sénatrice et Première Dame d'Argentine Cristina Fernandez de Kirchner a annoncé sa candidature présidentielle, hier soir, à La Plata, une ville située à 50 kilomètres (31 miles) de Buenos Aires.",47.01292966512099,"La sénatrice actuelle et Première Dame argentine, Cristina Fernandez de Kirchner, a annoncé sa candidature à la présidence hier soir à La Plata, une ville située à 50 kilomètres (31 miles) de Buenos Aires.",55.11587778623722
56,"Mme Kirchner a annoncé son intention de se présenter à la présidence au Théâtre argentin, le même endroit qu'elle avait utilisé pour lancer s","Mme Kirchner a annoncé son intention de se présenter à la présidence au Théâtre argentin, le même endroit où elle a commencé sa campagne 2005 pour le Sénat en tant que membre de la délégation de la province de Buenos Aires.",56.755963761263416,"Madame Kirchner a annoncé son intention de se présenter à la présidence au Théâtre argentin, le même endroit qu'elle avait utilisé pour commencer sa campagne de 2005 pour le Sénat en tant que membre de la délégation de la province de Buenos Aires.",60.220972112500846
57,Le débat a été déclenché par une controverse sur les dépenses consacrées aux secours et à la reconstruction à la suite de l'oura,Le débat a été déclenché par la controverse sur les dépenses liées aux secours et à la reconstruction à la suite de l'ouragan Katrina ; ce que certains conservateurs en matière budgétaire ont appelé avec humour « l'accord Bush pour la Nouvelle-Orléans ».,48.91092017856522,"Le débat a été déclenché par la controverse sur les dépenses consacrées à l'aide et à la reconstruction à la suite de l'ouragan Katrina, que certains conservateurs fiscaux ont humoristiquement qualifiée de ""l'accord de Bush pour La Nouvelle-Orléans"".",47.28780136763089
58,Les critiques libérales à l'égard de l'effort de reconstruction ont porté principalement sur l'attribution de contrats de reconstruction à des initiés,Les critiques des libéraux sur l'effort de reconstruction se sont concentrées sur l'attribution de contrats de reconstruction à des personnes perçues comme des initiés de Washington.,61.71170727779693,La critique libérale de l'effort de reconstruction s'est concentrée sur l'attribution des contrats de reconstruction à des personnes considérées comme proches de Washington.,57.720932029706894
59,Plus de quatre millions de personnes se sont rendues à Rome pour assister aux funérailles.,Plus de 4 000 000 personnes sont se sont rendues à Rome pour l'enterrement.,54.20582724365048,Plus de quatre millions de personnes se sont rendues à Rome pour assister aux funérailles.,100.0
60,Le nombre de personnes présentes était si important qu'il n'était pas possible pour tout le monde d'accéder aux funérailles de la place Saint-Pierre.,"En raison du nombre important de personnes présentes, il n'a pas été possible pour tout le monde d'assister aux funérailles sur la place Saint-Pierre.",69.9833359637533,"En raison du nombre important de personnes présentes, il n'a pas été possible pour tout le monde d'assister aux funérailles sur la place Saint-Pierre.",69.9833359637533
61,Plusieurs grands écrans de télévision ont été installés à différents endroits à Rome pour permettre aux gens de regarder la cérémonie.,Plusieurs grands écrans de télévision ont été installés à différents endroits à Rome pour permettre aux gens de regarder la cérémonie.,100.0,Plusieurs grands écrans de télévision ont été installés à divers endroits à Rome pour permettre au public de regarder la cérémonie.,86.86416076048104
62,"Dans de nombreuses autres villes d'Italie et dans le reste du monde, en particulier en Pologne, des structures similaires ont été mises en place,","Dans de nombreuses autres villes d'Italie et dans le reste du monde, en particulier en Pologne, des installations similaires ont été réalisées et ont été vues par un grand nombre de personnes.",66.07495306307143,"Dans de nombreuses autres villes d'Italie et dans le reste du monde, notamment en Pologne, des configurations similaires ont été réalisées, qui ont été vues par un grand nombre de personnes.",57.93477068264241
63,"Les historiens ont critiqué les politiques antérieures du FBI pour avoir concentré les ressources sur des affaires faciles à résoudre,","Les historiens ont critiqué les politiques passées du FBI pour avoir concentré les ressources sur des affaires faciles à résoudre, en particulier les affaires de voitures volées, avec l'intention d'augmenter le taux de réussite de l'agence.",56.43197311166232,"Les historiens ont critiqué les politiques passées du FBI pour avoir concentré les ressources sur des affaires faciles à résoudre, en particulier les cas de voitures volées, dans le but d'augmenter le taux de réussite de l'agence.",59.06747922523594
64,Le Congrès a commencé à financer l'initiative d'obscénicité au cours de l'exercice 2005 et a précisé que,"Le Congrès a lancé le financement de l'initiative contre la pornographie au cours de l'exercice 2005, tout en précisant que le FBI s'apprêtait à affecter dix agents à la lutte contre la pornographie adulte.",33.762192537912526,Le Congrès a commencé à financer l'initiative sur l'obscénité au cours de l'exercice 2005 et a spécifié que le FBI devait affecter 10 agents à la pornographie pour adultes.,55.30428283227069
65,"Robin Uthappa a obtenu le score le plus élevé en innings, 70 runs en seulement 41 boules en frappant 11 quatre et 2 sixes","Robin Uthappa a obtenu le score le plus élevé des manches, 70 points en seulement 41 balles en frappant 11 fois quatre runs et 2 fois six runs.",64.11545283363458,"Robin Uthappa a réalisé le meilleur score de l'inning avec 70 runs en seulement 41 balles, en frappant 11 quatres et 2 sixes.",60.70558573584709
