id,translated_korean,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"실험 백신은 에볼라 사망률을 줄일 수 있는 것으로 보이지만, 지금까지는 기존 감염을 치료할 수 있는 약물은 명확히 입증되지 않았습니다.","한 실험용 백신이 에볼라 사망률을 줄일 수 있을 것처럼 보이지만, 지금까지 어떤 약도 기존의 감염을 치료하는데 적합하다고 명확하게 입증되지 않았습니다.",38.703669944696145,"한 실험용 백신이 에볼라 사망률을 줄일 수 있는 것으로 보이지만, 현재까지 기존 감염 치료에 적합하다고 명확히 입증된 약물은 없습니다.",40.817873232580595
11,항체 코테일인 ZMapp은 처음에는 이 분야에서 희망적인 효과를 보여주었지만 공식적인 연구 결과에 따르면 사망을 예방하는 데 기대보다 적은 이점이 있었다.,"항체 칵테일 지맵(ZMapp)은 초기에는 그 분야에서 가능성을 보였지만, 공식적인 연구들에 의하면 죽음을 방지하는 효과가 기대보다 작다고 합니다.",9.52228330879606,"한 가지 항체 칵테일인 ZMapp는 처음에는 이 분야에서 가능성을 보였지만, 공식 연구 결과 사망 예방에 있어 기대했던 것보다 덜 효과적이라는 것이 밝혀졌습니다.",15.567149264052617
12,"PALM 실험에서 ZMapp은 제어 기능으로 작용했고, 이는 과학자들이 이를 기본으로 사용해서 다른 세 가지 치료법을 비교한 것을 의미합니다.","PALM 실험에서 ZMapp은 대조군의 역할을 했습니다. 즉, 과학자들은 ZMapp을 기준치로 사용했고 다른 세 가지 치료법을 이와 비교했습니다.",24.160124931226363,"PALM 시험에서 ZMapp는 대조군으로 사용되었으며, 이는 과학자들이 ZMapp를 기준선으로 삼고 다른 세 가지 치료법과 비교했다는 의미입니다.",25.459845316736796
13,미국 체조는 미국 올림픽 위원회의 서명을 지지하고 올림픽 가족들이 모든 선수들에게 안전한 환경을 조성할 필요성을 인정합니다.,"미국 체조 협회는 미국 올림픽 위원회의 서한을 지지하며, 미국의 전 운동선수가 안전한 환경을 가질 수 있도록 돕는 올림픽 관계자의 절대적 필요성을 인정합니다.",29.377392337518053,미국 체조는 미국 올림픽 위원의 서신을 지지하며 모든 운동선수를 위한 안전한 환경을 조성하는 올림픽 가족의 절대적 필요성을 수용합니다.,30.0973752916796
14,우리는 USOC의 진술에 동의합니다. 우리 운동선수와 클럽의 이익과 그들의 스포츠는 자격증을 취소하는 것보다 우리 조직 내에서 의미있는 변화를 통해 더 나은 서비스를 제공 할 수 있습니다.,저희는 탈퇴가 아닌 조직 내에서 의미있는 변화를 추구함으로써 선수와 구단과 그리고 스포츠에 더 나은 결과를 가져올 수 있다는 USOC의 주장에 동의합니다.,24.60254087196001,"우리는 미국 올림픽 위원회(USOC)의 성명에 동의합니다. 우리의 선수와 클럽, 그리고 그들의 스포츠의 이익은 디서티피케이션보다 우리 조직 내에서 의미 있는 변화를 추진하는 것이 더 잘 충족될 수 있습니다.",38.057485598640994
15,"미국 체조경계는 독립적인 조사에 대해 지지하고 있습니다. 이는 래리 나사르의 생존자들이 용감하게 묘사한 비율의 남용이 얼마나 오랫동안 발견되지 않았는지에 대해 빛을 발할 수 있으며, 필요한 적절한 변화를 포용합니다.",미국 체조단은 래리 나사르의 피해자들이 그동안 용기 있게 밝혀왔던 사실들이 어떻게 오랫동안 밝혀지지 않았으며 다시는 이런 일이 없도록 필요하고 적절한 조치를 취하기 위한 독립적인 조사를 지지한다.,10.062798670101017,"미국 체조 협회는 래리 내사르의 피해자들이 용감하게 묘사한 비율의 학대가 어떻게 이렇게 오랫동안 감지되지 않았는지를 밝힐 수 있는 독립적인 조사를 지지하며, 필요하고 적절한 모든 변화를 수용합니다.",32.60851470356621
16,"USA 체조선과 USOC는 동일한 목표를 가지고 있습니다. 체조선, 그리고 다른 스포츠를 가능한 한 안전한 환경으로, 긍정적이고, 힘을 부여하는 환경에서 운동 선수들이 자신의 꿈을 따라갈 수 있도록 만드는 것입니다.",미국 체조 대표팀과 USOC는 같은 목표를 가지고 있습니다. 선수들이 안전하고 긍정적이며 격려 받는 환경에서 꿈을 좇을 수 있도록 체조 등의 스포츠를 가능한 한 안전하게 만드는 것입니다.,34.741252410053605,미국 체조협회와 미국 올림픽 및 패럴림픽 위원회는 같은 목표를 가지고 있습니다. 그것은 체조와 다른 스포츠들이 운동선수들이 안전하고 긍정적이며 힘을 실어주는 환경에서 꿈을 쫓을 수 있도록 가능한 한 안전하게 만드는 것입니다.,29.556712442351238
17,1960년대 내내 브레제즈킨시는 존 F. 케네디의 조언자로 그리고 린든 B. 존슨 행정부에서 일했다.,1960년대에 걸쳐 브레진스키는 케네디의 고문으로 근무한 후 린든 존슨 행정부에서 근무했다.,13.417174626417218,1960년대 전반에 걸쳐 브레진스키는 존 F. 케네디의 고문으로 일한 후 린든 B. 존슨 행정부에서 근무했습니다.,39.31015953087441
18,"1976년 선거 기간 동안 그는 카터에게 외교 정책에 대해 조언했고, 1977년부터 1981년까지 국가보안보좌관 (NSA) 로 활동했다. 헨리 키시저의 뒤를 이어.",그는 1976년 선발 과정에서 카터에게 외교정책에 대해 조언한 뒤 1977년부터 1981년까지 헨리 키신저의 뒤를 이어 국가 안보담당 대통령 보좌관(NSA)을 지냈습니다.,40.69102303323712,"1976년 선거 기간 동안 그는 카터에게 외교 정책에 대해 조언하였고, 이후 1977년부터 1981년까지 헨리 키신저의 뒤를 이어 국가안전보장고문(National Security Advisor, NSA)으로 재직했습니다.",47.890699307333286
19,"NSA로서 그는 카터에게 캠프 데이비드 협약 (1978년) 와 같은 세계사건을 외교적으로 처리하는 데 도움을 주었다. 1970년대 후반에 미국·중국 관계를 정상화시켰으며, 1979년 이란 인질 위기에 이르게 한 이란 혁명을 도모했으며, 1979년 아프가니스탄에 소련의 침략을 도모했다.","그는 NSA로서 1978년 캠프 데이비드 어코드, 1970년대 후반에 미국과 중국의 관계 정상화, 1979년 이란 인질 위기로 이어진 이란 혁명, 1979년 소련의 아프가니스탄 침공과 같은 세계 문제를 외교적으로 다루는 일에서 카터 대통령을 보좌하였습니다.",22.48682684375241,"그는 NSA로서 캠프 데이비드 협정(1978), 1970년대 후반 미국-중국 관계 정상화, 이란 혁명으로 이어진 이란 인질 위기(1979), 그리고 소련의 아프가니스탄 침공(1979)과 같은 세계 문제를 외교적으로 처리하는 데 카터를 도왔습니다.",19.859674663177426
20,라이언 고슬링과 에마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보에 올랐다.,라이언 고슬링과 엠마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보에 올랐다.,85.78928092681438,라이언 고슬링과 엠마 스톤이 출연한 이 영화는 모든 주요 부문에서 후보 지명을 받았습니다.,58.69740862506178
21,고슬링과 스톤은 각각 남우주연과 여우주연 후보에 올랐다.,라이언 고슬링과 엠마 스톤은 각각 남우주연상과 여우주연상 후보에 올랐습니다.,19.07413276333807,고슬링과 스톤은 각각 남우주연상과 여우주연상 후보에 올랐습니다.,36.209781491447885
22,"다른 후보에는 최우수 영화, 감독, 영화, 복장 디자인, 영화 편집, 오리지널 스코어, 제작 디자인, 사운드 편집, 사운드 혼합 및 오리지널 스크린이 포함됩니다.","다른 부문으로는 최우수 작품상, 감독상, 촬영상, 의상 디자인, 영화 편집상, 작곡상, 제작상, 사운드 편집상, 사운드 믹싱, 오리지널 각본상에 후보로 올라있다.",9.342896278419763,"다른 후보작에는 작품상, 감독상, 촬영상, 의상 디자인상, 편집상, 오리지널 스코어상, 프로덕션 디자인상, 음향 편집상, 음향 믹싱상 및 오리지널 각본상이 포함됩니다.",12.57162232835877
23,영화의 두 곡인 오디션 (The Fools Who Dream) 와 시티 오브 스타는 최고의 오리지널 노래로 후보에 올랐다. 라이온스게이트 스튜디오는 다른 스튜디오보다 26개의 후보를 받았다.,그 영화에서 나오는 오디션(꿈꾸는 바보들)과 시티 오브 스타 두 곡이 베스트 주제곡 후보에 올랐습니다. 라이온스게이트 스튜디오는 다른 스튜디오보다 월등히 많은 26개의 후보 지명을 받았습니다.,28.494296147194685,영화 '오디션 (꿈꾸는 바보들)'의 두 곡과 '시티 오브 스타즈'가 최우수 오리지널 송 부문에 노미네이트 되었습니다. 라이온스게이트 스튜디오는 26개의 노미네이션을 받아 다른 어떤 스튜디오보다도 많았습니다.,12.712303991113917
24,일요일 늦게 미국 대통령은 언론 비서실장을 통해 발표한 성명서에서 시리아에서 미군이 탈퇴한다고 발표했습니다.,도널드 트럼프 미국 대통령은 늦은 일요일 시간대에 대변인을 통해 발표한 성명에서 미군이 시리아에서 철수할 것이라고 발표했다.,16.66793269358618,"일요일 늦게, 미국의 도널드 트럼프 대통령이 대변인을 통해 발표한 성명에서 미군이 시리아를 떠날 것이라고 발표했습니다.",24.39748069032021
25,트럼프 대통령은 터키 대통령 레제프 타이이프 에르도안과 전화 대화를 한 후 발표를 했다.,이 발표는 트럼프가 레제프 타이이프 에르도안 터키 대통령과 전화 통화를 한 후에 이루어졌다.,30.290516393558452,발표는 트럼프가 터키의 레제프 타이이프 에르도안 대통령과 전화 통화를 한 후에 이뤄졌습니다.,30.901407123321896
26,"터키는 또한 포로된 ISIS 전투기를 보호할 것을 맡게 될 것이며, 유럽 국가들은 이 나라를 귀환하기를 거부했다고 발표에서 말했습니다.",또한 터키는 유럽 국가들이 본국으로 송환하는 것을 거부한 체포된 ISIS 전투기를 보호할 것이라고 밝혔다.,22.74156633060428,터키는 또한 유럽 국가들이 본국 송환을 거부한 IS 전투원들을 보호하는 임무를 맡게 될 것이라고 성명서에 적혀 있습니다.,17.155797860081172
27,이것은 적어도 일부 공룡들이 깃털을 가졌다는 것을 확인하는 것뿐만 아니라 화석들이 일반적으로 할 수 없는 색상과 3차원 배열과 같은 세부 사항을 제공합니다.,"이것은 적어도, 이미 널리 알려진 이론인, 몇몇 공룡들이 깃털을 가지고 있었다는 것을 확인 시켜 줄 뿐만 아니라, 색깔과 3차원 배열과 같이 일반적으로 화석만으론 부족한 세부적인 사항들을 제공한다.",26.424472648410283,"이것은 적어도 일부 공룡이 깃털을 가지고 있었다는 이미 널리 퍼진 이론을 확인할 뿐만 아니라, 일반적으로 화석이 제공할 수 없는 색상과 3차원 배열과 같은 세부 정보를 제공합니다.",46.13637968451504
28,과학자들은 이 동물의 깃털이 상단에 카스타누스 갈색이고 밑부분은 거나 카로티노이드 색이 있다고 합니다.,. 과학자들은 이 공룡 깃털의 윗쪽이 진갈색이고 아랫쪽은 희거나 노란빛이었다고 밝혔다.,13.048038402447693,과학자들은 이 동물의 깃털이 위쪽은 밤색이고 아래쪽은 옅은 색 또는 카로티노이드 색이라고 말합니다.,32.594974619751476
29,이 발견은 새들의 깃털의 진화에 대한 통찰력도 제공한다.,그러한 발견은 또한 조류에 있어서 깃털의 진화에 대한 통찰을 제공한다.,27.896269754015858,그 발견은 새의 깃털 진화에 대한 통찰을 제공합니다.,18.393816249638885
30,공룡 깃털은 잘 발달된 셰프가 없으므로 라키스라고 불립니다. 하지만 깃털의 다른 특징이 있습니다.  톱니와 톱니  연구자들은 라키스가 이 다른 특징보다 나중에 진화된 진화적 발전이 될 가능성이 있다고 결론 내렸습니다.,공룡 깃털은 우축이라고 불리는 잘 발달된 깃대가 없지만 미늘과 작은 깃가지 같은 다른 특징적인 깃털을 가지고 있으며 연구자들은 이런 다른 특징들이 나중에 진화하여 우축으로 발전했을 것이라고 추측했습니다.,9.178905021116725,"공룡 깃털에는 잘 발달된 축(rachis)이 없지만 깃털의 다른 특징인 가시(barbs)와 미세 가시(barbules)는 존재하기 때문에, 연구자들은 축이 이러한 다른 특징들보다 후에 진화적으로 발전한 것일 가능성이 있다고 추론했습니다.",15.618653288883065
31,"이 깃털 의 구조 는 비행 에 사용 되지 않았으나 온도 조절 이나 표시 를 위해 사용 되었다고 한다. 연구자들은 이 깃털 은 젊은 공룡 의 꼬리임에도 불구하고, 표본 은 새끼 의 깃털 을 나타내지 않고 성인 의 깃털 을 나타내었다고 제안 하였다.",깃털의 구조는 비행 용이 아니라 체온 조절이나 과시용으로 쓰였음을 암시한다. 연구원들은 어린 공룡의 꼬리에서 나온 샘플을 조사하니 유아의 솜털이 아닌 성인 공룡의 깃털이라고 이야기하였다.,13.910441332694619,"깃털의 구조는 그것들이 비행에 사용되지 않았으며 오히려 온도 조절이나 장식에 사용되었음을 시사합니다. 연구자들은 비록 이것이 어린 공룡의 꼬리이지만, 샘플이 어린 새의 솜털이 아닌 성체 깃털을 보여준다고 제안했습니다.",23.130491500870054
32,연구자들은 이 꼬리가 젊은 공룡의 꼬리임에도 불구하고 샘플은 새끼의 깃털이 아닌 성인 깃털을 보여준다고 제안했습니다.,"이것은 젊은 공룡의 꼬리이지만, 샘플을 보면 어린 개체의 솜털이 아닌 성체의 깃털임을 알 수 있다고 연구진은 말합니다.",14.6469779067229,연구자들은 이것이 어린 공룡의 꼬리임에도 불구하고 샘플이 유인(成鳥)의 깃털을 보여주며 병아리의 솜털이 아님을 시사한다고 제안했습니다.,36.864865000182874
33,어제 아침 터키 가시안테프 경찰청에서 폭발한 차량 폭탄으로 경찰관 2명이 사망하고 20명 이상이 부상했습니다.,어제 아침 터키 가지안테프에 있는 경찰서에서 폭발한 차량 폭탄으로 인해 경찰관 2명이 죽고 20명 이상의 다른 사람들이 다쳤습니다.,34.80401993906066,어제 아침 터키 가잔테프 경찰 본부에서 자동차 폭탄이 폭발해 두 명의 경찰관이 사망하고 20명 이상의 다른 사람들이 부상을 당했습니다.,28.186998631341194
34,총독 사무실은 부상자 중 19명이 경찰이라고 말했습니다.,그 주지사는 부상자 중 19명이 경찰관이라고 말했다.,42.311785416105785,주지사 사무실은 부상자 중 열아홉 명이 경찰관이라고 밝혔다.,22.894156860669913
35,경찰은 이 공격에 대해 ISIL (이탈리아의 이슬람 국가) 의 용의자라고 의심한다고 말했습니다.,경찰은 공격에 대한 책임이 있다고 주장되는 다에시(ISIL) 무장세력에게 혐의를 두고 있다고 밝혔습니다.,4.725808920491989,경찰은 공격에 대한 책임이 있다고 의심되는 자칭 다에시(ISIL) 무장단체원을 추정하고 있다고 전했습니다.,4.83976560747323
36,"그들은 태양이 다른 별들과 같은 기본 원칙에 따라 작동한다는 것을 발견했습니다. 시스템 내 모든 별들의 활동은 빛, 회전, 그리고 그 밖의 아무것도 아닌 빛에 의해 좌우되는 것으로 밝혀졌습니다.",그들은 해가 다른 별들과 같이 발광성과 회전의 원리만으로 작동한다는 것을 발견했습니다.,20.183990324598852,그들은 태양이 다른 별들과 동일한 기본 원리에 따라 작동한다는 것을 발견했다: 시스템 내 모든 별들의 활동은 그들의 밝기와 회전에 의해 주도되며 그 외에는 아무것도 없다는 것을 발견했다.,41.8344518054375
37,빛과 회전량은 함께 사용하여 플라즈마 흐름과 관련된 별의 로스비 수를 결정합니다.,"발광도와 회전을 함께 사용해 별의 로스비 번호를 결정하는데, 이는 혈장 흐름(plasma flow)과 관련이 있다.",8.274694266899248,"별의 광도와 회전 속도는 함께 사용되어 별의 로스비 수를 결정하는데, 이는 플라즈마 흐름과 관련이 있습니다.",31.03563390845419
38,로스비 숫자가 작을수록 자기 역으로 별이 덜 활동합니다.,로스비 수(Rossby number)가 작을수록 자기 역전 면에서 항성의 활동성 역시 작다.,12.402343394002044,"로스비 수가 작을수록, 별의 자기 반전 활동은 덜 활성화됩니다.",11.228873629884633
39,이바사키는 여행 중 여러 번 곤경에 처해 있었습니다.,여행 중에 이와사키는 여러 번 난관에 봉착했다.,8.889175589171739,그의 여행 중에 이와사키는 여러 차례 난관에 봉착했습니다.,8.276380533331384
40,해적들이 강도하고 티베트에서 몹시 분노한 개가 공격했고 네팔에서 결혼 생활을 피하고 인도에서 체포되었습니다.,"그는 해적들에게 강도 당하고, 티베트에서 미친개에게 공격당했으며, 네팔에서는 거의 결혼할 뻔했고 인도에서 체포되었다.",22.197430165359087,,
41,802.11n 표준은 2.4Ghz 및 5.0Ghz 주파수 모두에서 작동합니다.,802.11n 표준은 2.4GHz와 5.0GHz 주파수 모두에서 작동합니다.,67.12403123245673,802.11n 표준은 2.4GHz와 5.0GHz 주파수에서 작동합니다.,57.286689958163855
42,"이 방법은 기지역이 두 개의 라디오를 갖춘 경우에 802.11a, 802.11b 및 802.11g와 뒤편으로 호환될 수 있게 해준다.","기지국에 이중 라디오가 있다면 이것이 802.11a, 802.11b와 802.11g가 이전 기종이라도 호환할 수 있게 해준다.",38.48952908762257,"이것은 기지국에 듀얼 라디오가 장착되어 있는 경우 802.11a, 802.11b 및 802.11g와의 하위 호환이 가능하게 할 것입니다.",40.81129653188652
43,802.11n의 속도는 전작보다 상당히 빨라서 이론적으로 최대 600Mbit/s의 처리량을 가지고 있습니다.,802.11n은 이론상 최대 600Mbit/s의 대역폭을 가져 기존 표준에 비해 상당히 빠릅니다.,27.195592687669794,"802.11n의 속도는 그 이전 모델보다 상당히 빠르며, 최대 이론적 처리량은 600Mbit/s입니다.",35.697839681514274
44,두 명의 성숙한 자녀 를 둔 두발 은 이 이야기 를 전해 준 밀러 에게 큰 인상을 남기지 않았다.,이 이야기에 관계된 두 명의 성인 자녀를 둔 기혼자인 듀발은 밀러에게 깊은 인상을 남기지 않았습니다.,29.232371374028194,"듀발은 결혼하여 두 명의 성인 자녀가 있지만, 이야기를 전해 들은 밀러에게 큰 인상을 남기지 못했다.",30.968908515159324
45,"의견 요청에 밀러는 ""마이크는 청문회에서 많이 이야기합니다. 저는 준비 중이었기 때문에 그가 말하는 것을 제대로 듣지 못했습니다"".","""의견을 물었을 때 밀러는 """"청문회 동안 마이크는 많은 이야기를 했습니다… 저는 준비를 하고 있었기 때문에 그가 하는 말을 듣지 못했습니다""""라고 말했습니다.""",19.507641265269747,"문의에 대해 밀러는 ""마이크가 청문회 동안 많이 이야기해요...저는 준비하고 있어서 그가 말하는 것을 잘 듣지 못했어요.""라고 말했습니다.",24.740897583953593
46,"후는 ""우리는 2020년까지 GDP 단위당 이산화탄소 배출량을 2005년 수준에서 눈에 띄는 차원으로 줄이기 위해 노력하겠다""고 말했다.","""후 주석은 """"2020년까지는 GDP 단위당 이산화탄소 방출량을 2005년 수준에서 현저한 폭으로 감소시키려고 노력할 것입니다""""라고 말했습니다.""",27.346651822098803,"""우리는 2005년 수준에서 2020년까지 GDP 단위당 이산화탄소 배출량을 상당한 폭으로 줄이기 위해 노력할 것""이라고 후가 말했다.",50.672765216316215
47,그는 중국 경제 생산량에 따라 삭감이 이루어질 것이라고는 한 가지 숫자를 제시하지 않았다.,그는 감산 규모는 중국의 경제 생산량을 바탕으로 정해질 것이라면서 수치를 밝히지 않았습니다.,10.6461041358917,"그는 감축 규모를 정하지 않았으며, 이는 중국의 경제 생산량에 따라 결정될 것이라고 말했습니다.",18.793041634355358
48,"후 대통령은 개발도상국들을 ""처음 오염과 후에 청소를 하는 옛 방식을 피하도록"" 격려했습니다.","""후는 개발도상국들이 """"일단 오염시키고 나중에 치우는 옛 방식을 탈피하도록"""" 격려했습니다.""",27.145500198704493,"후는 개발도상국들에게 ""먼저 오염을 일으키고 나중에 정화하는 낡은 길을 피하라""고 격려했습니다.",20.766034503619842
49,"그는 ""그러나 그들은 그들의 발전 단계, 책임 및 능력 이상의 의무를 부수지 말아야 한다""고 덧붙였다.","""후 주석은 """"그렇다 해서 그들에게 그 발달단계와 책임 범위, 능력을 벗어나는 의무를 지라고 요구해서는 안 된다""""라고 덧붙였다.""",6.714660947236067,"그는 ""그러나 그들이 자신의 개발 단계, 책임 및 능력을 초과하는 의무를 부담하지 않도록 해야 한다""고 덧붙였습니다.",34.58613773978954
50,이라크 연구 그룹은 오늘 GMT 12시에 보고서를 발표했습니다.,이라크 스터디 그룹은 오늘 12시 GMT(그리치니 표준시)에 리포트를 발표했다.,13.867048885145836,이라크 연구 그룹은 오늘 GMT 기준으로 12:00에 보고서를 발표했습니다.,60.39770658045668
51,"이 책은 이 시점에서 이라크에서 어떤 행동도 교단 전쟁, 증가하는 폭력, 또는 혼란으로의 몰락을 막을 수 있다고 보장할 수 없습니다.","이 시점에서 이라크의 행동이 종파적인 전쟁이나 폭력이 증가하는 것, 혹은 혼돈의 상태를 막을 수 있다는 데에 보장은 없다.",18.566774805101346,"다음과 같이 번역됩니다: 이 경고는 현재 이라크에서 어떤 행동을 취한다고 해도 종파 전쟁, 증가하는 폭력, 또는 혼란으로의 추락을 멈출 것이라는 보장은 아무도 할 수 없다는 것입니다.",31.46979283961761
52,이 보고서는 열린 토론과 중동 정책에 대한 미국의 합의 형성에 대한 호소로 시작됩니다.,보고서는 미국의 중동 정책에 관해 공개 토론과 의견 일치 형성에 대한 탄원으로 시작한다.,16.161723402011507,보고서는 중동에 대한 정책에 대한 미국 내 공개 토론과 합의 형성을 촉구하는 내용으로 시작합니다.,16.950944648107868
53,이 보고서는 이라크에 대한 행정부의 현재 정책의 거의 모든 측면에 대해 매우 비판적이며 즉각적인 방향 전환을 촉구합니다.,보고서는 행정부의 현재 이라크 정책에 대해 거의 모든 측면에서 매우 비판적이며 즉각적인 방향 변경을 촉구합니다.,44.838113640596355,보고서는 이라크에 대한 행정부의 현재 정책의 거의 모든 측면에 대해 매우 비판적이며 즉각적인 방향 전환을 촉구하고 있습니다.,83.9239823417873
54,78개 권고안 중 첫 번째는 이 해 말 이전에 이라크의 국경을 적대적 개입으로부터 보호하고 이웃 국가들과의 외교 관계를 회복하기 위해 새로운 외교적 발걸음을 취해야 한다는 것입니다.,우선 78개 권고안 중 하나는 이라크의 적대적 개입에 대비하여 국경을 확보하고 이웃 국가들과의 외교 관계를 재정립하기 위해 올해 말이 되기 전에 새로운 외교 정책을 취해야 한다는 것입니다.,42.082499076941204,그 78가지 권고 사항 중 첫 번째는 이란의 국경을 적대적인 개입으로부터 보호하고 이웃 국가들과의 외교 관계를 재구축하기 위해 올해 말 전에 새로운 외교적 노력이 필요하다는 것입니다.,46.98747757994595
55,현재 상원의원이자 아르헨티나 초대 여성 크리스티나 페르난데스 데 키르치너는 어제 저녁에 부에노스아이레스에서 50km (31마일) 떨어진 라 플라타에서 대통령 후보 지명을 발표했습니다.,현 상원 의원 겸 아르헨티나 대통령 부인 크리스티나 페르난데스 데 키르치네르(Cristina Fernandez de Kirchner)는 어제저녁 부에노스아이레스(Buenos Aires)에서 50km 떨어진 라 플라타(La Plata)에서 대선 출마를 선언했다.,19.360250962736938,현재 상원의원이며 아르헨티나 퍼스트 레이디인 크리스티나 페르난데스 데 키르chner는 어제 저녁 부에노스아이레스에서 50킬로미터(31마일) 떨어진 도시인 라 플라타에서 대통령 후보 출마를 발표했습니다.,43.62218671603628
