id,translated_german,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"Während ein experimenteller Impfstoff in der Lage scheint, die Ebola-Mortalität zu reduzieren, wurden bisher keine Arzneimittel eindeutig nachgewiesen, die für die Behandlung bestehender Infektionen geeignet sind.","Während ein experimenteller Impfstoff in der Lage zu sein scheint, die Ebola-Mortalität zu senken, gibt es bisher keine Medikamente, die als eindeutig zur Behandlung bestehender Infektionen geeignet nachgewiesen wurden.",74.41396309098481,"Während ein experimenteller Impfstoff anscheinend in der Lage ist, die Ebola-Mortalität zu verringern, wurde bislang kein Medikament als eindeutig geeignet zur Behandlung einer bestehenden Infektion nachgewiesen.",65.36205941895929
11,"Ein Antikörper-Cocktail, ZMapp, zeigte zunächst Versprechen auf dem Gebiet, aber formale Studien zeigten, dass es weniger Nutzen als bei der Verhinderung des Todes angestrebt.","Ein Antikörper-Cocktail, ZMapp, erwies sich zunächst als vielversprechend, formelle Studien zeigten jedoch, dass er, was die Verhinderung von Todesfällen anbelangt, weniger Vorteile brachte als erhofft.",50.23692436047034,"Ein Antikörpercocktail, ZMapp, zeigte zunächst vielversprechende Ergebnisse in diesem Bereich, aber formelle Studien ergaben, dass er weniger Nutzen bei der Verhinderung von Todesfällen hatte als erhofft.",57.040722828219806
12,"In der PALM-Studie diente ZMapp als Kontrolle, d.h. Wissenschaftler verwendeten sie als Ausgangsbasis und verglichen die drei anderen Behandlungen mit ihr.","In der PALM-Studie diente ZMapp als Kontrolle, d.h. die Wissenschaftler verwendeten es als Ausgangsbasis und verglichen die drei anderen Behandlungen damit.",89.46684293107238,"In der PALM-Studie diente ZMapp als Kontrollmittel, was bedeutet, dass die Wissenschaftler es als Basis verwendeten und die drei anderen Behandlungen mit ihm verglichen.",69.70555651954318
13,"USA Gymnastik unterstützt den Brief des United States Olympic Committee und akzeptiert das absolute Bedürfnis der olympischen Familie, ein sicheres Umfeld für alle unsere Athleten zu fördern.","USA Gymnastics unterstützt den Brief des Olympischen Komitees der Vereinigten Staaten und akzeptiert es als absolute Notwendigkeit, dass sich die olympische Familie für ein sicheres Umfeld für alle unsere Sportler einsetzt.",56.37856176582893,"Die USA Gymnastik unterstützt den Brief des United States Olympic Committee und akzeptiert die absolute Notwendigkeit der Olympischen Familie, ein sicheres Umfeld für alle unsere Athleten zu fördern.",85.82570240371886
14,"Wir stimmen mit der Aussage des USOC überein, dass die Interessen unserer Athleten und Vereine und ihres Sports besser genutzt werden können, indem wir mit sinnvollen Veränderungen innerhalb unserer Organisation vorankommen und nicht mit einer Dezertifizierung.","Wir stimmen mit der Aussage des USOC überein, dass den Interessen unserer Athleten und Vereine und ihres Sports besser gedient ist, wenn wir innerhalb unserer Organisation sinnvolle Veränderungen vorantreiben, anstatt eine Dezertifizierung vorzunehmen.",75.89640132940015,"Wir stimmen der Erklärung des USOC zu, dass die Interessen unserer Athleten und Vereine sowie ihres Sports besser durch eine sinnvolle Veränderung innerhalb unserer Organisation bedient werden können, anstatt durch eine Aberkennung der Zertifizierung.",66.44771628081327
15,"Die USA Gymnastik unterstützt eine unabhängige Untersuchung, die aufzeigen könnte, wie der Missbrauch des so mutig von den Überlebenden von Larry Nassar beschriebenen Anteils so lange unentdeckt geblieben sein könnte und alle notwendigen und angemessenen Veränderungen umfasst.","USA Gymnastics unterstützt eine unabhängige Untersuchung, die ans Licht bringen könnte, wie Missbrauch in dem Ausmaß, das von den Überlebenden von Lary Nassar so mutig beschrieben wurde, so lange unentdeckt bleiben konnte, und heißt alle notwendigen und angemessenen Veränderungen willkommen.",69.71594000108166,"USA Gymnastics unterstützt eine unabhängige Untersuchung, die möglicherweise aufdecken kann, wie der Missbrauch in dem Maße, wie ihn die Überlebenden von Larry Nassar so mutig beschrieben haben, so lange unentdeckt bleiben konnte, und begrüßt alle notwendigen und angemessenen Veränderungen.",68.57292697360832
16,"Die USA Gymnastik und das USOC haben das gleiche Ziel: Den Sport der Gymnastik und andere so sicher wie möglich zu machen, damit Sportler ihren Träumen in einer sicheren, positiven und gestärkten Umgebung folgen können.","USA Gymnastics und das USOC haben das gleiche Ziel - den Turnsport und andere Sportarten für die Athleten so sicher wie möglich zu machen, damit sie ihren Träumen in einer sicheren, positiven und selbstbestimmten Umgebung folgen können.",71.4682974143488,"Die USA Gymnastics und das USOC haben dasselbe Ziel – den Leistungssport Gymnastik und andere Sportarten so sicher wie möglich zu gestalten, damit Athleten ihre Träume in einer sicheren, positiven und gestärkten Umgebung verfolgen können.",68.68419373026438
17,Während der 1960er Jahre arbeitete Brzezinski für John F. Kennedy als sein Berater und dann die Lyndon B. Johnson Verwaltung.,Während der 1960er-Jahre arbeitete Brzezinski als Berater für John F. Kennedy sowie anschließend für die Regierung rund um Lyndon B. Johnson.,62.86419678534383,Während der 1960er Jahre arbeitete Brzezinski als Berater für John F. Kennedy und anschließend für die Verwaltung von Lyndon B. Johnson.,72.16582034635081
18,Von 1977 bis 1981 war er als National Security Advisor (NSA) als Nachfolger von Henry Kissinger tätig.,Während der Wahlen im Jahre 1976 beriet er Carter in der Außenpolitik und diente dann von 1977 bis 1981 in Nachfolge von Henry Kissinger als als nationaler Sicherheitsberater (NSA).,34.61519713571817,Während der Auswahlverfahren 1976 beriet er Carter in Fragen der Außenpolitik und diente dann von 1977 bis 1981 als Nationaler Sicherheitsberater (NSA) und folgte Henry Kissinger nach.,31.145939787904048
19,"Als NSA unterstützte er Carter beim diplomatischen Umgang mit Weltangelegenheiten, wie z.B. das Camp David Accords, 1978; die Normalisierung der Beziehungen zwischen den USA und China dachte an die späten 1970er Jahre; die iranische Revolution, die 1979 zur Geiselkrise im Iran führte; und die sowjetische Invasion in Afghanistan 1979.","Als nationaler Sicherheitsberater unterstützte er Carter bei der diplomatischen Handhabung von Weltangelegenheiten wie dem Camp-David-Abkommen von 1978, der Normalisierung der Beziehungen zwischen den USA und China Ende der 1970er Jahre, der iranischen Revolution, die zur Geiselkrise im Iran 1979 führte, und der sowjetischen Invasion in Afghanistan 1979.",64.47140358123063,"Als NSA unterstützte er Carter dabei, weltpolitische Angelegenheiten diplomatisch zu regeln, wie zum Beispiel die Camp-David-Abkommen von 1978; die Normalisierung der US-amerikanischen Beziehungen zu China in den späten 1970er Jahren; die iranische Revolution, die zur Geiselnahme im Iran von 1979 führte; und die sowjetische Invasion in Afghanistan von 1979.",65.94328023430695
20,"Der Film, mit Ryan Gosling und Emma Stone, erhielt Nominierungen in allen wichtigen Kategorien.",Der Film mit Ryan Gosling und Emma Stone hat Nominierungen in allen Hauptkategorien erhalten.,71.21664180170868,Der Film mit Ryan Gosling und Emma Stone erhielt Nominierungen in allen wichtigen Kategorien.,92.96849978584297
21,Gosling und Stone erhielten Nominierungen für die besten Schauspieler und Schauspielerin.,Gosling und Stone wurden als bester Schauspieler beziehungsweise beste Schauspielerin nominiert.,55.69392585772589,Gosling und Stone erhielten Nominierungen für den besten Schauspieler bzw. die beste Schauspielerin.,83.13767087726464
22,"Zu den weiteren Nominierungen gehören Best Picture, Director, Cinematography, Costume Design, Film-Editing, Original Score, Production Design, Sound Editing, Sound Mixing und Original Drehbuch.","Weitere Nominierungen gibt es zum Beispiel für den besten Film, die Regie, die Kameraführung, das Kostümbild, den Schnitt, die Original-Filmmusik, das Produktionsdesign, den Tonschnitt, die Tonmischung und das Original-Drehbuch.",31.990902054301916,"Die weiteren Nominierungen umfassen Beste Film, Regie, Kamera, Kostümbild, Film-Editing, Originalmusik, Produktionsdesign, Tonbearbeitung, Sound Mixing und Originaldrehbuch.",54.83003103627535
23,"Zwei Songs aus dem Film, Audition (The Fools Who Dream) und City of Stars, erhielten Nominierungen für den besten Original-Song. Lionsgate Studio erhielt 26 Nominierungen – mehr als jedes andere Studio.","Zwei Lieder aus dem Kinofilm, Audition (The Fools Who Dream) und City of Stars, bekamen Nominierungen für das beste eigenständige Lied. Lionsgate Studio bekam 26 Nominierungen – mehr als jedes andere Filmstudio.",68.30789730050189,"Zwei Lieder aus dem Film, Audition (The Fools Who Dream) und City of Stars, erhielten Nominierungen für den besten Song. Das Studio Lionsgate erhielt 26 Nominierungen – mehr als jedes andere Studio.",86.84920948584376
24,"Am späten Sonntag kündigte der US-Präsident Donald Trump in einer Erklärung über den Pressesekretär an, dass US-Truppen Syrien verlassen würden.","Am späten Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer durch den Pressesekretär verlesenen Erklärung an, dass die US-Truppen Syrien verlassen würden.",66.02865892216317,"Spät am Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer Erklärung, die über den Pressesprecher übermittelt wurde, an, dass die US-Truppen Syrien verlassen würden.",59.68590153866204
25,"Die Ankündigung erfolgte, nachdem Trump ein Telefongespräch mit dem türkischen Präsidenten Recep Tayyip Erdoğan geführt hatte.",Die Ankündigung erfolgte nach einem Telefongespräch von Trump mit dem türkischen Präsidenten Recep Tayyip Erdoğan.,80.91864110994797,"Die Ankündigung wurde gemacht, nachdem Trump ein Telefonat mit dem türkischen Präsidenten Recep Tayyip Erdoğan geführt hatte.",83.17042305204822
26,"Die Türkei würde auch die Bewachung der gefangenen ISIS-Kämpfer übernehmen, die, so die Erklärung, die europäischen Nationen sich geweigert haben, zurückzuziehen.","Die Türkei würde die Überwachung gefasster ISIS-Kämpfer durchführen, deren Rückführung, so hieß es in dem Statement, von europäischen Ländern abgelehnt wurde.",41.30086224091322,"Die Türkei würde auch die Bewachung gefangener ISIS-Kämpfer übernehmen, die, wie in der Erklärung erwähnt, von europäischen Ländern zurückgewiesen wurden, repatriiert zu werden.",59.206752862183755
27,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert Details Fossilien im Allgemeinen nicht, wie Farbe und dreidimensionale Anordnung.","Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine Theorie, die bereits weit verbreitet ist, sondern liefert auch Details, die Fossilien im Allgemeinen nicht liefern können, wie etwa Farbe und dreidimensionale Anordnung.",80.67310805633355,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht bieten können, wie Farbe und dreidimensionale Anordnung.",88.13813419974869
28,". Wissenschaftler sagen, das Gefieder dieses Tieres war Kastanienbraun auf der Oberseite mit einer blassen oder karotinoiden gefärbten Unterseite.","Wissenschaftler sagen, dass das Gefieder dieses Tieres auf der Oberseite kastanienbraun und auf der Unterseite hell- oder carotinoidfarben war.",68.47162129236895,"Wissenschaftler sagen, dass das Federkleid dieses Tieres oben kastanienbraun und an der Unterseite blass oder carotinoidfarben war.",58.538852136441946
29,Der Fund gibt auch Einblick in die Evolution von Federn bei Vögeln.,Der Fund gewährt auch Einblicke in die Evolution von Federn bei Vögeln.,81.81256404382992,Der Fund gewährt auch Einblicke in die Entwicklung von Federn bei Vögeln.,63.10829533161703
30,"Weil die Dinosaurierfedern keinen gut entwickelten Schaft haben, den man Rachis nennt, aber andere Merkmale von Federn haben — Stacheln und Barbulenzen —, folgerten die Forscher, daß die Rachis eine spätere evolutionäre Entwicklung waren, die diese anderen Merkmale darstellten.","Weil die Dinosaurierfedern keinen gut entwickelten Schaft besitzen, der Rachis genannt wird, aber andere Merkmale von Federn besitzen – Widerhaken und Barbules – schlossen die Forscher daraus, dass die Rachis vermutlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",68.62492411568878,"Da die Dinosaurierfedern keinen gut entwickelten Schaft, den sogenannten Rachis, besitzen, aber andere Merkmale von Federn – Haken und Häkchen – aufweisen, schlossen die Forscher daraus, dass der Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",64.68506568534167
31,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug, sondern für die Temperaturregulierung oder Anzeige verwendet wurden. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers, die Probe zeigt Erwachsenengefieder und nicht ein Küken ist unten.","Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.",60.15165430177832,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregulierung oder zur Schau. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe ein Erwachsenengefieder und nicht das Daunenfieder eines Kükens zeigt.",78.90104917615422
32,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers, die Probe zeigt Erwachsenengefieder und nicht ein Küken ist unten.","Die Forscher behaupteten, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe das Gefieder eines Erwachsenen und keine Kükendaunen zeigt.",65.19146165106368,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, das Sample das Gefieder eines Erwachsenen zeigt und nicht das Daunenfeder eines Kükens.",67.33670914670594
33,"Eine Autobombe, die gestern Morgen in der Polizeizentrale in Gaziantep, Türkei, detoniert wurde, tötete zwei Polizisten und verletzte mehr als zwanzig andere Menschen.","Eine Autobombe detonierte am Morgen des gestrigen Tages im Polizeipräsidium des türkischen Gaziantep, tötete zwei Polizisten und verwundete über zwanzig weitere Menschen.",56.761932622698794,"Eine Autob Bombe detonierte gestern Morgen am Polizeihauptquartier in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen.",67.53325361623646
34,"Das Büro des Gouverneurs sagte, 19 der Verletzten seien Polizisten.",Nach Angaben des Gouverneursbüros handelt es sich bei neunzehn der Verletzten um Polizeibeamte.,38.32169336714655,"Das Büro des Gouverneurs teilte mit, dass neunzehn der Verletzten Polizisten waren.",60.95561009332933
35,"Die Polizei sagte, sie verdächtigen einen angeblichen Daesh (ISIL) Aktivisten der Verantwortung für den Angriff.","Die Polizei sagte, dass sie einen militanten Anhänger von Daesh (ISIL) hinter dem Angriff vermuten.",48.12740088086527,"Die Polizei sagte, sie verdächtige einen mutmaßlichen Dschihadisten des IS (Daesh), für den Angriff verantwortlich zu sein.",58.68680098837133
36,"Sie fanden, dass die Sonne nach den gleichen Grundprinzipien operierte wie andere Sterne: Die Aktivität aller Sterne im System wurde durch ihre Leuchtkraft, ihre Rotation und nichts anderes angetrieben.","Sie haben herausgefunden, dass die Sonne auf Basis derselben Grundprinzipien funktioniert, wie andere Sterne: Es wurde herausgefunden, dass die Aktivität aller Sterne im System durch ihre Leuchtkraft, Rotation und sonst nichts angetrieben wird.",60.81949221466346,"Sie fanden heraus, dass die Sonne auf denselben grundlegenden Prinzipien wie andere Sterne basierte: Die Aktivität aller Sterne im System wurde als von ihrer Helligkeit und ihrer Rotation angetrieben festgestellt, und sonst nichts.",55.298055548928446
37,"Die Leuchtkraft und Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Zusammenhang steht.","Um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmastrom in Zusammenhang steht, werden die Leuchtkraft und die Rotation gemeinsam einbezogen.",72.20324365555614,"Die Helligkeit und die Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Beziehung steht.",79.72789037905561
38,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern in Bezug auf magnetische Umkehrungen.","Je kleiner die Rossby-Zahl ist, umso weniger aktiv ist der Stern in Bezug auf Umpolungen des Magnetfelds.",69.79514785658017,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern hinsichtlich magnetischer Umkehrungen.",79.99031237679517
39,Während seiner Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,Während der Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,93.72631924653903,Während seiner Reise hatte Iwasaki viele Probleme.,53.502476591631265
40,"Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, der Ehe in Nepal entronnen und in Indien verhaftet.","Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, konnte einer Heirat in Nepal entfliehen und wurde in Indien verhaftet.",77.25926313649315,"Er wurde von Piraten beraubt, in Tibet von einem tollwütigen Hund angegriffen, entkam einer Ehe in Nepal und wurde in Indien festgenommen.",71.37214919816071
41,Der 802.11n-Standard arbeitet sowohl auf den Frequenzen 2.4Ghz als auch 5.0Ghz.,"Der 802.11n-Standard läuft auf den Frequenzen 2,4 Ghz sowie 5,0 Ghz.",64.00419183156609,"Der 802.11n-Standard funktioniert sowohl im 2,4-GHz- als auch im 5,0-GHz-Frequenzbereich.",45.91674326315119
42,"Dies ermöglicht es, rückwärts kompatibel mit 802.11a, 802.11b und 802.11g zu sein, sofern die Basisstation über zwei Funkgeräte verfügt.","Dadurch kann er abwärtskompatibel mit 802.11a, 802.11b und 802.11g sein, vorausgesetzt, die Basisstation verfügt über Dual-Radio.",59.468795317517454,"Dies wird es ermöglichen, rückwärtskompatibel mit 802.11a, 802.11b und 802.11g zu sein, vorausgesetzt, die Basisstation verfügt über Dualfunksender.",67.89034344406465
43,Die Geschwindigkeiten von 802.11n sind wesentlich schneller als die ihrer Vorgänger mit einem maximalen theoretischen Durchsatz von 600Mbit/s.,"Die Geschwindigkeit von 802,11 n ist wesentlich schneller als die der Vorgänger, die einen maximalen theoretischen Durchsatz von 600 Mbit/s hatten.",76.68093716922378,"Die Geschwindigkeiten von 802.11n sind erheblich schneller als die seiner Vorgänger, mit einem maximalen theoretischen Durchsatz von 600 Mbit/s.",87.37157911800013
44,"Duvall, der mit zwei erwachsenen Kindern verheiratet ist, hinterließ keinen großen Eindruck auf Miller, mit dem die Geschichte verwandt war.","Duvall, verheiratet und zwei erwachsene Kinder, hat keinen großen Eindruck auf Miller gemacht, dem die Geschichte erzählt wurde.",65.85043427425244,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck.",68.44611194441016
45,"Als Miller um einen Kommentar gebeten wurde, sagte er: ""Mike spricht viel während der Anhörung...Ich machte mich bereit, also hörte ich nicht wirklich, was er sagte.""","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""",54.734073184388855,"Als er um einen Kommentar gebeten wurde, sagte Miller: „Mike redet viel während der Anhörung... Ich war damit beschäftigt, mich vorzubereiten, also habe ich nicht wirklich gehört, was er gesagt hat.“",61.49061540707154
46,"""Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 gegenüber dem Niveau von 2005 deutlich zu senken"", sagte Hu.","„Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 gegenüber dem Niveau von 2005 deutlich zu senken“, sagte Hu.",96.08117201206852,"„Wir werden uns bemühen, die Kohlendioxidemissionen pro Einheit BIP bis 2020 im Vergleich zum Niveau von 2005 erheblich zu senken“, sagte Hu.",72.00904725201542
47,"Er hat keine Zahl für die Kürzungen festgelegt und sagte, dass sie auf der Grundlage der chinesischen Wirtschaftsleistung gemacht werden.","Er nannte keine Zahl für die Kürzungen, sondern sagte, sie würden auf der Grundlage der Wirtschaftsleistung Chinas vorgenommen.",59.36552285738941,"Er nannte keine konkreten Zahlen für die Kürzungen und sagte, dass diese basierend auf Chinas Wirtschaftsausstoß vorgenommen werden.",44.357983084495075
48,"Hu ermutigte die Entwicklungsländer, ""den alten Weg der Verschmutzung zuerst zu vermeiden und später aufzuräumen"".","Hu ermutigte Entwicklungsländer „den alten Weg von erst verschmutzen und hinterher aufzuräumen, zu vermeiden“.",67.38997537890167,"Hu ermutigte die Entwicklungsländer, ""den alten Weg der Verschmutzung zuerst und der Säuberung später zu vermeiden.""",80.24436984804333
49,"Er fügte hinzu: ""Sie sollten jedoch nicht aufgefordert werden, Verpflichtungen zu übernehmen, die über ihre Entwicklungsphase, Verantwortung und Fähigkeiten hinausgehen.""","Er fügte hinzu, dass „sie jedoch nicht dazu aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihren Entwicklungsstand, ihre Verantwortung und ihre Fähigkeiten hinausgehen“.",68.93391538558178,"Er fügte hinzu, dass „sie jedoch nicht aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihre Entwicklungsstufe, Verantwortung und Fähigkeiten hinausgehen.“",80.0808499133695
50,Die Arbeitsgruppe Irak hat heute ihren Bericht um 12.00 Uhr GMT vorgelegt.,Die Studiengruppe zum Irak stellte heute um 12:00 Uhr GMT ihren Bericht vor.,45.594158343400856,Die Irak-Studiengruppe hat heute um 12.00 Uhr GMT ihren Bericht vorgestellt.,57.75637957919053
51,"Es warnt, dass niemand garantieren kann, dass jede Handlungsweise im Irak an diesem Punkt die sektiererische Kriegsführung, die wachsende Gewalt oder die Rutsche ins Chaos stoppen wird.","Er warnt davor, dass niemand garantieren kann, dass irgendeine Vorgehensweise im Irak zu diesem Zeitpunkt die sektiererische Kriegsführung, die wachsende Gewalt oder ein Abgleiten ins Chaos stoppen wird.",70.85727811500553,"Es wird gewarnt: Niemand kann garantieren, dass eine gewisse Handlungsweise im Irak zu diesem Zeitpunkt den interreligiösen Krieg, die zunehmende Gewalt oder einen Abstieg in das Chaos stoppen wird.",52.23511983760641
52,Der Bericht beginnt mit dem Aufruf zu einer offenen Debatte und zur Schaffung eines Konsenses in den Vereinigten Staaten über die Politik gegenüber dem Nahen Osten.,Der Bericht fängt an mit der Bitte um einen offenen Diskurs und um Konsensbildung in den USA über eine Strategie für den Mittleren Osten.,41.10147000642266,Der Bericht beginnt mit einem Aufruf zu offenen Debatten und der Bildung eines Konsenses in den Vereinigten Staaten über die Politik gegenüber dem Mittleren Osten.,79.7551527311858
53,Der Bericht kritisiert fast jeden Aspekt der gegenwärtigen Politik der Exekutive gegenüber dem Irak und fordert eine sofortige Richtungsänderung.,Der Bericht steht fast jedem Aspekt der gegenwärtigen Politik der Exekutive im Hinblick auf den Irak äußerst kritisch gegenüber und drängt auf einen sofortigen Richtungswechsel.,59.02110809002753,Der Bericht ist äußerst kritisch gegenüber fast jedem Aspekt der gegenwärtigen Politik der Exekutive gegenüber dem Irak und fordert einen sofortigen Kurswechsel.,71.17232726030286
