Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01,Growth Rate (%)
transsexual,2.1,4.06,3.96,3.88,3.82,3.77,79.52380952380952
participants,507.2,667.51,712.51,729.36,859.24,905.84,78.59621451104101
editing,297.61,403.75,437.4,508.22,523.18,531.08,78.44830482846679
biodiversity,674.87,726.35,734.28,758.45,796.23,1182.68,75.24560285684652
po,209.59,206.95,180.11,176.52,183.31,367.23,75.21351209504272
beaches,153.0,275.93,279.07,273.51,269.23,267.42,74.78431372549021
manga,94.31,95.36,132.61,172.64,168.03,163.84,73.72494963418514
ob,52.4,48.69,45.52,46.55,91.65,88.51,68.91221374045803
pension,31.44,32.46,33.65,40.74,53.46,52.73,67.71628498727735
tricks,29.34,30.43,37.6,46.55,47.74,48.96,66.87116564417178
cvs,14.67,14.2,13.85,15.52,19.09,24.48,66.87116564417178
lending,35.63,46.67,45.52,56.25,57.28,58.38,63.85068762278978
porsche,23.05,22.32,23.75,29.1,45.83,37.66,63.383947939262455
anime,127.85,131.88,166.25,209.5,204.31,207.16,62.03363316386391
verde,138.33,154.2,191.98,219.19,223.4,224.11,62.01113279838067
marvel,94.31,103.47,104.9,139.66,145.12,152.54,61.743187360831286
encryption,10.48,10.14,15.83,17.46,17.18,16.95,61.736641221374036
chargers,10.48,10.14,9.9,13.58,11.46,16.95,61.736641221374036
samoa,10.48,12.17,11.88,15.52,15.28,16.95,61.736641221374036
dat,50.3,46.67,81.15,71.77,78.29,80.98,60.99403578528829
mom,29.34,42.61,43.54,44.61,43.92,47.08,60.46353101567825
discount,54.49,58.84,57.4,56.25,87.83,86.63,58.98329968801613
scuba,35.63,38.55,65.31,60.13,59.19,56.5,58.57423519506033
memorabilia,8.38,8.12,7.92,9.7,13.37,13.18,57.27923627684962
authorization,134.14,150.14,176.15,186.22,200.49,209.04,55.837185030565095
defensive,125.75,131.88,128.65,201.74,198.58,195.86,55.75347912524852
apparel,23.05,24.35,23.75,25.22,32.46,35.78,55.227765726681135
reset,29.34,34.49,35.63,40.74,42.01,45.2,54.055896387184745
chevrolet,14.67,14.2,15.83,17.46,22.91,22.6,54.055896387184745
albuquerque,129.94,137.97,168.23,195.92,200.49,199.62,53.62474988456211
admissions,20.96,24.35,23.75,27.16,30.55,32.02,52.767175572519086
volvo,33.53,32.46,41.56,46.55,47.74,50.85,51.65523411869967
alto,134.14,129.85,130.63,128.03,126.02,203.39,51.62516773520204
ericsson,6.29,6.09,5.94,9.7,9.55,9.42,49.76152623211447
zoloft,6.29,8.12,7.92,7.76,7.64,9.42,49.76152623211447
wx,6.29,6.09,9.9,9.7,9.55,9.42,49.76152623211447
gmc,6.29,6.09,5.94,7.76,9.55,9.42,49.76152623211447
coaching,6.29,14.2,9.9,9.7,9.55,9.42,49.76152623211447
gsm,6.29,8.12,7.92,7.76,9.55,9.42,49.76152623211447
finals,31.44,52.75,61.36,48.49,45.83,47.08,49.745547073791336
dpi,31.44,32.46,35.63,34.92,34.37,47.08,49.745547073791336
spirituality,12.58,16.23,15.83,15.52,15.28,18.83,49.682034976152615
navigate,12.58,14.2,15.83,19.4,19.09,18.83,49.682034976152615
rrp,12.58,12.17,17.81,17.46,17.18,18.83,49.682034976152615
theft,178.15,213.04,205.84,207.56,215.77,263.65,47.993264103283735
peers,58.68,73.04,75.21,77.59,85.92,86.63,47.63122017723244
skip,23.05,26.38,27.71,31.04,32.46,33.9,47.07158351409977
podcast,46.11,48.69,51.46,54.31,53.46,67.8,47.03968770331815
bhutan,39.82,42.61,53.44,60.13,55.37,58.38,46.60974384731291
bat,90.12,125.79,122.71,133.84,133.66,131.83,46.2827341322681
amp,155.09,154.2,150.42,195.92,227.22,225.99,45.7153910632536
fantasy,44.01,44.64,45.52,58.19,59.19,64.03,45.4896614405817
posing,54.49,60.87,61.36,62.07,70.65,79.1,45.164250321159834
vegetarian,293.42,326.66,354.28,397.65,435.35,425.61,45.05146206802536
myself,48.2,64.93,61.36,65.95,64.92,69.68,44.5643153526971
spam,10.48,12.17,13.85,13.58,15.28,15.07,43.797709923664115
testimonials,10.48,12.17,15.83,15.52,15.28,15.07,43.797709923664115
boutique,20.96,18.26,19.79,29.1,30.55,30.13,43.749999999999986
socket,56.59,52.75,81.15,79.53,82.11,80.98,43.09948754196854
ns,230.55,223.18,223.65,323.94,328.42,329.57,42.94946866189546
rip,35.63,46.67,47.5,44.61,47.74,50.85,42.7168116755543
commons,167.67,204.92,211.77,226.95,227.22,239.17,42.643287409793054
jeff,157.19,166.37,156.36,232.77,225.31,224.11,42.57268274063237
boxed,25.15,26.38,25.73,27.16,36.28,35.78,42.26640159045727
techno,14.67,16.23,19.79,23.28,22.91,20.72,41.24062713019768
projector,14.67,14.2,17.81,19.4,21.0,20.72,41.24062713019768
lookup,14.67,14.2,13.85,21.34,21.0,20.72,41.24062713019768
pants,14.67,18.26,15.83,15.52,22.91,20.72,41.24062713019768
volleyball,14.67,14.2,21.77,15.52,21.0,20.72,41.24062713019768
dive,58.68,60.87,65.31,67.89,82.11,82.86,41.20654396728016
liz,29.34,32.46,31.67,31.04,38.19,41.43,41.20654396728016
nvidia,29.34,32.46,31.67,32.98,34.37,41.43,41.20654396728016
wednesday,96.41,103.47,102.92,102.81,110.75,135.59,40.638937869515615
background,1150.63,1158.51,1153.88,1142.53,1132.29,1617.71,40.59341404274179
recordings,33.53,34.49,41.56,42.68,47.74,47.08,40.4115717268118
uh,33.53,30.43,35.63,34.92,40.1,47.08,40.4115717268118
medication,827.87,931.27,961.89,1047.48,1105.56,1158.2,39.901192216169214
newman,203.3,194.78,190.0,190.1,274.96,284.37,39.877029021151
twins,113.18,172.46,172.19,170.7,171.85,158.19,39.76851033751545
franchise,64.97,64.93,67.29,79.53,76.38,90.4,39.14114206556874
eddie,23.05,34.49,33.65,32.98,32.46,32.02,38.91540130151845
journalism,46.11,48.69,55.42,64.01,64.92,64.03,38.86358707438734
courage,46.11,56.81,55.42,48.49,49.65,64.03,38.86358707438734
casual,50.3,52.75,59.38,64.01,63.01,69.68,38.52882703777338
unauthorized,27.25,32.46,31.67,32.98,38.19,37.66,38.20183486238531
dream,157.19,158.26,207.82,221.13,217.68,216.57,37.77593994528914
musicians,31.44,34.49,33.65,32.98,40.1,43.31,37.75445292620866
fiji,35.63,38.55,41.56,42.68,47.74,48.96,37.412293011507145
style,1993.17,2010.66,1981.18,1928.14,1867.42,2732.59,37.09768860659151
syndicate,44.01,50.72,55.42,58.19,59.19,60.26,36.923426493978646
spice,293.42,292.16,298.86,281.27,282.6,401.13,36.70847249676231
elephant,178.15,178.54,191.98,192.04,198.58,242.94,36.36822902048834
governance,144.61,162.31,174.17,188.16,196.67,195.86,35.44014936726367
settings,322.76,351.0,372.09,387.95,420.07,436.91,35.36683603916224
softball,4.19,6.09,5.94,5.82,5.73,5.65,34.84486873508353
fuck,4.19,8.12,5.94,5.82,5.73,5.65,34.84486873508353
configuring,4.19,4.06,5.94,5.82,7.64,5.65,34.84486873508353
favourites,4.19,4.06,3.96,3.88,3.82,5.65,34.84486873508353
gig,4.19,4.06,3.96,5.82,5.73,5.65,34.84486873508353
ours,4.19,4.06,3.96,3.88,3.82,5.65,34.84486873508353
screenshot,8.38,8.12,7.92,7.76,7.64,11.3,34.84486873508353
redhead,8.38,8.12,7.92,9.7,9.55,11.3,34.84486873508353
antigua,8.38,12.17,11.88,11.64,11.46,11.3,34.84486873508353
radios,8.38,10.14,11.88,11.64,11.46,11.3,34.84486873508353
pgp,4.19,4.06,3.96,5.82,5.73,5.65,34.84486873508353
bedrooms,4.19,4.06,3.96,3.88,5.73,5.65,34.84486873508353
aol,4.19,6.09,5.94,7.76,5.73,5.65,34.84486873508353
stylish,4.19,6.09,3.96,3.88,3.82,5.65,34.84486873508353
omissions,8.38,10.14,9.9,9.7,9.55,11.3,34.84486873508353
movers,4.19,4.06,3.96,3.88,3.82,5.65,34.84486873508353
granny,8.38,10.14,11.88,11.64,11.46,11.3,34.84486873508353
dui,4.19,4.06,3.96,3.88,5.73,5.65,34.84486873508353
discounts,29.34,28.4,29.69,32.98,40.1,39.55,34.79890933878663
lauren,29.34,34.49,33.65,32.98,38.19,39.55,34.79890933878663
disappointed,29.34,30.43,33.65,36.86,36.28,39.55,34.79890933878663
broker,25.15,24.35,23.75,27.16,32.46,33.9,34.791252485089466
connector,46.11,44.64,65.31,64.01,63.01,62.15,34.7863803947083
bride,20.96,20.29,19.79,25.22,26.73,28.25,34.78053435114503
ave,20.96,18.26,17.81,21.34,24.82,28.25,34.78053435114503
sheer,37.73,42.61,49.48,50.43,49.65,50.85,34.7733898754307
stupid,16.77,20.29,21.77,23.28,22.91,22.6,34.76446034585571
skating,16.77,18.26,17.81,17.46,21.0,22.6,34.76446034585571
nipples,12.58,12.17,15.83,17.46,17.18,16.95,34.73767885532591
blond,12.58,12.17,13.85,13.58,17.18,16.95,34.73767885532591
wed,12.58,12.17,11.88,17.46,17.18,16.95,34.73767885532591
resumes,12.58,14.2,15.83,19.4,19.09,16.95,34.73767885532591
authorized,312.28,353.03,374.07,399.59,412.44,419.96,34.48187524016909
ef,186.53,259.7,253.34,256.05,253.95,250.47,34.2786683107275
auto,291.33,316.51,330.53,333.64,326.51,389.83,33.81045549720248
rebecca,94.31,97.39,95.0,120.27,124.11,126.18,33.792810942635995
courier,81.74,77.1,116.77,114.45,112.66,109.23,33.631025201859565
profits,245.22,257.67,245.42,257.99,311.24,327.69,33.63102520185956
violence,159.29,160.28,160.32,186.22,210.04,212.81,33.59909598844875
boots,146.71,137.97,172.19,174.58,179.49,195.86,33.50146547610933
roses,73.36,85.21,96.98,95.05,95.47,97.93,33.492366412213755
laos,69.16,71.01,83.13,83.41,85.92,92.28,33.429728166570285
robertson,222.16,235.35,231.57,223.07,223.4,295.67,33.08876485415917
applicant,92.22,93.33,106.88,112.51,116.48,122.41,32.73693342008241
dividend,111.08,105.5,106.88,145.48,148.94,146.89,32.238026647461275
hyundai,35.63,36.52,41.56,44.61,47.74,47.08,32.1358405837777
informative,67.07,87.24,85.11,81.47,95.47,88.51,31.966602057551835
adults,725.17,815.63,851.06,874.84,929.89,956.69,31.92630693492562
mood,129.94,129.85,126.67,122.21,145.12,171.38,31.891642296444513
happiness,31.44,34.49,35.63,34.92,40.1,41.43,31.774809160305338
impacts,1205.12,1280.25,1314.19,1478.11,1464.53,1585.7,31.58025756771112
assault,108.98,115.65,114.79,110.57,126.02,143.13,31.33602495870801
reef,299.71,296.22,304.8,389.89,370.43,393.6,31.32694938440494
liked,54.49,56.81,61.36,64.01,70.65,71.56,31.326848963112496
ge,964.1,939.39,914.39,907.81,885.98,1263.66,31.071465615600047
stake,270.37,284.05,318.65,341.4,343.7,354.05,30.950179383807374
lounge,23.05,24.35,23.75,23.28,24.82,30.13,30.71583514099782
gym,23.05,20.29,25.73,25.22,28.64,30.13,30.71583514099782
eternal,46.11,54.78,57.4,58.19,59.19,60.26,30.687486445456514
hockey,64.97,83.19,93.02,91.17,85.92,84.75,30.44482068647068
thread,249.41,253.61,348.34,335.58,326.51,323.92,29.874503829036534
liechtenstein,18.86,26.38,25.73,25.22,28.64,24.48,29.798515376458116
cayman,18.86,20.29,19.79,23.28,22.91,24.48,29.798515376458116
rebate,18.86,18.26,17.81,27.16,24.82,24.48,29.798515376458116
brunei,37.73,44.64,45.52,46.55,45.83,48.96,29.76411343758284
shopping,71.26,71.01,73.23,83.41,91.65,92.28,29.497614369912988
adolescent,52.4,52.75,53.44,64.01,66.83,67.8,29.389312977099237
allocation,119.46,123.76,126.67,147.42,148.94,154.43,29.27339695295498
fossil,909.61,1006.34,1092.52,1192.96,1157.12,1175.15,29.1927309506272
laptop,33.53,36.52,39.58,42.68,42.01,43.31,29.16790933492395
expenditures,33.53,34.49,39.58,44.61,45.83,43.31,29.16790933492395
lately,33.53,32.46,37.6,38.8,42.01,43.31,29.16790933492395
emotions,67.07,75.07,77.19,81.47,78.29,86.63,29.163560459221717
bid,178.15,178.54,188.02,195.92,232.95,229.76,28.969969127140043
harassment,48.2,50.72,53.44,58.19,57.28,62.15,28.94190871369294
insider,48.2,52.75,57.4,56.25,63.01,62.15,28.94190871369294
exams,62.88,66.95,69.27,79.53,78.29,80.98,28.78498727735369
ranger,62.88,66.95,77.19,75.65,76.38,80.98,28.78498727735369
arrives,106.89,123.76,124.69,143.54,139.39,137.48,28.618205631958077
adaptor,58.68,62.9,75.21,77.59,80.2,75.33,28.37423312883435
satin,14.67,14.2,17.81,21.34,21.0,18.83,28.35719154737559
laptops,14.67,12.17,9.9,9.7,11.46,18.83,28.35719154737559
toddler,14.67,14.2,11.88,11.64,11.46,18.83,28.35719154737559
subscriptions,14.67,18.26,17.81,17.46,17.18,18.83,28.35719154737559
seating,29.34,28.4,31.67,32.98,34.37,37.66,28.35719154737559
rss,14.67,16.23,15.83,15.52,15.28,18.83,28.35719154737559
staffing,14.67,14.2,15.83,15.52,15.28,18.83,28.35719154737559
outcomes,446.42,468.68,465.11,479.12,509.82,572.51,28.244702298284118
futures,153.0,194.78,191.98,199.8,194.76,195.86,28.013071895424847
addressing,257.79,275.93,277.09,306.48,322.69,329.57,27.8443694480003
refresh,39.82,38.55,37.6,36.86,43.92,50.85,27.69964841788046
una,39.82,40.58,43.54,42.68,49.65,50.85,27.69964841788046
marking,224.26,239.41,243.44,261.87,274.96,286.25,27.64202265227861
acknowledged,306.0,340.86,350.32,368.56,378.07,389.83,27.3954248366013
equity,241.02,247.53,257.3,287.09,294.05,306.97,27.3628744502531
reunion,25.15,28.4,27.71,29.1,30.55,32.02,27.31610337972169
sheriff,25.15,34.49,35.63,32.98,32.46,32.02,27.31610337972169
confidential,50.3,58.84,61.36,62.07,63.01,64.03,27.29622266401591
appreciation,111.08,129.85,132.61,131.9,137.48,141.24,27.15160244868564
attorney,257.79,271.88,310.74,325.88,324.6,327.69,27.11509368090305
coleman,96.41,97.39,96.98,93.11,122.2,122.41,26.968156830204336
discretion,35.63,36.52,41.56,44.61,42.01,45.2,26.859388156048276
cst,35.63,34.49,35.63,40.74,40.1,45.2,26.859388156048276
guyana,35.63,34.49,33.65,36.86,42.01,45.2,26.859388156048276
casey,71.26,60.87,59.38,91.17,91.65,90.4,26.859388156048276
gloves,163.48,160.28,168.23,172.64,173.76,207.16,26.718864692928808
drivers,209.59,213.04,229.59,246.35,263.5,265.54,26.694975905339003
stations,834.15,835.91,837.2,869.02,870.7,1056.5,26.655877240304505
guns,184.44,184.63,182.09,186.22,227.22,233.52,26.610279765777495
servers,46.11,50.72,49.48,46.55,45.83,58.38,26.610279765777495
chad,77.55,91.3,98.96,96.99,97.38,97.93,26.279819471308848
humanity,165.57,186.66,190.0,199.8,200.49,209.04,26.254756296430514
enemies,119.46,158.26,146.46,147.42,148.94,150.66,26.117528879959824
libs,20.96,24.35,23.75,23.28,26.73,26.37,25.811068702290076
impressed,115.27,123.76,128.65,133.84,141.3,145.01,25.800294959659926
ie,125.75,144.05,126.67,225.01,206.22,158.19,25.79721669980119
cry,31.44,40.58,43.54,42.68,45.83,39.55,25.79516539440202
phrases,41.92,42.61,49.48,48.49,49.65,52.73,25.787213740458004
aaa,41.92,46.67,45.52,48.49,51.55,52.73,25.787213740458004
sync,10.48,10.14,9.9,9.7,11.46,13.18,25.763358778625943
bother,10.48,10.14,9.9,13.58,13.37,13.18,25.763358778625943
proudly,10.48,12.17,11.88,13.58,13.37,13.18,25.763358778625943
wv,10.48,10.14,11.88,11.64,11.46,13.18,25.763358778625943
podcasts,10.48,12.17,13.85,13.58,11.46,13.18,25.763358778625943
microphone,10.48,10.14,11.88,11.64,13.37,13.18,25.763358778625943
crimes,226.35,233.33,237.5,254.11,273.05,284.37,25.632869449966872
realm,79.64,87.24,87.08,85.35,99.29,99.81,25.3264691109995
emissions,4296.52,4380.43,4668.94,5066.69,5270.03,5382.32,25.271615167624013
inclusive,69.16,83.19,87.08,89.23,85.92,86.63,25.260266049739734
tone,144.61,137.97,170.21,170.7,181.4,180.79,25.019016665514126
lady,343.72,344.92,338.44,347.22,362.79,429.38,24.921447689980205
eclipse,123.66,119.71,116.77,120.27,122.2,154.43,24.882743005013758
beach,700.02,896.78,888.66,872.9,864.97,873.83,24.82929059169739
disclose,75.45,77.1,77.19,77.59,87.83,94.16,24.79787939032471
lakes,966.19,1134.17,1140.02,1194.9,1214.4,1205.28,24.745650441424555
securities,102.7,117.68,120.73,120.27,127.93,128.06,24.693281402142162
anxiety,270.37,290.14,294.9,287.09,295.96,337.1,24.680992713688653
emotional,157.19,164.34,172.19,172.64,183.31,195.86,24.600801577708516
revision,184.44,206.95,205.84,207.56,213.86,229.76,24.571676425937973
politicians,119.46,123.76,132.61,145.48,150.85,148.78,24.543780344885324
score,402.41,436.22,471.05,473.31,496.45,500.94,24.484978007504775
mall,54.49,56.81,61.36,71.77,68.74,67.8,24.426500275279857
religions,54.49,56.81,55.42,54.31,61.1,67.8,24.426500275279857
convertible,27.25,26.38,25.73,27.16,30.55,33.9,24.403669724770637
confusion,333.24,355.06,381.99,389.89,412.44,414.31,24.32781178730044
disability,159.29,160.28,164.27,182.34,187.12,197.74,24.138363990206553
text,1544.65,1570.38,1579.41,1536.3,1542.82,1917.15,24.11549541967436
sleep,335.34,334.77,334.49,380.2,402.89,416.2,24.112840698992073
restore,379.35,395.64,423.55,446.15,454.44,470.81,24.109661262686167
sing,44.01,48.69,49.48,48.49,51.55,54.61,24.085435128379917
tier,155.09,194.78,190.0,190.1,192.85,192.09,23.85711522341866
medications,465.28,493.03,506.68,508.22,549.92,576.27,23.854453232462177
ratings,111.08,111.59,120.73,122.21,126.02,137.48,23.76665466330572
marsh,588.94,596.5,627.41,735.17,737.04,728.82,23.751146126939922
edt,33.53,46.67,47.5,42.68,42.01,41.43,23.560990158067398
suites,33.53,36.52,37.6,38.8,42.01,41.43,23.560990158067398
rankings,50.3,48.69,53.44,56.25,63.01,62.15,23.558648111332012
panasonic,16.77,16.23,15.83,15.52,17.18,20.72,23.55396541443053
rug,16.77,18.26,19.79,19.4,21.0,20.72,23.55396541443053
refund,16.77,18.26,21.77,21.34,21.0,20.72,23.55396541443053
reliance,167.67,176.52,178.13,195.92,198.58,207.16,23.552215661716474
edwards,385.64,369.26,374.07,418.99,475.45,476.46,23.550461570376516
tractor,100.6,99.42,108.86,124.15,126.02,124.29,23.54870775347914
exact,1376.98,1351.26,1632.84,1687.6,1697.48,1700.57,23.49997821319118
tuesday,123.66,121.74,126.67,118.33,118.38,152.54,23.35435872553776
benz,56.59,52.75,53.44,58.19,63.01,69.68,23.131295281851923
climate,3856.39,4027.4,4229.56,4539.07,4704.84,4745.79,23.063020078363447
outlook,79.64,87.24,89.06,93.11,97.38,97.93,22.965846308387754
leone,79.64,91.3,93.02,91.17,91.65,97.93,22.965846308387754
footage,119.46,119.71,116.77,135.78,143.21,146.89,22.96166080696467
tired,39.82,50.72,49.48,48.49,47.74,48.96,22.953289804118533
resorts,39.82,42.61,45.52,50.43,51.55,48.96,22.953289804118533
thursday,102.7,101.45,100.94,98.93,118.38,126.18,22.862706913339828
driver,268.27,275.93,286.98,306.48,313.15,329.57,22.85011369143028
goals,595.23,645.2,651.16,684.74,719.86,730.7,22.75926952606556
greene,85.93,95.36,98.96,96.99,110.75,105.46,22.727801699057355
sends,85.93,89.27,89.06,96.99,97.38,105.46,22.727801699057355
players,194.92,269.85,249.38,242.47,244.41,239.17,22.701621177919147
gd,155.09,160.28,160.32,176.52,183.31,190.21,22.644915855309822
gcc,23.05,26.38,39.58,36.86,30.55,28.25,22.559652928416483
jeep,23.05,24.35,23.75,21.34,28.64,28.25,22.559652928416483
streaming,69.16,81.16,83.13,87.29,84.01,84.75,22.541931752458076
assured,104.79,105.5,104.9,120.27,129.84,128.06,22.206317396698154
sympathy,29.34,28.4,29.69,34.92,34.37,35.78,21.949556918882077
fd,58.68,64.93,79.17,71.77,72.56,71.56,21.949556918882077
touring,29.34,28.4,33.65,34.92,32.46,35.78,21.949556918882077
replied,58.68,62.9,63.33,62.07,70.65,71.56,21.949556918882077
survivor,58.68,60.87,65.31,67.89,70.65,71.56,21.949556918882077
opponents,117.37,137.97,136.57,133.84,143.21,143.13,21.94768680241969
lafayette,117.37,121.74,128.65,141.6,147.03,143.13,21.94768680241969
humor,88.03,105.5,106.88,116.39,112.66,107.35,21.94706350107917
greenhouse,1280.57,1324.88,1421.07,1547.94,1554.28,1561.21,21.915240869300398
alarm,182.34,194.78,205.84,228.89,227.22,222.22,21.87122957113085
aviation,335.34,387.52,387.92,389.89,389.52,408.66,21.864376453748452
startup,153.0,168.4,168.23,172.64,185.21,186.44,21.856209150326798
deal,1307.82,1430.39,1462.63,1476.17,1607.74,1593.23,21.82333960330933
abortion,64.97,73.04,71.25,75.65,76.38,79.1,21.748499307372626
java,142.52,154.2,152.4,157.12,168.03,173.26,21.568902610159963
watches,35.63,34.49,31.67,42.68,43.92,43.31,21.55486949200112
quad,35.63,38.55,39.58,34.92,42.01,43.31,21.55486949200112
resort,155.09,156.23,170.21,180.4,181.4,188.32,21.42626861822167
toolkit,48.2,60.87,73.23,60.13,57.28,58.38,21.120331950207465
alexandria,144.61,166.37,170.21,174.58,175.67,175.14,21.11195629624505
creative,410.79,458.54,480.95,490.76,492.63,497.18,21.03021008301078
obligation,115.27,115.65,114.79,114.45,133.66,139.36,20.89875943437149
venue,60.78,64.93,67.29,67.89,70.65,73.45,20.845672918723267
karma,60.78,64.93,65.31,64.01,64.92,73.45,20.845672918723267
myanmar,127.85,133.91,150.42,155.18,154.66,154.43,20.789988267500988
productive,201.2,213.04,221.67,234.71,246.32,242.94,20.745526838966207
execute,67.07,73.04,77.19,85.35,82.11,80.98,20.73952586849562
suppose,67.07,64.93,69.27,79.53,74.47,80.98,20.73952586849562
brush,140.42,156.23,162.29,162.94,169.94,169.49,20.702179176755465
friday,140.42,135.94,128.65,133.84,143.21,169.49,20.702179176755465
seasonal,373.06,413.9,439.38,430.63,442.99,450.1,20.6508336460623
quit,79.64,87.24,93.02,95.05,89.74,96.05,20.60522350577599
cargo,337.43,336.8,383.97,387.95,391.43,406.78,20.552410870402742
emily,171.86,190.72,197.92,199.8,192.85,207.16,20.53997439776561
titled,632.95,667.51,684.8,717.72,744.68,762.72,20.50240935302946
nu,92.22,93.33,85.11,83.41,97.38,111.11,20.483626111472567
retrieval,104.79,105.5,102.92,100.87,99.29,126.18,20.41225307758374
fires,419.17,426.07,467.09,465.55,490.72,504.71,20.40699477538945
challenges,869.78,876.49,896.58,927.21,990.99,1045.2,20.168318425348946
