id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
25,Это было объявлено после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоганом.,"Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.",65.28218350531257,Объявление было сделано после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоаном.,83.69069148086251
26,"Турция также будет заниматься охраной захваченных боевиков ИГИЛ, которых, как говорится в заявлении, европейские страны отказались возвращать на родину.","Кроме того, Турция займет главную роль в вопросе охраны пойманных боевиков ИГИЛ, которых, согласно заявлению, европейские государства не согласились возвращать домой.",45.995049472464515,"Турция также возьмет на себя охрану захваченных бойцов ИГИЛ, которые, как говорится в заявлении, европейские страны отказались репатриировать.",70.7595246259742
27,"Это не только подтверждает, что у некоторых динозавров были перья, теория, которая уже широко распространена, но и дает подробности, которые обычно не могут найти ископаемые, такие как цвет и трехмерное расположение.","Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.",57.168735975867776,"Это не только подтверждает, что как минимум у некоторых динозавров были перья, что уже широко распространенная теория, но и предоставляет детали, которые обычно не могут быть получены из окаменелостей, такие как цвет и трехмерное расположение.",68.92789347785045
28,"Ученые говорят, что перья этого животного была каштаново-коричневой с бледной или каротиноидной нижней стороны.","Учёные говорят, что оперение этого животного было сверху каштаново-коричневого цвета, а снизу — либо бледным, либо имело каротиноидную пигментацию.",49.28324174952225,"Ученые утверждают, что оперение этого животного было каштаново-коричневым сверху с бледным или каротиноидным цветом снизу.",53.54749358235441
29,"Также в этом открытии можно узнать, как у птиц развиваются перья.",Находка также позволяет ознакомиться с эволюцией перьев у птиц.,23.030295843836356,Это открытие также дает представление о эволюции перьев у птиц.,26.38611422075014
30,"Поскольку у перьев динозавров нет хорошо развитой шахты, называемой рахисом, но есть другие особенности перьев  барб и барбулы  исследователи вынесли вывод, что рахис, вероятно, был более поздним эволюционным развитием, чем эти другие особенности.","Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.",43.42049175995306,"Поскольку перья динозавров не имеют хорошо развитого стержня, называемого рачисом, но обладают другими признаками перьев — бородками и бородочками, исследователи пришли к выводу, что рачис, вероятно, был более поздним эволюционным развитием по сравнению с этими другими признаками.",52.347335757279446
31,"По словам исследователей, хотя это хвост молодого динозавра, в образце показано взрослые перья, а не курица.","Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.",28.672879205180337,"Структура перьев предполагает, что они не использовались для полёта, а скорее для терморегуляции или демонстрации. Исследователи предположили, что, хотя это хвост молодого динозавра, образец показывает взрослое оперение, а не пух птенца.",30.175396976332387
32,"Исследователи предположили, что, хотя это хвост молодого динозавра, образцы показывают взрослые перья, а не курица.","Исследователи предположили, что, несмотря на то, что это хвост молодого динозавра, данный образец имеет оперение взрослой особи, а не пух цыплёнка.",53.61561644751978,"Исследователи предположили, что, хотя это хвост молодого динозавра, образец демонстрирует взрослое оперение, а не птичье пуховое оперение.",62.059245236832425
33,"Автобом, взорванный в полицейском штабе в Газиантеп, Турция, вчера утром убил двух полицейских и ранил более двадцати других людей.","Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.",33.95324915608508,"Вчера утром в Газьянтепе, Турция, у главного управления полиции прогремел автомобильный взрыв, в результате которого погибли два полицейских, а более двадцати человек получили ранения.",33.600348791770465
34,"Управление губернатора сообщило, что 19 из раненых были полицейскими.","Канцелярия губернатора сообщила, что 19 из раненных были офицерами полиции.",58.01198275891025,"Офис губернатора сообщил, что девятнадцать из раненых были полицейскими.",67.91840207800433
35,"Полиция заявила, что подозревает, что ответственность за нападение лежит на боевике ИГИЛ.","Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).",47.959053813559656,"Полиция заявила, что подозревает предполагаемого боевика Даеш (ИГИЛ) в ответственности за атаку.",56.2712577625314
36,"Они обнаружили, что Солнце действует по тем же основным принципам, что и другие звезды: деятельность всех звезд в системе определяется их яркостью, вращением и ничем другим.","Они обнаружили, что Солнце работает по тем же основным принципам, что и другие звёзды: было установлено, что активность всех звёзд в системе определяется их яркостью, вращением и ничем другим.",76.37698331419774,"Они обнаружили, что Солнце функционирует на тех же основных принципах, что и другие звезды: выяснили, что активность всех звезд в системе определяется их светимостью, их вращением и ничем другим.",67.00193140772858
37,"Светочность и вращение используются вместе для определения числа Росби звезды, которая связана с плазменным потоком.","Совокупность светимости и вращения используется для определения числа Россби звезды, связанного с потоком плазмы.",56.866444641224604,"Яркость и вращение используются вместе для определения числа Россби звезды, которое связано с потоком плазмы.",79.52742470303559
38,"Чем меньше число Росби, тем меньше активности звезды по отношению к магнитным обворотам.","Чем меньше число Россби, тем менее активна звезда по отношению к инверсиям магнитного поля.",59.1266393454151,"Чем меньше число Россби, тем менее активна звезда в отношении магнитных переворотов.",60.537464964791944
39,Во время своего путешествия Ивасаки неоднократно сталкивался с бедами.,Ивасаки часто попадал в неприятные ситуации во время путешествия.,38.42180891006689,Во время своей поездки Ивасаки столкнулся с трудностями много раз.,38.639112516602204
40,"Он был ограблен пиратами, напал на него в Тибете злостная собака, избежал брака в Непале и был арестован в Индии.","Он был ограблен пиратами, атакован бешеной собакой в Тибете, избежал свадьбы в Непале и был арестован в Индии.",65.00504159791268,"Он был ограблен пиратами, напал в Тибете бешеной собакой, избежал женитьбы в Непале и был арестован в Индии.",70.13878844549373
41,"Стандарт 802.11n работает как на частотах 2,4 ГГц, так и на частотах 5,0 ГГц.",Стандарт 802.11n работает на обоих частотах – 2.4 ГГц и 5.0 ГГц.,59.31846351147772,Стандарт 802.11n работает на частотах 2.4 ГГц и 5.0 ГГц.,69.5016357439847
42,"Это позволит ему быть обратно совместимым с 802.11a, 802.11b и 802.11g, при условии, что базовая станция имеет двойные радиостанции.","Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.",54.9100150655544,"Это позволит обеспечить обратную совместимость с 802.11a, 802.11b и 802.11g, при условии, что базовая станция имеет два радиопередатчика.",71.37526339328893
43,"Скорость 802.11n существенно быстрее, чем у предшественников с максимальной теоретической пропускной способностью 600 Мбит/с.","Скорости 802.11n значительно быстрее, чем у его предшественников с максимальной теоретической пропускной способностью в 600 Мбит/с.",80.18581400331762,"Скорости 802.11n значительно выше, чем у его предшественников, с максимальной теоретической пропускной способностью 600 Мбит/с.",75.2660587013658
44,"Дувалл, который женат и имеет двоих взрослых детей, не произвел на Миллера большого впечатления.","Дюваль, который женат и имеет двух совершеннолетних детей, не произвел большого впечатления на Миллера, которому рассказали эту историю.",54.28893139328137,"Дюваль, который женат и имеет двух взрослых детей, не произвел большого впечатления на Миллера, которому была рассказана эта история.",62.3912915915301
45,"Когда его попросили прокомментировать, Миллер сказал: ""Майк много говорит во время слушания... Я готовился, так что я не слушал, что он сказал"".","Когда у Миллера попросили комментарий, он сказал: ""Майк много говорит во время слушаний... Я готовился, поэтому особо не слушал, что он говорил"".",66.73449950412501,"Когда его спросили о комментарии, Миллер сказал: «Майк много говорит на слушании... Я готовился, поэтому не очень слушал, что он говорил».",60.281193913773215
46,"""Мы постараемся сократить выбросы углекислого газа на единицу ВВП на значительный разряд к 2020 году по сравнению с уровнем 2005 года"", - сказал Ху.","""Мы будем предпринимать усилия с целью значительного сокращения выбросов углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года"", — сказал Ху.",63.05943572654792,"""Мы постараемся существенно сократить выбросы углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года,"" сказал Ху.",81.86403292694106
47,"Он не определил цифру сокращений, заявив, что они будут осуществляться на основе экономического производства Китая.","Он не назвал цифру для сокращений бюджетов, сказав, что они будут сделаны исходя из производительности экономики Китая.",43.61097390000868,"Он не установил конкретную цифру для сокращений, заявив, что они будут сделаны на основе экономического производства Китая.",69.85346435736157
48,"Ху призвал развивающиеся страны ""избегать старого пути загрязнения сначала и очистки позже"".","Ху призывал развивающиеся страны ""избегать старой схемы, в которой сначала загрязняют, а потом очищают"".",56.61482503467721,"Ху призвал развивающиеся страны ""избегать старого пути, когда сначала загрязняют, а потом очищают"".",68.25507561754979
49,"Он добавил, что ""не следует, однако, просить их взять на себя обязательства, которые выходят за рамки их стадии развития, ответственности и возможностей"".","Он добавил, что ""их, однако, не следует просить брать на себя обязательства, которые выходят за рамки их стадии разработки, ответственности и возможностей"".",82.28964648625214,"Он добавил, что ""однако от них не следует требовать взятия на себя обязательств, которые выходят за пределы их стадии развития, ответственности и возможностей.""",72.97859231012427
50,Группа по изучению Ирака представила свой доклад сегодня в 12.00 по Грин-Т.,Сегодня в 12:00 по Гринвичу группа по изучению Ирака представила свой доклад.,80.12443130065661,Группа изучения Ирака представила свой отчет сегодня в 12:00 по Гринвичу.,63.60804812451261
51,"В нем предупреждается, что никто не может гарантировать, что любой курс действий в Ираке в данный момент остановит сектатную войну, растущее насилие или сдвиг в путь хаоса.","Он предупреждает: ""Никто не может гарантировать, что какой-либо план действий в Ираке в текущей ситуации сможет остановить религиозную войну, растущее насилие или надвигающийся хаос"".",58.46872010377242,"Это предупреждает, что никто не может гарантировать, что какой-либо курс действий в Ираке на данном этапе остановит меж宗教ные войны, растущее насилие или скольжение к хаосу.",62.788780958980986
