id,translated_arabian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
12,في تجربة PALM، عمل ZMapp كمركز تحكم، وهذا يعني أن العلماء استخدموه كخط أساسي ومقارنة العلاجات الثلاث الأخرى معه.,في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,48.3338727652952,في تجربة PALM، كان ZMapp يعمل كجهاز تحكم، مما يعني أن العلماء استخدموه كقاعدة وقارنوا العلاجات الثلاثة الأخرى به.,60.72789551175681
13,تدعم رياضة الرياضة الأمريكية رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة لعائلة الألعاب الأولمبية لتعزيز بيئة آمنة لجميع رياضينا.,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,64.05019673385578,تدعم جمعية الجمباز الأمريكية رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة لعائلة الألعاب الأولمبية لتعزيز بيئة آمنة لجميع رياضينا.,88.99060968137046
14,نحن نتفق مع بيان اللجنة الأمريكية للرياضة بأن مصالح رياضيينا و النوادي، و رياضتهم، قد تكون أفضل خدمة من خلال التقدم إلى الأمام مع تغييرات ذات مغزى داخل منظمتنا، بدلا من إزالة الشهادات.,نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,50.7016372530067,نحن نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح رياضيينا وأنديتنا ورياضتنا قد يتم خدمتها بشكل أفضل من خلال المضي قدمًا نحو تغيير ذي مغزى داخل منظمتنا، بدلاً من إلغاء التصديق.,55.813596952621424
15,تدعم جامنة الولايات المتحدة تحقيقًا مستقلًا قد يضيء الضوء على كيفية عدم اكتشاف سوء استخدام النسبة التي وصفها بجرأة من قبل الناجين من لاري ناصر لفترة طويلة ، ويضم أي تغييرات ضرورية وملائمة.,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,53.14559184665863,تدعم الجمباز الأمريكية تحقيقًا مستقلاً قد يسلط الضوء على كيفية عدم اكتشاف الإساءة بالقدر الذي وصفه الناجون من لاري ناصر بشجاعة لفترة طويلة، وتؤيد أي تغييرات ضرورية ومناسبة.,55.42388519031894
16,تمارس رياضة الرياضة في الولايات المتحدة الأمريكية والجنة الرياضية الأمريكية نفس الهدف  جعل رياضة الرياضة الرياضية وغيرها آمنة قدر الإمكان لمتسابقين الرياضيين لمتابعة أحلامهم في بيئة آمنة وإيجابية وتمكينية.,لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,62.084409269819496,تهدف اتحاد الجمباز الأمريكي واللجنة الأولمبية الأمريكية إلى تحقيق نفس الهدف - وهو جعل رياضة الجمباز وغيرها من الرياضات آمنة قدر الإمكان للرياضيين لمتابعة أحلامهم في بيئة آمنة وإيجابية وممكّنة.,59.22041068528904
17,خلال الستينيات، عمل برزينسكي لجون كينيدي كمستشار له ومن ثم لإدارة ليندون ب. جونسون.,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,45.294070163583044,خلال ستينيات القرن العشرين، عمل بريجنسكي كمستشار لدى جون كينيدي ثم لدى إدارة ليندون بي. جونسون.,56.99223032249346
18,خلال الانتخابات عام 1976 ، أقدم المشورة لكارتر بشأن السياسة الخارجية ، ثم شغل منصب مستشار الأمن القومي (NSA) من عام 1977 إلى عام 1981 ، خلفاً لهنري كيسنجر.,وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,64.35028791517578,خلال اختيارات عام 1976، قدم النصيحة لكارتر بشأن السياسة الخارجية، ثم شغل منصب مستشار الأمن القومي من عام 1977 حتى 1981، خلفاً لهنري كيسنجر.,77.65511198120095
19,كمنظمة الأمن القومي، ساعد كارتر في التعامل الدبلوماسي مع الشؤون العالمية، مثل اتفاقات كامب ديفيد، 1978؛ عودة العلاقات الأمريكية إلى الصين إلى النظام التنفيذي في أواخر السبعينيات؛ الثورة الإيرانية، التي أدت إلى أزمة الرهائن الإيرانية، 1979; والغزو السوفيتي في أفغانستان، 1979.,خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,59.445442183439646,بصفته مستشاراً للأمن القومي، ساعد كارتر في التعامل الدبلوماسي مع الشؤون العالمية، مثل اتفاقيات كامب ديفيد عام 1978؛ تطبيع العلاقات الأمريكية-الصينية خلال أواخر السبعينيات؛ الثورة الإيرانية التي أدت إلى أزمة الرهائن في إيران عام 1979؛ والغزو السوفيتي لأفغانستان عام 1979.,72.53001984385018
20,حصل الفيلم، الذي يضم رايان غوسلينغ وإيما ستون، على ترشيحات في جميع الفئات الرئيسية.,وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,82.5588483420487,نال الفيلم، الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,92.09161786570586
21,تلقى غوسلينغ وستون ترشيحات أفضل ممثل وممثلة على التوالي.,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,75.61163745289385,تلقى جوسلينغ وستون ترشيحات لجائزة أفضل ممثل وممثلة على التوالي.,78.62190301474101
22,وتشمل الترشيحات الأخرى أفضل فيلم، والرئيس، والسينما، وتصميم الملابس، والتحرير الفيلم، والنقطة الأصلية، وتصميم الإنتاج، وتحرير الصوت، والمزيج الصوتي والسيناريو الأصلي.,تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,41.43482667570735,تشمل الترشيحات الأخرى أفضل فيلم، وأفضل مخرج، وتصوير سينمائي، وتصميم أزياء، وتحرير الفيلم، والموسيقى الأصلية، وتصميم الإنتاج، وتحرير الصوت، ومزج الصوت، والسيناريو الأصلي.,71.02779048004437
23,تلقت اثنان من الأغاني من الفيلم، أوديشن (The Fools Who Dream) ومدينة النجوم، ترشيحات لأفضل أغنية أصلية. تلقت استوديو ليونزغيت 26 ترشيحًا أكثر من أي استوديو آخر.,تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,61.05223051493611,"تم ترشيح أغنيتين من الفيلم، ""اختبار الأداء (الأغبياء الذين يحلمون)"" و""مدينة النجوم""، لجائزة أفضل أغنية أصلية. حصلت استوديوهات لاينزغيت على 26 ترشيحًا - أكثر من أي استوديو آخر.",48.05507223603737
24,في وقت متأخر من يوم الأحد، أعلن الرئيس الأمريكي دونالد ترامب، في بيان صدر عن طريق وزير الصحافة، عن خروج القوات الأمريكية من سوريا.,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,56.809175635551924,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان تم تقديمه عبر المتحدث باسم الصحافة، أن القوات الأمريكية ستغادر سوريا.,57.16203337714689
25,تم الإعلان عن هذا بعد محادثة هاتفية أجراها ترامب مع الرئيس التركي رجب طيب أردوغان.,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,63.704601417507476,تم الإعلان بعد أن أجرت ترامب محادثة هاتفية مع الرئيس التركي رجب طيب أردوغان.,76.07675519481992
26,كما ستقوم تركيا بحراسة مقاتلي داعش المحتجزين الذين رفضت الدول الأوروبية إعادةهم إلى بلادهم.,وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,48.864889185417596,تركيا ستتولى أيضًا حراسة مقاتلي داعش الذين تم القبض عليهم، حيث قالت البيان إن الدول الأوروبية قد رفضت إعادتهم إلى بلدانهم.,45.629823807862564
27,هذا لا يؤكد فقط أن على الأقل بعض الديناصورات كانت لها ريش، وهي نظرية منتشرة بالفعل، ولكن يوفر تفاصيل لا يمكن للحفريات عموما، مثل اللون والتخطيط ثلاثي الأبعاد.,لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,44.220768392662826,هذا لا يؤكد فقط أن بعض الديناصورات على الأقل كانت لديها ريش، وهي فرضية منتشرة بالفعل، بل يوفر أيضًا تفاصيل لا تستطيع الحفريات عمومًا تقديمها، مثل اللون والترتيب ثلاثي الأبعاد.,63.413789776849185
28,يقول العلماء أن ريش هذا الحيوان كان بني كاستين على الأعلى مع جانب شاحب أو ملون كاروتينود,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,53.70169413584694,يقول العلماء إن ريش هذا الحيوان كان بنيًّا كستنائيًا من الأعلى ولونه فاتح أو ملون بالكاروتينويد من الأسفل.,49.452698591212844
29,كما يمنح هذا الاكتشاف نظرة ثاقبة على تطور الريش في الطيور.,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,69.084095817912,الاكتشاف يوفر أيضًا رؤى حول تطور الريش في الطيور.,54.71967371145686
30,لأن ريش الديناصور ليس لديه شافط متطورة، تسمى راشيس، ولكن لديها سمات أخرى من الريش  الحنجرة والحنجرة  استنتج الباحثون أن راشيس كان على الأرجح تطوراً تطورياً لاحقاً من هذه الميزات الأخرى.,"نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.",40.233228176994075,لأن ريش الديناصورات لا يحتوي على عنق جيد التطور، يسمى الراخس، ولكنه يحتوي على ميزات أخرى للريش - مثل الشعيرات والشعيرات الصغيرة - استنتج الباحثون أن الراخس من المرجح أن يكون تطوراً evolutionary لاحقاً مقارنة بهذه الميزات الأخرى.,40.92130914188129
31,يوحي بنية الرمال أنّها لم تكن تستخدم في الطيران بل لتقوية درجة الحرارة أو عرضها. اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور صغير، فإن العينة تظهر ريش البالغين وليس هبوط طير.,تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,51.84789133844481,تشير بنية الريش إلى أنه لم يُستخدم في الطيران، بل ربما لتنظيم درجة الحرارة أو للعرض. اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور شاب، إلا أن العينة تظهر ريشًا بالغًا وليس زغب دجاجة.,59.04334299719185
32,اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور صغير، فإن العينة تظهر ريش البالغين وليس ديكاً.,أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,59.51961197080172,اقترح الباحثون أنه، على الرغم من أن هذه هي ذيل ديناصور صغير، فإن العينة تُظهر ريشاً ناضجاً وليس زغب فرخ.,67.45239114828301
33,تفجّر سيارة مفجّرة في مقر الشرطة في غازيانتيب، تركيا، صباح أمس، أسفر عن مقتل ضباط شرطة اثنين وإصابة أكثر من عشرين آخرين.,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,47.46816264956521,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,47.46816264956521
34,مكتب المحافظ قال أن 19 من الجرحى كانوا شرطيين,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,36.14239551956367,وقالت مكتب المحافظ إن تسعة عشر من المصابين كانوا من رجال الشرطة.,32.5288525606739
35,قالت الشرطة إنها تشك في مسؤولية الهجوم من جانب متشدد داعش المزعوم.,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,59.162660767473184,قالت الشرطة إنهم يشتبهون في أن أحد militants المزعومين لداعش (ISIL) مسؤول عن الهجوم.,37.85952032440369
36,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية التي تتبعها النجوم الأخرى: تم العثور على أن نشاط جميع النجوم في النظام يتحرك على ضوءها، وتدورها، ولا شيء آخر.,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,63.58863886730873,وجدوا أن الشمس تعمل وفق نفس المبادئ الأساسية مثل النجوم الأخرى: تبين أن نشاط جميع النجوم في النظام مدفوع بلمعانها، ودورانها، ولا شيء آخر.,67.6068666142336
37,يستخدم الضوء والدورة معاً لتحديد رقم روسبي للنجم، والذي مرتبط بتدفق البلازما.,تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,50.443639811525856,يتم استخدام اللمعان والدوران معًا لتحديد رقم روسبي للنجم، والذي يرتبط بتدفق البلازما.,65.79061621924647
38,كلما كان عدد (روسبي) أصغر، كلما كان النجم أقل نشاطاً فيما يتعلق بالانعكاسات المغناطيسية.,كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,40.752368216620276,كلما كان عدد روسبي أصغر، كانت النجمة أقل نشاطًا فيما يتعلق بانعكاسات المغناطيس.,67.343745398142
39,خلال رحلته، واجه إيفاساكي مشاكل في مناسبات عديدة.,وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,65.71943063554374,خلال رحلته، واجه إيوواساكي مشاكل في العديد من المناسبات.,65.71943063554374
40,تم سرقه من قبل القراصنة، وهاجم في التبت من قبل كلب مجنون، هرب من الزواج في نيبال وتم اعتقاله في الهند.,وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,60.26438564766791,تمت سرقته على يد قراصنة، وتعرض لهجوم من كلب مسعور في التبت، وهرب من الزواج في نيبال، وتم القبض عليه في الهند.,48.260906169824786
41,يعمل معيار 802.11n على كل من ترددات 2.4Ghz و 5.0Ghz.,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,38.15786837693656,يعمل معيار 802.11n على ترددات 2.4 جيجاهرتز و5.0 جيجاهرتز.,54.471813357276424
42,هذا سيسمح له بتوافق مع 802.11a و 802.11b و 802.11g للخلف، شريطة أن يكون المحطة القاعدة تمتلك إذاعات مزدوجة.,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,35.154308109850916,سيسمح ذلك بأن يكون متوافقًا مع الإصدارات السابقة 802.11a و 802.11b و 802.11g، بشرط أن يكون محطة القاعدة تحتوي على رادارين مزدوجين.,45.094850454052576
43,سرعات 802.11n أسرع بكثير من السائدات السابقة لها مع أقصى قدر من التوصيل النظري من 600Mbit/s.,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,36.14565182026425,سرعات 802.11n أسرع بشكل ملحوظ من سابقتها مع قدرة نقل نظرية قصوى تصل إلى 600 ميجابت في الثانية.,36.23471793875543
44,(فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم) (فيلم (فيلم) (فيلم) (فيلم) (فيلم,لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,3.8083756774848,دوفال، الذي متزوج ولديه طفلان بالغان، لم يترك انطباعاً كبيراً على ميلر، الذي قُصّت عليه القصة.,3.7632743696051985
45,"عندما طلب من ميلر التعليق، قال: ""مايك يتحدث كثيرا خلال جلسة الاستماع... كنت أستعد لذلك لم أكن حقاً أسمع ما كان يقول"".","قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".",50.50602224198273,"عندما سُئل عن تعليق، قال ميلر: ""مايك يتحدث كثيرًا أثناء الجلسة... كنت أستعد، لذلك لم أكن أستمع حقًا لما كان يقوله.""",56.27919293474252
46,"وقال هو ""سنسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بحلول عام 2020 بمعدل ملحوظ من مستوى عام 2005.","صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".",70.54196486748546,"قال هو: ""سنسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بفارق ملحوظ بحلول عام 2020 مقارنة بمستوى عام 2005.""",81.2631119744609
47,لم يحدد رقم للخفضات، قائلاً إنه سيتم بناءه على الإنتاج الاقتصادي الصيني.,لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,47.49427050714362,لم يحدد رقماً للخفض، قائلاً إنها ستُجرى بناءً على الناتج الاقتصادي للصين.,52.22541298288485
48,"تشجع هو البلدان النامية على ""تجنب المسار القديم للتلوث أولاً وتنظيفها لاحقاً"".","هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""",40.16443688221496,"حث هُو الدول النامية ""على تجنب المسار القديم المتمثل في التلوث أولاً ثم التنظيف لاحقاً.""",50.43693070219977
49,"وأضاف أن ""لا ينبغي أن يطلب منهم، على الرغم من ذلك، أن يتحملوا التزامات تتجاوز مرحلة تنميةهم ومسؤولياتهم وقدراتهم"".","وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""",59.172096242666115,"وأضاف أن ""يجب ألا يُطلب منهم، مع ذلك، تحمل التزامات تتجاوز مرحلة تطورهم ومسؤولياتهم وقدراتهم.""",65.15775131119622
50,مجموعة دراسة العراق قدمت تقريرها في الساعة 12 بتوقيت جرينتش اليوم,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,77.20866532720818,قدمت مجموعة دراسة العراق تقريرها اليوم الساعة 12:00 بتوقيت غرينتش.,63.458684484274485
