id,translated_chinese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"虽然有试验疫苗可以减少埃博拉死亡率,但到目前为止,",虽然有一种实验性疫苗看似能够降低埃博拉病毒的死亡率，但迄今为止，还没明确证明任何药物适合治疗现有的感染。,0.8043332099914551,虽然一种实验疫苗似乎能够降低埃博拉的死亡率，但到目前为止，还没有药物被明确证实适合用于治疗现有感染。,0.8067181706428528
11,"一种抗体尾酒,ZMapp,最初在该领域有望,但正式研究表明它在预防死亡方面具有比寻求的更少的好处.",一种名为 ZMapp 的“抗体鸡尾酒”（多抗体联合）最初有望在该领域发挥作用，但正式研究表明，它在预防死亡方面的效果有些不尽人意。,0.7230468988418579,一种抗体鸡尾酒，ZMapp，最初在这一领域显示出希望，但正式研究表明，它在预防死亡方面的益处不如预期。,0.7825629115104675
12,"在PALM试验中,ZMapp作为一个控制,这意味着科学家将其作为一个基线,并将其其他三种治疗方法与它进行了比较.",在 PALM 实验中，ZMapp 用作参照。也就是科学家将其作为基线，把其他三种治疗方法与之作比较。,0.822050154209137,在PALM试验中，ZMapp被作为对照，意味着科学家将其作为基准，并将其他三种治疗与其进行比较。,0.8382262587547302
13,"美国体操运动会支持美国奥运会的信, 并接受奥运会家庭的绝对需要,",美国体操协会对美国奥委会的信函表示支持，并接受奥运会大家庭的严格要求，即为所有运动员营造一个安全的训练环境。,0.564456045627594,美国体操协会支持美国奥林匹克委员会的信件，并接受奥林匹克大家庭在为我们的运动员提供安全环境方面的绝对必要性。,0.5387241244316101
14,"我们同意美国体育委员会的声明, 通过在组织内部进行有意义的变化而不是退牌,",我们同意美国奥委会的声明，与其吊销执照，不如在我们组织内部继续推进有意义的变革，可能更有利于维护运动员和俱乐部的利益及其运动。,0.7270709872245789,我们同意美国奥林匹克委员会的声明，即我们的运动员、俱乐部和他们的运动的利益可能通过在我们组织内部推进有意义的变革，而不是取消认证，得到更好的服务。,0.7102931141853333
15,"美国体操运动支持一个独立的调查, 能够揭示拉里·纳萨尔幸存者如何勇敢地滥用描述的比例,",根据美国体操协会支持的一项独立调查，我们也许能够得知，幸存者勇敢曝光的、拉里·纳萨尔的大规模性侵行为，为什么在这么长时间内都没有被发现。此外，协会还表示会做出必要和适当的整改。,0.5105347037315369,美国体操协会支持一项独立调查，以揭示拉里·纳萨尔的幸存者们所勇敢描述的虐待情况是如何能够长时间未被发现的，并且欢迎任何必要和适当的变革。,0.5411179661750793
16,"美国体操运动和美国体育运动委员会都致力于使体操运动和其他运动员在安全,积极和赋权的环境中实现他们的梦想.",美国体操协会和美国奥委会有一个共同的目标，那就是尽可能保证体操运动和其他运动的安全性，让运动员在安全、积极和充满支持的环境中追求他们的梦想。,0.8409836888313293,美国体操协会和美国奥林匹克委员会有着相同的目标——让体操及其他运动尽可能安全，让运动员在一个安全、积极和充满力量的环境中追梦。,0.8246014714241028
17,"在20世纪60年代,布雷兹辛斯基担任约翰·F·肯尼迪的顾问,然后是林登·B·约翰逊政府.",20 世纪 60 年代，布热津斯基先是为约翰·福特·肯尼迪效力，担任他的顾问，后来又为林登·贝恩斯·约翰逊政府工作。,0.8439624905586243,在1960年代，布热津斯基为约翰·F·肯尼迪担任顾问，随后又为林登·约翰逊政府工作。,0.8789718747138977
18,"在1976年选举期间,他就外交政策咨询了卡特,然后于1977年至1981年担任国家安全顾问 (NSA),继任亨利·基辛格.",在 1976 年总统选举期间，他为卡特提供了对外政策方面的建议，随后在 1977 到 1981 年接替亨利·基辛格担任国家安全顾问 (NSA) 。,0.8603187203407288,在1976年的选举中，他向卡特提供了外交政策的建议，随后在1977年至1981年期间担任国家安全顾问，接替亨利·基辛格。,0.8668660521507263
19,"作为美国国家安全局,他协助卡特外交上处理世界事务,如1978年坎普戴维协议;在1970年代末的美国与中国关系正常化;导致伊朗人质危机的伊朗革命,1979年;以及苏联入侵阿富汗,1979年.",身为国家安全顾问，他曾协助卡特处理诸多国际事务，例如 1978 年签署《戴维营协议》；在20 世纪 70 年代末实现美中关系正常化；1979 年导致伊朗人质危机的伊朗革命；1979 年苏联入侵阿富汗。,0.8023638725280762,作为国家安全顾问，他协助卡特在外交上处理世界事务，例如1978年的戴维营协议；在1970年代末期正常化美中关系；伊朗革命，这导致了1979年的伊朗人质危机；以及1979年苏联入侵阿富汗。,0.83537358045578
20,"这部电影,由Ryan Gosling和Emma Stone饰演,在所有主要类别中获得了提名.",这部由瑞恩·高斯林 (Ryan Gosling) 和艾玛·斯通 (Emma Stone) 主演的电影获得了各大奖项的提名。,0.8078290224075317,这部电影，由瑞恩·高斯林和艾玛·史东主演，获得了所有主要类别的提名。,0.8742636442184448
21,戈斯林和石头分别获得最佳男演员和女演员提名.,高斯林和斯通分别获得了最佳男主角和最佳女主角的提名。,0.8833122849464417,戈斯林和斯通分别获得了最佳男演员和最佳女演员的提名。,0.9185394048690796
22,"其他提名包括最佳电影,导演,电影,服装设计,电影编辑,原创乐谱,制作设计,声音编辑,声音混合和原创剧本.",其他提名包括最佳影片、最佳导演、最佳摄影、最佳服装设计、最佳电影剪辑、最佳原创配乐、最佳艺术指导、最佳音效剪辑、最佳混音和最佳原创剧本。,0.7791889309883118,其他提名包括最佳影片、最佳导演、最佳摄影、最佳服装设计、最佳剪辑、最佳原创音乐、最佳美术设计、最佳音效剪辑、最佳音效混音和最佳原创剧本。,0.7781462669372559
23,"电影中的两个歌曲,听证会 (The Fools Who Dream) 和星星之城,获得最佳原创歌曲提名.狮子城工作室获得了26个提名,比任何其他工作室都多.",该电影的两首歌曲《追梦痴子心》和《星光之城》获得了最佳原创歌曲的提名。狮门影业获得了 26 项提名，比其他任何一家工作室都要多。,0.8267157673835754,电影《试镜》（《梦想愚者》）中的两首歌《Audition (The Fools Who Dream)》和《City of Stars》获得了最佳原创歌曲提名。狮门影业获得了26项提名——这是所有影业中最多的。,0.7962391972541809
24,"美国总统特朗普在一份通过新闻秘书发表的声明中宣布,",周日晚些时候，美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美军将撤离叙利亚。,0.7772894501686096,星期天晚些时候， 美国总统唐纳德·特朗普通过新闻秘书发表声明，宣布美国军队将离开叙利亚。,0.7601043581962585
25,总统特朗普与土耳其总统埃尔多安进行电话对话后宣布这一消息.,特朗普与土耳其总统雷杰普·塔伊普·埃尔多安（Recep Tayyip Erdoğan）通话后发表了声明。,0.8382042050361633,在特朗普与土耳其总统雷杰普·塔伊普·埃尔多安通话后，宣布了这一消息。,0.9022052884101868
26,"据声明,土耳其还将负责监护被俘的伊斯兰国战士,",该声明称，土耳其还将接管对被捕的伊斯兰国武装分子的看守任务；欧洲国家拒绝将他们遣送回国。,0.7644795179367065,土耳其还将负责看守被捕的ISIS战斗人员，声明指出，欧洲国家拒绝遣返这些人员。,0.7937305569648743
27,"这不仅证实至少有些恐龙有羽毛,这是一个已经广泛的理论,",这不仅证实了至少有些恐龙有羽毛——这一理论已经广为流传——而且还提供了化石通常无法提供的细节，比如颜色和三维排列。,0.741779625415802,这不仅确认了至少一些恐龙有羽毛，这个理论已经十分普遍，还提供了化石通常无法提供的细节，比如颜色和三维排列。,0.7603217959403992
28,"科学家说,这只动物的羽毛上面是栗色的,下面是白色或色的.",科学家表示，这种动物的羽毛顶部为栗棕色，底部为浅色或胡萝卜色。,0.7433642745018005,科学家表示，这种动物的羽毛上面是栗棕色的，下面则是浅色或类胡萝卜素的颜色。,0.7584477066993713
29,发现还提供了对鸟类羽毛的进化的了解.,这一发现也有助于深入了解鸟类羽毛的进化。,0.9057595729827881,这个发现还提供了对鸟类羽毛演化的深入了解。,0.9339520335197449
30,"因为恐龙羽毛没有一个发达的轴,称为rachis,但有其他羽毛的特征 刺和刺 研究人员推断了rachis可能是后来的进化发展",恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。,0.6512131094932556,因为恐龙的羽毛没有发达的轴心，称为羽轴，但有羽毛的其他特征——羽枝和羽小枝——研究人员推测羽轴可能是这些其他特征之后的一个演化发展。,0.7032531499862671
31,"虽然这是一只年轻恐龙的尾巴,但样本显示成年羽毛,而不是小的下面.",羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,0.5898411870002747,羽毛的结构表明它们不是用来飞行的，而是用于温度调节或展示。研究人员提出，尽管这是一只年轻恐龙的尾巴，但样本显示出成年羽毛，而不是幼鸟的绒毛。,0.6081696152687073
32,"研究人员认为,尽管这是一个年轻恐龙的尾巴,",研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。,0.6278919577598572,研究人员建议，即使这是一只年轻恐龙的尾巴，样本显示的是成年羽毛，而不是小鸟的绒毛。,0.6068158149719238
33,"昨天早上在土耳其加西安特普警察总部爆炸的汽车炸弹造成两名警察死亡,另外二十多人受伤.",昨日上午，土耳其加齐安泰普（Gaziantep）的警察总部发生了一起汽车炸弹爆炸事件，该事件导致两名警察死亡，20 余人受伤。,0.8621007204055786,昨天早晨，在土耳其加济安泰普的警察总部发生了一起汽车炸弹爆炸事件，导致两名警察遇难，另有超过二十人受伤。,0.8923154473304749
34,"州长办公室说,受伤者中有19名是警察.",州长办公室表示，伤者中有十九人是警察。,0.9591040015220642,州长办公室表示，有十九名受伤者是警察。,0.9595621824264526
35,"警方表示,他们怀疑一名据称是伊斯兰国 (ISIL) 武装分子负责袭击.",警方说他们怀疑一名疑似伊斯兰国 (ISIL) 的武装分子发动了这场袭击。,0.9527708292007446,警方表示，他们怀疑一名涉嫌的“伊斯兰国” (ISIL) 武装分子对这起攻击负有责任。,0.9437755346298218
36,"他们发现太阳与其他恒星一样运行基本原理:系统中的所有恒星的活动都由它们的亮度,旋转,而没有其他因素驱动.",他们发现，太阳和其他恒星的运行原理是一样的：星系中所有恒星的活跃度都完全决定于它们的光度和自转。,0.835749089717865,他们发现太阳的运作遵循与其他恒星相同的基本原则：发现系统中所有恒星的活动都是由它们的亮度、旋转驱动的，而没有其他因素。,0.8991871476173401
37,"光和旋转被用来确定恒星的罗斯比号,这与等离子体流相关.",一颗恒星的罗斯贝数由其光度和旋度共同决定，与等离子体流有关。,0.7467541098594666,亮度和旋转一起用于确定恒星的罗斯比数，这与等离子体流动有关。,0.7782114744186401
38,"罗斯比号数越小,星星对磁反转的活力就越少.",罗斯贝数越小，恒星在磁场倒转方面就越不活跃。,0.8713180422782898,罗斯比数越小，星星在磁场反转方面的活动性越低。,0.8924524188041687
39,"在旅途中,伊瓦萨基多次遇到了麻烦.",在旅途中，岩崎在很多场合碰到了麻烦。,0.8666481971740723,在他旅行期间，岩崎多次遇到麻烦。,0.8572577834129333
40,"他被海盗抢劫,在西藏被狂犬袭击,在尼泊尔逃离婚姻,",他曾被海盗抢劫，在西藏被疯狗袭击，在尼泊尔逃婚，还曾在印度被捕。,0.8397766947746277,,
41,802.11n标准在2.4Ghz和5.0Ghz频率上运行.,802.11n 标准在 2.4Ghz 和 5.0Ghz 频率上都可运行。,0.9395141005516052,802.11n标准在2.4GHz和5.0GHz频率上均可工作。,0.9251402020454407
42,"这将使其能够与802.11a,802.11b和802.11g相兼容,前提是基站具有双式无线电.",它能向后兼容 802.11a、802.11b 和 802.11g，前提是基站要有双无线电。,0.9011425375938416,这将使其与802.11a、802.11b和802.11g向后兼容，前提是基站必须有双无线电。,0.9364851713180542
43,"802.11n的速度比其前任的速度要快得多,其理论上最大吞吐量为600Mbit/s.",802.11n 的速度大大快于前代技术，最大理论吞吐量可达 600Mbit/s。,0.9297457933425903,802.11n的速度远远快于其前辈，最大理论吞吐量达到600Mbit/s。,0.9402463436126709
44,"杜瓦尔结婚,有两个成年子女,但他对米勒没有留下很大的印象.",杜瓦尔已婚，有两个已经成年的孩子，他并没有给故事的讲述者米勒留下太大印象。,0.8644915819168091,杜瓦尔已婚且有两个成年子女，对米勒并没有留下很深的印象，故事是由他转述的。,0.8451427221298218
45,"当被问及评论时,米勒说:""麦克在听证会上说很多话...我准备好了,所以我真的没有听到他说什么.",当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,0.8304937481880188,当被问及对此的看法时，米勒说：“迈克在听证会上说了很多……我当时在准备，所以其实没太听到他说的内容。”,0.845072865486145
46,"""我们将努力在2020年之前从2005年水平下降每单位GDP的二氧化碳排放幅度显著"",胡说.",“到 2020 年之前，我们将努力使单位国内生产总值二氧化碳排放量比 2005 年显著下降，”胡锦涛说。,0.7458090782165527,胡说：“到2020年，我们将努力将单位GDP的二氧化碳排放量比2005年的水平大幅度减少。”,0.8055636286735535
47,"他没有确定削减的数字, 他说将根据中国的经济产量进行.",他没有设定削减数额，只是表示将根据中国的经济产出来决定数额。,0.8961318135261536,他没有确定削减的具体数字，表示这些削减将依据中国的经济产出进行。,0.9083958268165588
48,"胡建議发展中国家""先避免污染,然后再清理"".",胡锦涛鼓励发展中国家“不要重走先污染后治理的老路”。,0.8373767733573914,胡鼓励发展中国家“避免走上先污染后治理的老路。”,0.8679487109184265
49,"他补充说"",然而,他们不应该被要求承担超越他们的发展阶段,责任和能力的义务"".",他补充道，“然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。”,0.9179266095161438,他还补充道，“然而，不应该要求他们承担超出他们发展阶段、责任和能力的义务。”,0.9121703505516052
50,伊拉克研究小组今天在格林特时12点提交了报告.,伊拉克研究小组于格林尼治时间 (GMT) 今天 12 点提交了报告。,0.8256983757019043,伊拉克研究小组今天在格林威治标准时间12:00发布了他们的报告。,0.8338773846626282
51,"没有人能保证伊拉克目前的任何行动都会阻止宗派战争,暴力的增加,",报告警告称，没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争、不断增长的暴力或走向混乱。,0.8635153770446777,它警告说，没有人可以保证在伊拉克目前的任何行动能够停止宗派战争、日益增长的暴力或是滑向混乱。,0.8538945913314819
52,报告以开放辩论和美国关于中东政策的共识形成为基础.,该报告开篇呼吁美国就中东政策展开公开辩论并形成共识。,0.7846258282661438,报告以呼吁在美国就中东政策展开公开讨论和形成共识作为开篇。,0.7883940935134888
53,"报告对执行官对伊拉克的现行政策几乎各个方面高度批评,并敦促立即改变方向.",该报告对行政当局目前对伊拉克政策的几乎每一个方面都提出了严厉批评，并敦促立即改变方向。,0.8471804261207581,这份报告对现行政府在伊拉克的政策几乎所有方面都给予了高度批评，并呼吁立即改变方向。,0.831332266330719
54,"首先,该国78项建议是,在今年年底前,应采取新的外交举措,以防止伊拉克的边界受到敌对干预,并与其邻国恢复外交关系.",在这份报告的 78 项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界免受敌对势力的侵害，并与邻国重建外交关系。,0.8602296710014343,在其78项建议中，首要的一条是应该在今年年底之前采取新的外交倡议，以确保伊拉克的边界不受敌对干涉，并与邻国重新建立外交关系。,0.885503351688385
55,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德·德·基尔什纳昨晚宣布她在布宜诺斯艾利斯距离50公里 (31英里) 的拉普拉塔市竞选总统.,现任参议员、阿根廷第一夫人克里斯蒂娜·费尔南德斯·德·柯克纳 (Cristina Fernandez de Kirchner) 昨晚在距离布宜诺斯艾利斯 50 公里（31英里）的拉普拉塔市 (La Plata) 宣布了其总统竞选资格。,0.8313125967979431,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德斯·德基什内尔昨晚在距离布宜诺斯艾利斯50公里的拉普拉塔市宣布了她的总统候选人资格。,0.8909018635749817
56,"基尔纳夫人宣布她打算在阿根廷剧院竞选总统,",基什内尔女士在阿根廷大剧院宣布她有意参加总统竞选，2005 年也是在这里，她作为布宜诺斯艾利斯省代表开始竞选参议员。,0.5999242663383484,基尔彻夫人宣布她打算在阿根廷剧院竞选总统，这个地方是她在2005年作为布宜诺斯艾利斯省代表启动参议院竞选时使用的地点。,0.5940985083580017
57,"由于风卡特里娜后的救济和重建支出引起了争议,",这场辩论是因为对卡特里娜飓风后的救济和重建支出有争议而开始的；一些财政保守派幽默地将其称为“布什的新（奥尔良）政”。,0.6558220982551575,这场辩论是由于有关卡特里娜飓风后救济和重建开支的争议引发的；一些财政保守派幽默地称之为“布什的纽约交易”。,0.6805593371391296
58,"对于重建工作的自由主义批评, 集中在向被认为是华盛顿内部人士授予重建合同.",自由派人士对重建工作的批判主要集中在把重建合同授予了视为华盛顿内部人士的这一做法。,0.8250362277030945,自由派对重建工作的批评主要集中在将重建合同授予被认为是华盛顿内部人士的人。,0.8493772149085999
59,超过400万人去罗马参加葬礼.,有 400 多万人前往罗马参加葬礼。,0.9586090445518494,超过四百万人前往罗马参加葬礼。,0.9572836756706238
60,"场合的人数如此之多,",对于在圣彼得广场举行的葬礼，出席者太多了，因此不可能每个人都能进入。,0.42947709560394287,到场的人数非常多，以至于每个人都无法进入圣彼得广场参加葬礼。,0.43500956892967224
61,"罗马各地安装了几台大型电视屏幕,让人们观看仪式.",罗马各地安装了数个大型电视屏幕，供人们观看仪式。,0.9440518021583557,在罗马的各个地方安装了几台大型电视屏幕，让人们观看仪式。,0.9447422027587891
62,"意大利的许多城市以及世界其他地区,特别是波兰,也有许多人观看了类似的设置.",在意大利很多其他城市以及世界上其他地方，尤其是波兰，都设置了类似的设施，以供大量群众观看。,0.7726389765739441,在意大利的许多其他城市以及世界其他地方，特别是在波兰，类似的布置也被进行了，吸引了大量观众。,0.7823899388313293
63,"历史学家批评过去的联邦调查局政策, 专注于容易解决的案件,",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,0.7789193391799927,历史学家批评过去FBI的政策过于关注那些容易解决的案件，尤其是被盗汽车案件，目的是提高该机构的成功率。,0.7776451110839844
64,"美国国会在2005年开始资助该丑闻倡议,并规定FBI必须将10名特工用于成人色情.",国会从 2005 财年开始资助该扫黄倡议，并规定联邦调查局 (FBI) 必须指派 10 名探员专门打击成人色情。,0.7481037974357605,国会在2005财年开始为猥亵倡议提供资金，并规定联邦调查局必须投入10名特工专门处理成人色情问题。,0.7883977890014648
65,"罗宾·乌塔帕在41球中打出11个四分和2个六分,",罗宾·乌萨帕 (Robin Uthappa) 取得了本局的最高分，投出了 11 个四分球和 2 个六分球，仅投出 41 个球便赢得 70 分。,0.6915289163589478,罗宾·乌塔帕在这场比赛中取得了最高分，在41球内击出了70分，其中包括11个四分球和2个六分球。,0.7757441401481628
66,"中级篮球员萨辛·特尔卡和拉胡尔·德拉维德表现得很好,",中局击球手萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，搭档取得了 100 跑的成绩。,0.7465012669563293,中间阶梯的击球手，萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，合作打出了一个百回合的配合。,0.7564095258712769
67,"但在失去了队长的子之后,印度只能打36球,失去了7个子,",但在队长输掉三柱门后，印度在结束这一局的比赛时只得了 36 分，输掉 7 个三柱门。,0.4923810362815857,但是，在失去队长的 wicket 后，印度队只得了 36 分，失去了 7 个 wicket，结束了这一局。,0.49062982201576233
68,"美国总统乔治·布什于11月16日早上抵达新加坡,开始了一周的亚洲巡回演出.",美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。,0.8822625279426575,美国总统乔治·W·布什于11月16日上午抵达新加坡，开始为期一周的亚洲之行。,0.9004877209663391
69,他与新加坡总理李思隆 (Lee Hsien Loong) 讨论贸易和恐怖主义问题.,他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙探讨了贸易和恐怖主义问题。,0.8025413155555725,他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙讨论了贸易和恐怖主义问题。,0.8040220737457275
70,"在中期选举中失败一周后,",在经过一周的中期选举失利后，布什向听众讲述了亚洲贸易扩张的形势。,0.585546612739563,在经历了一周的中期选举失利后，布什向观众谈到了亚洲贸易的扩展。,0.5658798813819885
71,"总理斯蒂芬·哈珀同意在周二与国民党领导人杰克·莱顿在PMO举行25分钟会议后,将政府的""清洁空气法案""提交到全党委员会审议,",周二，总理斯蒂芬·哈珀（ Stephen Harper ）在其办公室与新民主党党魁杰克·林顿（ Jack Layton ）举行 25 分钟的会议后，已经同意将政府的《清洁空气法》送交一个多党委员会审查，然后再进行二读。,0.7866873145103455,加拿大总理斯蒂芬·哈珀已经同意将政府的《清洁空气法案》提交给一个跨党派委员会审查，在第二次阅读之前，这是在周二与新民主党领导人杰克·雷顿在总理办公室进行的25分钟会议后达成的。,0.8028538227081299
72,"莱顿在与总理的会中要求改变保守党的环境法案,",“莱顿 (Layton) 在与首相会面期间要求修改保守党的环境法案，他要求‘彻底重写’保守党的环境法案。”,0.7990853190422058,莱顿在与总理的会议上请求对保守党的环境法案进行更改，他要求对保守党的环境法案进行“彻底和全面的重写”。,0.7677754759788513
73,"自联邦政府介入接管德文波特梅斯曼尼亚市梅西医院的资金以来,州政府和一些联邦议员批评这一行为,",自从联邦政府介入接管塔斯马尼亚州德文波特的默西医院的资金后，州政府和一些联邦议员批评此举是 11 月联邦大选前的噱头。,0.8289566040039062,自从联邦政府介入接管塔斯马尼亚德文港的梅尔西医院的资助以来，州政府和一些联邦国会议员批评这一举动是即将于11月召开的联邦选举前的一个噱头。,0.8146342635154724
74,"但总理约翰·霍华德表示,该法案只是为了保护塔斯曼尼亚政府免受医院设施降级,",但澳大利亚总理约翰•霍华德 (John Howard) 表示，该法案只是为了通过额外拨付 4500 万澳元来防止医院设施被塔斯马尼亚政府降级。,0.8272022604942322,但是总理约翰·霍华德表示，这一举措只是为了保护医院设施不被塔斯马尼亚政府降级，因此提供了额外的4500万澳元。,0.8436662554740906
75,"根据最新的公告,海平面的数据显示发生了海.",最新公报显示，海平面的读数表明已经发生过海啸。帕果帕果和纽埃岛附近确切记录了海啸活动的发生。,0.48073193430900574,根据最新公告，海平面读数显示已生成海啸。在帕戈·帕戈和纽埃附近记录到了一些明确的海啸活动。,0.514029324054718
76,"东加没有重大损害或受伤,但电力暂时失去了,据报道,这阻止了东加当局收到PTWC发出的海预警.",汤加 (Tonga) 没有重大损失或人员伤亡报告，但电力暂时中断。据报道，停电让汤加当局无法收到太平洋海啸警报中心 (PTWC) 发出的海啸警报。,0.7591660022735596,在汤加没有报告重大损毁或伤亡，但一度停电，这 reportedly 阻止了汤加当局接收到由太平洋海啸预警中心发布的海啸预警。,0.8128164410591125
77,"尽管提醒已被取消, 哈维的14所学校在或附近的海岸线周三都关闭.",尽管警报已解除，坐落于夏威夷海岸线或附近的 14 所学校在整个周三都关闭了。,0.8441603779792786,在夏威夷，十四所位于海岸线附近或沿海的学校尽管警告已解除，仍于整个星期三关闭。,0.8233428597450256
78,美国总统乔治·布什欢迎这一公告.,美国总统乔治·沃克·布什对这一公告表示支持。,0.9494574069976807,美国总统乔治·W·布什欢迎这一声明。,0.9652705192565918
79,"布什发言人戈登·约翰德罗称朝鲜承诺""是朝鲜半岛核无导目标的重大一步"".","""布什政府发言人戈登·约翰德罗 (Gordon Johndroe) 称朝鲜的承诺是""朝着实现朝鲜半岛可核查的无核化目标迈出的重要一步""。""",0.8236778378486633,布什的发言人戈登·约翰德罗（Gordon Johndroe）称朝鲜的承诺是“朝着实现朝鲜半岛可核查无核化目标迈出的重要一步。”,0.8392557501792908
80,"亚特兰大风季节第十个命名风暴,",亚热带风暴杰瑞 (Jerry) 今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。,0.6055323481559753,大西洋飓风季节的第十个命名风暴，亚热带风暴杰瑞，今天在大西洋形成。,0.6492801308631897
81,"美国国家风中心 (NHC) 表示,",国家飓风中心 (NHC) 表示，目前“杰瑞”对陆地没有威胁。,0.6188601851463318,国家飓风中心（NHC）表示，目前杰瑞对陆地没有威胁。,0.6288246512413025
82,"美国工程师队估计, 雨量可能会破裂之前损坏的堤.",美国陆军工兵部队估计，6 英寸的降雨量就可能冲垮之前损坏的堤坝。,0.6224871277809143,美国工程师部估计，6英寸的降雨可能会冲破之前受损的 levees（堤坝）。,0.670113742351532
