id,translated_chinese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
45,"当被问及评论时,米勒说:""麦克在听证会上说很多话...我准备好了,所以我真的没有听到他说什么.",当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,21.369857273333267,当被问及对此的看法时，米勒说：“迈克在听证会上说了很多……我当时在准备，所以其实没太听到他说的内容。”,26.479396939029375
46,"""我们将努力在2020年之前从2005年水平下降每单位GDP的二氧化碳排放幅度显著"",胡说.",“到 2020 年之前，我们将努力使单位国内生产总值二氧化碳排放量比 2005 年显著下降，”胡锦涛说。,29.909507559548548,胡说：“到2020年，我们将努力将单位GDP的二氧化碳排放量比2005年的水平大幅度减少。”,39.82199015369129
47,"他没有确定削减的数字, 他说将根据中国的经济产量进行.",他没有设定削减数额，只是表示将根据中国的经济产出来决定数额。,35.35054411689068,他没有确定削减的具体数字，表示这些削减将依据中国的经济产出进行。,42.58475963100094
48,"胡建議发展中国家""先避免污染,然后再清理"".",胡锦涛鼓励发展中国家“不要重走先污染后治理的老路”。,17.36038926073994,胡鼓励发展中国家“避免走上先污染后治理的老路。”,20.747881251624946
49,"他补充说"",然而,他们不应该被要求承担超越他们的发展阶段,责任和能力的义务"".",他补充道，“然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。”,48.410017303688704,他还补充道，“然而，不应该要求他们承担超出他们发展阶段、责任和能力的义务。”,35.973906801810344
50,伊拉克研究小组今天在格林特时12点提交了报告.,伊拉克研究小组于格林尼治时间 (GMT) 今天 12 点提交了报告。,47.00923908315002,伊拉克研究小组今天在格林威治标准时间12:00发布了他们的报告。,39.53088252248564
51,"没有人能保证伊拉克目前的任何行动都会阻止宗派战争,暴力的增加,",报告警告称，没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争、不断增长的暴力或走向混乱。,29.47593135325846,它警告说，没有人可以保证在伊拉克目前的任何行动能够停止宗派战争、日益增长的暴力或是滑向混乱。,30.605602660558418
52,报告以开放辩论和美国关于中东政策的共识形成为基础.,该报告开篇呼吁美国就中东政策展开公开辩论并形成共识。,16.110372765689426,报告以呼吁在美国就中东政策展开公开讨论和形成共识作为开篇。,16.80314644687416
53,"报告对执行官对伊拉克的现行政策几乎各个方面高度批评,并敦促立即改变方向.",该报告对行政当局目前对伊拉克政策的几乎每一个方面都提出了严厉批评，并敦促立即改变方向。,33.66007061976586,这份报告对现行政府在伊拉克的政策几乎所有方面都给予了高度批评，并呼吁立即改变方向。,34.66213686719704
54,"首先,该国78项建议是,在今年年底前,应采取新的外交举措,以防止伊拉克的边界受到敌对干预,并与其邻国恢复外交关系.",在这份报告的 78 项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界免受敌对势力的侵害，并与邻国重建外交关系。,28.664185401797987,在其78项建议中，首要的一条是应该在今年年底之前采取新的外交倡议，以确保伊拉克的边界不受敌对干涉，并与邻国重新建立外交关系。,33.22893516964646
55,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德·德·基尔什纳昨晚宣布她在布宜诺斯艾利斯距离50公里 (31英里) 的拉普拉塔市竞选总统.,现任参议员、阿根廷第一夫人克里斯蒂娜·费尔南德斯·德·柯克纳 (Cristina Fernandez de Kirchner) 昨晚在距离布宜诺斯艾利斯 50 公里（31英里）的拉普拉塔市 (La Plata) 宣布了其总统竞选资格。,47.027838169663106,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德斯·德基什内尔昨晚在距离布宜诺斯艾利斯50公里的拉普拉塔市宣布了她的总统候选人资格。,58.949010928766974
56,"基尔纳夫人宣布她打算在阿根廷剧院竞选总统,",基什内尔女士在阿根廷大剧院宣布她有意参加总统竞选，2005 年也是在这里，她作为布宜诺斯艾利斯省代表开始竞选参议员。,4.648298600771112,基尔彻夫人宣布她打算在阿根廷剧院竞选总统，这个地方是她在2005年作为布宜诺斯艾利斯省代表启动参议院竞选时使用的地点。,15.657141217258408
57,"由于风卡特里娜后的救济和重建支出引起了争议,",这场辩论是因为对卡特里娜飓风后的救济和重建支出有争议而开始的；一些财政保守派幽默地将其称为“布什的新（奥尔良）政”。,9.9744820665874,这场辩论是由于有关卡特里娜飓风后救济和重建开支的争议引发的；一些财政保守派幽默地称之为“布什的纽约交易”。,8.381751272261189
58,"对于重建工作的自由主义批评, 集中在向被认为是华盛顿内部人士授予重建合同.",自由派人士对重建工作的批判主要集中在把重建合同授予了视为华盛顿内部人士的这一做法。,34.60718894887521,自由派对重建工作的批评主要集中在将重建合同授予被认为是华盛顿内部人士的人。,51.6609625366192
59,超过400万人去罗马参加葬礼.,有 400 多万人前往罗马参加葬礼。,40.818511424237265,超过四百万人前往罗马参加葬礼。,40.32979040374046
60,"场合的人数如此之多,",对于在圣彼得广场举行的葬礼，出席者太多了，因此不可能每个人都能进入。,0.569223887409985,到场的人数非常多，以至于每个人都无法进入圣彼得广场参加葬礼。,2.4018501202905584
61,"罗马各地安装了几台大型电视屏幕,让人们观看仪式.",罗马各地安装了数个大型电视屏幕，供人们观看仪式。,62.742088451809494,在罗马的各个地方安装了几台大型电视屏幕，让人们观看仪式。,59.6372410750487
62,"意大利的许多城市以及世界其他地区,特别是波兰,也有许多人观看了类似的设置.",在意大利很多其他城市以及世界上其他地方，尤其是波兰，都设置了类似的设施，以供大量群众观看。,27.132713915927177,在意大利的许多其他城市以及世界其他地方，特别是在波兰，类似的布置也被进行了，吸引了大量观众。,34.123497496115284
63,"历史学家批评过去的联邦调查局政策, 专注于容易解决的案件,",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,9.453767354243045,历史学家批评过去FBI的政策过于关注那些容易解决的案件，尤其是被盗汽车案件，目的是提高该机构的成功率。,23.020706983900432
64,"美国国会在2005年开始资助该丑闻倡议,并规定FBI必须将10名特工用于成人色情.",国会从 2005 财年开始资助该扫黄倡议，并规定联邦调查局 (FBI) 必须指派 10 名探员专门打击成人色情。,22.504793482403905,国会在2005财年开始为猥亵倡议提供资金，并规定联邦调查局必须投入10名特工专门处理成人色情问题。,21.410200118580118
65,"罗宾·乌塔帕在41球中打出11个四分和2个六分,",罗宾·乌萨帕 (Robin Uthappa) 取得了本局的最高分，投出了 11 个四分球和 2 个六分球，仅投出 41 个球便赢得 70 分。,13.025034683548226,罗宾·乌塔帕在这场比赛中取得了最高分，在41球内击出了70分，其中包括11个四分球和2个六分球。,21.171979351270412
66,"中级篮球员萨辛·特尔卡和拉胡尔·德拉维德表现得很好,",中局击球手萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，搭档取得了 100 跑的成绩。,33.22833095292003,中间阶梯的击球手，萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，合作打出了一个百回合的配合。,25.025179081957628
67,"但在失去了队长的子之后,印度只能打36球,失去了7个子,",但在队长输掉三柱门后，印度在结束这一局的比赛时只得了 36 分，输掉 7 个三柱门。,4.327692954390043,但是，在失去队长的 wicket 后，印度队只得了 36 分，失去了 7 个 wicket，结束了这一局。,18.51726392250115
68,"美国总统乔治·布什于11月16日早上抵达新加坡,开始了一周的亚洲巡回演出.",美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。,53.69392257564953,美国总统乔治·W·布什于11月16日上午抵达新加坡，开始为期一周的亚洲之行。,51.11744072566821
69,他与新加坡总理李思隆 (Lee Hsien Loong) 讨论贸易和恐怖主义问题.,他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙探讨了贸易和恐怖主义问题。,31.98295636348129,他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙讨论了贸易和恐怖主义问题。,32.98220489643725
70,"在中期选举中失败一周后,",在经过一周的中期选举失利后，布什向听众讲述了亚洲贸易扩张的形势。,5.26993037476409,在经历了一周的中期选举失利后，布什向观众谈到了亚洲贸易的扩展。,5.727908665026016
71,"总理斯蒂芬·哈珀同意在周二与国民党领导人杰克·莱顿在PMO举行25分钟会议后,将政府的""清洁空气法案""提交到全党委员会审议,",周二，总理斯蒂芬·哈珀（ Stephen Harper ）在其办公室与新民主党党魁杰克·林顿（ Jack Layton ）举行 25 分钟的会议后，已经同意将政府的《清洁空气法》送交一个多党委员会审查，然后再进行二读。,27.42295785544565,加拿大总理斯蒂芬·哈珀已经同意将政府的《清洁空气法案》提交给一个跨党派委员会审查，在第二次阅读之前，这是在周二与新民主党领导人杰克·雷顿在总理办公室进行的25分钟会议后达成的。,31.910886633149943
72,"莱顿在与总理的会中要求改变保守党的环境法案,",“莱顿 (Layton) 在与首相会面期间要求修改保守党的环境法案，他要求‘彻底重写’保守党的环境法案。”,13.86788886206847,莱顿在与总理的会议上请求对保守党的环境法案进行更改，他要求对保守党的环境法案进行“彻底和全面的重写”。,17.779561417839815
73,"自联邦政府介入接管德文波特梅斯曼尼亚市梅西医院的资金以来,州政府和一些联邦议员批评这一行为,",自从联邦政府介入接管塔斯马尼亚州德文波特的默西医院的资金后，州政府和一些联邦议员批评此举是 11 月联邦大选前的噱头。,44.411940929822215,自从联邦政府介入接管塔斯马尼亚德文港的梅尔西医院的资助以来，州政府和一些联邦国会议员批评这一举动是即将于11月召开的联邦选举前的一个噱头。,31.666586509225933
74,"但总理约翰·霍华德表示,该法案只是为了保护塔斯曼尼亚政府免受医院设施降级,",但澳大利亚总理约翰•霍华德 (John Howard) 表示，该法案只是为了通过额外拨付 4500 万澳元来防止医院设施被塔斯马尼亚政府降级。,25.741605289842404,但是总理约翰·霍华德表示，这一举措只是为了保护医院设施不被塔斯马尼亚政府降级，因此提供了额外的4500万澳元。,35.152186990932
75,"根据最新的公告,海平面的数据显示发生了海.",最新公报显示，海平面的读数表明已经发生过海啸。帕果帕果和纽埃岛附近确切记录了海啸活动的发生。,5.945915517039694,根据最新公告，海平面读数显示已生成海啸。在帕戈·帕戈和纽埃附近记录到了一些明确的海啸活动。,7.013413088258703
76,"东加没有重大损害或受伤,但电力暂时失去了,据报道,这阻止了东加当局收到PTWC发出的海预警.",汤加 (Tonga) 没有重大损失或人员伤亡报告，但电力暂时中断。据报道，停电让汤加当局无法收到太平洋海啸警报中心 (PTWC) 发出的海啸警报。,18.95719355526372,在汤加没有报告重大损毁或伤亡，但一度停电，这 reportedly 阻止了汤加当局接收到由太平洋海啸预警中心发布的海啸预警。,9.691729861204944
77,"尽管提醒已被取消, 哈维的14所学校在或附近的海岸线周三都关闭.",尽管警报已解除，坐落于夏威夷海岸线或附近的 14 所学校在整个周三都关闭了。,34.429082598482815,在夏威夷，十四所位于海岸线附近或沿海的学校尽管警告已解除，仍于整个星期三关闭。,6.95174666851516
78,美国总统乔治·布什欢迎这一公告.,美国总统乔治·沃克·布什对这一公告表示支持。,41.344516650946545,美国总统乔治·W·布什欢迎这一声明。,60.26080978557135
79,"布什发言人戈登·约翰德罗称朝鲜承诺""是朝鲜半岛核无导目标的重大一步"".","""布什政府发言人戈登·约翰德罗 (Gordon Johndroe) 称朝鲜的承诺是""朝着实现朝鲜半岛可核查的无核化目标迈出的重要一步""。""",27.32437394854326,布什的发言人戈登·约翰德罗（Gordon Johndroe）称朝鲜的承诺是“朝着实现朝鲜半岛可核查无核化目标迈出的重要一步。”,29.117927175952214
80,"亚特兰大风季节第十个命名风暴,",亚热带风暴杰瑞 (Jerry) 今天在大西洋形成，这是大西洋飓风季节中第十个被命名的风暴。,4.371454674824843,大西洋飓风季节的第十个命名风暴，亚热带风暴杰瑞，今天在大西洋形成。,15.510695325191616
81,"美国国家风中心 (NHC) 表示,",国家飓风中心 (NHC) 表示，目前“杰瑞”对陆地没有威胁。,22.497227891810407,国家飓风中心（NHC）表示，目前杰瑞对陆地没有威胁。,7.497573442066032
82,"美国工程师队估计, 雨量可能会破裂之前损坏的堤.",美国陆军工兵部队估计，6 英寸的降雨量就可能冲垮之前损坏的堤坝。,23.022045525623852,美国工程师部估计，6英寸的降雨可能会冲破之前受损的 levees（堤坝）。,18.890711774081243
