id,translated_france,origin_translation,origin_bleu,gpt_translation,gpt_bleu
20,"Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.","Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.",100.00000000000004,"Le film, avec Ryan Gosling et Emma Stone, a reçu des nominations dans toutes les grandes catégories.",100.00000000000004
21,Gosling et Stone ont reçu respectivement des nominations pour Meilleur acteur et actrice.,Golsling et Stone ont respectivement été nominés pour le Meilleur Acteur et la Meilleure Actrice.,11.710329038356216,Gosling et Stone ont reçu des nominations pour le meilleur acteur et la meilleure actrice respectivement.,33.675062603207614
22,"Les autres nominations incluent le meilleur film, le meilleur réalisateur, la cinématographie, le design de costumes, l'édition de films, la scène originale, le design de production, l'édition sonore, le mélange sonore et le scénario original.","Parmi les autres nominations figurent celles du meilleur film, du meilleur réalisateur, de la meilleure cinématographie, des meilleurs costumes, du meilleur montage, de la meilleure musique originale, des meilleurs décors, du meilleur montage sonore, du meilleur mixage et du meilleur scénario original.",9.136575541047772,"Les autres nominations incluent Meilleur Film, Meilleur Réalisateur, Meilleure Photographie, Meilleure Conception de Costumes, Meilleur Montage, Meilleure Musique Originale, Meilleure Direction Artistique, Meilleur Montage Sonore, Meilleur Mixage Sonore et Meilleur Scénario Original.",7.249733756281735
23,"Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont reçu des nominations pour la meilleure chanson originale.","Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont été nominées pour la meilleure chanson originale. Le studio Lionsgate a reçu 26 nominations — plus que tout autre studio.",51.66516149146952,"Deux chansons du film, Audition (The Fools Who Dream) et City of Stars, ont reçu des nominations pour la meilleure chanson originale. Le studio Lionsgate a reçu 26 nominations, plus que tout autre studio.",59.540197189777416
24,"Dimanche soir, le président américain Donald Trump, dans un communiqué transmis par le secrétaire de presse, a annoncé que les troupes américaines quitteraient la Syrie.","Tard dimanche, le président des États-Unis Donald Trump, dans une déclaration faite par l'intermédiaire du secrétaire de presse, a annoncé que les troupes américaines allaient se retirer de la Syrie.",41.04884892475955,"Tard dimanche, le président américain Donald Trump, dans une déclaration faite par l'intermédiaire de la porte-parole, a annoncé que les troupes américaines quitteraient la Syrie.",59.11564351236676
25,L'annonce a été faite après que Trump ait eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,L’annonce a été faite après que M. Trump ait eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,77.62535144898031,L'annonce a été faite après que Trump a eu une conversation téléphonique avec le président turc Recep Tayyip Erdoğan.,85.78928092681438
26,"La Turquie prendra également en charge la garde des combattants capturés de l'EI qui, selon la déclaration, les nations européennes ont refusé de les rapatrier.","La Turquie prendrait également en charge la garde des combattants d'ISIS capturés que, selon la déclaration, les nations européennes ont refusé de rapatrier.",61.33644734172207,"La Turquie prendrait également la responsabilité de garder les combattants de l'ISIS capturés, ce que, selon le communiqué, les nations européennes ont refusé de rapatrier.",27.870016207156834
27,"Cela confirme non seulement que certains dinosaures avaient des plumes, une théorie déjà répandue, mais fournit des détails que les fossiles ne peuvent généralement pas, tels que la couleur et l'arrangement tridimensionnel.","Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, une théorie déjà très répandue, mais fournit des détails que les fossiles ne peuvent généralement pas fournir, comme la couleur et la disposition tridimensionnelle.",61.19422265076747,"Cela confirme non seulement qu'au moins certains dinosaures avaient des plumes, une théorie déjà répandue, mais fournit des détails que les fossiles ne peuvent généralement pas offrir, tels que la couleur et l'arrangement tridimensionnel.",83.16278416107318
28,Les scientifiques disent que le plumage de cet animal était de couleur brune-chastane au sommet avec une partie inférieure pâle ou de couleur caroténoïde.,Les scientifiques disent que le plumage de cet animal était brun châtain sur le dessus et de couleur pâle ou caroténoïde sur le dessous.,42.447266883108064,Les scientifiques disent que le plumage de cet animal était brun châtaignier sur le dessus avec un dessous pâle ou de couleur caroténoïde.,55.38142279874652
29,Cette découverte permet également de comprendre l'évolution des plumes chez les oiseaux.,Cette découverte permet également de mieux comprendre l'évolution des plumes chez les oiseaux.,78.81929718099911,La découverte offre également un aperçu de l'évolution des plumes chez les oiseaux.,47.61663737003947
30,"Parce que les plumes des dinosaures n'ont pas un arbre bien développé, appelé un rachis, mais ont d'autres caractéristiques des plumes  barbes et barbules  les chercheurs ont déduit que le rachis était probablement un développement évolutionnaire ultérieur que ces autres caractéristiques.","Étant donné que les plumes de dinosaure n'ont pas une tige entièrement développée, que l'on appelle rachis, mais montrent cependant d'autres caractéristiques propres aux plumes – barbes et barbules – les chercheurs en ont déduit que le rachis était probablement un développement évolutif ultérieur à ces autres caractéristiques.",30.569190704929255,"Parce que les plumes de dinosaure n'ont pas de tige bien développée, appelée rachis, mais possèdent d'autres caractéristiques des plumes – des barbes et des barbules – les chercheurs ont déduit que le rachis était probablement un développement évolutif ultérieur par rapport à ces autres caractéristiques.",40.76025774510596
31,"La structure des plumes suggère qu'elles n'ont pas été utilisées en vol, mais plutôt pour réguler la température ou la présentation.","La structure des plumes suggère qu’elles n’étaient pas utilisées en vol mais plutôt pour la régulation ou l’affichage de la température. Les chercheurs ont suggéré que, même s’il s’agit de la queue d’un jeune dinosaure, l’échantillon montre un plumage d’adulte et non le duvet d’un poussin.",9.134922029410347,"La structure des plumes suggère qu'elles n'étaient pas utilisées pour le vol mais plutôt pour la régulation de la température ou l'affichage. Les chercheurs ont suggéré que, bien que cela soit la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet de poussin.",10.130726767672982
32,"Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre des plumes adultes et non des poules.","Les scientifiques précisent qu'il s'agit certes de la queue d'un dinosaure juvénile, mais l'échantillon révèle un plumage appartenant à un individu adulte, et non à un jeune.",7.18428889841695,"Les chercheurs ont suggéré que, même si c'est la queue d'un jeune dinosaure, l'échantillon montre un plumage adulte et non du duvet d'un poussin.",64.28439375724514
33,"Une voiture piégée qui a explosé hier matin au siège de la police de Gaziantep, en Turquie, a tué deux policiers et blessé plus de vingt autres personnes.","Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.",44.61275103797785,"Une voiture piégée a explosé au siège de la police à Gaziantep, en Turquie, hier matin, tuant deux officiers de police et blessant plus de vingt autres personnes.",44.61275103797785
34,Le bureau du gouverneur a déclaré que 19 des blessés étaient des policiers.,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des officiers de police.,54.59709700160347,Le bureau du gouverneur a déclaré que dix-neuf des blessés étaient des policiers.,78.25422900366432
35,La police a déclaré qu'elle soupçonnait un militant présumé de Daech (ISIL) de la responsabilité de l'attaque.,La police a déclaré soupçonner un militant présumé de Daesh (ÉI) comme le suspect à l'origine de cette attaque.,24.004900871820197,La police a déclaré qu'elle soupçonne un prétendu militant de Daesh (EI) d'être responsable de l'attaque.,27.065739132597326
36,"Ils ont découvert que le Soleil fonctionnait selon les mêmes principes fondamentaux que les autres étoiles: l'activité de toutes les étoiles du système était déterminée par leur luminosité, leur rotation et rien d'autre.","Ils ont constaté que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles. L'activité de toutes les étoiles du système est déterminée par leur luminosité, leur rotation et rien d'autre.",65.32752854243529,"Ils ont découvert que le Soleil fonctionnait selon les mêmes principes de base que les autres étoiles : l'activité de toutes les étoiles du système était déterminée par leur luminosité, leur rotation, et rien d'autre.",83.16278416107318
37,"La luminosité et la rotation sont utilisées ensemble pour déterminer le nombre Rossby d'une étoile, qui est lié au flux de plasma.","La luminosité et la rotation sont utilisées conjointement afin de déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.",70.30293139922857,"La luminosité et la rotation sont utilisées ensemble pour déterminer le nombre de Rossby d'une étoile, qui est lié au flux de plasma.",89.12370636325416
38,"Plus le nombre de Rossby est petit, moins l'étoile est active par rapport aux inversements magnétiques.","En ce qui concerne les inversions magnétiques, plus le nombre de Rossby est petit, moins l’étoile est active .",37.66886556907424,"Plus le nombre de Rossby est petit, moins l'étoile est active en ce qui concerne les inversions magnétiques.",60.27675143127033
39,"Pendant son voyage, Iwasaki a rencontré de nombreuses difficultés.","Au cours de son voyage, Iwasaki a eu des problèmes à de nombreuses occasions.",26.482862907742604,"Lors de son voyage, Iwasaki a rencontré des problèmes à de nombreuses reprises.",37.178099888227045
40,"Il a été volé par des pirates, attaqué au Tibet par un chien furieux, a échappé au mariage au Népal et a été arrêté en Inde.","Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.",78.21998787481581,"Il a été volé par des pirates, attaqué au Tibet par un chien enragé, a échappé à un mariage au Népal et a été arrêté en Inde.",78.21998787481581
41,"La norme 802.11n fonctionne à la fois sur les fréquences 2,4 GHz et 5,0 GHz.","La norme 802.11n fonctionne à la fois sur les fréquences 2,4 GHz et 5,0 GHz.",100.00000000000004,"La norme 802.11n fonctionne à la fois sur les fréquences de 2,4 GHz et de 5,0 GHz.",67.05526390607729
42,"Cela permettra de le rendre compatible à l'arrière avec 802.11a, 802.11b et 802.11g, à condition que la station de base dispose de radios doubles.","Ceci autorisera la rétro-compatibilité avec les itérations 802.11a, b et g, sous réserve que la station possède deux radios.",7.7250397735730845,"Cela permettra d'être rétrocompatible avec 802.11a, 802.11b et 802.11g, à condition que la station de base ait des radios duales.",53.01167507367575
43,Les vitesses de 802.11n sont nettement plus rapides que celles de ses prédécesseurs avec un débit théorique maximal de 600 Mbit/s.,"Les vitesses de la norme Wi-Fi 802.11n sont sensiblement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.",51.85110688107768,"Les vitesses de 802.11n sont considérablement plus rapides que celles de ses prédécesseurs, avec un débit théorique maximum de 600 Mbit/s.",65.49602432348429
44,"Duvall, marié et père de deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire a été relatée.","Duvall, qui est marié et a deux enfants adultes, n’a pas fait bonne impression à Miller, à qui l’histoire a été relatée.",31.569762540008654,"Duvall, qui est marié et a deux enfants adultes, n'a pas laissé une grande impression sur Miller, à qui l'histoire a été racontée.",70.75488462981548
45,"Quand on lui a demandé de commenter, Miller a dit: "" Mike parle beaucoup pendant l'audience... Je me préparais donc je n'entendais pas vraiment ce qu'il disait. ""","Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience… Je me préparais, donc je n'ai pas vraiment entendu ce qu'il disait ».",37.93101694150578,"Lorsqu'on lui a demandé de commenter, Miller a déclaré : « Mike parle beaucoup pendant l'audience... Je me préparais, donc je n'écoutais pas vraiment ce qu'il disait. »",64.76102747181675
46,"""Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB d'une marge notable d'ici 2020 par rapport au niveau de 2005"", a déclaré Hu.","« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB de manière significative d'ici 2020 par rapport au niveau de 2005 », a déclaré M. Hu.",65.36638283069188,"« Nous nous efforcerons de réduire les émissions de dioxyde de carbone par unité de PIB d'une marge notable d'ici 2020 par rapport au niveau de 2005 », a déclaré Hu.",88.66029039778034
47,"Il n'a pas fixé de chiffre pour les coupes, disant qu'elles seront effectuées en fonction de la production économique de la Chine.","Il n'a pas chiffré ces réductions, disant qu'elles seront basées sur la production économique chinoise.",18.641996229708283,"Il n'a pas fixé de chiffre pour les réductions, disant qu'elles seront effectuées en fonction de la production économique de la Chine.",88.43865924896839
48,"Hu a encouragé les pays en développement à ""éviter d'abord la vieille voie de la pollution et de la propreté plus tard"".",Hu a encouragé les pays en voie de développement « à éviter l'ancienne méthode qui consistait à polluer d'abord et à nettoyer ensuite ».,24.00433567170858,"Hu a encouragé les pays en développement ""à éviter l'ancienne voie de polluer d'abord et de nettoyer ensuite.""",30.76569881929057
49,"Il a ajouté que ""il ne faut pas, cependant, leur demander d'assumer des obligations qui dépassent leur stade de développement, leur responsabilité et leurs capacités"".","Il a ajouté qu’« on ne devrait cependant pas leur demander d’assumer des obligations qui dépassent leur stade de développement, leur responsabilité et leurs capacités. »",51.37906770994834,"Il a ajouté que ""ils ne devraient cependant pas être contraints de prendre des engagements qui dépassent leur stade de développement, leurs responsabilités et leurs capacités.""",36.638596646133266
50,Le groupe d'étude sur l'Irak a présenté son rapport à 12 h GMT aujourd'hui.,Le groupe d’étude sur l’Irak a présenté son rapport aujourd’hui à 12 h GMT.,37.84481137591869,Le Groupe d'étude sur l'Irak a présenté son rapport aujourd'hui à 12h00 GMT.,45.788313721339826
51,"Il prévient que personne ne peut garantir qu'à ce stade, toute action en Irak arrêtera la guerre sectaire, la violence croissante ou la chute vers le chaos.","Il avertit que personne ne peut garantir que toute action en Irak à ce stade mettra fin à la guerre sectaire, à la violence croissante ou au glissement vers le chaos.",40.701584306423946,"Cela prévient que personne ne peut garantir qu'aucune action en Irak à ce stade mettra fin à la guerre civile, à la violence croissante ou à une dérive vers le chaos.",35.074533474043456
52,Le rapport ouvre par un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique en faveur du Moyen-Orient.,Le rapport s'ouvre par un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique à l'égard du Moyen-Orient.,75.61559858236036,Le rapport s'ouvre sur un appel à un débat ouvert et à la formation d'un consensus aux États-Unis sur la politique envers le Moyen-Orient.,68.5827136439896
53,Le rapport est très critique à l'égard de presque tous les aspects de la politique actuelle de l'Exécutif vis-à-vis de l'Irak et appelle à un changement immédiat de direction.,Le rapport est très critique envers presque tous les aspects de la politique actuelle du gouvernement à l'égard de l'Irak et plaide vivement pour un changement de direction immédiat.,46.7495527150079,Le rapport critique vivement presque tous les aspects de la politique actuelle de l'exécutif envers l'Irak et appelle à un changement immédiat de cap.,51.98865317444611
54,"La première de ses 78 recommandations est que, avant la fin de cette année, une nouvelle initiative diplomatique soit adoptée pour assurer la sécurité des frontières irakiennes contre les interventions hostiles et pour rétablir les relations diplomatiques avec ses voisins.",La première de ses 78 recommandations est qu'une nouvelle initiative diplomatique devrait être prise avant la fin de l'année pour sécuriser les frontières de l'Irak contre les interventions hostiles et afin de rétablir les relations diplomatiques avec ses voisins.,45.784904539604035,La première de ses 78 recommandations est qu'une nouvelle initiative diplomatique devrait être prise avant la fin de cette année pour sécuriser les frontières de l'Irak contre les interventions hostiles et rétablir des relations diplomatiques avec ses voisins.,46.92565119763227
55,"L'actuelle sénatrice et première dame argentine Cristina Fernandez de Kirchner a annoncé sa candidature à la présidence hier soir à La Plata, une ville à 50 kilomètres de Buenos Aires.","L'actuelle sénatrice et Première Dame d'Argentine Cristina Fernandez de Kirchner a annoncé sa candidature présidentielle, hier soir, à La Plata, une ville située à 50 kilomètres (31 miles) de Buenos Aires.",44.89802404558728,"La sénatrice actuelle et Première Dame argentine, Cristina Fernandez de Kirchner, a annoncé sa candidature à la présidence hier soir à La Plata, une ville située à 50 kilomètres (31 miles) de Buenos Aires.",51.165114836392384
56,"Mme Kirchner a annoncé son intention de se présenter à la présidence au Théâtre Argentin, le même lieu où elle avait commencé sa campagne de 2005 pour le Sénat en tant que membre de la délégation de la province de Buenos Aires.","Mme Kirchner a annoncé son intention de se présenter à la présidence au Théâtre argentin, le même endroit où elle a commencé sa campagne 2005 pour le Sénat en tant que membre de la délégation de la province de Buenos Aires.",76.08816138128817,"Madame Kirchner a annoncé son intention de se présenter à la présidence au Théâtre argentin, le même endroit qu'elle avait utilisé pour commencer sa campagne de 2005 pour le Sénat en tant que membre de la délégation de la province de Buenos Aires.",74.87496989471938
57,"Le débat a été déclenché par la controverse sur les dépenses de secours et de reconstruction à la suite de l'ouragan Katrina; que certains conservateurs fiscaux ont marqué avec humour ""Le Deal de la Nouvelle-Orléans de Bush"".",Le débat a été déclenché par la controverse sur les dépenses liées aux secours et à la reconstruction à la suite de l'ouragan Katrina ; ce que certains conservateurs en matière budgétaire ont appelé avec humour « l'accord Bush pour la Nouvelle-Orléans ».,45.68369984842789,"Le débat a été déclenché par la controverse sur les dépenses consacrées à l'aide et à la reconstruction à la suite de l'ouragan Katrina, que certains conservateurs fiscaux ont humoristiquement qualifiée de ""l'accord de Bush pour La Nouvelle-Orléans"".",50.005968478514845
58,La critique libérale de l'effort de reconstruction s'est concentrée sur l'attribution de contrats de reconstruction à des initiés de Washington.,Les critiques des libéraux sur l'effort de reconstruction se sont concentrées sur l'attribution de contrats de reconstruction à des personnes perçues comme des initiés de Washington.,41.723446556855556,La critique libérale de l'effort de reconstruction s'est concentrée sur l'attribution des contrats de reconstruction à des personnes considérées comme proches de Washington.,62.78318099236247
59,Plus de quatre millions de personnes sont allées à Rome pour assister aux funérailles.,Plus de 4 000 000 personnes sont se sont rendues à Rome pour l'enterrement.,14.865996369027277,Plus de quatre millions de personnes se sont rendues à Rome pour assister aux funérailles.,69.01228050062707
60,Le nombre de personnes présentes était si grand qu'il n'était pas possible pour tout le monde d'accéder aux funérailles de la place Saint-Pierre.,"En raison du nombre important de personnes présentes, il n'a pas été possible pour tout le monde d'assister aux funérailles sur la place Saint-Pierre.",29.99242985334115,"En raison du nombre important de personnes présentes, il n'a pas été possible pour tout le monde d'assister aux funérailles sur la place Saint-Pierre.",29.99242985334115
