Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01
who,20385.96,20618.07,20785.95,21019.22,21227.06,21249.89
web,2164.25,2150.56,2091.71,1944.26,1922.31,1865.09
also,59729.2,60089.91,60528.4,60911.91,61116.05,61263.55
now,9316.55,9331.41,9240.31,9235.25,9219.75,9200.42
help,3796.38,3882.3,3893.66,3878.14,3879.32,3851.15
get,3047.39,3033.79,3024.41,2941.32,2916.12,2877.27
pm,384.56,388.45,372.24,378.05,397.93,391.16
view,3130.11,3118.43,3115.35,3119.96,3107.94,3119.23
online,2647.18,2584.58,2544.31,2494.72,2495.74,2490.14
c,22480.9,21549.04,20870.55,20344.13,19980.21,19983.65
e,26561.22,25780.72,25417.74,25125.85,24857.41,24699.79
first,43056.9,43180.54,43414.04,43569.34,43513.22,43522.04
am,1681.32,1573.32,1527.01,1472.74,1416.23,1419.48
been,39680.85,39895.01,40192.94,40042.25,40044.08,40058.02
would,21405.48,21592.44,21729.23,21862.57,22182.09,22153.19
how,8024.26,8218.15,8246.28,8240.27,8297.37,8250.74
were,46254.08,46713.45,47005.26,47318.69,47449.68,47617.17
me,941.27,939.65,962.31,934.74,924.42,901.29
s,134013.42,133239.45,133270.76,132741.6,133370.08,133687.38
services,2542.1,2552.03,2523.16,2532.11,2495.74,2474.01
some,23254.48,23356.72,23545.99,23648.96,23628.93,23633.17
these,34397.67,34593.47,34694.01,34936.48,35007.71,35035.4
click,147.56,145.4,126.9,130.86,130.6,127.03
its,43580.07,43744.76,43913.17,44240.28,44862.11,45278.25
like,12562.92,12623.44,12698.29,12664.71,12670.53,12692.67
service,5524.64,5581.48,5589.87,5614.68,5550.62,5573.08
x,13159.88,12983.67,12694.06,12427.91,12170.56,12061.56
than,30169.79,30201.2,30062.22,30140.22,30287.64,30313.2
find,3550.44,3526.4,3523.54,3500.09,3536.48,3552.74
price,968.1,946.16,928.47,967.98,985.64,996.06
date,2479.49,2428.34,2373.0,2341.01,2340.65,2302.63
back,6052.29,6067.58,6127.08,6117.36,6089.36,6097.32
top,5169.15,5188.7,5209.18,5257.4,5136.37,5129.49
people,6494.98,6534.15,6516.23,6468.41,6434.24,6415.9
had,28072.61,28156.97,28444.27,28613.48,28763.25,28871.54
list,4180.93,4105.82,3889.43,3842.83,3795.65,3826.96
name,6092.54,6124.01,6101.7,6021.81,6050.59,6081.19
just,4811.43,4865.35,4868.67,4854.42,4848.63,4756.47
over,21870.52,21972.2,22190.29,22296.7,22351.47,22379.02
state,24121.97,24259.48,23956.29,23887.84,24043.18,24062.64
year,13311.91,13398.16,13419.5,13495.59,13437.82,13517.34
day,5540.29,5635.73,5820.4,5755.93,5758.77,5754.55
into,31667.77,31830.94,31957.23,31982.7,31985.47,31966.57
email,93.9,101.99,97.29,87.24,81.63,74.6
two,43533.12,43694.85,43617.08,43612.96,43617.3,43592.61
health,4122.8,4071.1,4005.76,3919.68,3918.09,3917.69
n,14045.25,13439.39,13043.04,12639.78,12356.26,12113.99
world,17897.52,17898.94,17827.1,17720.62,17486.51,17469.31
re,2745.55,2810.27,2791.76,2762.68,2734.5,2738.15
next,3832.15,3851.92,3845.02,3828.29,3838.5,3824.94
used,45536.39,45526.41,45617.84,45652.78,45588.59,45556.5
go,2271.57,2224.35,2252.45,2193.53,2191.68,2209.88
b,18514.6,17645.04,17139.74,16864.81,16545.76,16408.73
work,23343.91,23256.9,23315.46,23272.99,23224.87,23213.77
last,4158.57,4125.35,4139.0,4112.86,4138.48,4189.89
most,21470.32,21559.89,21587.52,21596.68,21376.03,21356.75
products,4531.95,4487.75,4511.24,4453.52,4452.74,4460.08
music,2101.65,2083.29,2098.05,2079.28,2126.38,2165.52
buy,380.08,366.75,359.55,357.28,363.24,362.94
data,17246.91,17184.98,17139.74,17220.02,17249.79,17166.86
make,6660.43,6727.29,6763.68,6765.45,6744.42,6653.82
them,11760.27,11777.1,11862.88,11860.83,11880.79,11956.72
should,6526.28,6479.9,6454.9,6449.72,6456.68,6413.88
product,5701.27,5653.1,5613.14,5610.53,5589.4,5569.05
system,28774.65,28764.6,28683.26,28663.33,28453.07,28446.1
post,4853.91,4795.91,4750.23,4688.25,4673.14,4665.74
her,24741.28,25756.85,26122.03,25501.83,25334.93,25500.27
city,5951.68,5967.76,5936.73,5857.71,5850.6,5849.31
t,14964.16,14198.93,13960.93,13406.27,13227.63,13043.51
add,954.68,937.48,905.21,903.58,887.69,879.11
policy,2437.01,2452.21,2444.91,2419.94,2418.19,2413.52
number,18427.4,18341.64,18262.79,18200.46,18141.56,18138.72
such,38739.58,38940.17,39177.75,39419.09,39468.61,39501.52
please,100.61,95.48,88.83,97.63,89.79,86.7
available,6884.01,6929.11,6958.26,6942.01,6909.71,6966.35
copyright,228.05,221.35,219.96,220.18,234.68,231.88
support,5690.09,5720.37,5769.64,5832.79,5826.12,5855.36
message,621.55,629.33,632.38,633.55,630.57,633.12
after,30871.83,31127.83,31426.38,31307.61,31514.08,31549.2
best,6083.59,6048.05,5932.5,6028.04,5977.12,5994.49
software,3626.46,3595.85,3574.3,3595.64,3581.38,3536.61
then,26326.46,26433.92,26354.67,26368.02,26500.15,26322.92
jan,1062.0,1041.65,1015.19,1015.75,1008.09,992.02
good,3876.86,3828.05,3836.56,3815.82,3781.36,3742.27
video,2895.35,2905.76,2933.47,2876.93,2842.65,2843.0
well,19138.39,19190.14,19212.41,19141.43,19017.01,18999.69
d,24772.58,23677.9,22896.69,22464.95,22116.79,21876.96
where,40644.48,40702.29,40715.34,40617.63,40660.37,40648.8
info,230.29,206.16,173.43,149.56,146.93,143.16
rights,1214.04,1204.4,1226.68,1233.86,1248.89,1258.18
public,6407.78,6395.27,6389.33,6418.56,6546.47,6581.23
books,4125.04,4038.55,3980.38,3950.84,3801.77,3776.55
high,30500.68,30483.31,30576.16,30661.6,30622.31,30633.79
school,11427.14,11353.93,11315.1,11343.61,11382.86,11382.07
through,22107.52,22219.6,22346.8,22356.94,22349.43,22457.66
m,25327.06,23957.84,23260.47,22446.26,22202.5,21776.14
each,17510.73,17549.55,17577.54,17575.22,17564.05,17556.01
links,742.28,718.3,727.55,747.79,734.64,721.84
she,34341.78,35083.91,35345.42,34446.26,34422.04,34436.55
review,6009.81,5778.96,5695.62,5600.14,5585.32,5498.48
years,18288.78,18417.59,18615.99,18568.12,18590.51,18727.48
order,15203.39,15409.84,15339.9,15335.99,15384.62,15275.56
very,12938.53,12944.61,12867.49,12810.11,12756.23,12620.08
privacy,55.89,54.25,59.22,58.16,65.3,64.52
book,8319.38,8261.55,8324.53,8248.57,8285.12,8309.21
items,1104.48,1121.94,1116.71,1132.08,1099.92,1100.91
company,10874.9,10848.3,10938.64,10894.93,10911.47,11033.25
r,18452.0,17621.17,16962.08,16470.15,16029.47,15868.36
read,1292.29,1317.25,1309.17,1327.33,1314.19,1308.58
group,20032.7,20084.22,19925.16,19907.92,19794.51,19788.06
sex,561.18,546.86,543.55,521.38,510.17,512.14
need,4321.79,4381.42,4318.77,4335.12,4342.55,4314.9
many,19341.84,19435.36,19504.28,19484.17,19472.08,19356.57
user,1752.86,1749.1,1653.91,1599.45,1561.11,1522.31
said,5493.34,5503.36,5547.57,5589.75,5699.59,5679.94
de,16202.79,15882.92,15238.38,15142.81,15131.57,15055.78
does,6977.91,7061.49,7072.47,7077.03,7130.1,7071.2
set,11020.22,11093.52,11076.11,11098.5,11099.21,11067.52
under,18597.32,18604.22,18766.15,18831.93,18810.9,18856.53
general,12864.75,12810.07,12768.09,12764.41,12748.07,12722.91
research,51613.28,51524.55,51247.9,50945.49,50851.48,50788.82
university,68462.21,68047.65,67188.45,66840.25,66401.39,66231.74
january,7738.08,7734.22,7751.37,7909.99,7950.45,8085.4
mail,433.74,390.62,384.92,375.97,369.36,366.97
full,6316.11,6341.02,6342.8,6391.55,6379.14,6375.57
map,3206.13,3237.78,3238.02,3207.2,3183.45,3193.83
reviews,1913.84,2007.34,2026.14,2023.2,2008.02,2000.18
program,9278.54,9337.92,9299.53,9447.12,9446.27,9442.38
life,8885.04,8990.7,9011.9,9046.22,9066.7,9031.05
know,1321.35,1312.91,1313.4,1285.79,1275.42,1260.19
games,2222.38,2237.37,2218.61,2274.54,2263.1,2234.07
way,9327.73,9231.58,9145.14,9083.61,9054.46,9051.21
days,3986.42,3962.59,3965.57,3988.23,3944.62,3929.79
management,3964.06,4010.33,4016.33,3998.62,3999.71,4024.55
p,25906.13,24910.51,23717.3,23331.15,23239.16,22907.29
part,14532.65,14570.01,14675.79,14808.38,14845.88,14852.14
could,13392.4,13443.73,13552.74,13616.07,13635.76,13664.53
great,5133.38,5021.6,5048.44,4993.6,4938.42,4921.81
united,12987.72,13068.31,13117.06,13206.86,13241.91,13327.81
hotel,353.26,349.39,376.47,384.28,442.83,453.67
real,5687.86,5646.59,5596.22,5598.06,5575.11,5556.95
f,10597.66,10112.64,9781.75,9596.68,9436.06,9262.93
item,438.22,440.53,433.57,411.29,455.07,447.62
international,16839.99,16865.97,16685.02,16634.24,16533.51,16521.64
center,14065.37,13741.04,13504.1,13616.07,13625.56,13553.63
ebay,64.84,62.93,59.22,58.16,57.14,60.49
must,8048.85,7990.29,7954.41,8003.46,8011.67,8022.9
store,1138.02,1139.3,1150.55,1121.69,1142.78,1139.21
travel,2779.09,2825.46,2897.51,2856.15,2805.92,2873.24
comments,377.85,368.92,353.2,340.66,336.71,336.72
made,17557.68,17734.01,17810.18,17884.72,17755.88,17707.23
development,15113.96,15195.0,15187.62,15209.28,15149.94,15140.47
report,4406.75,4338.02,4297.62,4322.66,4354.79,4373.38
off,6318.35,6338.85,6412.6,6435.18,6428.11,6417.91
member,14371.68,14491.89,14580.62,14573.66,14601.0,14634.38
details,1558.35,1549.45,1527.01,1530.9,1520.3,1524.33
line,8867.15,8827.94,8857.5,8828.11,8813.66,8835.47
terms,6340.71,6423.48,6395.68,6431.02,6424.03,6387.67
before,10687.09,10750.65,10892.11,10942.71,10952.28,10980.82
hotels,53.66,54.25,61.33,60.24,59.18,60.49
did,6023.23,6067.58,6097.47,6071.67,6083.24,6085.22
send,456.1,442.7,458.95,450.75,457.11,441.57
right,7995.19,7979.44,7984.02,7849.75,7803.53,7797.07
type,10038.71,10114.81,10149.75,10147.14,10227.84,10196.48
because,15055.83,14941.1,14935.94,14928.86,14880.57,14793.66
local,6530.75,6503.77,6543.72,6595.12,6566.88,6530.83
those,7700.07,7736.39,7755.6,7781.2,7817.81,7780.94
using,24895.55,24821.54,24895.34,25080.15,25171.67,25107.09
results,8956.59,8882.2,8846.93,8834.35,8864.67,8841.52
office,3606.33,3602.36,3574.3,3558.25,3567.09,3603.15
education,5703.51,5653.1,5570.84,5633.38,5611.84,5605.34
national,22407.11,22423.58,22351.03,22309.16,22233.11,22260.06
car,3192.71,3220.42,3269.75,3250.82,3185.49,3145.44
design,11693.2,11623.02,11647.15,11804.75,11778.75,11837.75
take,4945.57,4971.69,4978.65,4960.36,5009.85,5000.45
posted,333.13,336.36,325.71,303.27,299.98,298.41
internet,941.27,967.86,928.47,916.05,893.81,871.05
address,1070.94,1059.01,1038.45,1036.52,1059.11,1090.82
community,3579.5,3595.85,3631.41,3660.03,3644.64,3601.13
within,11858.64,11861.74,11875.57,11912.76,11937.92,12015.19
states,19086.96,18960.11,19022.06,19106.12,19221.08,19261.81
area,10201.92,10130.0,10134.95,10174.14,10154.38,10166.23
want,833.95,824.64,812.15,783.11,769.33,774.26
phone,395.74,397.13,389.15,375.97,369.36,379.07
dvd,362.2,371.09,357.43,367.66,371.4,371.0
shipping,400.21,392.79,403.96,415.44,418.34,417.38
reserved,219.11,227.86,228.42,222.26,218.35,219.78
subject,3132.35,3101.06,3094.2,3082.57,3099.78,3101.08
between,32298.26,32280.15,32376.0,32366.98,32426.26,32472.67
forum,717.69,737.83,721.21,718.71,708.11,709.74
family,5504.52,5470.81,5570.84,5643.76,5691.43,5706.16
l,12377.35,11722.85,11395.47,10942.71,10838.0,10773.14
long,10461.27,10422.96,10464.88,10442.1,10448.23,10488.84
based,20086.36,20144.99,20193.76,20329.59,20343.45,20322.39
w,10897.25,10355.69,9919.22,9683.92,9493.2,9442.38
code,2461.61,2482.59,2491.44,2455.25,2442.68,2435.7
show,5350.25,5425.24,5363.57,5321.8,5266.97,5270.63
o,5795.17,5605.35,5513.73,5465.12,5509.81,5585.18
even,9028.13,9146.95,9244.54,9158.39,9205.47,9178.24
black,7051.69,7117.91,7053.43,7025.1,7040.31,7101.44
check,585.78,581.59,545.66,535.92,548.94,552.47
special,6989.09,6916.09,6863.09,6842.31,6813.8,6776.82
prices,384.56,379.77,389.15,398.82,389.77,383.1
website,2347.58,2293.79,2254.56,2185.22,2144.75,2151.4
index,4679.51,4644.0,4498.55,4409.9,4352.75,4304.82
being,15494.04,15544.39,15633.88,15660.04,15760.1,15902.63
women,3787.43,3806.35,3857.71,3888.52,3975.23,4002.37
much,8833.62,8877.86,8865.96,8826.04,8787.13,8740.7
sign,1415.26,1419.24,1429.72,1445.73,1444.79,1447.71
file,1082.12,1045.99,1049.03,1017.83,1008.09,1006.14
link,1459.97,1447.45,1450.87,1391.73,1287.66,1298.5
open,5515.7,5548.93,5623.71,5697.77,5685.31,5665.83
today,3322.39,3320.24,3254.94,3186.43,3165.08,3141.41
technology,19120.5,19085.98,18899.39,18861.01,18719.07,18729.5
south,6481.56,6445.18,6488.74,6482.95,6513.82,6544.94
case,11489.74,11492.82,11425.08,11437.08,11495.1,11462.72
project,12536.09,12382.56,12237.23,12218.11,12262.39,12257.15
same,16945.07,16952.78,16936.7,16995.68,17098.78,17090.24
pages,2101.65,1953.08,1924.62,1863.25,1781.51,1850.97
uk,4887.44,4804.59,4553.54,4420.29,4436.42,4433.86
version,5260.82,5357.96,5397.41,5442.27,5497.57,5494.44
section,6012.05,5889.64,5938.84,5932.49,5875.09,5859.4
own,4628.09,4657.02,4699.47,4706.94,4736.4,4671.79
found,12180.6,12343.5,12423.35,12490.22,12511.35,12533.38
sports,668.5,731.32,645.07,627.32,612.2,606.91
house,3230.72,3246.46,3250.71,3242.51,3234.46,3294.65
related,7979.54,7931.69,7867.7,7912.07,7899.44,7879.74
security,3398.4,3420.07,3424.14,3408.69,3414.04,3419.66
both,17908.7,18174.54,18233.18,18374.94,18386.44,18427.05
g,19965.63,18988.32,18368.54,17845.25,17504.87,17320.1
county,1182.73,1204.4,1192.84,1202.7,1236.65,1233.98
american,20052.83,20238.3,20513.12,20653.63,20767.91,20824.45
photo,1278.87,1258.65,1228.8,1246.32,1257.05,1242.05
game,10463.51,10412.11,10365.48,10579.2,10554.35,10680.39
members,4192.11,4153.56,4259.55,4274.88,4234.39,4216.1
power,18295.49,18026.97,18197.22,18038.43,18076.26,18223.41
while,18177.0,18419.76,18685.78,18775.84,18890.49,19058.16
care,1055.29,1041.65,1051.14,1051.06,1048.9,1042.43
network,4460.41,4539.84,4466.82,4499.22,4522.13,4468.14
down,6246.8,6286.76,6306.85,6362.47,6350.57,6353.39
computer,5421.8,5466.47,5443.94,5369.57,5352.68,5325.07
systems,18896.92,18808.21,18717.51,18636.67,18445.62,18471.41
three,17640.4,17525.68,17524.66,17604.3,17639.56,17709.25
total,6240.1,6356.21,6296.27,6293.93,6328.12,6371.54
place,5457.57,5416.56,5405.87,5442.27,5448.59,5464.2
end,7208.2,7343.6,7353.76,7328.37,7315.8,7345.42
following,11436.08,11429.89,11482.19,11580.41,11621.62,11692.58
download,333.13,299.47,296.1,278.35,273.45,266.15
h,14957.45,14103.44,13760.01,13424.97,13046.01,13089.88
him,10367.37,10375.22,10473.34,10230.23,10344.16,10315.44
without,7156.77,7200.37,7260.7,7315.91,7348.46,7371.63
per,7098.64,7005.06,7032.28,7016.79,7032.15,7040.95
access,2837.22,2818.95,2891.17,2879.0,2897.75,2883.32
think,838.42,844.17,856.56,847.5,842.8,830.72
north,6669.37,6690.4,6727.73,6674.05,6719.93,6742.54
resources,2271.57,2235.2,2184.77,2214.3,2175.36,2141.32
current,11418.19,11503.67,11488.53,11435.0,11315.52,11208.67
posts,234.76,249.56,238.99,234.72,224.47,217.76
big,2184.37,2246.05,2243.99,2241.3,2256.98,2298.59
media,3722.59,3741.24,3705.43,3786.74,3805.85,3808.81
law,5969.57,5898.32,5871.16,5926.26,6003.65,5970.29
control,9484.23,9457.27,9521.61,9494.9,9450.35,9434.31
water,21841.46,22128.45,22308.73,22404.72,22392.28,22368.94
history,6868.36,6877.03,6795.41,6744.68,6646.46,6627.61
pictures,672.97,677.07,700.06,697.94,708.11,711.76
size,8187.47,8242.02,8208.21,8358.67,8456.54,8434.22
art,3266.49,3298.54,3324.74,3277.83,3293.64,3306.75
personal,1439.85,1425.75,1419.15,1402.11,1365.21,1344.88
since,18615.21,18589.03,18647.71,18676.14,18776.21,18864.59
including,16057.46,16212.77,16348.74,16395.37,16578.41,16705.13
guide,1357.13,1356.31,1328.2,1335.64,1318.27,1308.58
shop,570.13,555.54,583.73,571.23,563.23,580.7
directory,261.59,251.73,249.57,226.42,226.51,223.81
board,5636.43,5681.31,5640.63,5629.22,5613.89,5645.67
location,3416.29,3420.07,3447.41,3456.47,3436.49,3470.07
change,8795.61,8871.35,8980.17,9160.47,9158.53,9266.96
white,3856.74,3869.28,3821.76,3849.06,3814.01,3766.47
text,1737.21,1608.04,1605.26,1667.99,1646.82,1627.16
small,13180.0,13150.77,13100.14,13111.31,13150.08,13126.18
rating,706.51,720.47,725.44,729.1,722.4,713.77
rate,7979.54,8055.39,8087.65,8194.57,8174.93,8121.7
government,6966.73,6924.77,6937.11,6942.01,6991.34,7006.68
children,3896.99,3947.4,3919.04,3900.99,3889.52,3931.8
during,23104.68,23306.81,23397.94,23532.64,23677.9,23764.23
usa,2928.89,2810.27,2573.92,2494.72,2483.5,2504.26
return,2504.09,2471.74,2504.13,2484.34,2526.35,2540.55
students,5117.73,5028.11,5025.17,5012.29,4979.24,4982.3
v,11284.05,10713.76,10365.48,10070.28,9929.9,9744.82
shopping,138.62,138.89,133.24,132.94,128.56,129.04
account,2651.65,2651.86,2616.22,2625.59,2642.67,2637.33
times,8882.8,8890.88,8952.68,8956.9,8917.73,8928.22
sites,2991.49,3025.11,3058.25,3084.65,3016.11,3032.53
level,9405.98,9444.25,9443.35,9461.66,9427.9,9432.3
digital,3116.7,3075.02,3049.79,3076.34,3040.6,3034.55
profile,2298.39,2237.37,2180.54,2120.82,2077.4,2074.78
previous,2712.02,2708.28,2730.43,2748.14,2781.43,2756.3
form,14803.18,14841.27,14908.44,14930.94,14980.56,14971.1
events,4053.49,4053.74,4079.78,4112.86,4093.59,4115.29
love,1055.29,1078.54,1078.64,1073.91,1097.88,1092.84
old,3286.62,3300.71,3352.23,3294.44,3309.97,3306.75
john,9428.34,9270.64,9240.31,9137.62,9115.68,9119.77
main,7820.8,7814.51,7910.0,8018.01,7960.66,7946.28
call,1044.12,1026.45,1015.19,1011.6,989.73,1018.24
hours,2282.74,2246.05,2260.91,2253.77,2244.74,2246.17
image,7036.04,6957.32,6899.04,6885.93,6862.78,6815.13
department,12451.13,12469.36,12328.17,12282.5,12229.74,12236.98
title,2414.66,2402.29,2510.47,2384.63,2452.89,2447.8
description,2215.67,2170.09,2150.93,2133.29,2128.42,2084.86
non,14199.52,14251.01,14246.45,14324.39,14301.02,14337.98
k,12314.75,11790.12,11422.97,11106.81,10886.98,10819.52
y,5081.96,4802.42,4623.33,4455.6,4354.79,4316.92
insurance,304.07,303.81,298.21,305.35,295.9,292.36
another,9072.85,9120.91,9155.72,9177.08,9221.79,9141.95
why,1641.07,1647.1,1632.76,1620.22,1624.37,1598.93
shall,961.39,946.16,932.7,922.28,920.34,905.32
property,2716.49,2703.94,2724.08,2656.74,2693.69,2649.43
class,6097.01,6124.01,6124.96,6030.12,6019.98,6028.77
cd,612.61,598.95,587.96,600.31,606.08,612.96
still,6642.54,6681.72,6723.5,6725.98,6750.54,6738.51
money,903.26,896.25,890.4,870.35,863.2,871.05
quality,3921.58,3864.94,3906.35,3919.68,3846.66,3818.89
every,4974.64,4934.79,4930.0,4960.36,4909.85,4891.57
listing,214.64,201.82,198.81,191.1,183.66,185.5
content,2942.3,2927.46,2882.71,2841.61,2781.43,2752.26
country,2951.25,2886.23,2912.32,2924.7,2893.67,2901.47
private,1605.3,1605.87,1634.87,1632.68,1610.09,1613.05
little,2957.95,2925.29,2925.01,2901.85,2901.83,2903.49
visit,791.47,787.74,788.88,758.18,757.09,774.26
save,670.74,681.41,729.67,718.71,718.32,697.64
tools,2119.53,2065.93,2079.02,2087.59,2075.36,2064.7
low,13707.65,13780.1,13889.02,13902.72,13870.44,13878.26
reply,107.32,104.16,120.55,116.32,114.28,110.9
customer,324.19,310.32,300.33,311.58,304.06,306.48
december,7255.15,7330.58,7429.9,7573.48,7705.57,7738.6
compare,523.18,518.65,520.28,504.76,508.13,522.22
movies,281.71,282.11,285.52,272.11,257.12,260.1
include,9871.02,9947.71,10075.73,10163.76,10172.74,10234.79
college,10219.81,10216.8,10221.66,10134.68,10042.14,10035.17
value,7221.61,7198.2,7218.4,7282.68,7285.19,7246.62
article,3814.26,3775.96,3525.66,3477.24,3367.11,3328.93
york,7724.66,7567.12,7448.93,7388.61,7334.17,7284.93
man,3664.46,3671.8,3726.58,3720.27,3801.77,3788.65
card,509.76,507.8,503.36,490.22,493.84,485.93
jobs,290.65,314.66,310.9,326.12,332.63,344.79
provide,6076.88,6084.94,6050.94,6057.13,6024.06,5986.42
j,23938.63,22115.43,21325.27,20707.64,20176.11,19949.37
food,2168.72,2200.48,2248.22,2276.61,2232.49,2256.25
source,8733.01,8795.39,8802.52,8796.96,8754.48,8781.03
author,3528.08,3474.32,3455.87,3419.08,3322.21,3306.75
different,17843.86,17890.26,17911.7,18121.52,18145.64,18054.04
press,6998.03,6911.75,6750.99,6586.81,6454.64,6397.75
u,11071.65,10718.1,10505.07,10388.09,10384.97,10327.54
learn,675.21,668.39,697.94,668.86,661.18,653.28
sale,496.35,509.97,488.56,492.3,508.13,532.31
around,11366.77,11432.06,11526.6,11624.03,11766.51,11855.9
print,728.87,705.28,676.79,660.55,657.1,665.38
course,2808.16,2790.74,2791.76,2777.22,2777.35,2748.23
job,1108.95,1108.92,1110.36,1092.61,1093.8,1080.74
canada,3698.0,3654.44,3610.26,3639.26,3665.04,3641.46
process,13694.23,13684.61,13559.09,13564.14,13550.05,13464.92
teen,73.78,78.12,78.25,72.7,63.26,54.44
room,2217.91,2261.24,2237.64,2212.22,2193.72,2189.71
stock,854.07,872.38,856.56,851.65,846.88,832.74
training,2781.33,2782.06,2798.11,2822.92,2781.43,2762.34
too,3373.81,3394.03,3394.53,3398.3,3393.64,3399.5
credit,505.29,481.76,463.18,471.53,467.31,473.83
point,13309.67,13257.11,13341.25,13350.19,13394.96,13398.38
join,1010.58,1037.31,1057.49,1053.14,1073.39,1052.51
science,35204.79,35138.17,34687.66,34651.91,34650.59,34660.36
men,1475.62,1447.45,1452.99,1441.58,1428.47,1401.34
categories,789.23,805.1,814.26,814.26,808.11,804.51
advanced,4903.09,4876.2,4826.37,4831.58,4826.19,4849.22
