Word,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2024-11-01
there,37126.56,37424.74,37216.83,37221.87,37101.78,36914.77
see,11946.09,11720.7,11403.32,11203.7,11088.14,11068.36
only,29264.43,29334.55,29403.53,29528.28,29519.32,29471.51
so,21946.52,21989.2,21947.86,21921.93,21857.78,21809.13
his,73593.32,73277.81,73590.83,73604.8,73663.21,73721.07
when,31633.91,31651.05,32066.43,32411.97,32704.3,32827.59
contact,1651.89,1665.35,1672.0,1673.4,1682.55,1659.6
here,5923.68,5853.32,5767.72,5762.92,5765.92,5807.52
business,5027.91,5028.85,4947.67,4859.11,4797.25,4770.54
who,22382.37,22307.75,22428.51,22586.37,22683.68,22624.83
web,4288.65,4340.22,4307.57,4192.44,4158.05,4091.52
also,59229.6,59392.86,59973.36,60448.06,60890.32,61220.9
now,10378.48,10331.74,10145.9,10071.69,10029.41,10037.88
help,3096.69,3115.21,3123.04,3107.42,3123.48,3117.45
get,3898.55,3904.56,3902.1,3928.45,3841.75,3868.07
pm,228.76,227.2,214.13,214.77,208.67,203.93
view,4201.96,4178.6,4132.17,4100.71,4054.82,4089.35
online,4276.61,4389.41,4366.79,4295.35,4234.93,4243.38
c,25960.66,25177.02,24549.26,23736.27,23021.95,22744.15
e,32351.49,31707.26,31219.04,30722.92,30204.64,29955.29
first,42012.39,42031.98,42102.99,42481.43,42375.68,42392.54
am,833.17,822.14,813.22,796.43,795.15,783.16
been,34335.68,34703.02,34840.95,34993.66,35008.48,34962.3
would,16294.94,16477.85,16571.95,16745.14,16893.6,16897.58
how,10168.99,10301.29,10255.24,10297.65,10257.85,10267.84
were,36059.81,35796.86,36036.86,36407.54,36789.87,36793.28
me,1076.38,1105.55,1059.24,1013.43,968.67,958.88
s,134686.71,134462.5,134534.59,134719.54,134507.41,134429.98
services,4064.71,4138.79,4082.05,4087.29,4041.64,4117.55
some,29011.59,29161.22,29462.76,29664.74,29815.85,29792.58
these,31674.84,31637.0,31547.06,31696.08,31816.9,31970.67
click,243.21,227.2,243.74,259.51,270.17,277.69
its,44877.91,45170.61,45157.7,45430.01,45518.93,45661.85
like,10898.61,10856.41,10943.18,11049.33,11059.59,11176.83
service,7982.52,8033.97,7981.87,8223.8,8232.64,8237.27
x,27742.58,26950.12,25389.82,24311.22,23311.89,22833.1
than,26283.33,26277.89,26444.5,26490.21,26496.88,26464.7
find,6176.52,6157.82,6207.36,6223.78,6231.59,6202.36
price,2383.92,2356.32,2314.38,2310.99,2361.28,2362.49
date,1902.32,1897.24,1886.13,1868.03,1889.03,1876.54
back,4673.93,4738.41,4749.49,4644.34,4654.47,4649.06
top,6884.47,6879.24,6808.74,6783.07,6802.69,6811.96
people,7951.22,7930.91,7806.47,7865.85,7857.03,7857.62
had,23126.44,23073.67,23230.34,23541.64,23742.42,23839.7
list,7520.19,7389.85,7312.16,7239.45,7261.77,7241.51
name,7934.36,8043.34,8000.09,7924.02,7940.5,7853.28
just,7669.48,7647.5,7569.56,7568.31,7527.55,7445.43
over,23868.1,23952.02,23936.5,24002.49,24065.31,24171.62
state,20463.19,20487.81,20330.53,20288.8,20320.2,20344.78
year,10708.38,10825.96,10886.23,10993.4,11020.05,11042.32
day,4425.91,4518.23,4523.97,4510.11,4595.16,4633.87
into,26984.06,27032.1,27105.1,27239.66,27375.5,27395.38
email,972.83,988.44,1004.57,1000.01,997.23,1013.12
two,48990.78,49061.12,48945.9,49190.68,49141.02,49093.87
health,4500.55,4593.18,4697.09,4668.95,4715.97,4716.31
n,28159.16,27774.6,27018.54,25787.74,24757.22,24358.19
world,13321.06,13172.91,13098.1,13065.01,13100.17,13007.81
re,2501.91,2550.73,2546.73,2496.67,2468.91,2470.96
next,5155.53,5124.88,5054.73,5026.9,5012.51,5002.67
used,43594.45,43940.92,44353.59,44573.18,44798.46,44993.67
go,2403.18,2412.53,2394.11,2375.86,2370.07,2395.03
b,22921.76,22394.41,21656.29,20924.16,20331.19,20179.9
work,24282.28,24169.85,24230.35,24322.4,24273.98,24295.28
last,5097.74,5038.22,5022.84,5038.08,5032.28,5039.55
most,20903.85,21031.21,21205.26,21239.6,21176.86,20986.92
products,4023.77,3986.54,3943.1,3863.58,3874.7,3865.9
music,3619.23,3595.38,3485.23,3440.75,3463.95,3494.93
buy,455.11,438.0,425.97,425.06,421.74,407.85
data,32028.82,32079.68,32469.62,32425.4,32598.87,32851.45
make,6496.79,6518.53,6542.22,6599.62,6620.38,6610.21
them,11702.88,11798.0,11886.24,11997.89,12105.14,12189.94
should,7171.03,7225.89,7291.66,7375.92,7369.4,7310.93
product,8868.67,8891.24,8795.09,8742.82,8792.76,8775.28
system,30299.87,30020.83,29920.62,29872.8,29699.44,29773.05
post,3614.41,3677.36,3740.36,3749.48,3714.35,3688.01
her,25187.69,25645.48,25986.63,26300.05,27050.41,27013.56
city,4421.09,4454.99,4498.91,4519.06,4562.22,4607.84
t,20383.73,20183.31,19437.58,18745.16,17941.35,17739.31
add,1989.01,2033.09,2034.19,2040.29,2051.57,2043.59
policy,2812.54,2834.14,2801.85,2776.32,2739.09,2724.79
number,41470.59,41762.61,41752.19,41588.81,41264.23,41106.08
such,44661.19,44875.49,45112.14,45204.06,45435.46,45533.86
please,161.34,180.35,161.73,158.84,144.97,141.01
available,7698.38,7788.04,7731.3,7698.07,7615.41,7551.73
copyright,498.46,487.19,482.92,514.55,538.15,531.51
support,8358.17,8546.93,8606.02,8733.87,8966.28,9048.63
message,3578.29,3576.64,3503.46,3494.44,3428.8,3464.56
after,25336.98,25486.2,25608.5,25736.29,25767.63,25863.77
best,7180.66,7078.33,7152.7,7154.44,7127.78,7074.46
software,10915.47,10945.41,10931.79,10879.31,10835.54,10877.45
then,42997.26,43104.73,42945.83,43119.02,43012.67,43069.4
jan,1485.74,1447.52,1416.87,1389.28,1333.3,1295.14
good,4006.91,3981.85,3970.43,3957.54,3980.13,3944.0
video,3939.49,4098.97,4246.06,4219.28,4180.02,4189.14
well,16937.88,17063.41,17104.98,17197.05,17179.15,17094.99
d,29726.77,28615.47,27847.7,26776.57,26156.41,25920.17
where,44333.7,44521.81,44863.85,44931.12,45081.82,45225.8
info,264.88,250.62,243.74,228.19,241.62,236.47
rights,1656.7,1658.32,1649.22,1659.97,1697.93,1696.48
public,7657.44,7877.04,7824.69,7798.74,7826.28,7853.28
books,5564.89,5581.62,5517.15,5494.47,5304.65,5315.07
high,14289.08,14238.64,14369.19,14393.89,14446.65,14513.39
school,14915.16,14871.05,14895.39,14729.46,14784.92,14734.67
through,16104.71,16189.75,16212.03,16353.64,16471.86,16485.39
m,27696.83,26992.28,25918.3,24854.85,23876.4,23527.31
each,35597.48,35860.1,35977.64,36065.26,36001.31,35912.5
links,1936.03,1904.26,1906.63,1841.18,1796.77,1776.75
she,34386.25,34967.7,35376.26,35776.66,36117.73,36012.29
review,4377.75,4213.74,4202.78,4154.41,4087.76,4061.15
years,12345.82,12353.11,12426.11,12422.95,12452.19,12484.98
order,20429.48,20541.68,20382.92,20317.89,20296.04,20203.76
very,8695.29,8614.86,8578.69,8597.41,8463.27,8365.27
privacy,1244.94,1288.25,1537.6,1516.79,1506.83,1561.98
book,11832.92,11798.0,11772.35,11894.98,11751.5,11667.11
items,2622.31,2658.47,2699.35,2684.59,2701.75,2679.23
company,7958.44,7940.28,7904.42,7955.34,7962.46,8035.51
r,21717.76,21258.41,20428.48,19655.69,19008.87,18578.87
read,3282.11,3201.88,3143.54,3156.63,3079.55,3110.94
group,26105.14,25982.76,25711.0,25550.6,25363.46,25332.26
sex,524.94,536.38,539.87,534.68,542.55,551.03
need,4902.69,4953.89,4881.61,4872.53,4920.25,4911.56
many,20694.36,20677.53,20774.73,20912.97,20752.92,20689.71
user,5627.5,5745.58,5797.33,5789.77,5746.15,5809.69
said,5519.14,5569.91,5567.26,5682.39,5724.19,5738.1
de,19264.01,18400.85,17918.2,17758.58,17921.58,17813.07
does,9576.62,9636.09,9628.81,9695.85,9796.57,9777.55
set,32799.38,32824.53,32957.1,33255.38,33345.69,33248.46
under,18281.54,18204.1,18344.18,18382.74,18439.96,18409.66
general,15358.23,15355.9,15232.52,15194.79,15265.96,15218.45
research,36148.91,36091.99,36018.64,35749.82,35768.48,35632.64
university,74171.24,73661.94,72615.88,71969.44,71466.67,71306.51
january,6732.77,6813.65,6820.12,6897.16,6989.39,7059.28
mail,770.56,702.68,671.99,812.09,801.74,824.38
full,6838.72,6989.32,6959.08,6970.99,6916.91,6909.59
map,6378.79,6413.13,6432.88,6536.98,6490.78,6486.55
reviews,1594.1,1698.14,1806.4,1805.39,1818.74,1839.66
program,8334.09,8401.71,8398.73,8400.54,8511.6,8512.79
life,6532.91,6436.55,6396.43,6378.14,6361.18,6310.83
know,2246.66,2248.58,2241.48,2250.58,2172.38,2119.52
games,4695.6,4726.69,4865.66,4852.4,4773.08,4588.31
way,10421.83,10472.27,10503.54,10512.42,10442.36,10341.6
days,2078.1,2122.09,2100.25,2120.83,2124.06,2132.54
management,5697.33,5715.13,5722.16,5655.54,5669.27,5653.5
p,36172.99,35201.93,33984.45,33174.85,32464.88,32202.8
part,13597.98,13528.93,13601.52,13494.55,13550.46,13541.49
could,10291.8,10345.79,10307.64,10409.51,10488.49,10482.61
great,4823.23,4794.62,4738.1,4767.39,4709.38,4692.45
united,8211.28,8202.62,8239.28,8360.27,8456.68,8512.79
hotel,390.1,393.5,371.3,362.42,382.2,370.97
real,11987.03,11990.06,11922.69,11888.27,11905.25,11864.53
f,18204.49,17557.63,16772.4,16252.97,15591.05,15413.7
item,2094.96,2178.31,2241.48,2192.42,2167.99,2162.91
international,15524.38,15473.01,15419.31,15268.62,15153.94,15151.2
center,10491.66,10348.13,10123.12,10288.7,10220.51,10120.32
ebay,28.9,28.11,34.17,38.03,48.32,39.05
must,9591.07,9615.0,9569.59,9532.54,9440.73,9456.48
store,1697.64,1735.62,1681.11,1626.42,1675.96,1685.64
travel,946.34,997.81,1015.96,1017.91,1014.8,984.91
comments,484.01,519.98,494.31,510.07,485.44,472.93
made,12456.59,12303.93,12396.5,12445.32,12531.27,12511.02
development,10554.27,10462.91,10426.09,10422.93,10422.59,10476.11
report,3746.85,3682.04,3701.64,3686.84,3628.69,3575.2
off,3636.08,3571.96,3549.02,3651.05,3705.57,3722.72
member,11633.05,11687.91,11838.41,11892.74,11951.38,11905.75
details,1856.57,1819.94,1772.23,1765.12,1726.48,1724.69
line,12133.92,12053.3,12095.81,12132.12,12041.44,12051.1
terms,9509.2,9523.66,9526.31,9617.55,9579.12,9684.27
before,9001.11,9102.05,9148.17,9156.7,9236.46,9276.42
hotels,158.93,152.25,143.51,143.18,147.17,143.18
did,5812.91,5811.16,5806.45,5832.28,5770.31,5746.78
send,968.02,976.73,1009.12,1013.43,1021.39,1023.96
right,10917.88,10989.92,10920.4,11067.23,11059.59,11072.7
type,11392.25,11196.03,11264.37,11210.41,11193.57,11222.38
because,13470.36,13582.8,13747.31,13809.99,13875.55,13799.65
local,7746.54,7809.12,7742.69,7653.32,7622.0,7660.21
those,8312.42,8380.63,8373.67,8400.54,8447.9,8449.87
using,27311.55,27507.58,27631.3,27801.19,27880.7,28083.08
results,9651.27,9615.0,9665.26,9698.09,9699.93,9645.22
office,3872.07,3822.58,3781.37,3771.85,3734.12,3783.46
education,7780.25,7811.46,7760.91,7630.95,7670.32,7625.49
national,15088.53,15102.94,15116.35,15194.79,15175.9,15253.16
car,999.32,1030.6,1002.29,979.88,1001.62,1013.12
design,10807.11,10711.19,10961.4,10997.88,10897.04,10940.36
take,5408.37,5422.35,5416.92,5411.69,5460.6,5482.11
posted,633.3,644.12,649.21,635.35,621.62,618.28
internet,4047.85,3960.77,3854.26,3798.7,3797.82,3826.85
address,1923.99,1925.34,1961.3,1926.19,1926.37,1941.63
community,4120.09,4169.23,4145.83,4120.85,4054.82,4004.74
within,10135.28,10130.3,10155.02,10205.92,10224.9,10343.77
states,15664.05,15540.94,15499.04,15584.06,15744.81,15784.67
area,8322.05,8319.73,8337.23,8362.5,8366.63,8330.55
want,1232.9,1227.35,1177.69,1190.17,1172.95,1169.31
phone,1305.14,1306.98,1302.98,1286.37,1346.48,1349.38
dvd,366.02,363.05,307.52,288.59,274.57,264.67
shipping,233.58,234.23,234.63,225.95,219.65,214.77
reserved,250.43,241.25,236.9,250.56,246.01,238.64
subject,3913.0,3927.98,3904.37,3877.0,3863.72,3870.24
between,29122.36,29097.98,29405.81,29649.08,29695.04,29707.97
forum,953.57,950.96,922.56,908.29,904.98,895.97
family,6908.55,6989.32,7241.54,7286.43,7305.7,7363.0
l,15440.1,14889.79,14483.08,14004.62,13774.51,13571.86
long,7310.69,7352.38,7323.55,7337.88,7237.6,7193.78
based,23352.79,23425.01,23583.42,23588.62,23676.52,23746.42
w,10648.18,10249.76,9909.0,9557.15,9128.83,9083.34
code,9735.55,9626.72,9574.14,9648.87,9504.43,9512.89
show,5314.46,5342.71,5300.74,5221.53,5205.8,5210.94
o,6200.6,6052.42,5963.62,5812.14,5704.42,5553.7
even,9916.15,9992.11,10095.79,10176.84,10202.93,10265.67
black,5215.73,5438.74,6298.48,6302.08,6218.41,6208.87
check,1396.64,1384.28,1366.76,1357.96,1342.09,1314.67
special,7789.88,7820.83,7820.14,7736.1,7725.24,7812.06
prices,857.25,843.22,804.11,816.56,861.04,859.09
website,3313.41,3337.73,3275.66,3250.59,3244.29,3180.36
index,5355.39,5366.13,5337.19,5299.83,5341.99,5267.34
being,14024.2,14112.16,14216.57,14431.92,14585.03,14671.76
women,6027.23,6071.16,6154.97,6331.16,6488.58,6467.03
much,6227.09,6225.74,6236.97,6261.81,6198.64,6130.77
sign,2497.1,2438.3,2391.83,2396.0,2383.25,2360.32
file,3294.15,3361.15,3382.73,3337.84,3297.01,3327.88
link,2831.81,2888.01,2801.85,2738.28,2697.35,2700.92
open,8868.67,8994.3,9061.61,9266.32,9124.43,9157.1
today,2164.79,2150.2,2138.98,2114.12,2084.52,2069.62
technology,11450.04,11554.4,11403.32,11266.34,11224.33,11237.57
south,6764.07,6659.06,6772.29,6680.16,6631.36,6599.36
case,18214.12,18272.02,18353.29,18313.39,18308.17,18312.03
project,7419.05,7373.46,7469.33,7434.08,7413.33,7384.69
same,21710.54,21794.79,21911.42,21962.2,21991.77,21965.33
pages,3421.77,3429.08,3321.22,3261.78,3266.26,3260.63
uk,3729.99,3653.94,3364.5,3156.63,3147.64,3180.36
version,9540.5,9741.49,9906.72,9906.14,9891.03,9974.97
section,6708.69,6511.5,6496.66,6431.84,6326.04,6323.85
own,5685.29,5712.79,5699.38,5675.68,5702.22,5707.73
found,10946.77,11107.03,11104.91,11170.14,11237.51,11181.17
sports,770.56,765.92,765.38,816.56,795.15,794.01
house,2682.51,2700.63,2660.62,2637.61,2624.87,2618.48
related,9145.59,9109.08,9159.56,9212.63,9238.65,9243.88
security,7590.02,7563.18,7546.78,7516.86,7503.39,7577.77
both,18686.09,18810.74,18977.44,19116.53,19199.97,19199.32
g,25332.17,24785.87,24205.29,23136.71,22472.81,22136.71
county,1507.41,1492.02,1487.49,1472.05,1555.15,1533.78
american,21204.86,21234.99,21216.65,21257.49,21335.01,21537.95
photo,753.7,747.18,769.94,744.97,766.59,750.62
game,9150.4,9169.97,9847.49,9756.25,9662.59,9484.68
members,4577.61,4546.34,4576.36,4563.81,4614.93,4583.97
power,7996.97,7956.68,7984.15,8082.86,8111.83,8163.51
while,15555.69,15723.64,15986.52,16060.57,16324.7,16528.77
care,1295.5,1288.25,1282.48,1297.55,1306.94,1310.33
network,13263.27,13236.15,13086.71,13044.88,13104.57,13098.93
down,4141.76,4180.95,4152.67,4183.49,4195.39,4171.79
computer,20465.6,20466.73,20284.97,20172.47,20054.42,19960.79
systems,24429.17,24034.0,23897.77,23904.06,23705.07,23739.91
three,18958.19,18953.62,18852.15,19078.5,19158.23,19192.82
total,6458.26,6513.84,6587.78,6604.1,6662.11,6703.49
place,4888.24,4836.78,4836.05,4906.09,4860.95,4866.0
end,7556.31,7574.89,7590.07,7586.21,7626.39,7584.28
following,16359.96,16360.73,16469.44,16546.04,16641.0,16619.89
download,698.32,707.36,674.27,628.64,632.6,618.28
h,13434.24,13163.54,12704.02,12174.63,11804.21,11508.75
him,7327.55,7350.03,7485.28,7519.09,7580.26,7582.11
without,8011.42,8012.89,8141.32,8212.61,8234.83,8332.72
per,4628.18,4635.35,4621.92,4702.51,4715.97,4748.85
access,4216.41,4262.93,4218.73,4234.94,4298.63,4330.15
think,1086.01,1128.97,1102.52,1116.34,1076.31,1063.01
north,6361.94,6256.19,6243.81,6223.78,6099.8,6050.5
resources,2386.33,2382.09,2373.6,2342.31,2341.51,2340.8
current,6010.37,5911.88,5913.51,5906.1,5888.93,5824.88
posts,387.69,407.55,378.14,402.69,404.16,405.68
big,1810.82,1864.44,1906.63,1868.03,1849.49,1824.48
media,3797.42,4019.33,4041.05,4015.7,3980.13,4030.77
law,6390.83,6335.83,6441.99,6487.76,6460.03,6475.7
control,13294.57,13172.91,13047.99,12930.79,12900.29,12949.24
water,3385.65,3344.76,3348.56,3272.97,3244.29,3254.12
history,7688.75,7717.77,7569.56,7570.55,7542.92,7519.19
pictures,818.72,808.08,785.89,791.95,773.18,772.31
size,8493.02,8521.17,8590.08,8563.85,8619.23,8705.86
art,5056.8,5113.17,5143.57,5210.35,5271.7,5206.6
personal,2306.86,2297.76,2348.55,2304.27,2312.96,2284.39
since,21009.81,21099.14,21007.08,20975.61,20935.24,21006.45
including,13959.18,14198.82,14385.13,14628.79,14831.05,15066.59
guide,1464.06,1452.21,1380.43,1364.67,1346.48,1345.04
shop,363.61,360.71,371.3,380.32,386.59,386.16
directory,481.6,505.93,507.98,496.65,474.45,470.76
board,4840.08,4822.73,4831.49,4798.71,4869.73,4816.1
location,3024.45,3037.92,3031.93,3038.06,3066.37,2991.62
change,6275.25,6307.72,6257.48,6304.32,6290.89,6347.71
white,7729.68,7788.04,9032.0,8988.91,8895.99,8885.92
text,5504.69,5499.64,5585.49,5803.19,5728.58,5779.32
small,8647.13,8680.44,8647.03,8628.73,8700.5,8710.2
rating,623.67,644.12,646.93,655.49,647.98,631.3
rate,6012.78,6005.57,5963.62,6035.86,6016.33,6002.77
government,5957.39,6061.79,6072.96,6132.06,6189.85,6178.49
children,4018.95,4056.81,4022.83,3997.81,4032.85,4039.45
during,13453.5,13463.35,13676.7,13789.85,13956.82,14010.08
usa,1996.23,1885.52,1676.56,1677.87,1596.89,1551.13
return,3631.27,3660.96,3667.47,3662.23,3661.63,3711.87
students,6932.63,6994.01,7143.59,7136.54,7288.12,7332.62
v,11748.64,11563.77,11079.86,10532.55,9945.94,9803.59
shopping,108.36,112.43,111.62,109.62,114.22,106.3
account,2904.05,2904.41,2933.97,2921.73,2956.54,2930.88
times,7118.05,7097.07,7086.64,7091.8,7086.04,6970.33
sites,1762.66,1780.12,1708.45,1671.16,1671.57,1679.13
level,9186.52,9209.79,9291.68,9248.42,9344.09,9369.7
digital,5027.91,5071.01,5109.4,5094.01,5056.44,5126.33
profile,1856.57,1848.05,1808.68,1776.31,1763.82,1770.24
previous,3609.59,3616.46,3649.25,3642.1,3652.85,3685.84
form,18187.63,18325.89,18344.18,18299.97,18299.39,18348.91
events,3298.96,3262.78,3255.16,3217.04,3257.47,3267.14
love,1090.82,1117.26,1113.91,1134.24,1181.74,1167.15
old,3207.46,3171.43,3118.49,3152.16,3152.04,3180.36
john,8786.79,8708.55,8615.13,8599.64,8586.28,8586.55
main,6477.52,6427.18,6430.6,6416.18,6367.77,6297.81
call,2251.48,2253.26,2220.98,2210.31,2198.74,2141.21
hours,1126.94,1194.56,1200.47,1190.17,1181.74,1175.82
image,8004.19,8036.32,8202.83,8205.9,8311.71,8354.42
department,10939.55,10898.57,10824.73,10841.28,10782.82,10814.53
title,2463.38,2438.3,2448.78,2478.77,2455.73,2455.78
description,2540.44,2546.04,2535.34,2496.67,2490.88,2438.42
non,17946.83,18023.74,17991.1,17950.97,17954.53,17993.13
k,20667.87,20312.14,19751.94,18930.85,18393.84,18268.65
y,11161.08,10797.85,10296.25,9792.05,9216.69,9029.11
insurance,1473.7,1452.21,1428.26,1400.46,1410.18,1392.76
another,10515.74,10500.38,10660.72,10655.59,10683.98,10710.4
why,1622.99,1609.14,1626.44,1642.08,1632.03,1616.21
shall,618.86,611.33,599.1,574.95,557.92,555.37
property,6056.12,6050.07,6022.85,6042.57,6000.95,6022.3
class,10828.78,10898.57,10954.57,10890.5,10921.2,10944.7
cd,623.67,608.99,605.93,597.32,584.28,596.59
still,5904.42,5907.2,5899.84,5894.92,5948.23,5952.88
money,1278.65,1255.45,1273.36,1284.13,1302.55,1301.65
quality,3920.23,3860.06,3804.14,3776.33,3762.68,3733.56
every,15199.3,15234.1,15253.02,15355.87,15371.4,15333.43
listing,421.4,435.66,425.97,413.87,423.93,403.51
content,3043.71,3108.19,3129.88,3120.84,3101.52,3141.31
country,3674.61,3675.02,3624.19,3628.67,3626.49,3631.6
private,2610.27,2604.6,2624.18,2639.85,2638.05,2653.19
little,2420.04,2368.03,2353.1,2351.26,2328.33,2301.75
visit,628.49,630.07,624.15,630.88,626.01,626.96
save,630.9,644.12,660.6,664.44,658.96,668.18
tools,3592.74,3593.04,3626.47,3633.15,3628.69,3668.48
low,4994.19,5003.08,5047.89,4979.92,5047.65,5052.57
reply,262.47,264.68,268.8,272.93,259.19,258.16
customer,729.62,737.81,751.72,787.48,764.4,761.46
december,6113.91,6143.77,6205.08,6299.84,6310.66,6323.85
compare,958.38,950.96,963.56,950.79,957.69,961.05
movies,250.43,250.62,225.52,219.24,224.05,223.45
include,10563.9,10561.28,10501.26,10501.23,10598.31,10640.98
college,10811.92,10762.72,10672.11,10646.64,10609.29,10721.25
value,16607.98,16688.65,16854.41,16807.78,16860.65,16891.07
article,4433.13,4422.2,4339.46,4279.69,4212.97,4243.38
york,7414.23,7293.82,7177.76,7143.25,6949.86,6916.1
man,2369.47,2363.35,2382.72,2384.81,2420.59,2416.73
card,1656.7,1716.88,1674.28,1700.24,1689.14,1657.43
jobs,659.79,700.34,685.66,666.67,691.91,683.37
provide,4977.34,5005.42,4990.95,5017.95,4992.74,5022.2
j,23148.11,22237.48,21207.54,20409.61,19902.86,19433.62
food,1649.48,1648.96,1642.39,1635.36,1647.41,1670.45
source,6243.95,6279.62,6284.81,6288.66,6233.78,6269.61
author,5393.92,5525.41,5498.92,5492.23,5392.51,5338.93
different,18045.56,17958.16,17904.54,18020.32,17976.49,18043.03
press,8574.89,8493.06,8200.55,7997.85,7821.88,7749.15
u,10607.24,10427.77,9972.78,9892.72,9576.92,9480.34
learn,1042.66,1086.81,1082.02,1080.55,1113.65,1102.06
sale,404.54,398.19,398.64,395.98,388.79,388.33
around,6393.24,6422.5,6446.54,6496.71,6523.73,6610.21
print,1334.03,1314.01,1330.31,1302.03,1203.7,1210.53
course,3202.64,3206.56,3232.38,3221.51,3226.72,3243.28
job,1683.19,1681.75,1701.61,1673.4,1658.39,1646.59
canada,2894.42,2834.14,2824.63,2805.4,2842.32,2933.05
process,12223.01,12175.1,12116.31,12049.34,12067.8,12057.61
teen,57.79,53.87,52.39,49.22,48.32,52.07
room,1471.29,1468.6,1469.27,1463.1,1443.13,1464.36
stock,1098.05,1093.84,1084.3,1091.73,1107.06,1106.4
training,3238.76,3241.7,3257.44,3221.51,3222.33,3243.28
too,2631.94,2621.0,2610.51,2619.71,2596.31,2609.81
credit,965.61,995.46,977.23,984.35,1054.34,1058.67
point,19367.55,19464.24,19437.58,19555.02,19437.19,19370.71
join,840.39,854.93,883.84,888.15,872.03,887.29
