id,translated_german,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"Während ein Versuchsimpfstoff die Sterblichkeit durch Ebola verringern kann, ist bisher kein Medikament für die Behandlung einer bestehenden Infektion geeignet.","Während ein experimenteller Impfstoff in der Lage zu sein scheint, die Ebola-Mortalität zu senken, gibt es bisher keine Medikamente, die als eindeutig zur Behandlung bestehender Infektionen geeignet nachgewiesen wurden.",40.54167012926864,"Während ein experimenteller Impfstoff anscheinend in der Lage ist, die Ebola-Mortalität zu verringern, wurde bislang kein Medikament als eindeutig geeignet zur Behandlung einer bestehenden Infektion nachgewiesen.",47.77960362128253
11,"Ein Antikörpercocktail, ZMapp, zeigte sich zunächst vielversprechend, aber offizielle Studien zeigten, dass es weniger Nutzen als bei der Verhinderung des Todes hatte.","Ein Antikörper-Cocktail, ZMapp, erwies sich zunächst als vielversprechend, formelle Studien zeigten jedoch, dass er, was die Verhinderung von Todesfällen anbelangt, weniger Vorteile brachte als erhofft.",53.562164860445904,"Ein Antikörpercocktail, ZMapp, zeigte zunächst vielversprechende Ergebnisse in diesem Bereich, aber formelle Studien ergaben, dass er weniger Nutzen bei der Verhinderung von Todesfällen hatte als erhofft.",62.36348389979505
12,"In der PALM-Studie diente ZMapp als Kontrollmethode, was bedeutet, dass Wissenschaftler sie als Basiswert verwendeten und die drei anderen Behandlungen mit ihr verglichen haben.","In der PALM-Studie diente ZMapp als Kontrolle, d.h. die Wissenschaftler verwendeten es als Ausgangsbasis und verglichen die drei anderen Behandlungen damit.",70.22992333989913,"In der PALM-Studie diente ZMapp als Kontrollmittel, was bedeutet, dass die Wissenschaftler es als Basis verwendeten und die drei anderen Behandlungen mit ihm verglichen.",83.29874040538233
13,"USA Gymnastics unterstützt den Brief des Olympischen Komitees der Vereinigten Staaten und akzeptiert die absolute Notwendigkeit der Olympischen Familie, eine sichere Umgebung für alle unsere Athleten zu fördern.","USA Gymnastics unterstützt den Brief des Olympischen Komitees der Vereinigten Staaten und akzeptiert es als absolute Notwendigkeit, dass sich die olympische Familie für ein sicheres Umfeld für alle unsere Sportler einsetzt.",72.25492177015953,"Die USA Gymnastik unterstützt den Brief des United States Olympic Committee und akzeptiert die absolute Notwendigkeit der Olympischen Familie, ein sicheres Umfeld für alle unsere Athleten zu fördern.",77.27401023632238
14,"Wir stimmen der Aussage des USOC zu, dass die Interessen unserer Athleten und Clubs und ihres Sports besser bedient werden können, wenn wir mit einer bedeutenden Veränderung innerhalb unserer Organisation vorangehen, anstatt die Abzertifizierung zu machen.","Wir stimmen mit der Aussage des USOC überein, dass den Interessen unserer Athleten und Vereine und ihres Sports besser gedient ist, wenn wir innerhalb unserer Organisation sinnvolle Veränderungen vorantreiben, anstatt eine Dezertifizierung vorzunehmen.",66.94840636538883,"Wir stimmen der Erklärung des USOC zu, dass die Interessen unserer Athleten und Vereine sowie ihres Sports besser durch eine sinnvolle Veränderung innerhalb unserer Organisation bedient werden können, anstatt durch eine Aberkennung der Zertifizierung.",70.17157802982061
15,"USA Gymnastics unterstützt eine unabhängige Untersuchung, die Licht darauf werfen könnte, wie der Missbrauch der so mutig beschriebenen Proportion durch die Überlebenden von Larry Nassar so lange nicht erkannt worden sein könnte und erforderliche und angemessene Änderungen umfasst.","USA Gymnastics unterstützt eine unabhängige Untersuchung, die ans Licht bringen könnte, wie Missbrauch in dem Ausmaß, das von den Überlebenden von Lary Nassar so mutig beschrieben wurde, so lange unentdeckt bleiben konnte, und heißt alle notwendigen und angemessenen Veränderungen willkommen.",60.90266940673362,"USA Gymnastics unterstützt eine unabhängige Untersuchung, die möglicherweise aufdecken kann, wie der Missbrauch in dem Maße, wie ihn die Überlebenden von Larry Nassar so mutig beschrieben haben, so lange unentdeckt bleiben konnte, und begrüßt alle notwendigen und angemessenen Veränderungen.",62.587118936362806
16,"USA Gymnastics und das USOC haben das gleiche Ziel  den Sport der Gymnastik und anderer zu machen, so sicher wie möglich für Athleten, ihre Träume in einer sicheren, positiven und befähigen Umgebung zu verfolgen.","USA Gymnastics und das USOC haben das gleiche Ziel - den Turnsport und andere Sportarten für die Athleten so sicher wie möglich zu machen, damit sie ihren Träumen in einer sicheren, positiven und selbstbestimmten Umgebung folgen können.",64.01561519031014,"Die USA Gymnastics und das USOC haben dasselbe Ziel – den Leistungssport Gymnastik und andere Sportarten so sicher wie möglich zu gestalten, damit Athleten ihre Träume in einer sicheren, positiven und gestärkten Umgebung verfolgen können.",64.08997477105449
17,In den 1960er Jahren arbeitete Brzezinski für John F. Kennedy als Berater und dann für die Regierung von Lyndon B. Johnson.,Während der 1960er-Jahre arbeitete Brzezinski als Berater für John F. Kennedy sowie anschließend für die Regierung rund um Lyndon B. Johnson.,64.06544932702734,Während der 1960er Jahre arbeitete Brzezinski als Berater für John F. Kennedy und anschließend für die Verwaltung von Lyndon B. Johnson.,66.52876653846018
18,"Während der Wahlen von 1976 berät er Carter in der Außenpolitik, diente dann von 1977 bis 1981 als National Security Advisor (NSA), als Erfolg für Henry Kissinger.",Während der Wahlen im Jahre 1976 beriet er Carter in der Außenpolitik und diente dann von 1977 bis 1981 in Nachfolge von Henry Kissinger als als nationaler Sicherheitsberater (NSA).,60.94702354986323,Während der Auswahlverfahren 1976 beriet er Carter in Fragen der Außenpolitik und diente dann von 1977 bis 1981 als Nationaler Sicherheitsberater (NSA) und folgte Henry Kissinger nach.,58.79336004356988
19,"Als NSA unterstützte er Carter bei der diplomatischen Abwicklung der Weltangelegenheiten, wie z. B. den Camp David-Abkommen von 1978; die Normalisierung der US-Chinesischen Beziehungen in den späten 1970er Jahren; die iranische Revolution, die zur Iran-Geiselkrise führte; und die sowjetische Invasion in Afghanistan von 1979.","Als nationaler Sicherheitsberater unterstützte er Carter bei der diplomatischen Handhabung von Weltangelegenheiten wie dem Camp-David-Abkommen von 1978, der Normalisierung der Beziehungen zwischen den USA und China Ende der 1970er Jahre, der iranischen Revolution, die zur Geiselkrise im Iran 1979 führte, und der sowjetischen Invasion in Afghanistan 1979.",63.3625030648436,"Als NSA unterstützte er Carter dabei, weltpolitische Angelegenheiten diplomatisch zu regeln, wie zum Beispiel die Camp-David-Abkommen von 1978; die Normalisierung der US-amerikanischen Beziehungen zu China in den späten 1970er Jahren; die iranische Revolution, die zur Geiselnahme im Iran von 1979 führte; und die sowjetische Invasion in Afghanistan von 1979.",73.51517095160918
20,Der Film mit Ryan Gosling und Emma Stone erhielt Nominierungen in allen wichtigen Kategorien.,Der Film mit Ryan Gosling und Emma Stone hat Nominierungen in allen Hauptkategorien erhalten.,74.85910665690812,Der Film mit Ryan Gosling und Emma Stone erhielt Nominierungen in allen wichtigen Kategorien.,100.0
21,Gosling und Stone erhielten Nominierungen für Best Actor und Best Actress.,Gosling und Stone wurden als bester Schauspieler beziehungsweise beste Schauspielerin nominiert.,31.056781357909735,Gosling und Stone erhielten Nominierungen für den besten Schauspieler bzw. die beste Schauspielerin.,51.07181468438233
22,"Zu den weiteren Nominierungen gehören Best Picture, Director, Cinematography, Costume Design, Film-Editing, Original Score, Production Design, Sound Editing, Sound Mixing und Original Screenplay.","Weitere Nominierungen gibt es zum Beispiel für den besten Film, die Regie, die Kameraführung, das Kostümbild, den Schnitt, die Original-Filmmusik, das Produktionsdesign, den Tonschnitt, die Tonmischung und das Original-Drehbuch.",29.663796808938702,"Die weiteren Nominierungen umfassen Beste Film, Regie, Kamera, Kostümbild, Film-Editing, Originalmusik, Produktionsdesign, Tonbearbeitung, Sound Mixing und Originaldrehbuch.",52.465433573565136
23,"Zwei Songs aus dem Film, Audition (The Fools Who Dream) und City of Stars, wurden für den Titel ""Bester Original Song"" nominiert.","Zwei Lieder aus dem Kinofilm, Audition (The Fools Who Dream) und City of Stars, bekamen Nominierungen für das beste eigenständige Lied. Lionsgate Studio bekam 26 Nominierungen – mehr als jedes andere Filmstudio.",39.63429864847444,"Zwei Lieder aus dem Film, Audition (The Fools Who Dream) und City of Stars, erhielten Nominierungen für den besten Song. Das Studio Lionsgate erhielt 26 Nominierungen – mehr als jedes andere Studio.",45.61819075472355
24,"Am Sonntag verspätete der US-Präsident Donald Trump in einer Erklärung, die er über den Pressesekretär abgegeben hatte, die Verließung der US-Truppen in Syrien.","Am späten Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer durch den Pressesekretär verlesenen Erklärung an, dass die US-Truppen Syrien verlassen würden.",48.47550011714678,"Spät am Sonntag kündigte der Präsident der Vereinigten Staaten, Donald Trump, in einer Erklärung, die über den Pressesprecher übermittelt wurde, an, dass die US-Truppen Syrien verlassen würden.",49.48442881265008
25,Die Ankündigung erfolgte nach einem Telefongespräch mit dem türkischen Präsidenten Recep Tayyip Erdogan.,Die Ankündigung erfolgte nach einem Telefongespräch von Trump mit dem türkischen Präsidenten Recep Tayyip Erdoğan.,87.53577317886119,"Die Ankündigung wurde gemacht, nachdem Trump ein Telefonat mit dem türkischen Präsidenten Recep Tayyip Erdoğan geführt hatte.",60.589815378155166
26,"Die Türkei würde auch die Wache über die gefangenen ISIS-Kämpfer übernehmen, die die europäischen Nationen, wie die Erklärung sagt, weigerten, zurückzubringen.","Die Türkei würde die Überwachung gefasster ISIS-Kämpfer durchführen, deren Rückführung, so hieß es in dem Statement, von europäischen Ländern abgelehnt wurde.",38.903222127510595,"Die Türkei würde auch die Bewachung gefangener ISIS-Kämpfer übernehmen, die, wie in der Erklärung erwähnt, von europäischen Ländern zurückgewiesen wurden, repatriiert zu werden.",54.95283581565622
27,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht können, wie Farbe und dreidimensionale Anordnung.","Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine Theorie, die bereits weit verbreitet ist, sondern liefert auch Details, die Fossilien im Allgemeinen nicht liefern können, wie etwa Farbe und dreidimensionale Anordnung.",88.33869011542006,"Dies bestätigt nicht nur, dass zumindest einige Dinosaurier Federn hatten, eine bereits weit verbreitete Theorie, sondern liefert auch Details, die Fossilien im Allgemeinen nicht bieten können, wie Farbe und dreidimensionale Anordnung.",96.36611304382711
28,"Wissenschaftler sagen, dass die Feder des Tieres kastanienbraun war, mit einer blassen oder karotinoidenfarbenen Unterseite.","Wissenschaftler sagen, dass das Gefieder dieses Tieres auf der Oberseite kastanienbraun und auf der Unterseite hell- oder carotinoidfarben war.",57.227570350461946,"Wissenschaftler sagen, dass das Federkleid dieses Tieres oben kastanienbraun und an der Unterseite blass oder carotinoidfarben war.",62.659928583019344
29,Die Entdeckung gibt auch Einblick in die Entwicklung von Federn bei Vögeln.,Der Fund gewährt auch Einblicke in die Evolution von Federn bei Vögeln.,56.223794106894346,Der Fund gewährt auch Einblicke in die Entwicklung von Federn bei Vögeln.,73.82305252173211
30,"Weil die Dinosaurierfedern keinen gut entwickelten Schacht haben, der als Rachis bezeichnet wird, sondern andere Feinscharakteristika haben  Barben und Barbulen  die Forscher schlussfolgerten, dass die Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war, als diese anderen Merkmale.","Weil die Dinosaurierfedern keinen gut entwickelten Schaft besitzen, der Rachis genannt wird, aber andere Merkmale von Federn besitzen – Widerhaken und Barbules – schlossen die Forscher daraus, dass die Rachis vermutlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",67.60233995178602,"Da die Dinosaurierfedern keinen gut entwickelten Schaft, den sogenannten Rachis, besitzen, aber andere Merkmale von Federn – Haken und Häkchen – aufweisen, schlossen die Forscher daraus, dass der Rachis wahrscheinlich eine spätere evolutionäre Entwicklung war als diese anderen Merkmale.",65.73352341489787
31,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregelung oder -anzeige.","Die Struktur der Federn lässt vermuten, dass sie nicht zum Fliegen,, sondern eher zur Temperaturregulierung oder zum Herzeigen verwendet wurden. Die Forscher vermuteten, dass die Probe, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, das Gefieder eines Ausgewachsenen zeigt und nicht die Daunen eines Kükens.",34.00661036504424,"Die Struktur der Federn deutet darauf hin, dass sie nicht im Flug verwendet wurden, sondern eher zur Temperaturregulierung oder zur Schau. Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe ein Erwachsenengefieder und nicht das Daunenfieder eines Kükens zeigt.",44.73297388421839
32,"Die Forscher schlugen vor, dass, obwohl es sich um den Schwanz eines jungen Dinosauriers handelt, die Probe Erwachsenenflügel und keine Kükenfläche zeigt.","Die Forscher behaupteten, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, die Probe das Gefieder eines Erwachsenen und keine Kükendaunen zeigt.",60.644496374197246,"Die Forscher schlugen vor, dass, obwohl dies der Schwanz eines jungen Dinosauriers ist, das Sample das Gefieder eines Erwachsenen zeigt und nicht das Daunenfeder eines Kükens.",57.327593702258575
33,"Eine Autobombe, die gestern Morgen am Polizeikommissariat in Gaziantep, Türkei, explodiert wurde, tötete zwei Polizisten und verletzte mehr als zwanzig weitere Menschen.","Eine Autobombe detonierte am Morgen des gestrigen Tages im Polizeipräsidium des türkischen Gaziantep, tötete zwei Polizisten und verwundete über zwanzig weitere Menschen.",57.800880362768915,"Eine Autob Bombe detonierte gestern Morgen am Polizeihauptquartier in Gaziantep, Türkei, tötete zwei Polizeibeamte und verletzte mehr als zwanzig andere Personen.",64.62707397326093
34,"Das Büro des Gouverneurs sagte, 19 der Verletzten seien Polizisten.",Nach Angaben des Gouverneursbüros handelt es sich bei neunzehn der Verletzten um Polizeibeamte.,38.32169336714655,"Das Büro des Gouverneurs teilte mit, dass neunzehn der Verletzten Polizisten waren.",60.95561009332933
35,"Die Polizei sagte, sie vermutete, dass ein angeblicher Daesh-Militierer für den Angriff verantwortlich sei.","Die Polizei sagte, dass sie einen militanten Anhänger von Daesh (ISIL) hinter dem Angriff vermuten.",47.65666309644423,"Die Polizei sagte, sie verdächtige einen mutmaßlichen Dschihadisten des IS (Daesh), für den Angriff verantwortlich zu sein.",54.40117359873942
36,"Sie fanden heraus, dass die Sonne auf denselben Grundprinzipien wie andere Sterne arbeitete: Die Aktivität aller Sterne im System wurde festgestellt, dass sie von ihrer Helligkeit, ihrer Rotation und nichts anderem angetrieben wird.","Sie haben herausgefunden, dass die Sonne auf Basis derselben Grundprinzipien funktioniert, wie andere Sterne: Es wurde herausgefunden, dass die Aktivität aller Sterne im System durch ihre Leuchtkraft, Rotation und sonst nichts angetrieben wird.",59.90757843260255,"Sie fanden heraus, dass die Sonne auf denselben grundlegenden Prinzipien wie andere Sterne basierte: Die Aktivität aller Sterne im System wurde als von ihrer Helligkeit und ihrer Rotation angetrieben festgestellt, und sonst nichts.",76.6777793993055
37,"Die Leuchtkraft und die Rotation werden zusammen verwendet, um die Rossby-Nummer eines Sterns zu bestimmen, die mit dem Plasmafluss verbunden ist.","Um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmastrom in Zusammenhang steht, werden die Leuchtkraft und die Rotation gemeinsam einbezogen.",62.985438157914565,"Die Helligkeit und die Rotation werden zusammen verwendet, um die Rossby-Zahl eines Sterns zu bestimmen, die mit dem Plasmafluss in Beziehung steht.",74.87110926792816
38,"Je kleiner die Rossby-Zahl ist, desto weniger aktiv ist der Stern in Bezug auf magnetische Umkehrungen.","Je kleiner die Rossby-Zahl ist, umso weniger aktiv ist der Stern in Bezug auf Umpolungen des Magnetfelds.",73.0052853427624,"Je kleiner die Rossby-Zahl, desto weniger aktiv ist der Stern hinsichtlich magnetischer Umkehrungen.",77.22415269469519
39,Während seiner Reise stieß Iwasaki oft in Schwierigkeiten.,Während der Reise geriet Iwasaki bei vielen Gelegenheiten in Schwierigkeiten.,48.761924662665294,Während seiner Reise hatte Iwasaki viele Probleme.,51.16555193114858
40,"Er wurde von Piraten beraubt, in Tibet von einem wütenden Hund angegriffen, in Nepal aus der Ehe entkommen und in Indien verhaftet.","Er wurde von Piraten ausgeraubt, in Tibet von einem tollwütigen Hund angegriffen, konnte einer Heirat in Nepal entfliehen und wurde in Indien verhaftet.",62.58020559484253,"Er wurde von Piraten beraubt, in Tibet von einem tollwütigen Hund angegriffen, entkam einer Ehe in Nepal und wurde in Indien festgenommen.",65.36044954003542
41,"Der 802.11n-Standard funktioniert sowohl auf den 2,4 GHz als auch auf den 5,0 GHz-Frequenzen.","Der 802.11n-Standard läuft auf den Frequenzen 2,4 Ghz sowie 5,0 Ghz.",58.48081830328344,"Der 802.11n-Standard funktioniert sowohl im 2,4-GHz- als auch im 5,0-GHz-Frequenzbereich.",66.87210446670807
42,"Damit ist sie mit 802.11a, 802.11b und 802.11g rückwärtskompatibel, sofern die Basisstation mit zwei Funkgeräten verfügt.","Dadurch kann er abwärtskompatibel mit 802.11a, 802.11b und 802.11g sein, vorausgesetzt, die Basisstation verfügt über Dual-Radio.",55.920606529400864,"Dies wird es ermöglichen, rückwärtskompatibel mit 802.11a, 802.11b und 802.11g zu sein, vorausgesetzt, die Basisstation verfügt über Dualfunksender.",53.95184798105047
43,Die Geschwindigkeiten von 802.11n sind wesentlich schneller als die ihrer Vorgänger mit einem maximal theoretischen Durchsatz von 600 Mbit/s.,"Die Geschwindigkeit von 802,11 n ist wesentlich schneller als die der Vorgänger, die einen maximalen theoretischen Durchsatz von 600 Mbit/s hatten.",73.27089998752876,"Die Geschwindigkeiten von 802.11n sind erheblich schneller als die seiner Vorgänger, mit einem maximalen theoretischen Durchsatz von 600 Mbit/s.",84.37720415214477
44,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, war Miller, dem die Geschichte erzählt wurde, nicht sehr beeindruckt.","Duvall, verheiratet und zwei erwachsene Kinder, hat keinen großen Eindruck auf Miller gemacht, dem die Geschichte erzählt wurde.",67.38599346613078,"Duvall, der verheiratet ist und zwei erwachsene Kinder hat, hinterließ bei Miller, dem die Geschichte erzählt wurde, keinen großen Eindruck.",76.1659681429022
45,"Als er um Kommentar gefragt wurde, sagte Miller: ""Mike spricht viel während der Anhörung... Ich habe mich vorbereitet, also habe ich nicht wirklich gehört, was er sagt"".","""Als er nach einem Kommentar gefragt wurde, sagte Miller: """"Mike spricht sehr viel während der Anhörung ... ich habe mich vorbereitet und konnte daher nicht richtig hören, was er sagte.""""""",66.51624509309505,"Als er um einen Kommentar gebeten wurde, sagte Miller: „Mike redet viel während der Anhörung... Ich war damit beschäftigt, mich vorzubereiten, also habe ich nicht wirklich gehört, was er gesagt hat.“",65.38693625894031
46,"""Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 von dem Niveau von 2005 um eine bemerkenswerte Marge zu senken"", sagte Hu.","„Wir werden uns bemühen, die Kohlendioxidemissionen pro BIP-Einheit bis 2020 gegenüber dem Niveau von 2005 deutlich zu senken“, sagte Hu.",77.63219391207961,"„Wir werden uns bemühen, die Kohlendioxidemissionen pro Einheit BIP bis 2020 im Vergleich zum Niveau von 2005 erheblich zu senken“, sagte Hu.",68.43038756411505
47,"Er hat keine Zahl für die Kürzungen festgelegt und sagte, sie würden auf der Grundlage der Wirtschaftsleistung Chinas erfolgen.","Er nannte keine Zahl für die Kürzungen, sondern sagte, sie würden auf der Grundlage der Wirtschaftsleistung Chinas vorgenommen.",75.38590627834026,"Er nannte keine konkreten Zahlen für die Kürzungen und sagte, dass diese basierend auf Chinas Wirtschaftsausstoß vorgenommen werden.",41.912443674879036
48,"Hu ermutigte Entwicklungsländer, ""den alten Weg zu vermeiden, zuerst zu verschmutzen und später zu reinigen"".","Hu ermutigte Entwicklungsländer „den alten Weg von erst verschmutzen und hinterher aufzuräumen, zu vermeiden“.",66.71474785462499,"Hu ermutigte die Entwicklungsländer, ""den alten Weg der Verschmutzung zuerst und der Säuberung später zu vermeiden.""",66.5764890031449
49,"Er fügte hinzu, daß ""sie jedoch nicht aufgefordert werden sollten, Verpflichtungen zu übernehmen, die über ihre Entwicklungsphase, Verantwortung und Fähigkeiten hinausgehen"".","Er fügte hinzu, dass „sie jedoch nicht dazu aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihren Entwicklungsstand, ihre Verantwortung und ihre Fähigkeiten hinausgehen“.",74.28729567959357,"Er fügte hinzu, dass „sie jedoch nicht aufgefordert werden sollten, Verpflichtungen einzugehen, die über ihre Entwicklungsstufe, Verantwortung und Fähigkeiten hinausgehen.“",85.09725494593299
50,Die Irak-Studiegruppe hat heute um 12.00 Uhr GMT ihren Bericht vorgestellt.,Die Studiengruppe zum Irak stellte heute um 12:00 Uhr GMT ihren Bericht vor.,65.43591746979696,Die Irak-Studiengruppe hat heute um 12.00 Uhr GMT ihren Bericht vorgestellt.,94.71004988512344
51,"Es warnt, niemand kann garantieren, daß irgendwelche Maßnahmen im Irak zu diesem Zeitpunkt die sektierte Kriegsführung, die zunehmende Gewalt oder den Abstieg zum Chaos stoppen werden.","Er warnt davor, dass niemand garantieren kann, dass irgendeine Vorgehensweise im Irak zu diesem Zeitpunkt die sektiererische Kriegsführung, die wachsende Gewalt oder ein Abgleiten ins Chaos stoppen wird.",57.949979922053366,"Es wird gewarnt: Niemand kann garantieren, dass eine gewisse Handlungsweise im Irak zu diesem Zeitpunkt den interreligiösen Krieg, die zunehmende Gewalt oder einen Abstieg in das Chaos stoppen wird.",58.93988774640451
52,Der Bericht beginnt mit einer Aufforderung zur offenen Debatte und zur Schaffung eines Konsenss in den Vereinigten Staaten über die Politik im Nahen Osten.,Der Bericht fängt an mit der Bitte um einen offenen Diskurs und um Konsensbildung in den USA über eine Strategie für den Mittleren Osten.,40.446885107832045,Der Bericht beginnt mit einem Aufruf zu offenen Debatten und der Bildung eines Konsenses in den Vereinigten Staaten über die Politik gegenüber dem Mittleren Osten.,68.09119413387947
53,Der Bericht kritisiert nahezu jeden Aspekt der gegenwärtigen Politik des Exekutivs gegenüber dem Irak und fordert einen sofortigen Richtungswechsel auf.,Der Bericht steht fast jedem Aspekt der gegenwärtigen Politik der Exekutive im Hinblick auf den Irak äußerst kritisch gegenüber und drängt auf einen sofortigen Richtungswechsel.,62.18159686737608,Der Bericht ist äußerst kritisch gegenüber fast jedem Aspekt der gegenwärtigen Politik der Exekutive gegenüber dem Irak und fordert einen sofortigen Kurswechsel.,69.54244407050481
