id,translated_arabian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,وفي حين يبدو أن أحد اللقاحات التجريبية قادر على الحد من الوفيات الناجمة عن فيروس إيبولا، فإنه حتى الآن، لم تظهر بوضوح أي عقاقير مناسبة لمعالجة العدوى القائمة.,بينما يبدو أن هناك لقاحاً واحداً تجريبياً قادراً على الحد من وفيات الإيبولا، حتى الآن، لم يتم إثبات أي عقاقير مناسبة لعلاج العدوى الموجودة.,50.05129352762798,بينما يبدو أن لقاحاً تجريبياً واحداً قادر على تقليل معدل وفيات الإيبولا، وحتى الآن، لم يتم إثبات فعالية أي أدوية لعلاج العدوى الحالية بشكل واضح.,40.33058556471355
11,في البداية ، اظهر زْمَاب ، احد كوكتيلات الاجسام المضادة ، وعدا في الحقل ، لكن الدراسات الرسمية أشارت الى انه لا يستفيد كثيرا مما يُطلب منه في منع الوفاة .,كان كوكتيل واحد من الأجسام المضادة، وهو ZMapp، واعداً في البداية في هذا المجال، ولكن الدراسات الرسمية أشارت إلى أن الفائدة المترتبة على هذا الكوكتيل كانت أقل من الفوائد التي تم السعي إليها في منع الموت.,37.035743476089394,أظهر مزيج الأجسام المضادة المعروف باسم زيماب في البداية وعداً في هذا المجال، لكن الدراسات الرسمية أظهرت أنه كان له فائدة أقل مما تم السعي إليه في الحيلولة دون الوفاة.,40.57688592118406
12,في محاكمة PALM، كان زماب بمثابة التحكم، بمعنى أن العلماء استخدموه كخط أساس وقارنوا العلاجات الثلاثة الأخرى به.,في تجربة PALM، استُخدم عقار ZMapp كمعيار مراقبة، بمعنى أن العلماء وضعوه كأساس وقارنوا العلاجات الثلاثة الأخرى به.,57.91596392667494,في تجربة PALM، كان ZMapp يعمل كجهاز تحكم، مما يعني أن العلماء استخدموه كقاعدة وقارنوا العلاجات الثلاثة الأخرى به.,60.78328144603075
13,وتؤيد الرياضيات في الولايات المتحدة الأمريكية رسالة اللجنة الأوليمبية في الولايات المتحدة وتقبل الحاجة المطلقة للأسرة الأوليمبية إلى تعزيز بيئة آمنة لجميع رياضيينا.,تدعم الولايات المتحدة للجمباز رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة للأسرة الأولمبية لتعزيز بيئةٍ آمنةٍ لجميعِ الرياضيين لدينا.,66.78770433410857,تدعم جمعية الجمباز الأمريكية رسالة اللجنة الأولمبية الأمريكية وتقبل الحاجة المطلقة لعائلة الألعاب الأولمبية لتعزيز بيئة آمنة لجميع رياضينا.,60.2591405574782
14,ونتفق مع ما جاء في بيان جامعة الدول الأمريكية من أن مصالح رياضيينا ونوادينا، ورياضتهم، يمكن أن تخدم على نحو أفضل من خلال المضي قدماً بتغيير ذي مغزى داخل منظمتنا، بدلاً من إعادة التصديق.,نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح الرياضيين والأندية، ورياضتهم، يمكن أن تُخدم بشكل أفضل من خلال المضي قدماً في تغيير ذي مغزى داخل مؤسستنا، بدلاً من سحب التراخيص.,56.42876649260451,نحن نتفق مع بيان اللجنة الأولمبية الأمريكية بأن مصالح رياضيينا وأنديتنا ورياضتنا قد يتم خدمتها بشكل أفضل من خلال المضي قدمًا نحو تغيير ذي مغزى داخل منظمتنا، بدلاً من إلغاء التصديق.,59.086150249911775
15,وتدعم هيئة الجمباز في الولايات المتحدة الأمريكية تحقيقاً مستقلاً قد يسلط الضوء على كيفية أن إساءة استخدام النسبة الموصوفة بشجاعة من جانب الناجين من لاري نصار يمكن أن تكون قد لم تكتشف لفترة طويلة جداً وأن تشمل أي تغييرات ضرورية وملائمة.,تدعم الولايات المتحدة للجمباز تحقيقًا مستقلًا قد يسلط الضوء على أن وصف الإساءة النسبية بشجاعةٍ من قبل الناجين من لاري نصار قد كان من الممكن ألا يتم اكتشافه لفترة طويلة بدون احتضان أية تغييرات ضرورية ومناسبة.,53.975172337042096,تدعم الجمباز الأمريكية تحقيقًا مستقلاً قد يسلط الضوء على كيفية عدم اكتشاف الإساءة بالقدر الذي وصفه الناجون من لاري ناصر بشجاعة لفترة طويلة، وتؤيد أي تغييرات ضرورية ومناسبة.,56.95370990223484
16,وللرياضيين في الولايات المتحدة الأمريكية ومفوضية الولايات المتحدة الأمريكية نفس الهدف - جعل رياضة الجمباز، وغيرها، آمنة قدر الإمكان للرياضيين لمتابعة أحلامهم في بيئة آمنة وإيجابية ومتمكنة.,لدى الولايات المتحدة الأمريكية للجمباز و اللجنة الأولمبية الأمريكية نفس الهدف — وهو جعل رياضة الجمباز وغيرها، آمنةً قدر الإمكان للرياضيين لتحقيق أحلامهم في بيئة آمنة وإيجابية وقوية.,68.67908331919158,تهدف اتحاد الجمباز الأمريكي واللجنة الأولمبية الأمريكية إلى تحقيق نفس الهدف - وهو جعل رياضة الجمباز وغيرها من الرياضات آمنة قدر الإمكان للرياضيين لمتابعة أحلامهم في بيئة آمنة وإيجابية وممكّنة.,63.79167917130005
17,طوال الستينات، عمل برززينسكي لجون ف. كينيدي كمستشار له ثم إدارة ليندون ب. جونسون.,وفي ستينيات القرن الماضي، عمل بريجنسكي مستشاراً لجون إف كينيدي ثم عمل في إدارة ليندون جونسون.,42.130476417704614,خلال ستينيات القرن العشرين، عمل بريجنسكي كمستشار لدى جون كينيدي ثم لدى إدارة ليندون بي. جونسون.,49.50638737677098
18,وخلال الاختيارات التي أجراها في عام 1976، قدم المشورة إلى كارتر بشأن السياسة الخارجية، ثم عمل مستشارا للأمن القومي من عام 1977 إلى عام 1981، خلفا لهنري كيسنجر.,وخلال اختيارات عام 1976، عمل مستشاراً لكارتر للسياسة الخارجية، ثم عمل مستشاراً للأمن القومي من عام 1977 إلى عام 1981 خلفاً لهنري كيسنجر.,72.37258594322476,خلال اختيارات عام 1976، قدم النصيحة لكارتر بشأن السياسة الخارجية، ثم شغل منصب مستشار الأمن القومي من عام 1977 حتى 1981، خلفاً لهنري كيسنجر.,71.67411758083914
19,وكوكالة الأمن القومي، ساعد كارتر في التعامل الدبلوماسي مع الشؤون العالمية، مثل كامب ديفيد الاتفاقات، 1978؛ تطبيع العلاقات بين الولايات المتحدة والصين فكرت في أواخر السبعينات؛ الثورة الإيرانية، التي أدت إلى أزمة الرهائن إيران، 1979؛ والغزو السوفياتي في أفغانستان، 1979.,خلال شغله لمنصب مستشار في الأمن القومي، ساعد كارتر ديبلوماسياً في إدارة شؤون العالم مثل اتفاقيات كامب ديفيد عام 1978؛ وفكرة تطبيع العلاقات الأمريكية والصينية في أواخر السبعينيات؛ والثورة الإيرانية التي أدت إلى كارثة الرهائن الإيرانية عام 1979؛ والاحتلال السوفييتي لأفغانستان عام 1979.,56.55896474307537,بصفته مستشاراً للأمن القومي، ساعد كارتر في التعامل الدبلوماسي مع الشؤون العالمية، مثل اتفاقيات كامب ديفيد عام 1978؛ تطبيع العلاقات الأمريكية-الصينية خلال أواخر السبعينيات؛ الثورة الإيرانية التي أدت إلى أزمة الرهائن في إيران عام 1979؛ والغزو السوفيتي لأفغانستان عام 1979.,70.9291300521933
20,وقد تلقى الفيلم، الذي يعرض رايان غوسلينغ وإيما ستون، ترشيحات من جميع الفئات الرئيسية.,وقد تلقى الفيلم الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,82.74662327654308,نال الفيلم، الذي يضم رايان غوسلينغ وإيما ستون، ترشيحات في جميع الفئات الرئيسية.,80.98347691360742
21,وتلقت غوسلينغ وستون ترشيحات لأفضل الممثلين وللممثلين على التوالي.,تلقى جوسلينغ وستون ترشيحات لأفضل ممثل وممثلة على الترتيب.,61.13729779816747,تلقى جوسلينغ وستون ترشيحات لجائزة أفضل ممثل وممثلة على التوالي.,60.89785294682852
22,وتشمل الترشيحات الأخرى أفضل صورة، مدير، السينما، تصميم الملابس، تصميم الأفلام، تحرير الأفلام، التسجيل الأصلي، التصميم الإنتاجي، التحرير السليم، المزج السليم، السيناريو الأصلي.,تشمل الترشيحات الأخرى جائزة أفضل فيلمٍ ومخرجٍ وتصويرٍ سينمائيٍّ وتصميم أزياء ومونتاج وموسيقى تصويرية و تصميم إنتاج و تعديل الصوت ومزج الصوت وسيناريو أصلي.,34.74372828830629,تشمل الترشيحات الأخرى أفضل فيلم، وأفضل مخرج، وتصوير سينمائي، وتصميم أزياء، وتحرير الفيلم، والموسيقى الأصلية، وتصميم الإنتاج، وتحرير الصوت، ومزج الصوت، والسيناريو الأصلي.,49.77657998943035
23,"وتلقت اغنيتان من الفيلم، وهما "" العرض التجريبي "" و "" مدينة النجوم "" ، ترشيحات لأفضل اغنية أصلية، وتلقى استوديو "" لاوسغيت "" 26 ترشيحا - أكثر من أي استوديو آخر.",تلقت أغنيتان من الفيلم، تجربة أداء (The Fools Who Dream) وCity of Stars، ترشيحات لأفضل أغنية أصلية. تلقى استوديو Lionsgate 26 ترشيحاً — أكثر من أي استوديو آخر.,49.280393337351455,"تم ترشيح أغنيتين من الفيلم، ""اختبار الأداء (الأغبياء الذين يحلمون)"" و""مدينة النجوم""، لجائزة أفضل أغنية أصلية. حصلت استوديوهات لاينزغيت على 26 ترشيحًا - أكثر من أي استوديو آخر.",48.39283095312788
24,وفي وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان أدلى به عن طريق أمين الصحافة، أن القوات الأمريكية ستغادر سوريا.,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان ألقاه عن طريق السكرتير الصحفي، أن القوات الأميركية ستغادر سوريا.,79.50287787803481,في وقت متأخر من يوم الأحد، أعلن رئيس الولايات المتحدة دونالد ترامب، في بيان تم تقديمه عبر المتحدث باسم الصحافة، أن القوات الأمريكية ستغادر سوريا.,81.36470109508463
25,وقد صدر الإعلان بعد أن أجرى ترامب محادثة هاتفية مع الرئيس التركي رجب طيب أردوغان.,تم عمل الإعلان بعد أن قام ترامب بمحادثة هاتفية مع الرئيس التركي رجب الطيب أردوغان.,73.28330477800021,تم الإعلان بعد أن أجرت ترامب محادثة هاتفية مع الرئيس التركي رجب طيب أردوغان.,89.63701007025759
26,وستتولى تركيا أيضا حراسة مقاتلي داعش الأسرى الذين، كما قال البيان، رفضت الدول الأوروبية العودة إلى الوطن.,وستتولى تركيا أيضاً حراسة مقاتلي داعش الذين تم أسرهم، وقال البيان إن الدول الأوروبية رفضت إعادتهم.,63.55684962101852,تركيا ستتولى أيضًا حراسة مقاتلي داعش الذين تم القبض عليهم، حيث قالت البيان إن الدول الأوروبية قد رفضت إعادتهم إلى بلدانهم.,46.9929527360926
27,وهذا لا يؤكد فقط أن بعض الديناصورات على الأقل كان لها ريش، وهي نظرية منتشرة بالفعل، ولكنه يقدم تفاصيل لا يمكن للأحافير عموماً، مثل اللون والترتيبات الثلاثية الأبعاد.,لا يؤكد الأمر فحسب أن بعض من الديناصورات على أقل تقدير كانت ذات ريش، وهي نظرية شائعة بالفعل، ولكنه يقدم أيضاً تفاصيل تعجز الأحفوريات عن تقديمها في العموم، كاللون والترتيب ثلاثيّ الأبعاد.,50.86171201863286,هذا لا يؤكد فقط أن بعض الديناصورات على الأقل كانت لديها ريش، وهي فرضية منتشرة بالفعل، بل يوفر أيضًا تفاصيل لا تستطيع الحفريات عمومًا تقديمها، مثل اللون والترتيب ثلاثي الأبعاد.,63.0340406467229
28,يقول العلماء أنّ عمود هذا الحيوان كان كستنائيّاً مُؤلّفاً على القمة مع شاحب أو كروتونيويد ملوّن تحتيّاً.,يقول العلماء أن ريش هذا الحيوان كان بنياً كستنائياً من الأعلى وجانبه السفلي شاحباً أو بلون الكاروتينات.,40.95788634574789,يقول العلماء إن ريش هذا الحيوان كان بنيًّا كستنائيًا من الأعلى ولونه فاتح أو ملون بالكاروتينويد من الأسفل.,39.20023470068578
29,ويمنح هذا البحث ايضا فكرة عن تطور الريش في الطيور .,يمنح الاكتشاف أيضاً نظرة على تطور الريش في الطيور.,51.884850397394914,الاكتشاف يوفر أيضًا رؤى حول تطور الريش في الطيور.,46.67633838044622
30,ولأن ريش الديناصورات ليس له عمود متطور جيدا ، يُدعى رعد ، ولكن لديه سمات اخرى من الريش — بارب والبارپل — استنتج الباحثون ان الريش من المرجح ان يكون تطورا تطوريا لاحقا في هذه الملامح الاخرى .,"نظراً لأن ريش الديناصورات لا يحتوي محوراً متطوراً بالكامل، والذي يطلق عليه اسم ""محور النورة""، ولكن لديهم خصائص أخرى للريش - كالقصيبات والقصيبات الصغرى - استنتج الباحثون أن محور النورة كان على الأرجح نشأة تطورية لاحقة لهذه الخصائص الأخرى.",33.81893041851332,لأن ريش الديناصورات لا يحتوي على عنق جيد التطور، يسمى الراخس، ولكنه يحتوي على ميزات أخرى للريش - مثل الشعيرات والشعيرات الصغيرة - استنتج الباحثون أن الراخس من المرجح أن يكون تطوراً evolutionary لاحقاً مقارنة بهذه الميزات الأخرى.,38.24031488061073
31,تشير بنية الريش إلى أنها لم تُستخدم في الطيران بل في تنظيم أو عرض درجة الحرارة. اقترح الباحثون أنه على الرغم من أن هذا هو ذيل ديناصور شاب، فإن العينة تظهر رطوبة بالغة وليس فتاة في الأسفل.,تشير بنية الأجنحة إلى أنه لم يتم استخدامهم في الطيران بل لتنظيم درجة الحرارة أو للاستعراض. يقترح الباحثون أنه على الرغم من أن هذا الذيل يخص ديناصوراً صغيراً إلا أن العينة تظهر ريشاً بالغاً وليس مؤخرة كتكوت.,52.26183202482978,تشير بنية الريش إلى أنه لم يُستخدم في الطيران، بل ربما لتنظيم درجة الحرارة أو للعرض. اقترح الباحثون أنه على الرغم من أن هذا ذيل ديناصور شاب، إلا أن العينة تظهر ريشًا بالغًا وليس زغب دجاجة.,65.58298528413799
32,اقترح الباحثون أنه، على الرغم من أن هذا هو ذيل ديناصور شاب، فإن العينة تظهر رطوبة بالغة وليس فتاة إلى أسفل.,أشار الباحثون إلى أنه على الرغم من أن هذا ذيل ديناصور صغير، إلا أن العينة تُظهر ريش طائر بالغ وليس ريش كتكوت.,47.685457014177935,اقترح الباحثون أنه، على الرغم من أن هذه هي ذيل ديناصور صغير، فإن العينة تُظهر ريشاً ناضجاً وليس زغب فرخ.,59.478436034437586
33,وقد انفجرت سيارة مفخخة في مقر الشرطة في غازيانتيب بتركيا صباح أمس وقتلت شرطيين وأصابت أكثر من عشرين شخصا آخرين بجروح.,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,48.923217779374795,لقد انفجرت سيارة ملغومة صباح أمس في قسم للشرطة في غازي عنتاب في تركيا، مما تسبب بمقتل ضابطين من الشرطة وإصابة أكثر من عشرين آخرين بجروح.,48.923217779374795
34,وقال مكتب الحاكم أن تسعة عشر من الجرحى كانوا من ضباط الشرطة.,وقال مكتب المحافظ أن ١٩ من المصابين كانوا من ضباط الشرطة.,57.07931190383269,وقالت مكتب المحافظ إن تسعة عشر من المصابين كانوا من رجال الشرطة.,50.31924750964165
35,وقالت الشرطة إنها تشتبه في أن شخصاً يدعى أنه من جماعة الدايش هو مناضل لمسؤولية الهجوم.,وقالت الشرطة إنها تشتبه في مسؤولية أحد مقاتلي داعش المزعومين عن الهجوم.,54.52960354742128,قالت الشرطة إنهم يشتبهون في أن أحد militants المزعومين لداعش (ISIL) مسؤول عن الهجوم.,37.69842902151084
36,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية مثل النجوم الأخرى: نشاط كل النجوم في النظام تم العثور على أن يكون مدفوعا من خلال تذبذبها، دورانها، ولا شيء آخر.,وجدوا أن الشمس تعمل على نفس المبادئ الأساسية للنجوم الأخرى: وُجد أن نشاط جميع النجوم في النظام منقادٌ من خلال لمعانها ودورانها فقط.,62.35740415287721,وجدوا أن الشمس تعمل وفق نفس المبادئ الأساسية مثل النجوم الأخرى: تبين أن نشاط جميع النجوم في النظام مدفوع بلمعانها، ودورانها، ولا شيء آخر.,69.95371943924012
37,يستخدم التلوّح والتناوب معاً لتحديد عدد الروسبي للنجم، والذي يرتبط بتدفق البلازما.,تستخدم الضيائيّة والدوران معاً في تحديد رقم روسبي الخاص بالنجم، والمتعلّق بتدفّق البلازما.,39.54347053738766,يتم استخدام اللمعان والدوران معًا لتحديد رقم روسبي للنجم، والذي يرتبط بتدفق البلازما.,60.76338316609578
38,كلما كان رقم (روسبي) أصغر، كلما قل نشاط النجم فيما يتعلق بالإنعكاسات المغناطيسية.,كلّما قل رقم روسبي، كلما قل نشاط النجم بالنسبة للتقلّبات المغناطيسيّة.,49.84930975671203,كلما كان عدد روسبي أصغر، كانت النجمة أقل نشاطًا فيما يتعلق بانعكاسات المغناطيس.,59.61969998003056
39,وخلال رحلته ، واجهت مشاكل في مناسبات عديدة .,وخلال رحلته، واجه إيواساكي مشاكل في العديد من المناسبات.,53.969419628590074,خلال رحلته، واجه إيوواساكي مشاكل في العديد من المناسبات.,52.01102867979688
40,وسرقه قراصنة، وهاجمه كلب مسعور في التبت، وهرب من الزواج في نيبال واعتقل في الهند.,وقد تعرض للسرقة من قبل قراصنة، وهوجم في التبت من قبل كلب مسعور، ونجا من الزواج في نيبال وتم القبض عليه في الهند.,46.93624498999833,تمت سرقته على يد قراصنة، وتعرض لهجوم من كلب مسعور في التبت، وهرب من الزواج في نيبال، وتم القبض عليه في الهند.,56.98662795433107
41,ويعمل معيار 802.11n على الترددين 2.4 غيغاهرتز و 5.0 غيغاهرتز.,يعمل معيار 802.11n اللاسلكي على ترددي 2.4 جيغاهرتز و5.0 جيغاهرتز.,61.144648314560726,يعمل معيار 802.11n على ترددات 2.4 جيجاهرتز و5.0 جيجاهرتز.,62.425100078219465
42,وهذا سيتيح لها أن تكون متوافقة مع 802.11a و 802.11b و 802.11g، شريطة أن تكون محطة القاعدة مزودة بأجهزة لاسلكية مزدوجة.,تسمح إمكانية عمل المعيار على الترددين أن يكون متوافقاً مع معايير سابقة له وتحديداً 802.11a و802.11b و802.11g وذلك على شرط امتلاك المحطة الأساسية لأجهزة راديو مزدوجة.,36.070729790813886,سيسمح ذلك بأن يكون متوافقًا مع الإصدارات السابقة 802.11a و 802.11b و 802.11g، بشرط أن يكون محطة القاعدة تحتوي على رادارين مزدوجين.,46.73956907017177
43,وسرعة الـ 802.11n أسرع بكثير من سرعة سابقيها بأقصى ناتج نظري قدره 600 ميغابايت/ثانية.,سرعات 802.11n أكبر بكثير من سرعات سابقيه بناتج نظري أقصاه 600 ميغابيت في الثانية.,53.26436599292451,سرعات 802.11n أسرع بشكل ملحوظ من سابقتها مع قدرة نقل نظرية قصوى تصل إلى 600 ميجابت في الثانية.,34.643433869566834
44,دوفال، الذي هو متزوج مع طفلين بالغين، لم يترك انطباعا كبيرا على ميلر، الذي كانت القصة مرتبطة به.,لم يترك دوفال، المتزوج وله ولدان بالغان، انطباعًا مؤثرًا في ميلر التي كانت محور القصة.,38.88740317351894,دوفال، الذي متزوج ولديه طفلان بالغان، لم يترك انطباعاً كبيراً على ميلر، الذي قُصّت عليه القصة.,55.1270445427674
45,"عندما طلب مني التعليق، قال ميلر، ""مايك يتحدث كثيراً أثناء جلسة الاستماع... كنت أستعد لذلك لم أكن حقاً أسمع ما كان يقوله.""","قال ميلر عندما طلب منه إبداء رأيه،: ""يتحدث مايك كثيرًا أثناء جلسة الاستماع... كنت أستعد، ولذا لم أسمع حقًا ما كان يقوله"".",57.642257169231826,"عندما سُئل عن تعليق، قال ميلر: ""مايك يتحدث كثيرًا أثناء الجلسة... كنت أستعد، لذلك لم أكن أستمع حقًا لما كان يقوله.""",61.4989407949424
46,"""سوف نسعى جاهدين إلى خفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بهامش ملحوظ بحلول عام 2020 من مستوى عام 2005""، قال هو.","صرح هو قائلاً، "" سوف نسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلى الإجمالي بهامش ملحوظ بحلول عام 2020 عما كان عليه مستوى عام 2005 "".",77.79452595711179,"قال هو: ""سنسعى جاهدين لخفض انبعاثات ثاني أكسيد الكربون لكل وحدة من الناتج المحلي الإجمالي بفارق ملحوظ بحلول عام 2020 مقارنة بمستوى عام 2005.""",78.80544401958215
47,ولم يحدد رقماً للتخفيضات، قائلاً إنها ستُجرى استناداً إلى الناتج الاقتصادي للصين.,لم يحدد رقمًا للتخفيضات، قائلًا إنها ستعتمد على الناتج الاقتصادي للصين.,70.978927862311,لم يحدد رقماً للخفض، قائلاً إنها ستُجرى بناءً على الناتج الاقتصادي للصين.,76.39660496478263
48,هو يشجع الدول النامية على تجنب الطريق القديم للتلويث أولاً والتنظيف لاحقاً,"هو حث البلاد النامية ""على تجنب الطريق القديم الذي يقوم على مبدأ أن تلوث أولاً ثم تنظف لاحقاً""",47.31700629121377,"حث هُو الدول النامية ""على تجنب المسار القديم المتمثل في التلوث أولاً ثم التنظيف لاحقاً.""",52.05542389377832
49,"وأضاف أنه ""لا ينبغي أن يُطلب منها، مع ذلك، أن تأخذ على عاتقها التزامات تتجاوز مرحلة نموها ومسؤوليتها وقدراتها"".","وأضاف أنه ""مع ذلك، لا ينبغي أن يُجبروا على تحمل التزامات تتجاوز مرحلة نموهم، ومسؤوليتهم وقدراتهم.""",63.129292806835515,"وأضاف أن ""يجب ألا يُطلب منهم، مع ذلك، تحمل التزامات تتجاوز مرحلة تطورهم ومسؤولياتهم وقدراتهم.""",54.34562711599094
50,وقدم فريق دراسة العراق تقريره في الساعة 00/12 بتوقيت غرينتش اليوم.,قدمت مجموعة دراسة العراق تقريرها في الساعة ١٢:٠٠ بتوقيت جرينتش اليوم.,58.942444479301294,قدمت مجموعة دراسة العراق تقريرها اليوم الساعة 12:00 بتوقيت غرينتش.,59.046730614731594
