id,translated_hindi,origin_translation,origin_bleu,gpt_translation,gpt_bleu
14,"हम अमेरिकाओसी के बयान से सहमत हैं कि हमारे खिलाड़ियों और क्लब के शौक, और उनके खेल, हमारे संगठन के भीतर अर्थपूर्ण परिवर्तन के साथ आगे बढ़ने के द्वारा बेहतर सेवा की जा सकती है, नहीं.","हम USOC के इस कथन से सहमत हैं कि हमारे एथलीटों और क्लबों और उनके खेल, हमारे संगठन के भीतर सार्थक बदलाव के साथ आगे बढ़ कर बेहतर सेवा की जा सकती है ना की विप्रमाणन से |",57.91329022331052,"हम यूएसओसी के बयान से सहमत हैं कि हमारे एथलीटों और क्लबों के हित, और उनके खेल, हमारे संगठन के भीतर महत्वपूर्ण परिवर्तन की दिशा में आगे बढ़ने से बेहतर सेवा प्राप्त कर सकते हैं, बजाय इसके कि उन्हें गैर-प्रमाणित किया जाए।",51.02483326336756
15,यू. एस. ए.) के बचनेवालों ने इतने लंबे अरसे तक और किसी भी ज़रूरी और उचित परिवर्तनों को स्वीकार नहीं किया ।,यूएसए जिमनास्टिक्स एक स्वतंत्र जाँच का समर्थन करता है जो इस बात पर प्रकाश डाल सकता है कि लैरी नासर के बचे लोगों द्वारा इतनी हिम्मत से बताए गए प्रपोर्शन का दुरुपयोग इतने लंबे समय तक चल सकता था और किसी भी आवश्यक और उचित परिवर्तन को अपना सकता है.,19.94854163468533,यूएसए जिमनास्टिक्स एक स्वतंत्र जांच का समर्थन करता है जो इस पर प्रकाश डाल सकता है कि लैरी नassar के Survivors द्वारा इतनी वीरता से वर्णित अनुपात का दुरुपयोग लंबे समय तक कैसे अदृश्य रह सकता था और किसी भी आवश्यक और उचित परिवर्तनों को अपनाता है।,19.66704040750127
16,"अमरीका और अमरीका का एक ही मकसद है, खेल - कूद करना, रंग - रूप का खेल बनाना और दूसरे खेल बनाना, खिलाड़ियों के लिए एक सुरक्षित, सकारात्मक और शक्‍तिशाली वातावरण में अपने सपनों का पालन करना ।","यूएसए जिमनास्टिक्स और यूएसओसी का एक ही लक्ष्य है — एथलीटों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का अनुसरण करने के लिए जिमनास्टिक्स और अन्य लोगों के खेल को जितना संभव हो सके उतना सुरक्षित बनाना.",35.55027478727513,"यूएसए जिम्नास्टिक्स और यूएसओसी का एक ही लक्ष्य है - जिम्नास्टिक्स और अन्य खेलों को एथलीटों के लिए सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का पीछा करने के लिए संभवतः सुरक्षित बनाना।",38.66856054349253
17,"सन्‌ 1960 के दौरान, ब्राज़ाज़ीस्की ने जॉन एफ.","1960 के दशक के दौरान, ब्रेझिन्स्की ने जॉन एफ कैनेडी के सलाहकार के तौर पर और उसके बाद लिंडन बी जॉनसन के प्रशासन के लिए काम किया.",25.671915446321226,"1960 के दशक में, ब्रेज़िंस्की ने जॉन एफ. Kennedy के सलाहकार के रूप में काम किया और फिर लिंडन बी. जॉनसन प्रशासन के लिए।",21.996935595010868
18,सन्‌ 1976 में उसने विदेशी नीति पर कार्टर को सलाह दी ।,"1976 चयन के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से लेकर 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में हेनरी किसिंजर को सेवा दी.",24.10568023340675,"1976 के चयन के दौरान, उसने कार्टर को विदेशी नीति पर सलाह दी, और फिर 1977 से 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में सेवा दी, हेनरी किसिंजर के उत्तराधिकारी के रूप में।",19.43712315307638
19,"NAS के रूप में, उन्होंने कैम्प डेविड पोस्टर, 1978; सामान्य रूप से अमेरिका के संबंध में १९७० के दशक के आखिर में सोचा; ईरानी क्रांति, जो ईरानी बंधक संकट, 1979, और सोवियत हमले की ओर ले गया.","एनएसए के रूप में, उन्होंने कूटनीतिक रूप से विश्व मामलों को संभालने में कार्टर की सहायता की, जैसे कि कैंप डेविड एकॉर्ड्स, 1978; 1970 के दशक के अंत में अमेरिका-चीन संबंधों को सामान्य बनाना; ईरानी क्रांति, जो ईरान बंधक संकट का कारण बनी, 1979; और अफ़गानिस्तान में सोवियत आक्रमण, 1979.",38.50343328974748,作为国家安全顾问，他协助卡特在外交上处理世界事务，例如1978年的戴维营协议；在1970年代末期正常化美中关系；伊朗革命，这导致了1979年的伊朗人质危机；以及1979年苏联入侵阿富汗。,3.2240415917960528
20,इस फिल्म में रायन गॉर और एमास स्टोन दिखाया गया और अलग - अलग वर्गों में अलग - अलग फिल्म देखी गयी ।,"जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.",26.007977704479174,"यह फिल्म, जिसमें रयान गोसलिंग और एमा स्टोन हैं, को सभी प्रमुख श्रेणियों में नामांकित किया गया।",24.69803693045307
21,"लेकिन, सा. यु. पू.",गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,2.547279814466553,गॉसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकित किया गया।,2.7595669938493836
22,"अन्य नवीकरणों में उत्तम चित्र, प्रत्यक्ष चित्र, सुधारी, रंगीन डिज़ाइन, मूल अंक, उत्पादन डिज़ाइन, ध्वनि संपादन, ध्वनि कौशल और मूल स्क्रीन खेल शामिल हैं.","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.",39.99129640671789,"अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, छायांकन, पोशाक डिजाइन, फिल्म संपादन, मौलिक स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मौलिक पटकथा शामिल हैं।",38.68715412249368
23,फिल्म से दो गीत (जो मूर्ख सपने आते हैं) और तारों के शहर के दो गीतों को सबसे अच्छे मूल गीत के लिए कोई कमी नहीं मिली ।,ऑडिशन (द फ़ूल्स हू ड्रीम) और सिटी ऑफ़ स्टार्स के दो गानो को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला. किसी भी अन्य स्टूडियो से ज़्यादा — लायंसगेट स्टूडियो को 26 नामांकन मिले.,17.505960321796625,फिल्म ऑडिशन (द फुल्स हू ड्रीम) और सिटी ऑफ स्टार्स के दो歌曲ों को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला। लायंसगेट स्टूडियो को 26 नामांकन मिले - जो किसी अन्य स्टूडियो से अधिक हैं।,19.598041926439045
24,"रविवार के दिन, संयुक्‍त राज्य अमरीका के राष्ट्रपति ट्रम्प ने प्रेस सचिव द्वारा दिए एक कथन में, घोषणा की कि अमेरिका के सैनिकों को अराम छोड़ दिया जाएगा ।","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.",29.85694746028682,"रविवार की देर शाम, अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से दी गई एक विज्ञप्ति में घोषणा की कि अमेरिका के सैनिक सीरिया छोड़ देंगे।",50.56536506276259
25,"इस घोषणा के बाद, ट्रम्प ने तुर्की राष्ट्रपति Reypiociocan के साथ एक फ़ोन बातचीत की ।",तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,33.53166121472718,यह घोषणा ट्रंप के तुर्की राष्ट्रपति रेसेप तईप एर्दोगन के साथ फोन पर बातचीत करने के बाद की गई थी।,40.76226320321874
26,"तुर्की की रक्षा करने के लिए रक्षात्मक लड़ाई - झगड़ों को भी ले जाएगा, जो कि कथन ने कहा है, यूरोपीय राष्ट्रों ने फिर से पुनर्भरण करने से इनकार कर दिया है ।","तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.",32.99361373430831,"तुर्की भी पकड़े गए ISIS लड़ाकों की सुरक्षा संभालेगा, जिससे यूरोपीय देशों ने वापस लाने से इनकार किया है, ऐसा बयान में कहा गया।",32.710069241478685
27,"यह केवल इस बात की पुष्टि नहीं करता कि कम - से - कम कुछ जड़ी - बूटियों के परे होते हैं, एक सिद्धांत पहले से ही व्यापक है, लेकिन विवरण प्रदान करता है आम तौर पर रंग और तीन-छोटे व्यवस्था ।","यह न केवल इसकी पुष्टि करता है कि कम से कम कुछ डायनासोर के पंख थे, एक सिद्धांत पहले से ही प्रचलित है, लेकिन यह ऐसी जानकारी प्रदान करता जो जीवाश्म आमतौर पर नहीं कर सकते, जैसे रंग और तीन आयामी अरेंजमेंट.",43.50470295821184,"यह न केवल यह पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, जो पहले से ही एक व्यापक सिद्धांत है, बल्कि यह विवरण भी प्रदान करता है जो सामान्यतः जीवाश्म नहीं दे सकते, जैसे रंग और त्रि-आयामी व्यवस्था।",39.68611052190584
28,वैज्ञानिकों का कहना है कि इस जानवर का स्टूफ़ल एक पीला या कार्टेन के साथ शीर्ष पर था।,वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,39.07933247126715,वैज्ञानिकों का कहना है कि इस जानवर के पंख ऊपर की तरफ चेस्टनट-भूरे रंग के थे और नीचे की तरफ हल्के या कैरोटीनॉइड रंग के थे।,36.68048549908858
29,इस खोज से पक्षियों के पंखों के विकास की समझ भी मिलती है ।,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है.,40.012802082285475,यह खोज पंखों के विकास के बारे में भी अंतर्दृष्टि प्रदान करती है।,33.57404630125055
30,"क्योंकि इन अन्य लक्षणों को एक अच्छी तरह से बना हुआ पंख नहीं होता, लेकिन पंखों की अन्य विशेषताएँ भी होती हैं — बार्ब और टेब्स — इन वैज्ञानिकों को बाद में विकास के विकास की संभावना थी कि इन अन्य लक्षणों के बारे में.","हालाँकि, डायनासोर के पंखों के शाफ्ट पूरी तरह से विकसित नहीं होते हैं और उन्हें रैचिस कहा जाता है. लेकिन उनके पंखों में बार्ब्स और बार्बुल्स जैसी अन्य खूबियाँ होती हैं. शोधकर्ताओं ने अनुमान लगाया है कि डायनासोर की अन्य खूबियों की तरह शायद रैचिस भी बाद में विकसित हुए होंगे.",26.563575128201588,"क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट, जिसे रैचिस कहते हैं, नहीं है, लेकिन अन्य पंखों के गुण — बार्ब्स और बार्ब्यूल्स — मौजूद हैं, शोधकर्ताओं ने निष्कर्ष निकाला कि रैचिस संभवतः इन अन्य गुणों की तुलना में बाद में विकसित हुआ था।",32.690360088012326
31,"पंखों की संरचना का सुझाव है कि वे उड़ान में प्रयोग नहीं किया गया था लेकिन तापमान या प्रदर्शन के बजाय. खोजकर्ताओं ने सुझाव दिया कि, हालांकि यह एक युवा Merer की पूंछ है, नमूना वयस्कों को दिखाई देता है और न कि एक लड़की के नीचे.","पंखों की संरचना से पता चलता है कि उनका उपयोग उड़ान में नहीं, बल्कि तापमान विनियमन या प्रदर्शन के लिए किया जाता था। शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूँछ हो, लेकिन नमूना वयस्क साहुल दर्शाता है ना कि बच्चे का निचला हिस्सा।",43.70263778281016,"पंखों की संरचना यह संकेत देती है कि उनका उपयोग उड़ान में नहीं बल्कि तापमान विनियमन या प्रदर्शन के लिए किया गया था। शोधकर्ताओं का सुझाव है कि, भले ही यह एक युवा डायनासोर की पूंछ है, नमूना वयस्क पंखों को दिखाता है और चूजे के फफूंद को नहीं।",51.10148987805664
32,"वैज्ञानिकों ने सुझाव दिया कि, हालांकि यह एक युवा फ़्लॉसर की पूंछ है, नमूना वयस्कों को दिखाई देता है और एक लड़की के नीचे नहीं.","शोधकर्ताओं ने सुझाव दिया कि, भले ही यह किसी छोटे डायनासोर की पूंछ है, लेकिन नमूना वयस्क के पंख का लगता है ना कि किसी बच्चे का।",37.906661220589285,"शोधकर्ताओं ने सुझाव दिया कि, हालांकि यह एक युवा डायनासोर की पूंछ है, यह नमूना वयस्क पंखों को दर्शाता है और चूजे के फर को नहीं।",53.90844954296959
33,पुलिस मुख्यालय में एक कार बम विस्फोट ने कल रात को दो पुलिस अफ़सरों को मार डाला और बीस से ज़्यादा लोगों को घायल किया ।,"कल सुबह तुर्की के गाज़ियाँटेप में पुलिस मुख्यालय में एक कार बम विस्फोट हुआ, जिसमें दो पुलिस अधिकारी मारे गए और बीस से अधिक लोग घायल हुए.",43.575817127377164,"एक कार बम ने कल सुबह तुर्की के गाज़IANTेप में पुलिस मुख्यालय के पास विस्फोट कर दिया, जिससे दो पुलिस अधिकारियों की मौत हो गई और बीस से अधिक लोग घायल हो गए।",35.414463752869764
34,राज्यपाल के कार्यालय ने कहा कि घायल लोगों में से उन्नीस पुलिस अधिकारी थे।,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,83.86414633220983,राज्यपाल के कार्यालय ने कहा कि घायलों में से उन्नीस पुलिस अधिकारी थे।,94.56672833979808
35,पुलिस ने कहा कि वे हमले की जिम्मेदारी के सैन्य रूप से संदेह करते हैं।,पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,34.15134194475332,पुलिस ने कहा कि उन्हें हमले की जिम्मेदारी के लिए एक कथित दाइश (आईएसआईएल) मिलिटेंट पर संदेह है।,42.52517317068853
36,"उन्होंने सूर्य को अन्य तारों के रूप में अन्य बुनियादी सिद्धांतों पर प्रयोग किया: तंत्र के सभी तारों का कार्य उनकी चमक - दमक, उनका परिक्रमण, और कोई दूसरा नहीं पाया गया ।","उन्होंने पाया कि सूर्य अन्य सितारों के समान मूल सिद्धांतों पर संचालित होता है: मंडल के सभी सितारों की गतिविधि उनके प्रकाश, उनके परिक्रमण द्वारा संचालित थी, किसी और कारण से नहीं।",36.0167726089837,"उन्होंने पाया कि सूर्य अन्य सितारों की तरह समान मूलभूत सिद्धांतों पर कार्य करता है: इस प्रणाली के सभी सितारों की गतिविधियों को उनकी चमक, उनके घूर्णन और कुछ अन्य चीज़ों द्वारा संचालित किया गया था।",37.0724552848253
37,"एक तारे की रॉस संख्या निर्धारित करने के लिए, जो प्लाविका के प्रवाह से सम्बन्धित है.","एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,",29.694864170329556,"चमक और घूर्णन का उपयोग एक साथ एक तारे की रॉस्बी संख्या निर्धारित करने के लिए किया जाता है, जो प्लाज्मा प्रवाह से संबंधित है।",49.55366269751947
38,"रोबी नंबरों की छोटी संख्या, कम सक्रिय तारे जिसमें चुंबकीय सुधार के संबंध में तारे का सम्मान किया जाता है ।","रॉस्बी संख्या जितनी छोटी होगी, चुंबकीय उत्क्रमण के संबंध में तारा उतना ही कम सक्रिय होगा.",42.436328874615924,"रॉस्बी संख्या जितनी छोटी होगी, तारे की चुंबकीय उलटफेर के संबंध में उतनी ही कम सक्रियता होगी।",44.17419989786591
39,"उनकी यात्रा के दौरान, मैं कई अवसरों पर परेशान हो गया ।","अपनी यात्रा के दौरान, इवासाकी कई मौकों पर परेशानियों में फंस गया था.",44.76603397901312,"यात्रा के दौरान, इवसाकी कई मौकों पर परेशानी में पड़ गए।",50.132493460347426
40,"वह समुद्री डाकूों द्वारा लूट लिया गया था, एक नौसिखिया कुत्ते द्वारा हमला किया गया, नेपाल में शादी से बच गया और भारत में गिरफ्तार कर लिया गया ।","उसे समुद्री डाकुओं ने लूटा था, तिब्बत में पागल कुत्ते ने हमला किया, नेपाल में शादी से भाग निकला और भारत में गिरफ्तार कर लिया गया।",59.05347110366896,"उसे समुद्री डाकुओं ने लूट लिया, तिब्बत में एक पागल कुत्ते ने हमला किया, नेपाल में विवाह से भाग गया और भारत में गिरफ्तार किया गया।",55.134998167352
41,802.11n मानक 24Gez और 5.0GERT पर काम करता है.,802.11n मानक दोनों 2.4 गीगाहर्टज़ और 5.0 गीगाहर्टज़ आवृत्तियों पर काम करता है.,35.85209318962214,802.11n मानक 2.4GHz और 5.0GHz दोनों आवृत्तियों पर काम करता है।,49.41588244171267
