id,translated_portu,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"Enquanto uma vacina experimental parece capaz de reduzir a mortalidade por Ebola, até agora, nenhuma droga foi claramente demonstrada adequada para o tratamento da infecção existente.","Embora uma vacina experimental pareça ser capaz de reduzir a mortalidade do Ebola, até o momento, nenhuma droga foi claramente considerada como adequada para tratar a infecção existente.",72.37367350573048,"Enquanto uma vacina experimental parece capaz de reduzir a mortalidade por Ebola, até agora, nenhum medicamento foi claramente demonstrado como adequado para tratar infecções existentes.",79.40847403722587
11,"Um coquetel de anticorpos, o ZMapp, inicialmente mostrou-se promissor no campo, mas estudos formais indicaram que ele tinha menos benefício do que o procurado na prevenção da morte.","Um coquetel de anticorpos, ZMapp, inicialmente se mostrou promissor na área, mas estudos formais indicaram que ele tinha menos benefícios do que buscado na prevenção da morte.",82.39127653645049,"Um coquetel de anticorpos, ZMapp, inicialmente mostrou promise no campo, mas estudos formais indicaram que teve menos benefício do que se buscava na prevenção da morte.",81.1923747884663
12,"No teste PALM, o ZMapp serviu como controle, o que significa que os cientistas o usaram como linha de base e compararam os três outros tratamentos com ele.","ZMapp foi usado como controle, isso quer dizer que os cientistas o usaram como linha de base e o compararam os três outros tratamentos no estudo PALM.",70.30059650619181,"No ensaio PALM, o ZMapp serviu como controle, o que significa que os cientistas o usaram como uma linha de base e compararam os outros três tratamentos a ele.",85.14804893955169
13,A USA Gymnastics apoia a carta do Comitê Olímpico dos Estados Unidos e aceita a necessidade absoluta da família olímpica de promover um ambiente seguro para todos os nossos atletas.,A equipe de ginástica norte-americana apoia a carta do Comitê Olímpico dos Estados Unidos e concorda com a necessidade absoluta de que a família olímpica promova um ambiente seguro para todos os nossos atletas.,71.20935314759387,A Ginástica dos EUA apoia a carta do Comitê Olímpico dos Estados Unidos e aceita a necessidade absoluta da família olímpica de promover um ambiente seguro para todos os nossos atletas.,91.6353862647171
14,"Concordamos com a declaração do USOC de que os interesses de nossos atletas e clubes, e seu esporte, podem ser melhor servidos ao avançar com mudanças significativas dentro de nossa organização, em vez de decertificação.","Concordamos com a declaração do USOC de que os interesses de nossos atletas e clubes, e seus esportes, podem ser melhor servidos ao avançarmos com mudanças significativas dentro de nossa organização, ao invés da descertificação.",87.11130623434042,"Concordamos com a declaração do USOC de que os interesses de nossos atletas e clubes, e de seu esporte, podem ser melhor atendidos avançando com mudanças significativas dentro de nossa organização, em vez da descredenciação.",84.30132331679707
15,A Ginástica dos EUA apoia uma investigação independente que pode esclarecer como o abuso da proporção descrita tão corajosamente pelos sobreviventes de Larry Nassar poderia ter ficado despercebido por tanto tempo e abraça quaisquer mudanças necessárias e apropriadas.,"A equipe de ginástica norte-americana apoia uma investigação independente que possa esclarecer como um abuso da proporção que foi relatada tão corajosamente pelo sobrevivente, Larry Nassar, pôde acontecer sem que ninguém notasse, e defende qualquer mudança que for necessária e apropriada.",58.75174798787391,A USA Gymnastics apoia uma investigação independente que pode esclarecer como o abuso da proporção descrita tão corajosamente pelos sobreviventes de Larry Nassar poderia ter permanecido indetectado por tanto tempo e acolhe quaisquer mudanças necessárias e apropriadas.,84.05876370922489
16,"A ginástica dos EUA e o USOC têm o mesmo objetivo – tornar o esporte de ginástica e outros, o mais seguro possível para os atletas seguirem seus sonhos em um ambiente seguro, positivo e capacitado.","A equipe de ginástica norte-americana e o USOC têm o mesmo objetivo — tornar a ginástica e qualquer outro esporte o mais seguro possível para que os atletas possam ir atrás dos seus sonhos em um ambiente de respeito, saudável e positivo.",58.61790070586815,"A Ginástica dos EUA e o USOC têm o mesmo objetivo — tornar o esporte da ginástica, e outros, o mais seguro possível para que os atletas possam seguir seus sonhos em um ambiente seguro, positivo e empoderado.",78.97433860900446
17,"Ao longo da década de 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e, em seguida, a administração Lyndon B. Johnson.","Através dos anos 60, Brzezinski trabalhou para John F. Kennedy e seu assessor e, depois, para a administração Lyndon B. Johnson.",64.51058482368747,"Ao longo da década de 1960, Brzezinski trabalhou para John F. Kennedy como seu conselheiro e depois para a administração de Lyndon B. Johnson.",86.35009116618009
18,"Durante as seleções de 1976, ele aconselhou Carter sobre política externa, em seguida, serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.","Durante as eleições de 1976, ele aconselhou Carter sobre política externa, depois serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, como sucessor de Henry Kissinger.",82.87564464953029,"Durante as seleções de 1976, ele aconselhou Carter sobre política externa e, em seguida, serviu como Conselheiro de Segurança Nacional (NSA) de 1977 a 1981, sucedendo Henry Kissinger.",97.83467744009918
19,"Como NSA, ele ajudou Carter a lidar diplomaticamente com assuntos mundiais, como os Acordos de Camp David, 1978; normalizar as relações EUA-China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns no Irã, 1979; e a invasão soviética no Afeganistão, 1979.","Como membro da NSA, ele ajudou Carter na condução de assuntos diplomáticos mundiais, como o Acordo de Camp David, em 1978; a normalização das relações EUA-China no final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns em 1979; e a invasão soviética no Afeganistão, em 1979.",76.28361331900683,"Como NSA, ele auxiliou Carter a lidar diplomaticamente com assuntos mundiais, como os Acordos de Camp David, em 1978; a normalização das relações EUA-China ao longo do final dos anos 1970; a Revolução Iraniana, que levou à crise dos reféns no Irã, em 1979; e a invasão soviética no Afeganistão, em 1979.",85.02551413883795
20,"O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as principais categorias.","O filme, com Ryan Gosling e Emma Stone, recebeu indicações em todas as categorias principais.",95.5547714495083,"O filme, estrelado por Ryan Gosling e Emma Stone, recebeu indicações em todas as principais categorias.",84.97219682506298
21,"Gosling e Stone receberam indicações para Melhor Ator e Atriz, respectivamente.","Gosling e Stone foram contemplados com indicações para, respectivamente, Melhor Ator e Atriz.",67.24201329947897,"Gosling e Stone receberam indicações para Melhor Ator e Atriz, respectivamente.",100.0
22,"As outras indicações incluem Melhor Filme, Diretor, Cinematografia, Design de Traje, Edição de Filme, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.","As outras nomeações incluem Melhor Filme, Diretor, Fotografia, Figurino, Melhor Montagem, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.",77.91120353717781,"As outras indicações incluem Melhor Filme, Direção, Cinematografia, Design de Figurino, Edição de Filme, Trilha Sonora Original, Design de Produção, Edição de Som, Mixagem de Som e Roteiro Original.",90.94777990517422
23,"Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações para melhor música original. O estúdio Lionsgate recebeu 26 indicações - mais do que qualquer outro estúdio.","Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações de melhor canção original. O estúdio Lionsgate recebeu 26 indicações - mais do que qualquer outro estúdio.",92.15081913817102,"Duas músicas do filme, Audition (The Fools Who Dream) e City of Stars, receberam indicações para melhor canção original. O estúdio Lionsgate recebeu 26 indicações — mais do que qualquer outro estúdio.",93.06743349308042
24,"Na noite de domingo, o presidente dos Estados Unidos, Donald Trump, em um comunicado entregue por meio do secretário de imprensa, anunciou que as tropas americanas deixariam a Síria.","No domingo à noite, o presidente dos Estados Unidos, Donald Trump, em uma declaração transmitida pelo secretário de imprensa, anunciou que as tropas americanas iriam deixar a Síria.",73.59206978725796,"No final da tarde de domingo, o presidente dos Estados Unidos, Donald Trump, em uma declaração feita através do porta-voz, anunciou que as tropas dos EUA deixariam a Síria.",63.64834496990771
25,"O anúncio foi feito depois que Trump teve uma conversa por telefone com o presidente turco, Recep Tayyip Erdogan.",O anúncio foi feito após Trump ter uma conversa por telefone com o presidente turco Recep Tayyip Erdoğan.,80.77764218657707,O anúncio foi feito após Trump ter uma conversa telefônica com o presidente turco Recep Tayyip Erdoğan.,69.42198431242454
26,"A Turquia também assumiria a guarda dos combatentes capturados do ISIS que, segundo o comunicado, as nações europeias se recusaram a repatriar.","A Turquia também assumiria a guarda de membros do Estado Islâmico que, como afirma a declaração, as nações europeias se recusaram a repatriar.",64.86855409122475,"A Turquia também assumiria a guarda dos combatentes do ISIS capturados, o que, segundo a declaração, as nações europeias se recusaram a repatriar.",83.44677491277547
27,"Isso não apenas confirma que pelo menos alguns dinossauros tinham penas, uma teoria já difundida, mas fornece detalhes que os fósseis geralmente não podem, como cor e arranjo tridimensional.","Isso não só confirma que ao menos alguns dos dinossauros tinham penas, uma teoria que já é bem aceita, como também oferece detalhes que não são encontrados com tanta frequência em fósseis, como cores e o arranjo tridimensional.",57.87409841783031,"Isso não apenas confirma que pelo menos alguns dinossauros tinham penas, uma teoria já amplamente divulgada, mas também fornece detalhes que fósseis geralmente não conseguem, como cor e disposição tridimensional.",74.70803935625466
28,. Os cientistas dizem que a plumagem deste animal era castanha-marrom no topo com uma parte inferior pálida ou de cor carotenóide.,. Cientistas afirmam que a plumagem superior desse animal era castanha e a parte inferior era clara ou carotenoide.,57.15945809531422,"Os cientistas dizem que a plumagem deste animal era marrom-castanho por cima, com o lado inferior claro ou da cor dos carotenoides.",61.88411917290222
29,A descoberta também concede uma visão sobre a evolução das penas nas aves.,A descoberta também concede pistas sobre a evolução das penas nas aves.,85.63655541286178,A descoberta também oferece insights sobre a evolução das penas nos pássaros.,60.07582735116639
30,"Porque as penas dos dinossauros não têm um eixo bem desenvolvido, chamado rachis, mas têm outras características de penas - farpas e barbules - os pesquisadores inferiram que o rachis era provavelmente um desenvolvimento evolutivo posterior que essas outras características.","As penas dos dinossauros, conhecidas como raque, não têm uma haste bem desenvolvida, mas possuem outras características, como farpas e bárbulas. Em vista disso, os pesquisadores concluíram que a raque era possivelmente o resultado de um desenvolvimento evolutivo posterior a essas outras características.",62.34565514824341,"Porque as penas dos dinossauros não têm um eixo bem desenvolvido, chamado de raíça, mas possuem outras características das penas — ganchos e barbilhões — os pesquisadores inferiram que a raíça provavelmente foi um desenvolvimento evolutivo posterior em relação a essas outras características.",76.14990788991219
31,"A estrutura das penas sugere que elas não foram usadas em voo, mas sim para regulação de temperatura ou exibição. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra mostra plumagem adulta e não a de um pintinho.","A estrutura das penas sugere que não foram utilizadas em voo, mas sim, para se exibir ou regular a temperatura. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra tem a plumagem de um adulto, e não a de um filhote.",75.82104840158584,"A estrutura das penas sugere que elas não eram usadas para voo, mas sim para regulação da temperatura ou exibição. Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra apresenta plumagem adulta e não penugem de um filhote.",83.0092653503617
32,"Os pesquisadores sugeriram que, mesmo que esta seja a cauda de um dinossauro jovem, a amostra mostra plumagem adulta e não a de um pintinho.","Os pesquisadores sugeriram que, apesar do rabo ser de um dinossauro jovem, a amostra revela uma plumagem adulta, não uma penugem.",64.69324555118423,"Os pesquisadores sugeriram que, embora esta seja a cauda de um jovem dinossauro, a amostra apresenta penas adultas e não o penacho de um filhote.",59.48757880388713
33,"Um carro-bomba detonado na sede da polícia em Gaziantep, na Turquia, na manhã de ontem matou dois policiais e feriu mais de vinte outras pessoas.","Na manhã de ontem, um carro-bomba explodiu na sede da polícia em Gaziantep, Turquia, matou dois policiais e feriu mais de vinte outras pessoas.",82.31603876045438,"Uma bomba em um carro explodiu na sede da polícia em Gaziantep, na Turquia, ontem de manhã, matando dois policiais e ferindo mais de vinte outras pessoas.",70.59689389741173
34,O gabinete do governador disse que dezenove dos feridos eram policiais.,O gabinete do governador afirmou que 19 dos feridos eram agentes policiais.,64.82727601599926,O escritório do governador informou que dezenove dos feridos eram policiais.,69.15605935095931
35,A polícia disse suspeitar de um suposto militante do Daesh (EIIL) responsável pelo ataque.,A polícia informou suspeitar que o responsável pelo ataque seja um suposto militante do Daesh (ISIL).,68.73503214023836,A polícia disse que suspeita de um suposto militante do Daesh (ISIL) como responsável pelo ataque.,79.26740815077713
36,"Eles descobriram que o Sol operava com os mesmos princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema era impulsionada por sua luminosidade, sua rotação e nada mais.","Eles descobriram que o sol operava com o mesmo princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema foi determinada por sua luminosidade, sua rotação e nada mais.",87.38515010488183,"Eles descobriram que o Sol operava com os mesmos princípios básicos que outras estrelas: a atividade de todas as estrelas no sistema era impulsionada por sua luminosidade, sua rotação e nada mais.",100.0
37,"A luminosidade e a rotação são usadas em conjunto para determinar o número Rossby de uma estrela, que está relacionado ao fluxo de plasma.","A luminosidade e rotação são utilizadas em conjunto para definir o número de Rossby de uma estrela, o qual tem relação com o fluxo de plasma.",67.6176932225208,"A luminosidade e a rotação são usadas juntas para determinar o número de Rossby de uma estrela, que está relacionado ao fluxo de plasma.",89.49661718161153
38,"Quanto menor o número de Rossby, menos ativa a estrela em relação às reversões magnéticas.","Quanto mais baixo o número de Rossby, menos ativa é a estrela no que se refere às inversões magnéticas.",63.78158109705897,"Quanto menor o número de Rossby, menos ativa é a estrela em relação às inversões magnéticas.",89.3907049791406
39,"Durante sua viagem, Iwasaki teve problemas em muitas ocasiões.","Durante a sua viagem, Iwasaki enfrentou problemas em muitas ocasiões.",76.13201146884252,"Durante sua viagem, Iwasaki se deparou com problemas em várias ocasiões.",68.22690501468523
40,"Ele foi roubado por piratas, atacado no Tibete por um cão raivoso, escapou do casamento no Nepal e foi preso na ndia.","Ele foi roubado por piratas, atacado por um cão com raiva no Tibete, escapou de um casamento no Nepal e foi preso na Índia.",77.53237466188052,"Ele foi roubado por piratas, atacado no Tibete por um cachorro raivoso, escapou de um casamento no Nepal e foi preso na Índia.",84.15449749606083
41,O padrão 802.11n opera nas freqências 2.4Ghz e 5.0Ghz.,O padrão 802.11n opera em ambas as frequências de 2.4Ghz e 5.0Ghz.,68.65767964412888,"O padrão 802.11n opera nas frequências de 2,4 GHz e 5,0 GHz.",64.18848763058094
42,"Isso permitirá que ele seja compatível com 802.11a, 802.11b e 802.11g, desde que a estação base tenha rádios duplos.","Isso permitirá que ela seja compatível com 802.11a, 802.11b e 802.11g, desde que a estação rádio base tenha rádios duais.",87.05794423607499,"Isso permitirá que seja compatível com versões anteriores, como 802.11a, 802.11b e 802.11g, desde que a estação base tenha rádios duais.",76.66686100347545
43,As velocidades de 802.11n são substancialmente mais rápidas do que as de seus antecessores com uma taxa de transferência teórica máxima de 600Mbit/s.,"As velocidades do 802.11n são substancialmente mais rápidas do que as dos seus antecessores, teoricamente, com um rendimento máximo de 600 Mb/s.",68.11218913851967,"As velocidades do 802.11n são substancialmente mais rápidas do que as de seus predecessores, com uma taxa de transferência teórica máxima de 600 Mbit/s.",89.81468665231579
44,"Duvall, que é casado com dois filhos adultos, não deixou uma grande impressão em Miller, a quem a história estava relacionada.","Duvall, que é casado e tem dois filhos adultos, não deixou grande impressão em Miller, a quem a história foi relatada.",81.90551978710351,"Duvall, que é casado e tem dois filhos adultos, não deixou uma grande impressão em Miller, a quem a história foi contada.",85.51158828910047
45,"Quando perguntado sobre o comentário, Miller disse: ""Mike fala muito durante a audiência ... Eu estava me preparando, então eu não estava realmente ouvindo o que ele estava dizendo.""","Ao pedirem um comentário seu, Miller disse, ""Mike fala muito durantes a audiência... eu estava me preparando, então não estava prestando muita atenção no que ele estava dizendo"".",67.02773836411066,"Quando perguntado sobre o comentário, Miller disse: ""Mike fala muito durante a audiência... Eu estava me preparando, então não estava realmente ouvindo o que ele estava dizendo.""",98.05214291978169
46,"“Vamos nos esforçar para reduzir as emissões de dióxido de carbono por unidade do PIB por uma margem notável até 2020 do nível de 2005”, disse Hu.","""Nós nos esforçaremos para reduzir significativamente as emissões de dióxido de carbono por unidade do PIB até 2020, em relação ao nível de 2005,"" disse Hu.",64.90443625951413,"""Vamos nos esforçar para reduzir as emissões de dióxido de carbono por unidade do PIB em uma margem significativa até 2020, em relação ao nível de 2005,"" disse Hu.",73.5191360031039
47,"Ele não estabeleceu um número para os cortes, dizendo que eles serão feitos com base na produção econômica da China.","Ele não definiu um valor para os cortes, falando que eles serão feitos de acordo com a produção econômica da China.",64.1980497276666,"Ele não estipulou um valor para os cortes, dizendo que eles serão feitos com base na produção econômica da China.",84.24796001137116
48,"Hu incentivou os países em desenvolvimento ""a evitar o velho caminho de poluir primeiro e limpar mais tarde"".","Hu encorajou os países em desenvolvimento ""a evitar o antigo caminho de poluir primeiro e limpar depois"".",76.75143293726876,"Hu incentivou os países em desenvolvimento ""a evitar o antigo caminho de poluir primeiro e limpar depois.""",84.46863698445067
49,"Ele acrescentou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades"".","Ele adicionou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades.""",92.72998542861369,"Ele acrescentou que ""eles não devem, no entanto, ser solicitados a assumir obrigações que vão além de seu estágio de desenvolvimento, responsabilidade e capacidades.""",98.80940231128483
50,O Grupo de Estudos do Iraque apresentou seu relatório às 12h GMT de hoje.,O Grupo de Estudo do Iraque mostrou seu relatório às 12:00 GMT do dia de hoje.,65.28219914259259,O Grupo de Estudo do Iraque apresentou seu relatório hoje às 12h00 GMT.,77.84093337989114
51,"Ninguém pode garantir que qualquer curso de ação no Iraque neste momento vai parar a guerra sectária, a violência crescente, ou um deslizamento para o caos.","Ele adverte que não há garantias de que alguma ação no Iraque neste momento irá impedir a guerra entre seitas, o aumento da violência ou a tendência para o caos.",48.20143022361691,"Avisa: Ninguém pode garantir que qualquer curso de ação no Iraque neste momento irá parar a guerra sectária, a violência crescente ou uma descida rumo ao caos.",80.49226383972187
52,O relatório abre com apelo ao debate aberto e à formação de um consenso nos Estados Unidos sobre a política para o Oriente Médio.,O relatório é iniciado com um apelo por um debate aberto e pela formação de um consenso no Estados Unidos sobre a política relacionada ao Oriente Médio.,67.21875404114918,O relatório começa com um apelo por um debate aberto e a formação de um consenso nos Estados Unidos sobre a política em relação ao Oriente Médio.,73.75859041374392
53,O relatório é altamente crítico de quase todos os aspectos da política atual do Executivo em relação ao Iraque e insta a uma mudança imediata de direção.,O relatório criticou bastante quase todos os aspectos da atual política do Executivo em relação ao Iraque e insiste em uma mudança imediata de direção.,77.3597668525861,O Relatório é altamente crítico de quase todos os aspectos da atual política do Executivo em relação ao Iraque e pede uma mudança de direção imediata.,83.282034532055
54,O primeiro de suas 78 recomendações é que uma nova iniciativa diplomática deve ser tomada antes do final deste ano para proteger as fronteiras do Iraque contra intervenções hostis e para restabelecer as relações diplomáticas com seus vizinhos.,A primeira entre as 78 recomendações é que uma nova iniciativa diplomática deva ser tomada antes do final deste ano para proteger as fronteiras do Iraque contra intervenções hostis e para restabelecer relações diplomáticas com seus vizinhos.,92.6396181571998,A primeira entre suas 78 recomendações é que uma nova iniciativa diplomática deve ser tomada antes do final deste ano para garantir as fronteiras do Iraque contra intervenções hostis e restabelecer relações diplomáticas com seus vizinhos.,89.30145310193541
55,"A atual senadora e primeira-dama argentina Cristina Fernandez de Kirchner anunciou sua candidatura presidencial ontem à noite em La Plata, uma cidade a 50 quilômetros de Buenos Aires.","A atual senadora e primeira-dama da Argentina Cristina Fernandez de Kirchner anunciou sua candidatura à presidência ontem à tarde em La Plata, cidade distante 50 quilômetros (31 milhas) de Buenos Aires.",74.86325392334932,"A atual senadora e Primeira Dama da Argentina, Cristina Fernandez de Kirchner, anunciou sua candidatura à presidência ontem à noite em La Plata, uma cidade a 50 quilômetros de Buenos Aires.",82.43520052934255
56,"A Sra. Kirchner anunciou sua intenção de concorrer à presidência no Teatro Argentino, o mesmo local que ela usou para iniciar sua campanha de 2005 para o Senado como membro da delegação da província de Buenos Aires.","A senhora Kirchner anunciou sua intenção de se candidatar a presidente no Teatro Argentina, o mesmo local que ela usou para iniciar sua campanha ao senado em 2005 como membro da delegação da província de Buenos Aires.",76.74605348592036,"A senhora Kirchner anunciou sua intenção de se candidatar à presidência no Teatro Argentino, o mesmo local que usou para iniciar sua campanha de 2005 para o Senado como membro da delegação da província de Buenos Aires.",88.00470992986678
57,"O debate foi provocado pela controvérsia sobre os gastos com alívio e reconstrução na esteira do furacão Katrina; que alguns conservadores fiscais têm humoristicamente rotulado ""Bush's New Orleans Deal"".","O debate começou com uma controvérsia sobre gastos com socorro e reconstrução após o Furacão Katrina, o que alguns conservadores fiscais rotularam humoristicamente de ""O acordo de Bush para Nova Orleans"".",61.20782327138612,"O debate foi iniciado por controvérsias sobre os gastos com ajuda e reconstrução após o furacão Katrina, que alguns conservadores fiscais passaram a chamar humoristicamente de ""O Acordo de Nova Orleans de Bush"".",62.09632212399093
58,A crítica liberal ao esforço de reconstrução concentrou-se na concessão de contratos de reconstrução a insiders de Washington percebidos.,A crítica liberal sobre o esforço de reconstrução focou na concessão de contratos de reconstrução a pessoas com influência em Washington.,68.59838183261186,A crítica liberal ao esforço de reconstrução tem se concentrado na concessão de contratos de reconstrução a indivíduos considerados próximos a Washington.,71.53514057924444
59,Mais de quatro milhões de pessoas foram a Roma para assistir ao funeral.,"Mais de 4 milhões de pessoas foram para Roma, para comparecerem no funeral.",56.06297947228916,Mais de quatro milhões de pessoas foram a Roma para assistir ao funeral.,100.0
60,O número de pessoas presentes era tão grande que não era possível que todos tivessem acesso ao funeral na Praça de São Pedro.,O número de pessoas presentes era tão grande que não foi possível que todos tivessem acesso ao funeral na Praça de São Pedro.,94.49689043116521,O número de pessoas presentes era tão grande que não foi possível para todos terem acesso ao funeral na Praça de São Pedro.,83.80689992416609
61,Várias grandes telas de televisão foram instaladas em vários lugares em Roma para permitir que as pessoas assistissem à cerimônia.,Várias TVs grandes foram instaladas em diversos lugares de Roma para que o povo pudesse assistir à cerimônia.,58.24517273048091,Várias grandes telas de televisão foram instaladas em diversos locais em Roma para que as pessoas pudessem assistir à cerimônia.,74.3324472861668
62,"Em muitas outras cidades da Itália e no resto do mundo, particularmente na Polônia, foram feitas configurações semelhantes, que foram vistas por um grande número de pessoas.","Em muitas outras cidades da Itália e no resto do mundo, especialmente na Polônia, arranjos similares foram feitos, permitindo o acompanhamento por um grande número de pessoas.",65.45045238179644,"Em muitas outras cidades da Itália e no resto do mundo, especialmente na Polônia, foram feitas montagens semelhantes, que foram vistas por um grande número de pessoas.",85.60187087657557
63,"Historiadores criticaram as políticas passadas do FBI por concentrar recursos em casos fáceis de resolver, especialmente casos de carros roubados, com a intenção de aumentar a taxa de sucesso da agência.","Historiadores criticaram ex-policiais do FBI por estarem direcionando os recursos para casos de fácil solução, especialmente casos de carros roubados, com a intenção de aumentar a popularidade da agência.",64.2578707057442,"Historiadores criticarão as políticas passadas do FBI por focar recursos em casos que são fáceis de resolver, especialmente casos de carros roubados, com a intenção de aumentar a taxa de sucesso da agência.",89.57378859682532
64,O Congresso começou a financiar a iniciativa de obscenidade no ano fiscal de 2005 e especificou que o FBI deve dedicar 10 agentes à pornografia adulta.,O Congresso começou a financiar a iniciativa de obscenidade no ano fiscal de 2005 e especificou que o FBI deve dedicar 10 agentes à pornografia adulta.,100.0,O Congresso começou a financiar a iniciativa de obscenidade no ano fiscal de 2005 e especificou que o FBI deve dedicar 10 agentes à pornografia adulta.,100.0
