id,translated_chinese,origin_translation,origin_bleu,gpt_translation,gpt_bleu
27,"这不仅证实至少有一些恐龙有羽毛,这种理论已经很普遍,而且还提供了一般无法提供的细节化石,例如颜色和三维安排。",这不仅证实了至少有些恐龙有羽毛——这一理论已经广为流传——而且还提供了化石通常无法提供的细节，比如颜色和三维排列。,38.87524233069221,这不仅确认了至少一些恐龙有羽毛，这个理论已经十分普遍，还提供了化石通常无法提供的细节，比如颜色和三维排列。,36.41120395300153
28,科学家说这只动物的羽毛 上面是棕褐的栗子 上面是苍白的或焦素色的,科学家表示，这种动物的羽毛顶部为栗棕色，底部为浅色或胡萝卜色。,14.526087317207029,科学家表示，这种动物的羽毛上面是栗棕色的，下面则是浅色或类胡萝卜素的颜色。,24.421029284297717
29,该发现还有助于深入了解鸟类羽毛的进化过程。,这一发现也有助于深入了解鸟类羽毛的进化。,67.98391953015508,这个发现还提供了对鸟类羽毛演化的深入了解。,24.015594541910332
30,"因为恐龙羽毛没有发达的轴线,叫做拉奇,但确实有羽毛的其他特征——巴布和巴布——研究人员推断拉奇羽毛可能是后来的进化发展与其他特征一样。",恐龙的羽毛并没有发育良好的主干——这称为“羽轴”，但还是有羽毛的其他特征，比如羽枝和羽小枝，研究人员推断羽轴的进化可能比这些其他特征晚。,24.061248441238597,因为恐龙的羽毛没有发达的轴心，称为羽轴，但有羽毛的其他特征——羽枝和羽小枝——研究人员推测羽轴可能是这些其他特征之后的一个演化发展。,37.20469637272104
31,"羽毛结构表明,它们不是用于飞行,而是用于温度调节或显示。 研究人员建议,即使这是一只年轻的恐龙的尾巴,样本显示的是成年羽毛而不是小鸡的下方。",羽毛的结构表明它们不是用来飞行的，而是用来调节温度或炫耀的。研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成熟的羽衣，而不是幼崽的羽毛。,31.49070632611504,羽毛的结构表明它们不是用来飞行的，而是用于温度调节或展示。研究人员提出，尽管这是一只年轻恐龙的尾巴，但样本显示出成年羽毛，而不是幼鸟的绒毛。,38.29459673450351
32,"研究人员建议,即使这是一只年轻的恐龙的尾巴, 样本显示的是成年羽毛, 而不是小鸡的下降。",研究人员认为，尽管这是一只年轻恐龙的尾巴，但样本显示的是成年羽毛，而非雏龙的绒毛。,39.72781768340483,研究人员建议，即使这是一只年轻恐龙的尾巴，样本显示的是成年羽毛，而不是小鸟的绒毛。,53.367542803636724
33,"昨天上午在土耳其Gaziantep警察总部引爆的一枚汽车炸弹炸死了两名警官,炸伤20多人。",昨日上午，土耳其加齐安泰普（Gaziantep）的警察总部发生了一起汽车炸弹爆炸事件，该事件导致两名警察死亡，20 余人受伤。,25.30681896988638,昨天早晨，在土耳其加济安泰普的警察总部发生了一起汽车炸弹爆炸事件，导致两名警察遇难，另有超过二十人受伤。,15.717766265781385
34,"州长办公室说,19名受伤者是警察。",州长办公室表示，伤者中有十九人是警察。,26.799464989337384,州长办公室表示，有十九名受伤者是警察。,47.96564456757856
35,"警察说,他们怀疑一名据称是Dash(伊黎伊斯兰国)的好战分子对这次袭击负责。",警方说他们怀疑一名疑似伊斯兰国 (ISIL) 的武装分子发动了这场袭击。,22.26836794954729,警方表示，他们怀疑一名涉嫌的“伊斯兰国” (ISIL) 武装分子对这起攻击负有责任。,21.681610165505642
36,他们发现太阳的运行原理与其他恒星一样: 系统中所有恒星的活动 都以它们的光度、旋转和旋转为动力。,他们发现，太阳和其他恒星的运行原理是一样的：星系中所有恒星的活跃度都完全决定于它们的光度和自转。,31.68631875937257,他们发现太阳的运作遵循与其他恒星相同的基本原则：发现系统中所有恒星的活动都是由它们的亮度、旋转驱动的，而没有其他因素。,36.03219422669513
37,光度和旋转用在一起 确定恒星的罗斯比号 与等离子体流有关,一颗恒星的罗斯贝数由其光度和旋度共同决定，与等离子体流有关。,36.32168187629753,亮度和旋转一起用于确定恒星的罗斯比数，这与等离子体流动有关。,42.97690255679677
38,"罗斯比数字越小,恒星在磁反转方面活动越少。",罗斯贝数越小，恒星在磁场倒转方面就越不活跃。,20.48865537982751,罗斯比数越小，星星在磁场反转方面的活动性越低。,25.998983842453192
39,Iwasaki在旅途中多次遇到麻烦。,在旅途中，岩崎在很多场合碰到了麻烦。,17.471405228758172,在他旅行期间，岩崎多次遇到麻烦。,33.35965365470721
40,"他遭到海盗抢劫,在西藏被一只狂犬病犬袭击,在尼泊尔逃脱婚姻,在印度被捕。",他曾被海盗抢劫，在西藏被疯狗袭击，在尼泊尔逃婚，还曾在印度被捕。,32.2758827926695,,
41,802.11n标准对2.4Ghz和5.0Ghz频率都适用。,802.11n 标准在 2.4Ghz 和 5.0Ghz 频率上都可运行。,68.2130427978672,802.11n标准在2.4GHz和5.0GHz频率上均可工作。,44.500812684548876
42,"这将使其与802.11a、802.11b和802.11g相容,只要基地台有双收音机。",它能向后兼容 802.11a、802.11b 和 802.11g，前提是基站要有双无线电。,54.59597999232145,这将使其与802.11a、802.11b和802.11g向后兼容，前提是基站必须有双无线电。,61.87523743528382
43,"802.11n的速度大大快于其前身的802.11n速度,其最高理论通过量为600Mbit/s。",802.11n 的速度大大快于前代技术，最大理论吞吐量可达 600Mbit/s。,53.148975073767815,802.11n的速度远远快于其前辈，最大理论吞吐量达到600Mbit/s。,47.71211113361467
44,"与两个成年子女结婚的Duvall没有给Miller留下深刻印象,",杜瓦尔已婚，有两个已经成年的孩子，他并没有给故事的讲述者米勒留下太大印象。,9.828829862420523,杜瓦尔已婚且有两个成年子女，对米勒并没有留下很深的印象，故事是由他转述的。,15.80931247809881
45,"Miller在问及评论时说, “Mike在听证会上谈了很多话......我正在准备,所以我真的没有听到他在说什么。”",当被要求发表看法时，米勒说：“迈克在听证会上说了很多……我当时正在做准备，所以没听清他在说什么。”,21.282545614874845,当被问及对此的看法时，米勒说：“迈克在听证会上说了很多……我当时在准备，所以其实没太听到他说的内容。”,15.867793020289747
46,"胡锦涛说:「我们将努力在2020年之前, 将每单位GDP二氧化碳排放量比2005年水平降低一个显著的幅度。",“到 2020 年之前，我们将努力使单位国内生产总值二氧化碳排放量比 2005 年显著下降，”胡锦涛说。,43.67427283423626,胡说：“到2020年，我们将努力将单位GDP的二氧化碳排放量比2005年的水平大幅度减少。”,43.64162883312828
47,"他并没有为削减设定一个数字,说削减将以中国的经济产出为基础。",他没有设定削减数额，只是表示将根据中国的经济产出来决定数额。,23.31859477261776,他没有确定削减的具体数字，表示这些削减将依据中国的经济产出进行。,24.786540339482766
48,"胡图人鼓励发展中国家「避免旧路先污染,后清理」。",胡锦涛鼓励发展中国家“不要重走先污染后治理的老路”。,26.305906325592467,胡鼓励发展中国家“避免走上先污染后治理的老路。”,30.301738370960337
49,"他补充说,“然而,不应要求它们承担超越其发展阶段、责任和能力的义务。”",他补充道，“然而，他们不应该被要求承担超出其发展阶段、责任和能力范围的义务。”,41.497418590769875,他还补充道，“然而，不应该要求他们承担超出他们发展阶段、责任和能力的义务。”,47.46121038824781
50,伊拉克研究组于今天格林尼治时间12时提交了报告。,伊拉克研究小组于格林尼治时间 (GMT) 今天 12 点提交了报告。,40.27268079847564,伊拉克研究小组今天在格林威治标准时间12:00发布了他们的报告。,22.630237799091674
51,"它警告说,没有人能够保证,目前在伊拉克采取的任何行动都将停止教派战争、不断加剧的暴力或向混乱方向的滑坡。",报告警告称，没有人能保证目前在伊拉克采取的任何行动能够阻止宗派战争、不断增长的暴力或走向混乱。,43.23336777282128,它警告说，没有人可以保证在伊拉克目前的任何行动能够停止宗派战争、日益增长的暴力或是滑向混乱。,29.164773344128424
52,"报告首先呼吁进行公开辩论,并呼吁美国就中东政策达成共识。",该报告开篇呼吁美国就中东政策展开公开辩论并形成共识。,42.51614291663818,报告以呼吁在美国就中东政策展开公开讨论和形成共识作为开篇。,26.74342279940095
53,"该报告对行政部门目前对伊拉克政策几乎每个方面都持高度批评态度,并敦促立即改变方向。",该报告对行政当局目前对伊拉克政策的几乎每一个方面都提出了严厉批评，并敦促立即改变方向。,48.2535423214426,这份报告对现行政府在伊拉克的政策几乎所有方面都给予了高度批评，并呼吁立即改变方向。,28.929337775615053
54,"其78项建议中首先建议在今年年底之前采取新的外交举措,确保伊拉克边界不受敌对干预,并与其邻国重新建立外交关系。",在这份报告的 78 项建议中，第一条建议是在今年年底之前采取新的外交行动，目的在于保护伊拉克的边界免受敌对势力的侵害，并与邻国重建外交关系。,33.480352208924664,在其78项建议中，首要的一条是应该在今年年底之前采取新的外交倡议，以确保伊拉克的边界不受敌对干涉，并与邻国重新建立外交关系。,53.48831528695893
55,现任参议员及阿根廷第一夫人克里斯蒂娜·费尔南德斯·德基什内尔(Cristina Fernandez de Kirchner)昨天晚上在距布宜诺斯艾利斯50公里(31英里)的拉普拉塔宣布竞选总统。,现任参议员、阿根廷第一夫人克里斯蒂娜·费尔南德斯·德·柯克纳 (Cristina Fernandez de Kirchner) 昨晚在距离布宜诺斯艾利斯 50 公里（31英里）的拉普拉塔市 (La Plata) 宣布了其总统竞选资格。,61.457361819905366,现任参议员和阿根廷第一夫人克里斯蒂娜·费尔南德斯·德基什内尔昨晚在距离布宜诺斯艾利斯50公里的拉普拉塔市宣布了她的总统候选人资格。,54.09737999097425
56,"Kirchner女士宣布,她打算在阿根廷剧院竞选总统,2005年她作为布宜诺斯艾利斯省代表团成员参加参议院竞选的同一地点是2005年。",基什内尔女士在阿根廷大剧院宣布她有意参加总统竞选，2005 年也是在这里，她作为布宜诺斯艾利斯省代表开始竞选参议员。,33.66999881600656,基尔彻夫人宣布她打算在阿根廷剧院竞选总统，这个地方是她在2005年作为布宜诺斯艾利斯省代表启动参议院竞选时使用的地点。,45.47996803743746
57,这场辩论是由“卡特琳娜”飓风后救济和重建开支的争议引发的; 一些财政保守派幽默地将“布什的新奥尔良政”称为“布什的新奥尔良政 ” 。,这场辩论是因为对卡特里娜飓风后的救济和重建支出有争议而开始的；一些财政保守派幽默地将其称为“布什的新（奥尔良）政”。,39.78233821239429,这场辩论是由于有关卡特里娜飓风后救济和重建开支的争议引发的；一些财政保守派幽默地称之为“布什的纽约交易”。,53.49478225696706
58,对重建努力的开明批评集中在将重建合同授予被认为在华盛顿的内幕人士上。,自由派人士对重建工作的批判主要集中在把重建合同授予了视为华盛顿内部人士的这一做法。,20.748616169321416,自由派对重建工作的批评主要集中在将重建合同授予被认为是华盛顿内部人士的人。,41.00173232658205
59,400多万人去罗马参加葬礼。,有 400 多万人前往罗马参加葬礼。,58.63910592489644,超过四百万人前往罗马参加葬礼。,38.781133049128734
60,"在场的人数如此之多,以致无法让所有人参加圣彼得广场的葬礼。",对于在圣彼得广场举行的葬礼，出席者太多了，因此不可能每个人都能进入。,13.527102156409828,到场的人数非常多，以至于每个人都无法进入圣彼得广场参加葬礼。,23.100934775836116
61,"罗马各地安装了几台大型电视屏幕,让人民观看仪式。",罗马各地安装了数个大型电视屏幕，供人们观看仪式。,47.9293548429704,在罗马的各个地方安装了几台大型电视屏幕，让人们观看仪式。,48.73470978102573
62,"意大利的许多其他城市和世界其他地区,特别是波兰,也建立了类似的机构,许多人都看到了这些机构。",在意大利很多其他城市以及世界上其他地方，尤其是波兰，都设置了类似的设施，以供大量群众观看。,18.435646123226892,在意大利的许多其他城市以及世界其他地方，特别是在波兰，类似的布置也被进行了，吸引了大量观众。,29.67218798256555
63,"历史学家批评联邦调查局以往的政策,将资源集中用于容易解决的案件,特别是被盗汽车案件,目的是提高该机构的成功率。",历史学家批判了联邦调查局的过往政策，这种政策会把资源集中到容易破获的案件上，尤以偷车案件居多，目的只在于提高该机构的成功破案率。,27.636115098233176,历史学家批评过去FBI的政策过于关注那些容易解决的案件，尤其是被盗汽车案件，目的是提高该机构的成功率。,48.50612777710438
64,"2005年财政年度,国会开始资助淫秽倡议,规定联邦调查局必须指定10名代理人从事成人色情活动。",国会从 2005 财年开始资助该扫黄倡议，并规定联邦调查局 (FBI) 必须指派 10 名探员专门打击成人色情。,27.302488922161455,国会在2005财年开始为猥亵倡议提供资金，并规定联邦调查局必须投入10名特工专门处理成人色情问题。,27.89700586933113
65,Robin Uthappa赢得了全局最高分 70个球速率只有41个球 击中了11个4个和2个6个6个,罗宾·乌萨帕 (Robin Uthappa) 取得了本局的最高分，投出了 11 个四分球和 2 个六分球，仅投出 41 个球便赢得 70 分。,29.58125511170719,罗宾·乌塔帕在这场比赛中取得了最高分，在41球内击出了70分，其中包括11个四分球和2个六分球。,11.27033212582424
66,"中级指挥员Sachin Tendulkar和Rahul Dravid表现良好,并建立了100个经营中的伙伴关系。",中局击球手萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，搭档取得了 100 跑的成绩。,6.855016430617635,中间阶梯的击球手，萨钦·坦杜尔卡和拉胡尔·德拉维德表现出色，合作打出了一个百回合的配合。,3.268922184902862
67,"但是,在失去船长的印度威克赛后, 仅仅做了36次跑 输掉7个威克赛跑 来结束比赛。",但在队长输掉三柱门后，印度在结束这一局的比赛时只得了 36 分，输掉 7 个三柱门。,13.802016302016304,但是，在失去队长的 wicket 后，印度队只得了 36 分，失去了 7 个 wicket，结束了这一局。,10.999155266216613
68,"美国总统布什(George W. Bush)于11月16日上午抵达新加坡,",美国总统乔治·沃克·布什于 11 月 16 日上午抵达新加坡，开始为期一周的亚洲之行。,37.86152982898535,美国总统乔治·W·布什于11月16日上午抵达新加坡，开始为期一周的亚洲之行。,39.167226183700464
69,"他受到新加坡副总理王康生的欢迎,并与新加坡总理李新龙讨论了贸易和恐怖主义问题。",他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙探讨了贸易和恐怖主义问题。,52.33454161167374,他受到了新加坡副总理黄根成的欢迎，并与新加坡总理李显龙讨论了贸易和恐怖主义问题。,59.556840506550934
70,"在中期选举损失一周后, 布什告诉观众亚洲贸易的扩张。",在经过一周的中期选举失利后，布什向听众讲述了亚洲贸易扩张的形势。,19.499747244086116,在经历了一周的中期选举失利后，布什向观众谈到了亚洲贸易的扩展。,25.600662462217304
71,"总理哈珀(Stephen Harper)同意在周二与人民民主党领导人雷顿(Jack Layton)举行25分钟会议后,",周二，总理斯蒂芬·哈珀（ Stephen Harper ）在其办公室与新民主党党魁杰克·林顿（ Jack Layton ）举行 25 分钟的会议后，已经同意将政府的《清洁空气法》送交一个多党委员会审查，然后再进行二读。,28.773794511352556,加拿大总理斯蒂芬·哈珀已经同意将政府的《清洁空气法案》提交给一个跨党派委员会审查，在第二次阅读之前，这是在周二与新民主党领导人杰克·雷顿在总理办公室进行的25分钟会议后达成的。,14.72213025124098
72,"雷顿在与总理会面时要求修改保守党的环境法案, 要求“彻底彻底重写”保守党的环境法案。",“莱顿 (Layton) 在与首相会面期间要求修改保守党的环境法案，他要求‘彻底重写’保守党的环境法案。”,41.76181184087903,莱顿在与总理的会议上请求对保守党的环境法案进行更改，他要求对保守党的环境法案进行“彻底和全面的重写”。,35.53333096979201
73,"自从联邦政府介入接管德文港梅西医院的资金以来,塔斯马尼亚州政府、州政府和一些联邦议员批评这一行为是11月前举行的联邦选举的一个障碍。",自从联邦政府介入接管塔斯马尼亚州德文波特的默西医院的资金后，州政府和一些联邦议员批评此举是 11 月联邦大选前的噱头。,48.59510630625958,自从联邦政府介入接管塔斯马尼亚德文港的梅尔西医院的资助以来，州政府和一些联邦国会议员批评这一举动是即将于11月召开的联邦选举前的一个噱头。,42.422484545019415
74,"但总理霍华德(John Howard)表示, 此举只是为了保障医院设施不被塔斯马尼亚政府降级,",但澳大利亚总理约翰•霍华德 (John Howard) 表示，该法案只是为了通过额外拨付 4500 万澳元来防止医院设施被塔斯马尼亚政府降级。,43.53223374425777,但是总理约翰·霍华德表示，这一举措只是为了保护医院设施不被塔斯马尼亚政府降级，因此提供了额外的4500万澳元。,34.261590734566205
75,"根据最新公报,海平面的判读显示发生了海啸,在帕果帕果和纽埃附近记录了一些明确的海啸活动。",最新公报显示，海平面的读数表明已经发生过海啸。帕果帕果和纽埃岛附近确切记录了海啸活动的发生。,30.744647047396167,根据最新公告，海平面读数显示已生成海啸。在帕戈·帕戈和纽埃附近记录到了一些明确的海啸活动。,42.96880727816936
76,"汤加没有关于重大损坏或伤害的报告,但权力暂时丧失,据报这使汤加当局无法收到《预防、禁止和惩治贩运人口公约》发出的海啸警告。",汤加 (Tonga) 没有重大损失或人员伤亡报告，但电力暂时中断。据报道，停电让汤加当局无法收到太平洋海啸警报中心 (PTWC) 发出的海啸警报。,21.20178753831457,在汤加没有报告重大损毁或伤亡，但一度停电，这 reportedly 阻止了汤加当局接收到由太平洋海啸预警中心发布的海啸预警。,13.435956737340835
77,"夏威夷沿岸或附近的14所学校在整个星期三关闭,尽管警告已经解除。",尽管警报已解除，坐落于夏威夷海岸线或附近的 14 所学校在整个周三都关闭了。,39.4145948801561,在夏威夷，十四所位于海岸线附近或沿海的学校尽管警告已解除，仍于整个星期三关闭。,29.352567234062438
78,美国总统乔治·W·布什欢迎这项宣布。,美国总统乔治·沃克·布什对这一公告表示支持。,29.872312753509906,美国总统乔治·W·布什欢迎这一声明。,74.79943259355024
