id,translated_hindi,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"जबकि एक प्रयोगात्मक टीका ईबोला की मृत्यु दर को कम करने में सक्षम प्रतीत होता है, अब तक, कोई दवा मौजूदा संक्रमण के इलाज के लिए उपयुक्त नहीं साबित हुई है।","जबकि एक प्रायोगिक वैक्सीन इबोला से मृत्यु दर में कमी हो सकती है, अब तक, कोई भी ड्रग्स स्पष्ट रूप से संक्रमण का इलाज करने के लिए प्रमाणितनहीं हुआ है.",39.52487236825525,"एक प्रयोगात्मक वैक्सीन ऐसा प्रतीत होता है कि वह इबोला मृत्यु दर को कम करने में सक्षम है, लेकिन अब तक कोई भी दवा स्पष्ट रूप से मौजूदा संक्रमण का इलाज करने के लिए उपयुक्त नहीं साबित हुई है।",61.9845513988809
11,"एक एंटीबॉडी कॉकटेल, ZMapp, ने शुरू में इस क्षेत्र में आशाजनक दिखाया, लेकिन औपचारिक अध्ययनों से पता चला कि मृत्यु को रोकने में यह कम लाभकारी था।","एक एंटीबॉडी कॉकटेल, ZMapp, ने शुरुआत में इस क्षेत्र में विश्वास दिखाया था, लेकिन औपचारिक अध्ययनों ने संकेत दिया कि मौत को रोकने में प्रत्याशित लाभ की तुलना में इसका लाभ कम था।",56.87355017989337,"एक एंटीबॉडी कॉकटेल, ZMapp, ने प्रारंभ में इस क्षेत्र में उम्मीद दिखाई, लेकिन औपचारिक अध्ययनों ने संकेत दिया कि यह मौत को रोकने में अपेक्षित लाभ कम था।",58.62369457506382
12,"PALM परीक्षण में, ZMapp एक नियंत्रण के रूप में काम किया, जिसका अर्थ है वैज्ञानिकों ने इसे एक आधार के रूप में इस्तेमाल किया और अन्य तीन उपचारों की तुलना इसकी तुलना की।","PALM परीक्षण में, ZMapp ने एक नियंत्रण के रूप में कार्य किया, जिसका अर्थ है कि वैज्ञानिकों ने इसे बेसलाइन के रूप में इस्तेमाल किया और इसके साथ तीन अन्य उपचारों की तुलना की.",73.91161761253518,"PALM परीक्षण में, ZMapp को एक नियंत्रण के रूप में उपयोग किया गया, जिसका अर्थ है कि वैज्ञानिकों ने इसे एक बुनियाद के रूप में इस्तेमाल किया और इसके साथ तीन अन्य उपचारों की तुलना की।",71.43427309145908
13,यूएसए जिमनास्टिक संयुक्त राज्य अमेरिका ओलंपिक समिति के पत्र का समर्थन करता है और ओलंपिक परिवार की सभी हमारे एथलीटों के लिए सुरक्षित वातावरण को बढ़ावा देने की पूर्ण आवश्यकता को स्वीकार करता है।,"अमेरिकी जिमनास्टिक्स, संयुक्त राज्य ओलंपिक समिति के पत्र का समर्थन करता है. साथ ही, सभी एथलीटों को एक सुरक्षित माहौल देने के लिए, ओलंपिक परिवार के होने की अहमियत स्वीकार करता है.",61.66244936345897,यूएसए जिमनास्टिक्स अमेरिका के ओलंपिक समिति के पत्र का समर्थन करता है और हमारे सभी एथलीटों के लिए एक सुरक्षित वातावरण को बढ़ावा देने के लिए ओलंपिक परिवार की absoluta आवश्यकता को स्वीकार करता है।,76.47008280836563
14,"हम यूएसओसी के इस कथन से सहमत हैं कि हमारे एथलीटों और क्लबों के हितों और उनके खेल को अधिक अच्छी तरह से सेवा दी जा सकती है, यदि हम अपने संगठन के भीतर सार्थक परिवर्तन के साथ आगे बढ़ते हैं, न कि डिसेर्टिफिकेशन के साथ।","हम USOC के इस कथन से सहमत हैं कि हमारे एथलीटों और क्लबों और उनके खेल, हमारे संगठन के भीतर सार्थक बदलाव के साथ आगे बढ़ कर बेहतर सेवा की जा सकती है ना की विप्रमाणन से |",60.04328890801317,"हम यूएसओसी के बयान से सहमत हैं कि हमारे एथलीटों और क्लबों के हित, और उनके खेल, हमारे संगठन के भीतर महत्वपूर्ण परिवर्तन की दिशा में आगे बढ़ने से बेहतर सेवा प्राप्त कर सकते हैं, बजाय इसके कि उन्हें गैर-प्रमाणित किया जाए।",49.26063949471221
15,यूएसए जिमनास्टिक एक स्वतंत्र जांच का समर्थन करता है जो प्रकाश डाल सकता है कि लैरी नासर्स के जीवित बचे लोगों द्वारा इतनी बहादुरी से वर्णित अनुपात का दुरुपयोग इतने लंबे समय तक अनदेखा हो सकता है और किसी भी आवश्यक और उपयुक्त परिवर्तन को गले लगाता है।,यूएसए जिमनास्टिक्स एक स्वतंत्र जाँच का समर्थन करता है जो इस बात पर प्रकाश डाल सकता है कि लैरी नासर के बचे लोगों द्वारा इतनी हिम्मत से बताए गए प्रपोर्शन का दुरुपयोग इतने लंबे समय तक चल सकता था और किसी भी आवश्यक और उचित परिवर्तन को अपना सकता है.,66.55924293636647,यूएसए जिमनास्टिक्स एक स्वतंत्र जांच का समर्थन करता है जो इस पर प्रकाश डाल सकता है कि लैरी नassar के Survivors द्वारा इतनी वीरता से वर्णित अनुपात का दुरुपयोग लंबे समय तक कैसे अदृश्य रह सकता था और किसी भी आवश्यक और उचित परिवर्तनों को अपनाता है।,65.74957229201875
16,"यूएसए जिमनास्टिक और यूएसओसी का एक ही लक्ष्य है  जिमनास्टिक और अन्य खेलों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का पीछा करने के लिए एथलीटों के लिए यथासंभव सुरक्षित बनाना।","यूएसए जिमनास्टिक्स और यूएसओसी का एक ही लक्ष्य है — एथलीटों को सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का अनुसरण करने के लिए जिमनास्टिक्स और अन्य लोगों के खेल को जितना संभव हो सके उतना सुरक्षित बनाना.",71.26980785026899,"यूएसए जिम्नास्टिक्स और यूएसओसी का एक ही लक्ष्य है - जिम्नास्टिक्स और अन्य खेलों को एथलीटों के लिए सुरक्षित, सकारात्मक और सशक्त वातावरण में अपने सपनों का पीछा करने के लिए संभवतः सुरक्षित बनाना।",80.81374651097659
17,"1960 के दशक में, ब्रजेज़िनस्की ने जॉन एफ. केनेडी के लिए उनके सलाहकार के रूप में और फिर लिंडन बी. जॉनसन प्रशासन के रूप में काम किया।","1960 के दशक के दौरान, ब्रेझिन्स्की ने जॉन एफ कैनेडी के सलाहकार के तौर पर और उसके बाद लिंडन बी जॉनसन के प्रशासन के लिए काम किया.",52.027645039710805,"1960 के दशक में, ब्रेज़िंस्की ने जॉन एफ. Kennedy के सलाहकार के रूप में काम किया और फिर लिंडन बी. जॉनसन प्रशासन के लिए।",77.08543750402269
18,"1976 के चुनावों के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में कार्य किया, जो हेनरी किस्सिंजर का उत्तराधिकारी था।","1976 चयन के दौरान उन्होंने विदेश नीति पर कार्टर को सलाह दी, फिर 1977 से लेकर 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में हेनरी किसिंजर को सेवा दी.",78.8845024552965,"1976 के चयन के दौरान, उसने कार्टर को विदेशी नीति पर सलाह दी, और फिर 1977 से 1981 तक राष्ट्रीय सुरक्षा सलाहकार (एनएसए) के रूप में सेवा दी, हेनरी किसिंजर के उत्तराधिकारी के रूप में।",66.97258290018851
19,"एनएसए के रूप में, उन्होंने कैम्प डेविड समझौते, 1978; 1970 के दशक के अंत में अमेरिकी-चीन संबंधों को सामान्य बनाने; ईरान क्रांति, जिसने ईरान बंधक संकट, 1979 का नेतृत्व किया; और अफगानिस्तान में सोवियत आक्रमण, 1979 जैसे विश्व मामलों को राजनयिक रूप से संभालने में कार्टर की सहायता की।","एनएसए के रूप में, उन्होंने कूटनीतिक रूप से विश्व मामलों को संभालने में कार्टर की सहायता की, जैसे कि कैंप डेविड एकॉर्ड्स, 1978; 1970 के दशक के अंत में अमेरिका-चीन संबंधों को सामान्य बनाना; ईरानी क्रांति, जो ईरान बंधक संकट का कारण बनी, 1979; और अफ़गानिस्तान में सोवियत आक्रमण, 1979.",72.92731317048543,作为国家安全顾问，他协助卡特在外交上处理世界事务，例如1978年的戴维营协议；在1970年代末期正常化美中关系；伊朗革命，这导致了1979年的伊朗人质危机；以及1979年苏联入侵阿富汗。,5.574584654371982
20,रयान गोस्लिंग और एम्मा स्टोन की भूमिका वाली फिल्म को सभी प्रमुख श्रेणियों में नामांकन मिले।,"जिस फिल्म में रायन गोज़लिंग और एम्मा स्टोन ने मुख्य भूमिकाएँ निभाई हैं, उसे सभी प्रमुख श्रेणियों में नॉमिनेशन किया गया है.",45.77133317470385,"यह फिल्म, जिसमें रयान गोसलिंग और एमा स्टोन हैं, को सभी प्रमुख श्रेणियों में नामांकित किया गया।",59.197389426885394
21,गोस्लिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन प्राप्त हुए।,गोसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकन मिला है.,85.82310273198786,गॉसलिंग और स्टोन को क्रमशः सर्वश्रेष्ठ अभिनेता और अभिनेत्री के लिए नामांकित किया गया।,81.73547317655748
22,"अन्य नामांकनों में सर्वश्रेष्ठ फिल्म, निर्देशक, सिनेमा, पोशाक डिजाइन, फिल्म संपादन, मूल स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मूल पटकथा शामिल हैं।","अन्य नामांकनों में बेस्ट पिक्चर, डायरेक्टर, सिनेमेटोग्राफ़ी, कॉस्ट्यूम डिज़ाइन, फ़िल्म-संपादन, मूल स्कोर, प्रोडक्शन डिज़ाइन, ध्वनि संपादन, ध्वनि मिश्रण और ओरिजनल स्क्रीनप्ले शामिल हैं.",48.647305848668566,"अन्य नामांकनों में सर्वश्रेष्ठ चित्र, निर्देशक, छायांकन, पोशाक डिजाइन, फिल्म संपादन, मौलिक स्कोर, उत्पादन डिजाइन, ध्वनि संपादन, ध्वनि मिश्रण और मौलिक पटकथा शामिल हैं।",79.96998492036487
23,"फिल्म के दो गानों, ऑडिशन (द फूलस व्हिट ड्रीम) और सिटी ऑफ स्टार को सर्वश्रेष्ठ मूल गीत के लिए नामांकन प्राप्त हुए। लायंसगेट स्टूडियो को किसी भी अन्य स्टूडियो की तुलना में 26 नामांकन प्राप्त हुए।",ऑडिशन (द फ़ूल्स हू ड्रीम) और सिटी ऑफ़ स्टार्स के दो गानो को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला. किसी भी अन्य स्टूडियो से ज़्यादा — लायंसगेट स्टूडियो को 26 नामांकन मिले.,66.45011316385347,फिल्म ऑडिशन (द फुल्स हू ड्रीम) और सिटी ऑफ स्टार्स के दो歌曲ों को सर्वश्रेष्ठ मूल गीत के लिए नामांकन मिला। लायंसगेट स्टूडियो को 26 नामांकन मिले - जो किसी अन्य स्टूडियो से अधिक हैं।,64.76195690480499
24,"रविवार देर रात, संयुक्त राज्य अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से जारी एक बयान में घोषणा की कि अमेरिकी सैनिक सीरिया छोड़ देंगे।","रविवार को देर शाम, यूनाइटेड स्टेट्स के राष्ट्रपति डोनाल्ड ट्रंप ने प्रेस सेक्रेटरी के ज़रिए दिए बयान में बताया कि यूएस सेना सीरिया को छोड़ने वाली है.",39.7750901363155,"रविवार की देर शाम, अमेरिका के राष्ट्रपति डोनाल्ड ट्रम्प ने प्रेस सचिव के माध्यम से दी गई एक विज्ञप्ति में घोषणा की कि अमेरिका के सैनिक सीरिया छोड़ देंगे।",74.35120411171864
25,ट्रम्प ने तुर्की के राष्ट्रपति रेजेप ताइप एर्दोगन के साथ टेलीफोन वार्ता के बाद यह घोषणा की।,तुर्की के राष्ट्रपति रजब तैयब इरदुगान के साथ ट्रंप की फ़ोन पर चर्चा होने के बाद घोषणा की गई थी.,44.622496191821284,यह घोषणा ट्रंप के तुर्की राष्ट्रपति रेसेप तईप एर्दोगन के साथ फोन पर बातचीत करने के बाद की गई थी।,49.49332316784025
26,"तुर्की कैद आईएसआईएस लड़ाकों की सुरक्षा भी करेगा, जिन्हें यूरोपीय राष्ट्रों ने देश वापस लाने से इनकार कर दिया है।","तुर्की ने आईएसआईएस के लड़ाकों को पकड़ना और निगरानी करना शुरू कर दिया है, बयान में कहा गया है कि यूरोपीय देशों ने प्रत्यावर्तन करने से इन्कार कर दिया है.",34.95487328823266,"तुर्की भी पकड़े गए ISIS लड़ाकों की सुरक्षा संभालेगा, जिससे यूरोपीय देशों ने वापस लाने से इनकार किया है, ऐसा बयान में कहा गया।",46.978003139410255
27,"यह न केवल पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, एक पहले से ही व्यापक सिद्धांत, लेकिन यह विवरण प्रदान करता है जीवाश्म आमतौर पर नहीं कर सकते हैं, जैसे रंग और त्रि-आयामी व्यवस्था।","यह न केवल इसकी पुष्टि करता है कि कम से कम कुछ डायनासोर के पंख थे, एक सिद्धांत पहले से ही प्रचलित है, लेकिन यह ऐसी जानकारी प्रदान करता जो जीवाश्म आमतौर पर नहीं कर सकते, जैसे रंग और तीन आयामी अरेंजमेंट.",64.57597810679283,"यह न केवल यह पुष्टि करता है कि कम से कम कुछ डायनासोरों के पंख थे, जो पहले से ही एक व्यापक सिद्धांत है, बल्कि यह विवरण भी प्रदान करता है जो सामान्यतः जीवाश्म नहीं दे सकते, जैसे रंग और त्रि-आयामी व्यवस्था।",70.68263801710852
28,वैज्ञानिकों का कहना है कि इस जानवर का पंख ऊपर कास्टाना ब्राउन था और नीचे का रंग हल्का या कैरोटीनोइड था।,वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।,50.14667576692078,वैज्ञानिकों का कहना है कि इस जानवर के पंख ऊपर की तरफ चेस्टनट-भूरे रंग के थे और नीचे की तरफ हल्के या कैरोटीनॉइड रंग के थे।,51.47003200954096
29,यह खोज पक्षियों में पंखों के विकास की जानकारी भी देती है।,यह खोज पक्षियों में पंखों के विकास की पूरी जानकारी भी प्रदान करती है.,70.96200563203918,यह खोज पंखों के विकास के बारे में भी अंतर्दृष्टि प्रदान करती है।,41.7689681272842
30,"क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट नहीं है, जिसे राची कहा जाता है, लेकिन पंखों की अन्य विशेषताएं हैं  दाढ़ी और बारबुल  शोधकर्ताओं ने निष्कर्ष निकाला कि राची शायद इन अन्य विशेषताओं की तुलना में बाद में विकासवादी विकास था।","हालाँकि, डायनासोर के पंखों के शाफ्ट पूरी तरह से विकसित नहीं होते हैं और उन्हें रैचिस कहा जाता है. लेकिन उनके पंखों में बार्ब्स और बार्बुल्स जैसी अन्य खूबियाँ होती हैं. शोधकर्ताओं ने अनुमान लगाया है कि डायनासोर की अन्य खूबियों की तरह शायद रैचिस भी बाद में विकसित हुए होंगे.",40.14101728527594,"क्योंकि डायनासोर के पंखों में एक अच्छी तरह से विकसित शाफ्ट, जिसे रैचिस कहते हैं, नहीं है, लेकिन अन्य पंखों के गुण — बार्ब्स और बार्ब्यूल्स — मौजूद हैं, शोधकर्ताओं ने निष्कर्ष निकाला कि रैचिस संभवतः इन अन्य गुणों की तुलना में बाद में विकसित हुआ था।",60.45140340197719
31,"इस तरह के पंखों की संरचना से पता चलता है कि उन्हें उड़ान में नहीं बल्कि तापमान को नियंत्रित करने या प्रदर्शित करने के लिए इस्तेमाल किया गया था। शोधकर्ताओं ने सुझाव दिया कि यह एक युवा डायनासोर की पूंछ है, लेकिन नमूना में वयस्क पंख नहीं, बल्कि एक चिड़िया का नीचे दिखता है।","पंखों की संरचना से पता चलता है कि उनका उपयोग उड़ान में नहीं, बल्कि तापमान विनियमन या प्रदर्शन के लिए किया जाता था। शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूँछ हो, लेकिन नमूना वयस्क साहुल दर्शाता है ना कि बच्चे का निचला हिस्सा।",61.17529941936569,"पंखों की संरचना यह संकेत देती है कि उनका उपयोग उड़ान में नहीं बल्कि तापमान विनियमन या प्रदर्शन के लिए किया गया था। शोधकर्ताओं का सुझाव है कि, भले ही यह एक युवा डायनासोर की पूंछ है, नमूना वयस्क पंखों को दिखाता है और चूजे के फफूंद को नहीं।",56.157547735530834
32,"शोधकर्ताओं ने सुझाव दिया कि, भले ही यह एक युवा डायनासोर की पूंछ है, लेकिन नमूना में वयस्क पंख दिखाई देते हैं, एक चिड़िया की नहीं।","शोधकर्ताओं ने सुझाव दिया कि, भले ही यह किसी छोटे डायनासोर की पूंछ है, लेकिन नमूना वयस्क के पंख का लगता है ना कि किसी बच्चे का।",61.025876377166064,"शोधकर्ताओं ने सुझाव दिया कि, हालांकि यह एक युवा डायनासोर की पूंछ है, यह नमूना वयस्क पंखों को दर्शाता है और चूजे के फर को नहीं।",58.47817419203859
33,तुर्की के गाज़ियानटेप में कल सुबह पुलिस मुख्यालय में कार बम विस्फोट से दो पुलिसकर्मी मारे गए और बीस से अधिक लोग घायल हो गए।,"कल सुबह तुर्की के गाज़ियाँटेप में पुलिस मुख्यालय में एक कार बम विस्फोट हुआ, जिसमें दो पुलिस अधिकारी मारे गए और बीस से अधिक लोग घायल हुए.",67.71264724785094,"एक कार बम ने कल सुबह तुर्की के गाज़IANTेप में पुलिस मुख्यालय के पास विस्फोट कर दिया, जिससे दो पुलिस अधिकारियों की मौत हो गई और बीस से अधिक लोग घायल हो गए।",55.18714301606803
34,गवर्नर के कार्यालय ने कहा कि घायल 19 पुलिसकर्मी थे।,राज्यपाल के कार्यालय ने बताया कि घायलों में से उन्नीस पुलिस अधिकारी थे।,36.25256602135784,राज्यपाल के कार्यालय ने कहा कि घायलों में से उन्नीस पुलिस अधिकारी थे।,46.22285414077542
35,पुलिस ने कहा कि उन्हें हमले की जिम्मेदारी एक कथित आईएसआईएस (ISIL) आतंकवादी पर लगने का संदेह है।,पुलिस ने कहा कि उन्हें हमले के लिए ज़िम्मेदार कथित डाएश (आईएसआईएल) लड़ाकों पर संदेह है.,54.572190582804794,पुलिस ने कहा कि उन्हें हमले की जिम्मेदारी के लिए एक कथित दाइश (आईएसआईएल) मिलिटेंट पर संदेह है।,62.44083197994272
36,"उन्होंने पाया कि सूर्य अन्य सितारों के समान मूलभूत सिद्धांतों पर काम करता हैः सिस्टम में सभी सितारों की गतिविधि उनकी चमक, उनके घूर्णन और कुछ और नहीं से प्रेरित है।","उन्होंने पाया कि सूर्य अन्य सितारों के समान मूल सिद्धांतों पर संचालित होता है: मंडल के सभी सितारों की गतिविधि उनके प्रकाश, उनके परिक्रमण द्वारा संचालित थी, किसी और कारण से नहीं।",56.61463931292528,"उन्होंने पाया कि सूर्य अन्य सितारों की तरह समान मूलभूत सिद्धांतों पर कार्य करता है: इस प्रणाली के सभी सितारों की गतिविधियों को उनकी चमक, उनके घूर्णन और कुछ अन्य चीज़ों द्वारा संचालित किया गया था।",62.14628791387001
