id,translated_russian,origin_translation,origin_bleu,gpt_translation,gpt_bleu
10,"Хотя одна экспериментальная вакцина, по-видимому, способна снизить смертность от Эболы, до сих пор не было доказано, что никакие лекарства подходят для лечения существующей инфекции.","Несмотря на то, что нашлась экспериментальная вакцина, способная снизить смертность от вируса Эбола, пока еще ни одно лекарство не продемонстрировало явного эффекта в лечении существующей инфекции.",0.9243375658988953,"Хотя одна экспериментальная вакцина, похоже, способна снизить смертность от Эбола, до сих пор ни одно лекарство не было четко продемонстрировано как подходящее для лечения существующей инфекции.",0.9440147876739502
11,"Один антител коктейль, ZMapp, изначально показал перспективы в этой области, но официальные исследования показали, что он приносит меньшую пользу, чем ожидается в предотвращении смерти.","Коктейль из антител ZMapp изначально показал многообещающие результаты в этой области, но официальные исследования показали, что он обладает меньшей пользой в предотвращении смерти, чем ожидалось ранее.",0.8285177946090698,"Один коктейль антител, ZMapp, изначально показал многообещающие результаты в этой области, но формальные исследования показали, что он менее эффективен, чем ожидалось, в предотвращении смерти.",0.8466199040412903
12,"В исследовании PALM ZMapp служил контрольным средством, а это означает, что ученые использовали его в качестве основной линии и сравнивали с ним три других метода лечения.","В испытании PALM, ZMapp служил в качестве контрольного уровня, то есть учёные использовали его в качестве основы и сравнили с ним три других варианта лечения.",0.8742050528526306,"В испытании PALM ZMapp использовался в качестве контроля, что означает, что ученые использовали его в качестве базового уровня и сравнивали три других лечения с ним.",0.8903362154960632
13,США Гимнастика поддерживает письмо Олимпийского комитета США и принимает абсолютную необходимость Олимпийской семьи способствовать безопасной среде для всех наших спортсменов.,Федерация гимнастики США поддерживает письмо Олимпийского комитета США и соглашается с абсолютной необходимостью создания безопасной среды для всех наших спортсменов.,0.8107486963272095,Союз гимнастики США поддерживает письмо Олимпийского комитета Соединенных Штатов и признает абсолютную необходимость создания безопасной среды для всех наших спортсменов в Олимпийской семье.,0.8320710062980652
14,"Мы согласны с заявлением USOC, что интересы наших спортсменов и клубов, и их спорт, могут быть лучше обслуживаются, если мы двигаемся вперед с значительными изменениями в нашей организации, а не дискредитация.","Мы согласны с заявлением USOC о том, что интересам наших спортсменов, клубов, а также их видов спорта, больше соответствует проведение реформ внутри нашей организации, а не аннулирование ее сертификации.",0.6877800822257996,"Мы согласны с заявлением USOC о том, что интересы наших спортсменов и клубов, а также их спорта могут быть лучше защищены путем реализации значительных изменений в нашей организации, а не путем лишения лицензии.",0.7224887013435364
15,"USA Gymnastics поддерживает независимое расследование, которое может пролить свет на то, как злоупотребление пропорцией, описанной так смело выжившими Ларри Нассар, могло остаться незамеченным так долго и включает любые необходимые и соответствующие изменения.","USA Gymnastics поддерживает независимое расследование, которое бы могло пролить свет на то, каким образом насилие в таких масштабах, столь храбро описанных выжившими жертвами Ларри Наскара, могло продолжаться незамеченным так долго, и поддерживает все необходимые и уместные в данном случае изменения.",0.702368438243866,"USA Gymnastics поддерживает независимое расследование, которое может пролить свет на то, как злоупотребления в такой степени, как это смело описали выжившие после Ларри Нассара, могли оставаться незамеченными так долго, и поддерживает любые необходимые и уместные изменения.",0.76191645860672
16,"США гимнастика и USOC имеют одну и ту же цель  сделать спорт гимнастики и других, как можно безопаснее для спортсменов, чтобы следовать своим мечтам в безопасной, позитивной и укрепленной среде.","Федерация гимнастики США и Олимпийский комитет США имеют одинаковую цель — сделать гимнастику и другие виды спорта настолько безопасными для спортсменов, насколько это возможно, чтобы они могли стремиться к своим целям в безопасной, позитивной среде и были наделены всеми правами.",0.7037041187286377,"Всё в гимнастике и Олимпийский комитет США преследуют одну и ту же цель — сделать спорт гимнастики, а также другие виды спорта, максимально безопасными для спортсменов, чтобы они могли следовать своим мечтам в безопасной, позитивной и вдохновляющей обстановке.",0.7724976539611816
17,"В течение 1960-х Бжезинский работал для Джона Кеннеди в качестве его советника, а затем в администрации Линдона Б. Джонсона.","В 1960-х гг. Бжезинский занимал должность советника при Джоне Ф. Кеннеди, затем в администрации Линдона Б. Джонсона.",0.9513370394706726,"На протяжении 1960-х годов Бжезинский работал в качестве советника у Джона Ф. Кеннеди, а затем и в администрации Линдона Б. Джонсона.",0.9564657807350159
18,"Во время выборов 1976 года он консультировал Картера по внешней политике, затем служил советником по национальной безопасности (NSA) с 1977 по 1981 год, сменив Генри Киссинджера.","Во время выборов 1976 года он консультировал Картера по вопросам внешней политики. Затем с 1977 по 1981 год он работал советником по национальной безопасности, сменив на этом посту Генри Киссинджера.",0.9339140057563782,"В ходе выборов 1976 года он консультировал Картера по вопросам внешней политики, а затем с 1977 по 1981 год занимал пост советника по национальной безопасности (NSA), сменив Генри Киссинджера.",0.951358437538147
19,"В качестве АНБ он помог Картеру в дипломатическом обращении с мировыми делами, такими как Соглашения Камп-Дэвид, 1978; нормализация отношений США с Китаем в конце 1970-х годов; Иранская революция, которая привела к кризису заложников в Иране, 1979; и советское вторжение в Афганистан, 1979.","Будучи советником по нацбезопасности, он помогал Картеру в мировой дипломатии, например, в заключении Кэмп-Дэвидских соглашений 1978 года, нормализации американо-китайских отношений в конце 1970-х годов, выработке политики в отношении Иранской революции, приведшей к кризису с заложниками в 1979 г., и вторжении СССР в Афганистан в 1979 году.",0.845119059085846,"В качестве советника по национальной безопасности он помогал Картеру в дипломатическом решении мировых дел, таких как Кэмп-Дэвидские соглашения 1978 года; нормализация отношений США и Китая в конце 1970-х; Иранская революция, которая привела к захвату американских заложников в Иране в 1979 году; и советское вторжение в Афганистан в 1979 году.",0.8601632118225098
20,"Фильм, в котором снимаются Райан Гослинг и Эмма Стоун, получил номинации во всех основных категориях.",Этот фильм с участием Райана Гослинга и Эммы Стоун получил номинации во всех главных категориях.,0.9466085433959961,Фильм с Райаном Гослингом и Эммой Стоун получил номинации во всех основных категориях.,0.9493206143379211
21,Гослинг и Стоун получили номинации за лучшего актера и актрису соответственно.,Гослинг и Стоун получили номинации на лучшего актера и актрису соответственно.,0.9767330288887024,Гослинг и Стоун получили номинации на лучшего актёра и актрису соответственно.,0.9705585837364197
22,"Другие номинации включают в себя Лучший фильм, режиссер, кинематография, дизайн костюмов, киноредактирование, оригинальный балл, дизайн производства, звукоредактирование, звукомешивание и оригинальный сценарий.","Среди других номинаций: ""Лучшая картина"", ""Режиссёр"", ""Операторская работа"", ""Дизайн костюмов"", ""Монтаж фильма"", ""Оригинальная музыка"", ""Художник-постановщик"", ""Звуковой монтаж"", ""Звук"" и ""Оригинальный сценарий"".",0.6985614895820618,"Другие номинации включают: Лучший фильм, Режиссура, Операторская работа, Дизайн костюмов, Монтаж фильма, Оригинальная музыка, ПрProduction Design, Звуковой монтаж, Звуковая обработка и Оригинальный сценарий.",0.7991631031036377
23,"Две песни из фильма, ""Аудиция"" и ""Город звезд"", получили номинации на лучшую оригинальную песню.","Две песни из фильма — Audition (The Fools Who Dream) и City of Stars, попали в номинацию лучшая авторская песня. Студия Lionsgate попала в 26 номинаций — больше, чем любая другая студия.",0.8202784657478333,"Две песни из фильма, ""Аудиша"" (Глупцы, которые мечтают) и ""Город звезд"", получили номинации на лучшую оригинальную песню. Студия Lionsgate получила 26 номинаций — больше, чем любая другая студия.",0.8753546476364136
24,"В воскресенье президент США Дональд Трамп в заявлении, выданном через пресс-секретаря, объявил о том, что американские войска покинут Сирию.","Поздно вечером в воскресенье президент США Дональд Трамп через пресс-секретаря заявил, что войска США покинут Сирию.",0.92652827501297,"Поздно в воскресенье президент Соединенных Штатов Дональд Трамп в заявлении, переданном через пресс-секретаря, объявил, что американские войска покинут Сирию.",0.9371314644813538
25,Это было объявлено после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоганом.,"Заявление было сделано после того, как Трамп провел телефонный разговор с президентом Турции Реджепом Тайипом Эрдоганом.",0.9511454701423645,Объявление было сделано после телефонного разговора Трампа с президентом Турции Реджепом Тайипом Эрдоаном.,0.9655686020851135
26,"Турция также будет заниматься охраной захваченных боевиков ИГИЛ, которых, как говорится в заявлении, европейские страны отказались возвращать на родину.","Кроме того, Турция займет главную роль в вопросе охраны пойманных боевиков ИГИЛ, которых, согласно заявлению, европейские государства не согласились возвращать домой.",0.9325297474861145,"Турция также возьмет на себя охрану захваченных бойцов ИГИЛ, которые, как говорится в заявлении, европейские страны отказались репатриировать.",0.9277341961860657
27,"Это не только подтверждает, что у некоторых динозавров были перья, теория, которая уже широко распространена, но и дает подробности, которые обычно не могут найти ископаемые, такие как цвет и трехмерное расположение.","Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.",0.7874168753623962,"Это не только подтверждает, что как минимум у некоторых динозавров были перья, что уже широко распространенная теория, но и предоставляет детали, которые обычно не могут быть получены из окаменелостей, такие как цвет и трехмерное расположение.",0.8308120369911194
28,"Ученые говорят, что перья этого животного была каштаново-коричневой с бледной или каротиноидной нижней стороны.","Учёные говорят, что оперение этого животного было сверху каштаново-коричневого цвета, а снизу — либо бледным, либо имело каротиноидную пигментацию.",0.7044929265975952,"Ученые утверждают, что оперение этого животного было каштаново-коричневым сверху с бледным или каротиноидным цветом снизу.",0.7707437872886658
29,"Также в этом открытии можно узнать, как у птиц развиваются перья.",Находка также позволяет ознакомиться с эволюцией перьев у птиц.,0.8591118454933167,Это открытие также дает представление о эволюции перьев у птиц.,0.8453413248062134
30,"Поскольку у перьев динозавров нет хорошо развитой шахты, называемой рахисом, но есть другие особенности перьев  барб и барбулы  исследователи вынесли вывод, что рахис, вероятно, был более поздним эволюционным развитием, чем эти другие особенности.","Так как у перьев динозавров отсутствует хорошо развитый стержень, называемый рахисом, но все же имеются другие отличительные черты — бородки и бородочки — исследователи пришли к выводу, что рахис, скорее всего, появился позднее путем эволюционного развития других отличительных черт.",0.6409173607826233,"Поскольку перья динозавров не имеют хорошо развитого стержня, называемого рачисом, но обладают другими признаками перьев — бородками и бородочками, исследователи пришли к выводу, что рачис, вероятно, был более поздним эволюционным развитием по сравнению с этими другими признаками.",0.6406099796295166
31,"По словам исследователей, хотя это хвост молодого динозавра, в образце показано взрослые перья, а не курица.","Структура перьев наводит на мысль, что они не использовались для полёта, а скорее для регуляции температуры и демонстрирования. Исследователи предположили, что хотя это и хвост молодого динозавра, но в образце представлено взрослое оперение, а не пух цыплёнка.",0.5954340696334839,"Структура перьев предполагает, что они не использовались для полёта, а скорее для терморегуляции или демонстрации. Исследователи предположили, что, хотя это хвост молодого динозавра, образец показывает взрослое оперение, а не пух птенца.",0.6149800419807434
32,"Исследователи предположили, что, хотя это хвост молодого динозавра, образцы показывают взрослые перья, а не курица.","Исследователи предположили, что, несмотря на то, что это хвост молодого динозавра, данный образец имеет оперение взрослой особи, а не пух цыплёнка.",0.6753097772598267,"Исследователи предположили, что, хотя это хвост молодого динозавра, образец демонстрирует взрослое оперение, а не птичье пуховое оперение.",0.6852203607559204
33,"Автобом, взорванный в полицейском штабе в Газиантеп, Турция, вчера утром убил двух полицейских и ранил более двадцати других людей.","Вчера утром возле главного полицейского управления Газиантепа (Турция) был подорван автомобиль, в результате чего погибли 2 полицейских и еще более 20 человек получили ранения.",0.8353175520896912,"Вчера утром в Газьянтепе, Турция, у главного управления полиции прогремел автомобильный взрыв, в результате которого погибли два полицейских, а более двадцати человек получили ранения.",0.851712167263031
34,"Управление губернатора сообщило, что 19 из раненых были полицейскими.","Канцелярия губернатора сообщила, что 19 из раненных были офицерами полиции.",0.9518246054649353,"Офис губернатора сообщил, что девятнадцать из раненых были полицейскими.",0.96001797914505
35,"Полиция заявила, что подозревает, что ответственность за нападение лежит на боевике ИГИЛ.","Полиция заявила, что в совершении нападения подозревается предполагаемый боевик ДАИШ (ИГИЛ).",0.9395819306373596,"Полиция заявила, что подозревает предполагаемого боевика Даеш (ИГИЛ) в ответственности за атаку.",0.9489073157310486
36,"Они обнаружили, что Солнце действует по тем же основным принципам, что и другие звезды: деятельность всех звезд в системе определяется их яркостью, вращением и ничем другим.","Они обнаружили, что Солнце работает по тем же основным принципам, что и другие звёзды: было установлено, что активность всех звёзд в системе определяется их яркостью, вращением и ничем другим.",0.9339086413383484,"Они обнаружили, что Солнце функционирует на тех же основных принципах, что и другие звезды: выяснили, что активность всех звезд в системе определяется их светимостью, их вращением и ничем другим.",0.9339268803596497
37,"Светочность и вращение используются вместе для определения числа Росби звезды, которая связана с плазменным потоком.","Совокупность светимости и вращения используется для определения числа Россби звезды, связанного с потоком плазмы.",0.8405590653419495,"Яркость и вращение используются вместе для определения числа Россби звезды, которое связано с потоком плазмы.",0.8749153017997742
38,"Чем меньше число Росби, тем меньше активности звезды по отношению к магнитным обворотам.","Чем меньше число Россби, тем менее активна звезда по отношению к инверсиям магнитного поля.",0.8702391386032104,"Чем меньше число Россби, тем менее активна звезда в отношении магнитных переворотов.",0.8839560151100159
39,Во время своего путешествия Ивасаки неоднократно сталкивался с бедами.,Ивасаки часто попадал в неприятные ситуации во время путешествия.,0.920454204082489,Во время своей поездки Ивасаки столкнулся с трудностями много раз.,0.9326438903808594
40,"Он был ограблен пиратами, напал на него в Тибете злостная собака, избежал брака в Непале и был арестован в Индии.","Он был ограблен пиратами, атакован бешеной собакой в Тибете, избежал свадьбы в Непале и был арестован в Индии.",0.8205512166023254,"Он был ограблен пиратами, напал в Тибете бешеной собакой, избежал женитьбы в Непале и был арестован в Индии.",0.8509917855262756
41,"Стандарт 802.11n работает как на частотах 2,4 ГГц, так и на частотах 5,0 ГГц.",Стандарт 802.11n работает на обоих частотах – 2.4 ГГц и 5.0 ГГц.,0.9506890177726746,Стандарт 802.11n работает на частотах 2.4 ГГц и 5.0 ГГц.,0.9502524137496948
42,"Это позволит ему быть обратно совместимым с 802.11a, 802.11b и 802.11g, при условии, что базовая станция имеет двойные радиостанции.","Это обеспечит его обратную совместимость с 802.11a, 802.11b и 802.11g при условии, что у базовой станции есть двойной приемник.",0.9037020802497864,"Это позволит обеспечить обратную совместимость с 802.11a, 802.11b и 802.11g, при условии, что базовая станция имеет два радиопередатчика.",0.9040388464927673
43,"Скорость 802.11n существенно быстрее, чем у предшественников с максимальной теоретической пропускной способностью 600 Мбит/с.","Скорости 802.11n значительно быстрее, чем у его предшественников с максимальной теоретической пропускной способностью в 600 Мбит/с.",0.9568313956260681,"Скорости 802.11n значительно выше, чем у его предшественников, с максимальной теоретической пропускной способностью 600 Мбит/с.",0.9517597556114197
44,"Дувалл, который женат и имеет двоих взрослых детей, не произвел на Миллера большого впечатления.","Дюваль, который женат и имеет двух совершеннолетних детей, не произвел большого впечатления на Миллера, которому рассказали эту историю.",0.8946033120155334,"Дюваль, который женат и имеет двух взрослых детей, не произвел большого впечатления на Миллера, которому была рассказана эта история.",0.8955499529838562
45,"Когда его попросили прокомментировать, Миллер сказал: ""Майк много говорит во время слушания... Я готовился, так что я не слушал, что он сказал"".","Когда у Миллера попросили комментарий, он сказал: ""Майк много говорит во время слушаний... Я готовился, поэтому особо не слушал, что он говорил"".",0.9088979363441467,"Когда его спросили о комментарии, Миллер сказал: «Майк много говорит на слушании... Я готовился, поэтому не очень слушал, что он говорил».",0.9106646776199341
46,"""Мы постараемся сократить выбросы углекислого газа на единицу ВВП на значительный разряд к 2020 году по сравнению с уровнем 2005 года"", - сказал Ху.","""Мы будем предпринимать усилия с целью значительного сокращения выбросов углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года"", — сказал Ху.",0.8750088810920715,"""Мы постараемся существенно сократить выбросы углекислого газа на единицу ВВП к 2020 году по сравнению с уровнем 2005 года,"" сказал Ху.",0.8923988938331604
47,"Он не определил цифру сокращений, заявив, что они будут осуществляться на основе экономического производства Китая.","Он не назвал цифру для сокращений бюджетов, сказав, что они будут сделаны исходя из производительности экономики Китая.",0.8781841397285461,"Он не установил конкретную цифру для сокращений, заявив, что они будут сделаны на основе экономического производства Китая.",0.9235652685165405
48,"Ху призвал развивающиеся страны ""избегать старого пути загрязнения сначала и очистки позже"".","Ху призывал развивающиеся страны ""избегать старой схемы, в которой сначала загрязняют, а потом очищают"".",0.9255808591842651,"Ху призвал развивающиеся страны ""избегать старого пути, когда сначала загрязняют, а потом очищают"".",0.9397740960121155
49,"Он добавил, что ""не следует, однако, просить их взять на себя обязательства, которые выходят за рамки их стадии развития, ответственности и возможностей"".","Он добавил, что ""их, однако, не следует просить брать на себя обязательства, которые выходят за рамки их стадии разработки, ответственности и возможностей"".",0.9394183158874512,"Он добавил, что ""однако от них не следует требовать взятия на себя обязательств, которые выходят за пределы их стадии развития, ответственности и возможностей.""",0.9445340037345886
50,Группа по изучению Ирака представила свой доклад сегодня в 12.00 по Грин-Т.,Сегодня в 12:00 по Гринвичу группа по изучению Ирака представила свой доклад.,0.9319813847541809,Группа изучения Ирака представила свой отчет сегодня в 12:00 по Гринвичу.,0.9164387583732605
51,"В нем предупреждается, что никто не может гарантировать, что любой курс действий в Ираке в данный момент остановит сектатную войну, растущее насилие или сдвиг в путь хаоса.","Он предупреждает: ""Никто не может гарантировать, что какой-либо план действий в Ираке в текущей ситуации сможет остановить религиозную войну, растущее насилие или надвигающийся хаос"".",0.9042903780937195,"Это предупреждает, что никто не может гарантировать, что какой-либо курс действий в Ираке на данном этапе остановит меж宗教ные войны, растущее насилие или скольжение к хаосу.",0.9145830869674683
